PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,season
121,2020/8/13,59:15.1,2020/8/13,59:15.1,1,3,"Sou, Komune",1000073943,Left,TOK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,5,Top,0,0,2,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,118.28979,4.341448,1.015411,2698.352723,269.087757,3:00,1.217279,-1.080416,1.377581,-134.1174,5.0926,47.479,1.139028,-0.310824,107.84389,-5.175341,4.276832,0.532831,,,,,,,,,,,,-22.2161,0.7518,1.042345,15.24,1.340613,-0.809444,-32.389927,1.889484,-3.045164,5.606119,-9.7036,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,7e7f0ba0-dd32-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,113.84463,,,10.4459,,,,17.062227,-32.703801,2.803059,1.219616,2.432767,-4.8518,1.082891,-0.638952,-1.522582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
122,2020/8/13,59:30.0,2020/8/13,59:30.0,1,4,"Sou, Komune",1000073943,Left,TOK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,5,Top,0,1,2,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,130.40994,1.295519,5.93333,2050.575321,127.048257,10:15,1.202874,-1.087449,1.732327,-92.4412,16.5374,-17.7447,0.648571,0.426845,120.17595,-5.38196,4.696121,0.471439,,,,,,,,,,,,12.756,8.5775,0.93604,15.24,1.229319,-3.627749,-35.711006,0.449906,2.149324,6.10483,-8.361387,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,8767ede0-dd32-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,128.66996,,,10.23399,,,,16.707547,-35.961009,3.052415,1.203883,0.792319,-4.180693,1.086405,-3.715767,1.074662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
123,2020/8/13,59:45.3,2020/8/13,59:45.3,1,5,"Sou, Komune",1000073943,Left,TOK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,5,Top,0,2,2,Fastball,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,128.04879,2.729471,4.434028,1986.575849,126.639687,10:15,1.172995,-1.113705,1.660385,-99.1426,13.6093,-14.3845,0.963383,0.010279,118.79029,-4.389984,3.431983,0.479531,,,,,,,,,,,,9.7616,6.2315,0.995377,15.24,1.238452,-2.656981,-35.139089,1.281644,1.607009,5.347481,-8.780789,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,9081a420-dd32-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,126.49863,,,9.2585,,,,16.779865,-35.37265,2.67374,1.174098,1.665161,-4.390394,1.112958,-2.727171,0.803504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.27812,2.223921,1.15456,1.06936,-0.568325,0.882314,-0.069722,-0.422534,1.282714,-0.705314,21.716831,1.600718,-16.315396,-0.415884,21.938812,-1.158936,1.311882,5.428327,-4.812702,-0.73612,-16.706816,1.988761,20S
124,2020/8/13,00:11.3,2020/8/13,00:11.3,2,1,"Sou, Komune",1000073943,Left,TOK,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,Undefined,5,Top,1,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,129.63672,1.654551,5.40895,2029.511039,108.207143,9:30,1.165933,-1.080365,1.634031,-102.4514,8.9583,-17.5469,0.616571,0.294764,119.55641,-5.687293,4.190742,0.476668,,,,,,,,,,,,12.1986,4.4596,0.933434,15.24,1.202648,-3.277536,-35.515762,0.605426,2.034289,5.997671,-9.062945,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,9fff8d90-dd32-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,127.25832,,,10.08031,,,,16.806019,-35.779243,2.998835,1.167306,1.003567,-4.531473,1.079381,-3.366904,1.017144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
125,2020/8/13,00:23.4,2020/8/13,00:23.4,2,2,"Sou, Komune",1000073943,Left,TOK,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,Undefined,5,Top,1,0,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,107.72702,4.66463,3.657991,2073.74462,284.701302,3:30,1.132333,-1.071541,1.483001,-172.4554,-5.6031,41.2606,0.759056,0.397673,98.55537,-7.574302,6.497325,0.583339,,,,,,,,,,,,-17.4957,-4.5166,0.95723,15.24,1.255382,-2.0618,-29.44309,1.762735,-1.97507,4.773981,-10.316525,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,a732d090-dd32-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,103.98761,,,9.17165,,,,16.95712,-29.720204,2.38699,1.13568,2.361577,-5.158262,1.073584,-1.947153,-0.987535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
126,2020/8/13,00:35.8,2020/8/13,00:35.8,2,3,"Sou, Komune",1000073943,Left,TOK,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,Undefined,5,Top,1,0,2,Fastball,Changeup,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,132.71871,2.244823,5.838418,2165.149979,100.376024,9:15,1.102705,-1.150602,1.661986,-98.3972,7.5592,-24.935,0.762924,0.27173,122.30811,-4.815335,4.106753,0.464856,,,,,,,,,,,,16.1116,3.3876,0.995218,15.24,1.155244,-3.591989,-36.333737,1.018209,2.817303,6.152782,-9.214281,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,ae9ed6d0-dd32-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.4921,,,10.4106,,,,16.778168,-36.593284,3.076391,1.104094,1.406902,-4.607141,1.149248,-3.710834,1.408652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.26929,2.431219,1.406464,1.024756,-0.660966,0.665696,-0.349081,-0.428973,1.435848,-1.039868,21.670816,1.809252,-16.361108,-0.404703,23.333802,-1.737667,1.464882,5.053489,-4.589798,-1.067771,-16.634146,1.656719,20S
127,2020/8/13,01:06.1,2020/8/13,01:06.1,3,1,"Sou, Komune",1000073943,Left,TOK,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,Undefined,5,Top,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,114.49919,4.278329,-0.778239,2632.174538,279.071929,3:15,1.179324,-1.093845,1.419741,-148.4373,-1.6005,37.4728,0.936209,-0.944478,105.0183,-6.245009,1.806114,0.547233,,,,,,,,,,,,-18.7166,-2.2,1.113745,15.24,1.296468,0.249233,-31.38878,1.741061,-2.424688,4.954651,-10.091657,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,c0a65150-dd32-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,110.84863,,,9.48089,,,,17.020424,-31.668569,2.477325,1.18206,2.310937,-5.045828,1.095805,0.386155,-1.212344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
128,2020/8/13,01:19.8,2020/8/13,01:19.7,3,2,"Sou, Komune",1000073943,Left,TOK,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,Undefined,5,Top,2,1,0,Fastball,Changeup,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,,,127.38127,2.441247,4.804601,2145.172694,117.025178,10:00,1.12123,-1.107651,1.651027,-101.5574,14.3279,-21.0799,0.805573,0.056604,116.43972,-4.885309,3.337744,0.486148,110.40699,-7.92384,15.294562,,,,,4.897346,,12.377995,0.160287,13.9079,6.5717,0.979114,15.24,1.17909,-2.832434,-34.888231,1.087834,2.220634,6.263696,-8.757371,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,c8cf6600-dd32-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,124.77677,0.802448,,10.94155,,,,16.788822,-35.165201,3.131848,1.122426,1.47507,-4.378685,1.10653,-2.930627,1.110317,0.157127,0.802448,-0.12813,83.07293,0.157136,29.299187,-2.721028,,,,,,,0.802533,-4.234878,-4.819629,,,,,,,-0.127998,8.001678,-4.082931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
129,2020/8/13,03:32.7,2020/8/13,03:32.7,1,1,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,5,Bottom,0,0,0,Slider,Curveball,InPlay,Undefined,GroundBall,,Out,1,0,,,,128.09659,1.69494,-2.430105,2521.035525,43.940908,7:30,1.514836,0.868887,1.634665,-127.344,-14.0007,-16.5199,0.726403,0.008724,118.72743,-7.389763,-3.584666,0.480787,,,,,,,,,,,,6.7995,-7.3143,-0.80088,15.24,1.550203,1.572867,-35.233901,0.510167,1.114044,6.011029,-11.005047,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,1813c1c0-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,126.16815,,,9.36916,,,,16.806237,-35.500101,3.005514,1.516818,0.997528,-5.502524,-0.869443,1.523532,0.557022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
130,2020/8/13,04:05.2,2020/8/13,04:05.2,2,1,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Shuhei, Oto",1000073866,Right,TOK,Undefined,5,Bottom,1,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,126.94713,1.777784,-1.793523,2530.563139,46.501103,7:30,1.494773,0.850292,1.590235,-141.3725,-24.4665,-29.4886,0.590948,0.041242,116.96398,-8.279118,-3.851574,0.488285,,,,,,,,,,,,13.4493,-12.3602,-0.79707,15.24,1.53202,1.236081,-34.898635,0.473962,2.142913,6.430015,-11.776023,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,2b6c9b70-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,124.23085,,,9.98315,,,,16.850586,-35.194132,3.215008,1.497804,1.015138,-5.888011,-0.851612,1.137601,1.071457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
131,2020/8/13,04:17.2,2020/8/13,04:17.2,2,2,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Shuhei, Oto",1000073866,Right,TOK,Undefined,5,Bottom,1,0,1,ChangeUp,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,133.14446,0.682277,-2.954691,1221.61545,293.111333,3:45,1.510818,0.865029,1.678795,-114.9522,-10.4606,31.5839,0.556039,0.337917,123.0599,-7.551122,-0.739016,0.461632,,,,,,,,,,,,-18.0378,-5.023,-0.789101,15.24,1.519507,1.739663,-36.623742,-0.051149,-3.187642,6.609697,-10.69432,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,32961a70-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,131.40351,,,10.08456,,,,16.762169,-36.897434,3.304848,1.512457,0.391678,-5.34716,-0.863869,1.871656,-1.593821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
132,2020/8/13,04:37.1,2020/8/13,04:37.1,2,3,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Shuhei, Oto",1000073866,Right,TOK,Undefined,5,Bottom,1,0,2,Slider,Curveball,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,128.49738,0.294262,-2.083063,2578.350759,53.256212,7:45,1.536965,0.832054,1.637237,-125.9987,-13.369,-22.1368,0.361124,0.015158,119.36714,-8.676358,-3.633176,0.479271,,,,,,,,,,,,9.8685,-6.1447,-0.77315,15.24,1.5341,1.389681,-35.363765,-0.345604,1.625877,6.168805,-10.819008,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,3e78dbc0-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,126.56727,,,9.13025,,,,16.803704,-35.635491,3.084402,1.538827,0.130956,-5.409504,-0.832786,1.318064,0.812939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
133,2020/8/13,05:01.1,2020/8/13,05:01.1,2,4,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Shuhei, Oto",1000073866,Right,TOK,Undefined,5,Bottom,1,0,2,Fastball,Sinker,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,,,146.56285,-0.456351,-5.274685,2358.094871,237.070172,2:00,1.433314,0.878366,1.826192,-54.7303,30.8887,43.4937,0.756557,-0.180844,133.80603,-4.502207,-2.213712,0.417869,146.86793,-14.776119,14.29136,,,,,3.367761,,15.779193,0.063602,-25.995,16.998,-0.754209,15.24,1.418676,3.488324,-40.186942,-0.533603,-5.502302,8.379364,-6.208711,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,4cb56b90-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,145.16526,0.662639,,12.75683,,,,16.613843,-40.472387,4.189682,1.433251,-0.322101,-3.104356,-0.876232,3.675762,-2.751151,0.818816,0.662639,0.266258,,0.818806,38.228721,-2.316352,,,,,,,0.662641,-10.405399,-0.207218,,,,,,,0.266253,9.738887,7.450064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
134,2020/8/13,05:34.9,2020/8/13,05:34.9,3,1,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Keishu, Inoue",1000073902,Right,TOK,Undefined,5,Bottom,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,115.17927,2.03207,-2.475166,2427.209915,36.571133,7:15,1.585161,0.737915,1.773453,-176.4806,-36.2822,-30.27,0.396998,-0.266653,105.90677,-10.63321,-4.612101,0.53472,,,,,,,,,,,,13.5273,-18.7957,-0.673987,15.24,1.623371,1.492728,-31.660329,0.489131,1.754476,5.834597,-12.244431,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,60ec2220-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,113.44264,,,9.2725,,,,16.667813,-31.922373,2.917298,1.589054,1.039053,-6.122216,-0.739259,1.413931,0.877238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
135,2020/8/13,05:48.5,2020/8/13,05:48.5,3,2,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Keishu, Inoue",1000073902,Right,TOK,Undefined,5,Bottom,2,1,0,ChangeUp,Splitter,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,132.64281,0.409366,-3.856577,1064.374331,289.858144,3:45,1.467194,0.850774,1.675418,-112.7586,-6.8995,27.919,0.456585,0.028797,122.20513,-7.671247,-1.901448,0.464642,,,,,,,,,,,,-16.6718,-2.754,-0.750171,15.24,1.468949,2.319015,-36.431827,-0.220297,-2.907448,6.722162,-10.286922,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,69011290-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,130.55203,,,10.43768,,,,16.764955,-36.712124,3.361081,1.469192,0.208641,-5.143461,-0.849396,2.440247,-1.453724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
136,2020/8/13,06:03.2,2020/8/13,06:03.2,3,3,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Keishu, Inoue",1000073902,Right,TOK,Undefined,5,Bottom,2,1,1,Fastball,Sinker,InPlay,Undefined,GroundBall,,Single,0,0,,,,144.20769,-1.408645,-4.125785,2364.778531,227.638168,1:30,1.438389,0.866431,1.864435,-51.8815,35.9952,36.3967,0.521507,0.065741,131.81197,-5.265086,-1.551404,0.423342,,,,,,,,,,,,-21.7198,20.4256,-0.772199,15.24,1.40214,2.67765,-39.596237,-1.164912,-4.457382,8.237734,-5.614865,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,71c30be0-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,143.28837,,,12.39571,,,,16.575506,-39.873113,4.118867,1.438122,-0.976193,-2.807432,-0.864714,2.827465,-2.228691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
137,2020/8/13,07:03.6,2020/8/13,07:03.6,4,1,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Sou, Komune",1000073943,Left,TOK,Undefined,5,Bottom,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,142.55545,-1.845761,-5.028093,2297.246726,232.046691,1:45,1.438497,0.841486,1.83024,-56.7499,34.2003,39.931,0.347568,-0.182774,129.79757,-6.046884,-2.214584,0.430682,,,,,,,,,,,,-24.168,19.8344,-0.723374,15.24,1.390388,3.23748,-39.060534,-1.474901,-4.806895,8.322056,-5.86168,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,95c3f720-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,140.84648,,,12.75787,,,,16.609429,-39.351217,4.161028,1.438329,-1.270157,-2.93084,-0.839389,3.405381,-2.403447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
138,2020/8/13,07:26.0,2020/8/13,07:26.0,4,2,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Sou, Komune",1000073943,Left,TOK,Undefined,5,Bottom,2,1,0,Fastball,Sinker,InPlay,Undefined,GroundBall,,Single,0,0,1,,,142.71942,-0.084956,-4.88972,2273.665604,245.609466,2:15,1.424993,0.853785,1.972766,-65.2428,23.3935,45.3601,0.748698,-0.064621,130.28059,-4.924121,-1.664302,0.425168,,,,,,,,,,,,-27.1664,13.1509,-0.750855,15.24,1.419685,3.140827,-39.183735,-0.292468,-5.4562,8.113006,-7.165365,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,a31d04c0-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,142.673,,,12.43882,,,,16.46733,-39.437035,4.056503,1.425324,-0.068755,-3.582683,-0.851576,3.311178,-2.7281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
139,2020/8/13,08:43.4,2020/8/13,08:43.4,5,1,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Tetsuya, Nakai",1000073897,Left,TOK,Undefined,5,Bottom,2,0,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,"1,2",,,132.8299,0.532409,-3.844174,1163.852417,279.186266,3:15,1.498066,0.852868,1.658479,-107.6471,-2.2034,32.6697,0.573888,0.080812,122.61554,-7.180975,-1.559261,0.46373,,,,,,,,,,,,-18.9363,-0.4926,-0.751928,15.24,1.50347,2.291041,-36.491906,-0.12091,-3.324941,6.510781,-9.893148,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,d1419c30-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,130.80898,,,10.21437,,,,16.781974,-36.765991,3.255391,1.499794,0.295563,-4.946574,-0.851321,2.431012,-1.662471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
140,2020/8/13,09:04.6,2020/8/13,09:04.6,5,2,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Tetsuya, Nakai",1000073897,Left,TOK,Undefined,5,Bottom,2,0,1,Slider,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,"1,2",,,132.32736,-0.553327,-3.301438,2225.619087,270.464134,3:00,1.491507,0.813239,1.679103,-102.3242,2.4865,29.3055,0.31028,0.164229,123.62363,-7.867716,-1.246249,0.462336,,,,,,,,,,,,-16.7886,2.3681,-0.727848,15.24,1.468374,1.961844,-36.417211,-0.780149,-2.966188,5.796671,-9.388255,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,dddadc40-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,131.20334,,,8.70373,,,,16.761762,-36.658635,2.898335,1.492724,-0.389139,-4.694127,-0.812129,2.085382,-1.483094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
141,2020/8/13,09:31.0,2020/8/13,09:30.9,5,3,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Tetsuya, Nakai",1000073897,Left,TOK,Undefined,5,Bottom,2,0,2,ChangeUp,Splitter,InPlay,Undefined,GroundBall,,Out,1,0,"1,2",,,131.91223,0.555711,-3.544932,967.277219,294.992628,3:45,1.464972,0.840961,1.717509,-112.7174,-7.3625,21.8461,0.49613,0.050084,122.75126,-7.519883,-2.010687,0.463535,,,,,,,,,,,,-13.29,-3.3098,-0.750737,15.24,1.470578,2.146542,-36.291202,-0.112675,-2.32319,6.004414,-10.385219,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,ed907780-dd33-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,130.86404,,,9.16097,,,,16.723431,-36.535812,3.002207,1.46655,0.310403,-5.19261,-0.840111,2.241185,-1.161595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
