PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,season
43,2020/8/13,15:35.6,2020/8/13,15:35.6,3,5,"Kota, Hirayama",1000073931,Right,TOK,"Moeto, Suzuki",1000074064,Left,WAS_EDA,Undefined,2,Top,1,2,2,Fastball,Changeup,InPlay,Undefined,LineDrive,GroundBall,Single,0,0,2,,,133.73193,-1.188665,-0.603188,1715.664164,225.055507,1:30,1.734586,0.226055,1.606351,-69.2037,34.8821,31.9685,0.702161,0.373038,123.75289,-6.193602,1.631184,0.460734,124.33914,9.387222,-23.69122,2153.762955,,,,37.902472,,-28.881112,1.233497,-16.4774,19.1444,-0.212225,15.24,1.695401,0.228501,-36.802883,-1.046779,-2.950404,6.446262,-6.378707,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,65340930-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,131.65944,2.174091,,9.97903,,,,16.833816,-37.080999,3.223131,1.734627,-0.771578,-3.189353,-0.224829,0.355793,-1.475202,0.127838,0.661128,-0.379262,93.421979,0.127838,31.204334,-4.083598,0.514196,-0.093714,0.014348,-0.002042,0.000377,-4.5e-05,0.661128,5.633459,-5.467886,0.44983,-0.075952,0.017176,-0.002648,0.000364,-4.1e-05,-0.379262,-13.692042,-1.037022,0.357879,-0.074207,0.017304,-0.003299,0.000491,-4.6e-05,,,,,,,,,,,,,,,,,,,,,,,20S
44,2020/8/13,16:23.5,2020/8/13,16:23.5,4,1,"Kota, Hirayama",1000073931,Right,TOK,"Masaya, Nishigaki",1000073939,Left,WAS_EDA,Undefined,2,Top,1,0,0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,"1,3",,,133.68541,-1.808015,-1.425868,1754.445135,210.65114,1:00,1.719373,0.147231,1.634679,-59.6125,44.689,24.6165,0.606168,-0.014214,123.1545,-6.161436,0.296916,0.461211,,,,,,,,,,,,-13.2909,24.6002,-0.110382,15.24,1.664871,0.791517,-36.752162,-1.390689,-2.364937,6.665309,-5.429355,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,81c5e0f0-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,131.52318,,,10.53091,,,,16.80493,-37.034888,3.332655,1.718976,-1.160389,-2.714678,-0.146083,0.891831,-1.182468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
45,2020/8/13,16:44.7,2020/8/13,16:44.7,4,2,"Kota, Hirayama",1000073931,Right,TOK,"Masaya, Nishigaki",1000073939,Left,WAS_EDA,Undefined,2,Top,1,0,1,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,"1,3",Steal,"Moeto, Suzuki",133.63977,-1.818565,-0.793123,1677.07864,220.620054,1:15,1.740004,0.142522,1.611682,-66.1407,39.256,30.7498,0.557879,0.223005,122.37599,-6.634409,1.357037,0.463626,,,,,,,,,,,,-15.9415,21.9751,-0.123294,15.24,1.683812,0.351876,-36.714845,-1.429134,-2.809004,7.169967,-5.934475,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,8e686fd0-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.83808,,,11.26378,,,,16.827702,-37.023606,3.584983,1.739853,-1.173578,-2.967237,-0.141052,0.47284,-1.404502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
46,2020/8/13,17:18.6,2020/8/13,17:18.6,4,3,"Kota, Hirayama",1000073931,Right,TOK,"Masaya, Nishigaki",1000073939,Left,WAS_EDA,Undefined,2,Top,1,0,2,Splitter,Changeup,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,"2,3",,,120.23031,-0.04669,-0.40901,999.651862,259.029688,2:45,1.595329,0.224672,1.572011,-120.7344,13.2802,41.3356,0.374589,0.52068,108.01745,-8.75865,2.477265,0.522794,,,,,,,,,,,,-20.7292,8.3162,-0.216913,15.24,1.583185,0.035884,-32.95077,-0.50256,-2.866574,7.147987,-8.656634,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,a295d790-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,116.03036,,,12.21286,,,,16.866226,-33.301678,3.573993,1.597425,-0.07759,-4.328317,-0.222129,0.176609,-1.433287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
47,2020/8/13,17:54.2,2020/8/13,17:54.1,5,1,"Kota, Hirayama",1000073931,Right,TOK,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,2,Top,2,0,0,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,"2,3",,,122.10904,0.100935,-3.428246,1280.68959,251.829153,2:30,1.639127,0.215285,1.627767,-109.2606,17.3471,40.0554,0.575433,-0.365571,111.62159,-7.775656,-0.629597,0.508142,,,,,,,,,,,,-22.5766,9.8869,-0.12454,15.24,1.632562,1.82162,-33.507603,-0.363828,-3.30289,6.149571,-8.360226,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,b7c6a590-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,119.37616,,,10.48745,,,,16.811887,-33.794856,3.074786,1.640437,0.026688,-4.180113,-0.213234,1.975902,-1.651445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
48,2020/8/13,18:14.4,2020/8/13,18:14.4,5,2,"Kota, Hirayama",1000073931,Right,TOK,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,2,Top,2,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,"2,3",,,133.71658,-2.963069,-2.905812,1782.679174,207.509651,1:00,1.686148,0.19913,1.706868,-53.8754,49.8979,24.3056,0.302416,-0.385371,123.10273,-6.925101,-1.199917,0.460042,,,,,,,,,,,,-14.2931,28.27,-0.125192,15.24,1.604517,1.746308,-36.706871,-2.096739,-2.533624,6.739562,-4.795459,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,c3d44770-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,131.85751,,,10.61386,,,,16.732972,-36.979973,3.369781,1.685544,-1.902417,-2.397729,-0.198036,1.848976,-1.266812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
49,2020/8/13,18:40.5,2020/8/13,18:40.5,5,3,"Kota, Hirayama",1000073931,Right,TOK,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,2,Top,2,2,0,Splitter,Changeup,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,"2,3",,,120.92689,0.093592,-1.522714,1225.368811,243.687535,2:00,1.602818,0.237791,1.588445,-108.3268,22.1244,35.4058,0.546385,0.155312,109.79123,-7.732793,0.949731,0.515797,92.56494,32.541878,-156.080618,3452.483678,,,,40.386742,,-159.079545,2.192059,-18.9424,12.2657,-0.198264,15.24,1.595792,0.718253,-33.19166,-0.362899,-2.695283,6.510771,-8.061392,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,d35cdf40-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,117.60445,7.379148,,11.13566,,,,16.850918,-33.506163,3.255385,1.603917,0.026506,-4.030696,-0.236104,0.848448,-1.347641,0.717436,0.531906,-0.142537,14.039047,0.717438,-19.814145,0.853339,0.112095,-0.030208,0.011374,-0.002227,0.000524,-8.9e-05,0.531898,13.831829,-7.664802,0.837005,-0.235521,0.109033,-0.047171,0.012499,-0.001359,-0.142534,-8.788539,0.920095,0.065857,-0.015706,0.004042,0.000956,-0.000329,7e-06,,,,,,,,,,,,,,,,,,,,,,,20S
50,2020/8/13,19:06.2,2020/8/13,19:06.2,5,4,"Kota, Hirayama",1000073931,Right,TOK,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,2,Top,2,2,1,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,"2,3",,,134.07971,-1.303819,-3.453941,1987.004652,210.70755,1:00,1.740674,0.160992,1.680575,-53.9384,51.3037,28.214,0.82895,-0.542464,121.06476,-5.326727,-1.479271,0.463286,,,,,,,,,,,,-17.2148,28.1323,-0.071594,15.24,1.701841,2.082053,-36.760779,-1.030556,-3.002491,8.031943,-4.900008,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,e2b406d0-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.93415,,,13.01496,,,,16.759144,-37.091215,4.015971,1.740092,-0.828969,-2.450004,-0.159791,2.205576,-1.501246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
51,2020/8/13,19:29.0,2020/8/13,19:29.0,5,5,"Kota, Hirayama",1000073931,Right,TOK,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,2,Top,2,3,1,Fastball,Changeup,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,"2,3",,,133.85956,-1.38956,-0.678376,2019.249305,214.978503,1:15,1.73807,0.184569,1.652756,-57.3859,48.4005,31.1874,0.767395,0.302762,120.90411,-5.646889,1.506824,0.464483,144.51427,-3.13792,-9.741281,,,,,9.619153,,-11.69306,0.23864,-16.2184,26.5635,-0.168911,15.24,1.695879,0.277065,-36.739611,-1.101145,-2.823619,8.065068,-5.18196,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,f04ae0c0-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.59692,0.740621,,12.95545,,,,16.786134,-37.077464,4.032534,1.73746,-0.884068,-2.59098,-0.182995,0.395349,-1.411809,0.238209,0.740621,-0.301194,121.661445,0.238588,39.483754,-4.246098,,,,,,,0.740708,-2.202199,-3.779928,,,,,,,-0.301104,-6.786982,-0.506468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
52,2020/8/13,21:33.7,2020/8/13,21:33.7,1,1,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Toshiki, Oka",1000073905,Right,TOK,Undefined,2,Bottom,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,143.59459,0.708198,-4.04258,2197.160809,224.098179,1:30,1.437285,0.874362,1.873515,-56.0757,31.8417,28.3578,1.076492,0.017491,131.84334,-3.442043,-2.036973,0.42344,,,,,,,,,,,,-17.1993,16.7907,-0.78212,15.24,1.450239,2.648427,-39.459011,0.281485,-3.530897,7.615175,-6.359641,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,3aa72200-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,143.2551,,,11.75125,,,,16.566207,-39.714131,3.807588,1.43724,0.494542,-3.179821,-0.872828,2.766718,-1.765448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
53,2020/8/13,21:46.8,2020/8/13,21:46.8,1,2,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Toshiki, Oka",1000073905,Right,TOK,Undefined,2,Bottom,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,143.2909,-0.78655,-2.33111,2355.239378,234.78889,1:45,1.478453,0.874802,1.801608,-53.9231,35.478,46.2736,0.716512,0.677713,130.99792,-4.780244,0.938392,0.426998,,,,,,,,,,,,-25.1463,19.5621,-0.820828,15.24,1.45551,1.365271,-39.404608,-0.74503,-5.111256,8.149574,-5.830447,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,42778f60-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,142.06149,,,12.29298,,,,16.637978,-39.692682,4.074787,1.478203,-0.538934,-2.915223,-0.872281,1.545946,-2.555628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
54,2020/8/13,22:00.9,2020/8/13,22:00.9,1,3,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Toshiki, Oka",1000073905,Right,TOK,Undefined,2,Bottom,0,2,0,ChangeUp,Splitter,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,132.68825,0.395031,-4.597795,1096.558277,285.486452,3:30,1.476731,0.8558,1.682251,-107.7013,-2.9336,20.6823,0.512658,-0.250473,123.47654,-7.302857,-3.15223,0.462241,,,,,,,,,,,,-13.1973,-0.8684,-0.735289,15.24,1.47847,2.832117,-36.450778,-0.202293,-2.330381,5.968678,-9.959988,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,4ada9fd0-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,131.23025,,,9.2117,,,,16.758465,-36.698579,2.984339,1.478284,0.211214,-4.979994,-0.854878,2.928867,-1.165191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
55,2020/8/13,22:14.2,2020/8/13,22:14.2,1,4,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Toshiki, Oka",1000073905,Right,TOK,Undefined,2,Bottom,0,2,1,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,145.9973,-0.030825,-2.880057,2376.261236,231.188561,1:45,1.430973,0.852295,1.824042,-50.89,34.815,40.0169,0.913353,0.438149,133.61259,-3.808109,-0.051385,0.418079,,,,,,,,,,,,-22.7696,18.7396,-0.785737,15.24,1.426852,1.823229,-40.16163,-0.215061,-4.815854,8.330208,-5.843158,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,52c1c980-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,145.09237,,,12.38471,,,,16.616391,-40.44611,4.165104,1.43079,-0.015515,-2.921579,-0.850809,1.987692,-2.407927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
56,2020/8/13,22:30.2,2020/8/13,22:30.2,1,5,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Toshiki, Oka",1000073905,Right,TOK,Undefined,2,Bottom,0,3,1,ChangeUp,Splitter,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,,,133.28964,1.561462,-3.073303,1110.233839,280.264024,3:15,1.460689,0.837813,1.744145,-104.5079,-1.4525,23.6871,0.859656,0.201339,123.36362,-5.971149,-1.407568,0.458448,79.6722,-17.536302,4.753897,,,,,2.431762,,0.725437,0.120607,-13.9753,-0.85,-0.76133,15.24,1.492656,1.856581,-36.665696,0.57206,-2.488254,6.275626,-9.957982,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,5c4ba6b0-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,132.316,0.829198,,9.92602,,,,16.696453,-36.914138,3.137813,1.462205,0.966281,-4.978991,-0.836779,1.955087,-1.244127,-0.071884,0.829198,-0.19378,205.026543,-0.071852,21.026597,-2.238657,,,,,,,0.829188,-6.667217,-1.724912,,,,,,,-0.193794,1.750402,0.927076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
57,2020/8/13,22:58.8,2020/8/13,22:58.8,2,1,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,2,Bottom,1,0,0,ChangeUp,Splitter,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,133.61173,0.459418,-5.129221,1147.089878,296.188632,3:45,1.471632,0.823815,1.684899,-111.6992,-8.197,22.3242,0.486073,-0.418343,124.273,-7.512677,-3.570529,0.459441,,,,,,,,,,,,-14.3682,-3.5753,-0.68947,15.24,1.474776,3.18432,-36.676967,-0.181627,-2.566982,6.088934,-10.445409,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,6d5c8c30-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,132.03013,,,9.33873,,,,16.755932,-36.927778,3.044467,1.473396,0.248631,-5.222705,-0.822813,3.290057,-1.283491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
58,2020/8/13,23:10.9,2020/8/13,23:10.9,2,2,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,2,Bottom,1,1,0,Fastball,Sinker,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,,,146.81602,-0.010308,-4.936839,2370.333914,231.007842,1:45,1.456367,0.849764,1.94705,-48.2037,35.7984,40.9319,0.971429,-0.128432,133.89574,-3.62324,-2.032906,0.413904,114.8558,16.697263,-168.650452,1597.971426,-32.599565,3.233976,-7.834795,44.622379,,-165.313659,1.688118,-24.7827,19.4706,-0.743488,15.24,1.453417,3.28228,-40.298342,-0.173241,-5.269106,8.513345,-5.666971,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,7494d840-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,146.55568,4.318369,,12.92028,,,,16.492908,-40.562166,4.256672,1.456065,0.002375,-2.833486,-0.847734,3.445567,-2.634553,0.115215,0.933369,0.145464,316.283903,0.115215,-29.961589,2.526164,-0.003625,0.015809,0.001409,-0.00168,0.00023,-5e-06,0.933369,9.166601,-6.622053,0.60896,-0.087306,0.022321,-0.002857,5.3e-05,1.5e-05,0.145464,-6.013866,-0.400703,-0.035238,0.001995,-0.001573,0.000552,-6.2e-05,1e-06,,,,,,,,,,,,,,,,,,,,,,,20S
59,2020/8/13,23:27.5,2020/8/13,23:27.5,2,3,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,2,Bottom,1,1,1,Fastball,Sinker,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,,,145.80925,-0.124456,-4.33499,2305.996732,235.760483,1:45,1.442848,0.866,1.785079,-53.7133,33.563,45.0155,0.87037,0.086206,132.3008,-4.108887,-1.167948,0.421893,145.87738,-22.051512,9.422752,,,,,2.954334,,7.042241,0.048734,-26.3422,18.1099,-0.761832,15.24,1.436029,2.801603,-40.004713,-0.295785,-5.48618,8.865621,-6.034979,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,7e7ab820-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,143.78041,0.753191,,13.50845,,,,16.654907,-40.317058,4.43281,1.442705,-0.083166,-3.017489,-0.86394,2.994886,-2.74309,1.133809,0.753191,0.042502,,1.133803,37.052117,-3.141762,,,,,,,0.753195,-15.214263,-4.944361,,,,,,,0.0425,6.149223,8.432481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
60,2020/8/13,23:56.8,2020/8/13,23:56.8,3,1,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Shuhei, Oto",1000073866,Right,TOK,Undefined,2,Bottom,2,0,0,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,146.50984,-0.894222,-3.899388,2360.636903,228.876485,1:45,1.439071,0.842753,1.778356,-49.6575,36.6897,38.7458,0.688553,0.123799,133.23626,-4.584,-1.172355,0.419642,,,,,,,,,,,,-22.688,20.2473,-0.748499,15.24,1.413317,2.53971,-40.212752,-0.819832,-4.781728,8.836447,-5.539333,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,8ff24eb0-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,144.5518,,,13.27358,,,,16.661451,-40.523901,4.418224,1.438751,-0.624781,-2.769666,-0.840891,2.708084,-2.390864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
61,2020/8/13,24:18.6,2020/8/13,24:18.6,3,2,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Shuhei, Oto",1000073866,Right,TOK,Undefined,2,Bottom,2,0,1,Fastball,Four-Seam,InPlay,Undefined,Popup,Popup,Out,1,0,,,,147.08685,-0.280766,-4.409315,2431.641125,223.944394,1:30,1.425521,0.896544,1.776529,-45.0623,41.0165,36.6974,0.89511,0.011739,133.1308,-3.65581,-1.83037,0.418989,106.94494,44.76497,7.491533,3864.261213,32.831441,22.158735,6.798467,61.038848,,14.265406,4.476478,-22.0526,21.9989,-0.789239,15.24,1.415364,2.916006,-40.330747,-0.364288,-4.659383,9.157922,-5.158611,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,9cee2120-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,144.77701,22.173605,,13.95604,,,,16.662949,-40.652572,4.578961,1.42498,-0.183005,-2.579305,-0.89459,3.079745,-2.329691,0.209259,0.910923,-0.004621,198.445957,0.209313,20.910638,-3.799548,0.902337,-0.174813,0.030389,-0.004965,0.000585,-3.1e-05,0.910994,20.917784,-5.733807,0.369383,-0.040724,-0.004299,0.002496,-0.000291,1e-05,-0.004644,2.750548,0.484987,-0.165184,0.038328,-0.006471,0.000663,-4.2e-05,2e-06,,,,,,,,,,,,,,,,,,,,,,,20S
62,2020/8/13,26:45.4,2020/8/13,26:45.4,1,1,"Kota, Hirayama",1000073931,Right,TOK,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,Undefined,3,Top,0,0,0,Cutter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,121.55722,3.634349,-2.485612,2132.450041,183.191201,12:00,1.65818,0.244782,1.692439,-100.1551,24.7678,1.1945,1.694062,-0.451623,112.20348,-3.616616,-2.402018,0.504749,,,,,,,,,,,,-2.0935,11.406,-0.179342,15.24,1.746198,1.443496,-33.376335,1.752787,-0.309521,5.080917,-8.120304,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,f461fa30-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,120.17846,,,9.35374,,,,16.747221,-33.604998,2.540458,1.659092,2.118235,-4.060152,-0.244619,1.457425,-0.15476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
