count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
280,16.0,264.0,2025/3/12,9700.140406,9411.140408,1741750529,4.0,3.0,pos1_4,Right,GXAスカイホークス,4,昼馬,Left,TOK,7,Top,0,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.15,0.1,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"2,3",,春山,片桐,Nothing,,,,,,2507020280,ボール,,9698.0,https://youtu.be/Jyu6IJPUpVs&t=9698,5327.0,https://youtu.be/aTQ94zDNQF8&t=5327,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Kotaro, Hiruma",,"Yuichiro, Haruyama","Jota, Katagiri",,,,,,,,,,,,
281,17.0,265.0,2025/3/12,9723.61581,9434.615812,1741750552,4.0,4.0,pos1_4,Right,GXAスカイホークス,4,昼馬,Left,TOK,7,Top,0,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,1,,116.0,0.37,-0.74,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"2,3",,春山,片桐,WildPitch,片桐,,片桐,,,2507020281,ボール[WP]①,,9721.0,https://youtu.be/Jyu6IJPUpVs&t=9721,5232.0,https://youtu.be/aTQ94zDNQF8&t=5232,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Kotaro, Hiruma",,"Yuichiro, Haruyama","Jota, Katagiri",,"Jota, Katagiri",,,,,,,,,,
282,18.0,266.0,2025/3/12,9743.864902,9454.864904,1741750572,4.0,5.0,pos1_4,Right,GXAスカイホークス,4,昼馬,Left,TOK,7,Top,0,3,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.57,0.216,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,2,,春山,,Nothing,,,,,,2507020282,空振り,,9741.0,https://youtu.be/Jyu6IJPUpVs&t=9741,5252.0,https://youtu.be/aTQ94zDNQF8&t=5252,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Kotaro, Hiruma",,"Yuichiro, Haruyama",,,,,,,,,,,,,
283,19.0,267.0,2025/3/12,9769.600253,9480.600255,1741750598,4.0,6.0,pos1_4,Right,GXAスカイホークス,4,昼馬,Left,TOK,7,Top,0,3,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,111.0,0.642,-0.276,41.42416444,17.40270413,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,2,,春山,,Undefined,,,春山,"4,3","4,3A",2507020283,二ゴ,,9767.0,https://youtu.be/Jyu6IJPUpVs&t=9767,5278.0,https://youtu.be/aTQ94zDNQF8&t=5278,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Kotaro, Hiruma",,"Yuichiro, Haruyama",,,"Yuichiro, Haruyama",,,,,,,,,,
284,20.0,268.0,2025/3/12,9807.956906,9518.956908,1741750636,5.0,1.0,pos1_4,Right,GXAスカイホークス,5,土ヶ端,Right,TOK,7,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.13,0.112,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,3,,,春山,Nothing,,,,,,2507020284,ボール,,9805.0,https://youtu.be/Jyu6IJPUpVs&t=9805,5316.0,https://youtu.be/aTQ94zDNQF8&t=5316,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Yuto, Tsuchigahata",,,"Yuichiro, Haruyama",,,,,,,,,,,,
285,21.0,269.0,2025/3/12,9823.818288,9534.81829,1741750652,5.0,2.0,pos1_4,Right,GXAスカイホークス,5,土ヶ端,Right,TOK,7,Top,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,121.0,0.237,-0.236,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,3,,,春山,Nothing,,,,,,2507020285,ボール,,9821.0,https://youtu.be/Jyu6IJPUpVs&t=9821,5332.0,https://youtu.be/aTQ94zDNQF8&t=5332,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,L,R,R,R,L","Yuto, Tsuchigahata",,,"Yuichiro, Haruyama",,,,,,,,,,,,
286,22.0,270.0,2025/3/12,9841.875949,9552.875951,1741750670,5.0,3.0,pos1_4,Right,GXAスカイホークス,5,土ヶ端,Right,TOK,7,Top,1,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,118.0,1.33,0.707,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,3,,,春山,Nothing,,,,,,2507020286,ボール,,9839.0,https://youtu.be/Jyu6IJPUpVs&t=9839,5347.0,https://youtu.be/aTQ94zDNQF8&t=5347,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Yuto, Tsuchigahata",,,"Yuichiro, Haruyama",,,,,,,,,,,,
287,23.0,271.0,2025/3/12,9862.709472,9573.709474,1741750691,5.0,4.0,pos1_4,Right,GXAスカイホークス,5,土ヶ端,Right,TOK,7,Top,1,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,116.0,,,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,3,,,春山,Nothing,,,,,,2507020287,見逃し,,9860.0,https://youtu.be/Jyu6IJPUpVs&t=9860,5368.0,https://youtu.be/aTQ94zDNQF8&t=5368,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Yuto, Tsuchigahata",,,"Yuichiro, Haruyama",,,,,,,,,,,,
288,24.0,272.0,2025/3/12,9883.308177,9594.308179,1741750712,5.0,5.0,pos1_4,Right,GXAスカイホークス,5,土ヶ端,Right,TOK,7,Top,1,3,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,121.0,0.714,0.124,53.37847569,69.96278983,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,3,,,春山,Undefined,,,,,,2507020288,ファール,,9881.0,https://youtu.be/Jyu6IJPUpVs&t=9881,5388.0,https://youtu.be/aTQ94zDNQF8&t=5388,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Yuto, Tsuchigahata",,,"Yuichiro, Haruyama",,,,,,,,,,,,
289,25.0,273.0,2025/3/12,9906.257986,9617.257989,1741750735,5.0,6.0,pos1_4,Right,GXAスカイホークス,5,土ヶ端,Right,TOK,7,Top,1,3,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,120.0,0.854,0.184,72.08753932,61.12757583,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,3,,,春山,Undefined,,,,,,2507020289,ファール,,9904.0,https://youtu.be/Jyu6IJPUpVs&t=9904,5411.0,https://youtu.be/aTQ94zDNQF8&t=5411,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Yuto, Tsuchigahata",,,"Yuichiro, Haruyama",,,,,,,,,,,,
290,26.0,274.0,2025/3/12,9927.125781,9638.125783,1741750756,5.0,7.0,pos1_4,Right,GXAスカイホークス,5,土ヶ端,Right,TOK,7,Top,1,3,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,120.0,0.642,0.224,49.79312586,68.45071553,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,3,,,春山,Undefined,,,,,,2507020290,ファール,,9925.0,https://youtu.be/Jyu6IJPUpVs&t=9925,5432.0,https://youtu.be/aTQ94zDNQF8&t=5432,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Yuto, Tsuchigahata",,,"Yuichiro, Haruyama",,,,,,,,,,,,
291,27.0,275.0,2025/3/12,9952.281371,9663.281373,1741750781,5.0,8.0,pos1_4,Right,GXAスカイホークス,5,土ヶ端,Right,TOK,7,Top,1,3,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,119.0,0.942,0.116,17.69911504,180.0,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,3,,,春山,Undefined,,,,,,2507020291,ファール,,9950.0,https://youtu.be/Jyu6IJPUpVs&t=9950,5457.0,https://youtu.be/aTQ94zDNQF8&t=5457,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Yuto, Tsuchigahata",,,"Yuichiro, Haruyama",,,,,,,,,,,,
292,28.0,276.0,2025/3/12,9974.710769,9685.710771,1741750803,5.0,9.0,pos1_4,Right,GXAスカイホークス,5,土ヶ端,Right,TOK,7,Top,1,3,2,Curveball,BallCalled,Walk,Undefined,Undefined,0,1,,,1.283,0.507,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,3,,,春山,WildPitch,"土ヶ端,春山",,春山,,,2507020292,四球[WP]①,,9972.0,https://youtu.be/Jyu6IJPUpVs&t=9972,5480.0,https://youtu.be/aTQ94zDNQF8&t=5480,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Yuto, Tsuchigahata",,,"Yuichiro, Haruyama",,"Yuichiro, Haruyama",,,,,,,,,,
293,,,2025/3/12,10027.55566,9738.555657,1741750856,,,pos1_4,Right,GXAスカイホークス,6,大江,Right,TOK,7,Top,1,0,0,,,,,,0,0,,,,,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,土ヶ端,,,PickOff,,,,"1,3","1,3",2507020293,牽制,,10025.0,https://youtu.be/Jyu6IJPUpVs&t=10025,5532.0,https://youtu.be/aTQ94zDNQF8&t=5532,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,山本,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,山本,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Nobutomo, Oe","Yuto, Tsuchigahata",,,,,,,,,,,,,,
294,29.0,277.0,2025/3/12,10048.0448,9759.044803,1741750877,6.0,1.0,pos1_4,Right,GXAスカイホークス,6,大江,Right,TOK,7,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,116.0,0.57,0.164,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,土ヶ端,,,Nothing,,,,,,2507020294,見逃し,,10046.0,https://youtu.be/Jyu6IJPUpVs&t=10046,5553.0,https://youtu.be/aTQ94zDNQF8&t=5553,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,大江,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Nobutomo, Oe","Yuto, Tsuchigahata",,,,,,,,,,,,,,
295,,,2025/3/12,10071.68159,9782.681592,1741750900,,,pos1_4,Right,GXAスカイホークス,6,大江,Right,TOK,7,Top,1,0,1,,,,,,0,0,,,,,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,土ヶ端,,,PickOff,,,,"1,3","1,3",2507020295,牽制,,10069.0,https://youtu.be/Jyu6IJPUpVs&t=10069,5500.0,https://youtu.be/aTQ94zDNQF8&t=5500,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,大江,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Nobutomo, Oe","Yuto, Tsuchigahata",,,,,,,,,,,,,,
296,,,2025/3/12,10083.91534,9794.915346,1741750912,,,pos1_4,Right,GXAスカイホークス,6,大江,Right,TOK,7,Top,1,0,1,,,,,,0,0,,,,,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,土ヶ端,,,PickOff,,,,"1,3","1,3",2507020296,牽制,,10081.0,https://youtu.be/Jyu6IJPUpVs&t=10081,5512.0,https://youtu.be/aTQ94zDNQF8&t=5512,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,大江,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Nobutomo, Oe","Yuto, Tsuchigahata",,,,,,,,,,,,,,
297,30.0,278.0,2025/3/12,10096.85626,9807.856266,1741750925,6.0,2.0,pos1_4,Right,GXAスカイホークス,6,大江,Right,TOK,7,Top,1,0,1,Fastball,InPlay,Undefined,GroundBall,Out,2,0,,,0.546,-0.044,46.36150969,-18.55023193,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,1,土ヶ端,,,Undefined,,,,"6,4,3","6,4B,3A",2507020297,遊ゴ併,,10094.0,https://youtu.be/Jyu6IJPUpVs&t=10094,5525.0,https://youtu.be/aTQ94zDNQF8&t=5525,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,大江,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","平泉,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐","L,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L","Nobutomo, Oe","Yuto, Tsuchigahata",,,,,,,,,,,,,,
298,1.0,279.0,2025/3/12,10264.19063,9975.19064,1741751092,1.0,1.0,玉置,Right,TOK,2,batter3,Right,GXAスカイホークス,7,Bottom,0,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,105.0,1.117,-0.028,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020298,ボール,,10262.0,https://youtu.be/Jyu6IJPUpVs&t=10262,5643.0,https://youtu.be/aTQ94zDNQF8&t=5643,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,大江,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","玉置,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐","R,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L",,,,,,,"Shin, Tamaki","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Nobutomo, Oe","Ken, Yasuda","Jota, Katagiri",
299,2.0,280.0,2025/3/12,10275.22563,9986.225637,1741751103,1.0,2.0,玉置,Right,TOK,2,batter3,Right,GXAスカイホークス,7,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,119.0,0.67,0.236,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020299,見逃し,,10273.0,https://youtu.be/Jyu6IJPUpVs&t=10273,5654.0,https://youtu.be/aTQ94zDNQF8&t=5654,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,大江,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","玉置,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐","R,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L",,,,,,,"Shin, Tamaki","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Nobutomo, Oe","Ken, Yasuda","Jota, Katagiri",
300,3.0,281.0,2025/3/12,10295.39239,10006.3924,1741751124,1.0,3.0,玉置,Right,TOK,2,batter3,Right,GXAスカイホークス,7,Bottom,0,1,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.546,0.264,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020300,空振り,,10293.0,https://youtu.be/Jyu6IJPUpVs&t=10293,5674.0,https://youtu.be/aTQ94zDNQF8&t=5674,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,大江,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","玉置,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐","R,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L",,,,,,,"Shin, Tamaki","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Nobutomo, Oe","Ken, Yasuda","Jota, Katagiri",
301,4.0,282.0,2025/3/12,10301.20867,10012.20868,1741751129,1.0,4.0,玉置,Right,TOK,2,batter3,Right,GXAスカイホークス,7,Bottom,0,1,2,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,105.0,0.494,0.1,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020301,見三振,,10299.0,https://youtu.be/Jyu6IJPUpVs&t=10299,5680.0,https://youtu.be/aTQ94zDNQF8&t=5680,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,大江,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","玉置,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐","R,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L",,,,,,,"Shin, Tamaki","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Nobutomo, Oe","Ken, Yasuda","Jota, Katagiri",
302,5.0,283.0,2025/3/12,10328.34335,10039.34336,1741751156,2.0,1.0,玉置,Right,TOK,3,batter4,Right,GXAスカイホークス,7,Bottom,1,0,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.634,0.212,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020302,見逃し,,10326.0,https://youtu.be/Jyu6IJPUpVs&t=10326,5731.0,https://youtu.be/aTQ94zDNQF8&t=5731,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,大江,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","玉置,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐","R,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L",,,,,,,"Shin, Tamaki","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Nobutomo, Oe","Ken, Yasuda","Jota, Katagiri",
303,6.0,284.0,2025/3/12,10339.02589,10050.0259,1741751167,2.0,2.0,玉置,Right,TOK,3,batter4,Right,GXAスカイホークス,7,Bottom,1,0,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,124.0,0.55,0.188,53.11373067,77.81634341,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507020303,ファール,,10337.0,https://youtu.be/Jyu6IJPUpVs&t=10337,5742.0,https://youtu.be/aTQ94zDNQF8&t=5742,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,土ヶ端,大江,藤尾,荒井孝,今泉","pos1_4,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","玉置,土ヶ端,春山,荒井孝,藤尾,今泉,大江,安田,片桐","R,L,L,R,R,L,R,R,R,R","R,L,L,R,L,R,R,R,R,L",,,,,,,"Shin, Tamaki","Yuto, Tsuchigahata","Yuichiro, Haruyama","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Nobutomo, Oe","Ken, Yasuda","Jota, Katagiri",
