count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,scored_person_romaji,error_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
152,4.0,150.0,2025/8/22,6844.962199,5744.962206,1755830959,2.0,1.0,三上,Right,東京農業大,1,酒井,Left,TOK,6,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.954,0.407,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300152,ボール,,6842,https://youtu.be/aj-tAgL9dwU&t=6842,3553,https://youtu.be/Lw74doyJ1kY&t=3553,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,5.0,151.0,2025/8/22,6857.076666,5757.076672,1755830971,2.0,2.0,三上,Right,東京農業大,1,酒井,Left,TOK,6,Bottom,1,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.562,0.224,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300153,見逃し,,6855,https://youtu.be/aj-tAgL9dwU&t=6855,3565,https://youtu.be/Lw74doyJ1kY&t=3565,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,6.0,152.0,2025/8/22,6872.117962,5772.117967,1755830986,2.0,3.0,三上,Right,東京農業大,1,酒井,Left,TOK,6,Bottom,1,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.862,0.393,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300154,ボール,,6870,https://youtu.be/aj-tAgL9dwU&t=6870,3580,https://youtu.be/Lw74doyJ1kY&t=3580,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,153.0,2025/8/22,6893.293522,5793.293529,1755831007,2.0,4.0,三上,Right,東京農業大,1,酒井,Left,TOK,6,Bottom,1,2,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.59,0.188,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300155,見逃し,,6891,https://youtu.be/aj-tAgL9dwU&t=6891,3601,https://youtu.be/Lw74doyJ1kY&t=3601,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,8.0,154.0,2025/8/22,6915.566385,5815.566392,1755831029,2.0,5.0,三上,Right,東京農業大,1,酒井,Left,TOK,6,Bottom,1,2,2,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.323,-0.176,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300156,空三振,,6913,https://youtu.be/aj-tAgL9dwU&t=6913,3623,https://youtu.be/Lw74doyJ1kY&t=3623,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,9.0,155.0,2025/8/22,6946.651235,5846.65124,1755831060,3.0,1.0,三上,Right,東京農業大,2,樋口,Right,TOK,6,Bottom,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,110.6,0.81,0.076,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300157,見逃し,,6944,https://youtu.be/aj-tAgL9dwU&t=6944,3644,https://youtu.be/Lw74doyJ1kY&t=3644,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Kosuke, Higuchi",,,,,,,169.0,853160.0,Test_pitcher_Right Right,,1755798664.0,1755831064.0,Curveball,Y,0.0008,0.9065,110.6,2266.17,1267.4,55.93,07:24,1.0,,-7.7,-42.2,-27.3,-26.3,0.2,2.63,1.69,0.37,56.0,853160@1755831064,V3P4DLKO0850A,-3.1692574,-9.202746,untitled,,1755831064.0,392.0,972881.0,TokyoBBC Right,,1755798663.0,1755831063.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755831063,untitled,1755831063.0,
158,10.0,156.0,2025/8/22,6958.134281,5858.134289,1755831072,3.0,2.0,三上,Right,東京農業大,2,樋口,Right,TOK,6,Bottom,2,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,113.1,0.542,-0.4,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300158,ボール,,6956,https://youtu.be/aj-tAgL9dwU&t=6956,3656,https://youtu.be/Lw74doyJ1kY&t=3656,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Kosuke, Higuchi",,,,,,,168.0,853160.0,Test_pitcher_Right Right,,1755798675.0,1755831075.0,Curveball,N,-0.4142,0.3851,113.1,2415.34,1361.9,56.39,07:12,1.0,1.5526257,,,-37.3,-29.5,-1.36,1.19,1.7,0.34,55.68,853160@1755831075,V3P4DLKO0850A,-4.084635,-11.040037,untitled,,1755831075.0,391.0,972881.0,TokyoBBC Right,,1755798675.0,1755831075.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755831075,untitled,1755831075.0,
159,11.0,157.0,2025/8/22,6972.926976,5872.926982,1755831087,3.0,3.0,三上,Right,東京農業大,2,樋口,Right,TOK,6,Bottom,2,1,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,138.67,0.423,0.16,30.52064009,-69.63839672,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523300159,ファール,,6970,https://youtu.be/aj-tAgL9dwU&t=6970,3671,https://youtu.be/Lw74doyJ1kY&t=3671,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Kosuke, Higuchi",,,,,,,167.0,853160.0,Test_pitcher_Right Right,,1755798690.0,1755831090.0,ChangeUp,Y,0.0058,0.6762999999999999,138.67,2110.15,2103.2,99.67,00:52,1.0,2.05793,45.9,22.6,50.5,25.1,-1.84,-2.32,1.8,0.29,-4.65,853160@1755831090,V3P4DLKO0850A,-0.12836534,-5.9151855,untitled,,1755831090.0,390.0,972881.0,TokyoBBC Right,,1755798689.0,1755831089.0,195.0,138.7,,0.0,,43.9,,0.0,-22.6,72.5,0.0,,V3P4DLKO0850A,972881@1755831089,untitled,1755831089.0,
160,12.0,158.0,2025/8/22,6998.930572,5898.930578,1755831113,3.0,4.0,三上,Right,東京農業大,2,樋口,Right,TOK,6,Bottom,2,1,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,125.96,0.303,-0.088,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300160,ボール,,6996,https://youtu.be/aj-tAgL9dwU&t=6996,3697,https://youtu.be/Lw74doyJ1kY&t=3697,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Kosuke, Higuchi",,,,,,,166.0,853160.0,Test_pitcher_Right Right,,1755798716.0,1755831116.0,ChangeUp,,,,125.96,975.23,785.5,80.55,01:04,1.0,,,,23.1,14.6,-2.54,-2.29,1.73,0.23,36.35,853160@1755831116,V3P4DLKO0850A,,,untitled,,1755831116.0,389.0,972881.0,TokyoBBC Right,,1755798715.0,1755831115.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755831115,untitled,1755831115.0,
161,13.0,159.0,2025/8/22,7034.405677,5934.405682,1755831148,3.0,5.0,三上,Right,東京農業大,2,樋口,Right,TOK,6,Bottom,2,2,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,140.65,0.526,-0.112,40.48504652,18.6989828,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3A",2523300161,二ゴ,,7032,https://youtu.be/aj-tAgL9dwU&t=7032,3732,https://youtu.be/Lw74doyJ1kY&t=3732,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Kosuke, Higuchi",,,,,,,165.0,853160.0,Test_pitcher_Right Right,,1755798752.0,1755831152.0,ChangeUp,N,-0.483,0.6483,140.65,2082.94,2072.6,99.5,00:46,1.0,1.8510952,35.7,5.5,52.6,22.8,-3.08,-1.76,1.86,0.33,5.73,853160@1755831152,V3P4DLKO0850A,-2.6444783,-7.510535,untitled,,1755831152.0,388.0,972881.0,TokyoBBC Right,,1755798751.0,1755831151.0,156.6,140.6,,0.0,1304.2134,1214.9,11:32,1.0,42.8,95.4,0.0,,V3P4DLKO0850A,972881@1755831151,untitled,1755831151.0,
162,10.0,160.0,2025/8/22,7157.097938,6057.097946,1755831271,1.0,1.0,高橋,Right,TOK,1,當山,Left,東京農業大,7,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,139.66,0.59,0.407,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300162,ボール,,7155,https://youtu.be/aj-tAgL9dwU&t=7155,3782,https://youtu.be/Lw74doyJ1kY&t=3782,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1387.0,1182274.0,Naoto Takahashi,,1755798875.0,1755831275.0,ChangeUp,N,0.7417,0.7684000000000001,139.66,2201.81,2129.2,96.7,01:08,1.0,1.7604065,55.4,20.8,47.0,32.3,1.19,-2.49,1.89,0.2,14.76,1182274@1755831275,V3P4DLKO0850A,2.7408419,-5.542784,untitled,,1755831275.0,381.0,972881.0,TokyoBBC Right,,1755798874.0,1755831274.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755831274,untitled,1755831274.0,
163,11.0,161.0,2025/8/22,7166.970655,6066.970662,1755831281,1.0,2.0,高橋,Right,TOK,1,當山,Left,東京農業大,7,Top,0,1,0,ChangeUp,FoulBall,Undefined,GroundBall,Undefined,0,0,,134.49,0.606,0.353,10.68482022,96.34019175,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523300163,ファール,,7164,https://youtu.be/aj-tAgL9dwU&t=7164,3791,https://youtu.be/Lw74doyJ1kY&t=3791,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1386.0,1182274.0,Naoto Takahashi,,1755798884.0,1755831284.0,ChangeUp,N,0.3786,0.5782,134.49,1785.93,1745.0,97.71,01:04,1.0,1.8006248,35.2,28.9,43.9,28.5,-0.62,-2.08,1.87,0.27,12.3,1182274@1755831284,V3P4DLKO0850A,1.5681993,-7.3553047,untitled,,1755831284.0,380.0,972881.0,TokyoBBC Right,,1755798884.0,1755831284.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755831284,untitled,1755831284.0,
164,12.0,162.0,2025/8/22,7187.444021,6087.444029,1755831301,1.0,3.0,高橋,Right,TOK,1,當山,Left,東京農業大,7,Top,0,1,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,141.16,0.578,0.232,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300164,見逃し,,7185,https://youtu.be/aj-tAgL9dwU&t=7185,3812,https://youtu.be/Lw74doyJ1kY&t=3812,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1385.0,1182274.0,Naoto Takahashi,,1755798904.0,1755831304.0,ChangeUp,N,0.3194,0.7957,141.16,2164.67,2111.3,97.54,01:06,1.0,1.6738491,53.9,12.1,46.9,31.6,0.03,-2.4,1.9,0.19,12.75,1182274@1755831304,V3P4DLKO0850A,0.936832,-5.51174,untitled,,1755831304.0,379.0,972881.0,TokyoBBC Right,,1755798904.0,1755831304.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755831304,untitled,1755831304.0,
165,13.0,163.0,2025/8/22,7202.76358,6102.763586,1755831316,1.0,4.0,高橋,Right,TOK,1,當山,Left,東京農業大,7,Top,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,139.21,1.15,0.52,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300165,ボール,,7200,https://youtu.be/aj-tAgL9dwU&t=7200,3827,https://youtu.be/Lw74doyJ1kY&t=3827,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1384.0,1182274.0,Naoto Takahashi,,1755798921.0,1755831321.0,ChangeUp,N,0.5614,1.6469,139.21,2058.44,1935.6,94.03,01:10,1.0,1.8503666,60.9,15.8,41.8,29.9,0.74,0.53,1.85,0.19,19.9,1182274@1755831321,V3P4DLKO0850A,1.9348333,-2.1551259,untitled,,1755831321.0,378.0,972881.0,TokyoBBC Right,,1755798920.0,1755831320.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755831320,untitled,1755831320.0,
166,14.0,164.0,2025/8/22,7217.036325,6117.036331,1755831331,1.0,5.0,高橋,Right,TOK,1,當山,Left,東京農業大,7,Top,0,2,2,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,126.9,0.918,0.427,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300166,ボール,,7215,https://youtu.be/aj-tAgL9dwU&t=7215,3841,https://youtu.be/Lw74doyJ1kY&t=3841,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1383.0,1182274.0,Naoto Takahashi,,1755798934.0,1755831334.0,ChangeUp,N,0.6186,0.9351,126.9,1443.42,1443.4,100.0,01:22,1.0,1.8236198,44.0,27.7,36.7,32.9,0.25,-0.76,1.85,0.27,-0.02,1182274@1755831334,V3P4DLKO0850A,2.3129628,-5.943819,untitled,,1755831334.0,377.0,972881.0,TokyoBBC Right,,1755798933.0,1755831333.0,139.8,126.9,,0.0,,2.5,,0.0,-53.0,76.0,0.0,,V3P4DLKO0850A,972881@1755831333,untitled,1755831333.0,
167,15.0,165.0,2025/8/22,7231.736851,6131.736856,1755831345,1.0,6.0,高橋,Right,TOK,1,當山,Left,東京農業大,7,Top,0,3,2,ChangeUp,InPlay,Undefined,FlyBall,Out,1,0,,134.98,0.782,0.12,68.11127756,-16.51207175,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,7,7,2523300167,左飛,,7229,https://youtu.be/aj-tAgL9dwU&t=7229,3856,https://youtu.be/Lw74doyJ1kY&t=3856,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1382.0,1182274.0,Naoto Takahashi,,1755798949.0,1755831349.0,ChangeUp,N,0.3067,0.762,134.98,1661.35,1633.3,98.31,01:06,1.0,1.7618179,48.9,28.0,42.3,27.8,-0.76,-2.11,1.88,0.24,10.55,1182274@1755831349,V3P4DLKO0850A,1.3023483,-5.9093204,untitled,,1755831349.0,376.0,972881.0,TokyoBBC Right,,1755798949.0,1755831349.0,115.0,,50.6,-11.9,930.7777,408.1,10:32,1.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755831349,untitled,1755831349.0,
168,16.0,166.0,2025/8/22,7267.81658,6167.816588,1755831381,2.0,1.0,高橋,Right,TOK,2,小幡,Left,東京農業大,7,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,137.6,0.894,0.36,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300168,見逃し,,7265,https://youtu.be/aj-tAgL9dwU&t=7265,3878,https://youtu.be/Lw74doyJ1kY&t=3878,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1381.0,1182274.0,Naoto Takahashi,,1755798985.0,1755831385.0,ChangeUp,N,0.4449,0.9426,137.6,2147.25,1929.4,89.86,00:56,1.0,,48.4,25.4,41.2,22.3,-0.24,-1.84,1.86,0.26,26.03,1182274@1755831385,V3P4DLKO0850A,1.748616,-5.0888133,untitled,,1755831385.0,375.0,972881.0,TokyoBBC Right,,1755798984.0,1755831384.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755831384,untitled,1755831384.0,
