count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa
87,49.0,83.0,2025/2/18,5164.277442,4939.277443,1739857116,3.0,1.0,松本慎,Left,TOK,4,batter4,Right,福岡大,3,Bottom,1,0,0,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.726,-0.327,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter3,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810087,ボール,,5162.0,https://youtu.be/6fvRWZlnXt4&t=5162,2273.0,https://youtu.be/Pf4AXbC6-x8&t=2273,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","R,L,R,R,R,R,R,R,R,L"
88,50.0,84.0,2025/2/18,5181.938041,4956.938042,1739857133,3.0,2.0,松本慎,Left,TOK,4,batter4,Right,福岡大,3,Bottom,1,1,0,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,nan,,0.63,0.236,9.805764094,-136.2188752,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter3,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810088,ファール,,5179.0,https://youtu.be/6fvRWZlnXt4&t=5179,2290.0,https://youtu.be/Pf4AXbC6-x8&t=2290,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","R,L,R,R,R,R,R,R,R,L"
89,51.0,85.0,2025/2/18,5208.016637,4983.016638,1739857159,3.0,3.0,松本慎,Left,TOK,4,batter4,Right,福岡大,3,Bottom,1,1,1,ChangeUp,InPlay,Undefined,FlyBall,Out,1,0,nan,110.0,0.674,0.12,89.61047944,-7.756671463,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter3,nan,nan,Undefined,nan,nan,nan,8,8,2504810089,中飛,,5206.0,https://youtu.be/6fvRWZlnXt4&t=5206,2308.0,https://youtu.be/Pf4AXbC6-x8&t=2308,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","R,L,R,R,R,R,R,R,R,L"
90,52.0,86.0,2025/2/18,5249.292202,5024.292203,1739857201,4.0,1.0,松本慎,Left,TOK,5,batter5,Right,福岡大,3,Bottom,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,1,0,A2SR1,,0.746,-0.22,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter3,nan,nan,CaughtStealing,batter3,nan,nan,"2,4","2,4T",2504810090,見逃し[盗塁死],,5247.0,https://youtu.be/6fvRWZlnXt4&t=5247,2339.0,https://youtu.be/Pf4AXbC6-x8&t=2339,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","R,L,R,R,R,R,R,R,R,L"
91,1.0,87.0,2025/2/18,5417.97325,5192.973251,1739857369,1.0,1.0,pos1_2,Left,福岡大,4,大原,Right,TOK,4,Top,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.51,-0.208,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810091,見逃し,,5415.0,https://youtu.be/6fvRWZlnXt4&t=5415,2366.0,https://youtu.be/Pf4AXbC6-x8&t=2366,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
92,2.0,88.0,2025/2/18,5428.355234,5203.355235,1739857380,1.0,2.0,pos1_2,Left,福岡大,4,大原,Right,TOK,4,Top,0,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.79,-0.527,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810092,ボール,,5426.0,https://youtu.be/6fvRWZlnXt4&t=5426,2377.0,https://youtu.be/Pf4AXbC6-x8&t=2377,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
93,3.0,89.0,2025/2/18,5439.525142,5214.525143,1739857391,1.0,3.0,pos1_2,Left,福岡大,4,大原,Right,TOK,4,Top,0,1,1,Slider,InPlay,Undefined,FlyBall,Out,1,0,nan,,0.746,-0.184,94.54449858,3.219494897,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,8,8,2504810093,中飛,,5437.0,https://youtu.be/6fvRWZlnXt4&t=5437,2388.0,https://youtu.be/Pf4AXbC6-x8&t=2388,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
94,4.0,90.0,2025/2/18,5471.922424,5246.922425,1739857423,2.0,1.0,pos1_2,Left,福岡大,5,杉浦,Right,TOK,4,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.75,-0.252,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810094,見逃し,,5469.0,https://youtu.be/6fvRWZlnXt4&t=5469,2404.0,https://youtu.be/Pf4AXbC6-x8&t=2404,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
95,5.0,91.0,2025/2/18,5482.172909,5257.17291,1739857434,2.0,2.0,pos1_2,Left,福岡大,5,杉浦,Right,TOK,4,Top,1,0,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.738,-0.507,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810095,ボール,,5480.0,https://youtu.be/6fvRWZlnXt4&t=5480,2414.0,https://youtu.be/Pf4AXbC6-x8&t=2414,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
96,6.0,92.0,2025/2/18,5495.343216,5270.343217,1739857447,2.0,3.0,pos1_2,Left,福岡大,5,杉浦,Right,TOK,4,Top,1,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.27,0.028,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810096,ボール,,5493.0,https://youtu.be/6fvRWZlnXt4&t=5493,2427.0,https://youtu.be/Pf4AXbC6-x8&t=2427,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
97,7.0,93.0,2025/2/18,5512.44021,5287.440211,1739857464,2.0,4.0,pos1_2,Left,福岡大,5,杉浦,Right,TOK,4,Top,1,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,1.223,-0.427,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810097,ボール,,5510.0,https://youtu.be/6fvRWZlnXt4&t=5510,2444.0,https://youtu.be/Pf4AXbC6-x8&t=2444,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
98,8.0,94.0,2025/2/18,5527.603299,5302.6033,1739857479,2.0,5.0,pos1_2,Left,福岡大,5,杉浦,Right,TOK,4,Top,1,3,1,ChangeUp,BallCalled,Walk,Undefined,Undefined,0,0,nan,,0.502,-0.407,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810098,四球,,5525.0,https://youtu.be/6fvRWZlnXt4&t=5525,2460.0,https://youtu.be/Pf4AXbC6-x8&t=2460,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
99,9.0,95.0,2025/2/18,5565.990451,5340.990452,1739857517,3.0,1.0,pos1_2,Left,福岡大,6,秋元,Right,TOK,4,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,1.157,-0.256,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,杉浦,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810099,ボール,,5563.0,https://youtu.be/6fvRWZlnXt4&t=5563,2478.0,https://youtu.be/Pf4AXbC6-x8&t=2478,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
100,10.0,96.0,2025/2/18,5580.629781,5355.629782,1739857532,3.0,2.0,pos1_2,Left,福岡大,6,秋元,Right,TOK,4,Top,1,1,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.73,0.244,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,杉浦,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810100,見逃し,,5578.0,https://youtu.be/6fvRWZlnXt4&t=5578,2493.0,https://youtu.be/Pf4AXbC6-x8&t=2493,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
101,,,2025/2/18,5600.958248,5375.958249,1739857552,,,pos1_2,Left,福岡大,6,秋元,Right,TOK,4,Top,1,1,1,nan,nan,nan,nan,nan,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,杉浦,nan,nan,PickOff,nan,nan,nan,"1,3","1,3",2504810101,牽制,,5598.0,https://youtu.be/6fvRWZlnXt4&t=5598,2513.0,https://youtu.be/Pf4AXbC6-x8&t=2513,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
102,11.0,97.0,2025/2/18,5613.225651,5388.225652,1739857565,3.0,3.0,pos1_2,Left,福岡大,6,秋元,Right,TOK,4,Top,1,1,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,nan,,0.377,0.192,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,杉浦,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810102,空振り,,5611.0,https://youtu.be/6fvRWZlnXt4&t=5611,2525.0,https://youtu.be/Pf4AXbC6-x8&t=2525,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
103,,,2025/2/18,5635.591716,5410.591717,1739857587,,,pos1_2,Left,福岡大,6,秋元,Right,TOK,4,Top,1,1,2,nan,nan,nan,nan,nan,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,杉浦,nan,nan,PickOff,nan,nan,nan,"1,3","1,3",2504810103,牽制,,5633.0,https://youtu.be/6fvRWZlnXt4&t=5633,2548.0,https://youtu.be/Pf4AXbC6-x8&t=2548,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
104,12.0,98.0,2025/2/18,5647.676908,5422.676909,1739857599,3.0,4.0,pos1_2,Left,福岡大,6,秋元,Right,TOK,4,Top,1,1,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,nan,,1.063,-0.307,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,杉浦,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810104,空三振,,5645.0,https://youtu.be/6fvRWZlnXt4&t=5645,2560.0,https://youtu.be/Pf4AXbC6-x8&t=2560,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
105,13.0,99.0,2025/2/18,5677.141603,5452.141604,1739857629,4.0,1.0,pos1_2,Left,福岡大,7,矢田貝,Right,TOK,4,Top,2,0,0,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.137,-6.887,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,杉浦,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810105,見逃し,,5675.0,https://youtu.be/6fvRWZlnXt4&t=5675,2581.0,https://youtu.be/Pf4AXbC6-x8&t=2581,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
106,14.0,100.0,2025/2/18,5691.641003,5466.641004,1739857643,4.0,2.0,pos1_2,Left,福岡大,7,矢田貝,Right,TOK,4,Top,2,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,-0.85,-7.213,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,杉浦,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810106,ボール,,5689.0,https://youtu.be/6fvRWZlnXt4&t=5689,2596.0,https://youtu.be/Pf4AXbC6-x8&t=2596,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
107,15.0,101.0,2025/2/18,5705.482727,5480.482728,1739857657,4.0,3.0,pos1_2,Left,福岡大,7,矢田貝,Right,TOK,4,Top,2,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,1,0,A2SR1,,0.738,-0.433,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,杉浦,nan,nan,CaughtStealing,杉浦,nan,nan,"2,6","2,6T",2504810107,ボール[盗塁死],,5703.0,https://youtu.be/6fvRWZlnXt4&t=5703,2610.0,https://youtu.be/Pf4AXbC6-x8&t=2610,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","松本慎,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
108,1.0,102.0,2025/2/18,5868.175495,5643.175496,1739857820,1.0,1.0,佐伯,Right,TOK,5,batter5,Right,福岡大,4,Bottom,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.534,-0.228,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810108,見逃し,,5866.0,https://youtu.be/6fvRWZlnXt4&t=5866,2730.0,https://youtu.be/Pf4AXbC6-x8&t=2730,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
109,2.0,103.0,2025/2/18,5878.159562,5653.159563,1739857830,1.0,2.0,佐伯,Right,TOK,5,batter5,Right,福岡大,4,Bottom,0,0,1,Curveball,InPlay,Undefined,LineDrive,Single,0,0,nan,,0.562,-0.02,64.79275657,-27.96507666,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,7,7,2504810109,左安,,5876.0,https://youtu.be/6fvRWZlnXt4&t=5876,2740.0,https://youtu.be/Pf4AXbC6-x8&t=2740,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
110,3.0,104.0,2025/2/18,5915.500436,5690.500438,1739857867,2.0,1.0,佐伯,Right,TOK,6,batter6,Left,福岡大,4,Bottom,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,A2B,,0.75,-0.433,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810110,ボール,,5913.0,https://youtu.be/6fvRWZlnXt4&t=5913,2766.0,https://youtu.be/Pf4AXbC6-x8&t=2766,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
111,4.0,105.0,2025/2/18,5937.260964,5712.260965,1739857889,2.0,2.0,佐伯,Right,TOK,6,batter6,Left,福岡大,4,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,116.0,0.734,0.232,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810111,見逃し,,5935.0,https://youtu.be/6fvRWZlnXt4&t=5935,2788.0,https://youtu.be/Pf4AXbC6-x8&t=2788,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
112,,,2025/2/18,5954.538443,5729.538457,1739857906,,,佐伯,Right,TOK,6,batter6,Left,福岡大,4,Bottom,0,1,1,nan,nan,nan,nan,nan,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5,nan,nan,PickOff,nan,nan,nan,"1,3","1,3",2504810112,牽制,,5952.0,https://youtu.be/6fvRWZlnXt4&t=5952,2805.0,https://youtu.be/Pf4AXbC6-x8&t=2805,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
113,5.0,106.0,2025/2/18,5964.726622,5739.726623,1739857916,2.0,3.0,佐伯,Right,TOK,6,batter6,Left,福岡大,4,Bottom,0,1,1,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.257,-0.012,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810113,ボール,,5962.0,https://youtu.be/6fvRWZlnXt4&t=5962,2815.0,https://youtu.be/Pf4AXbC6-x8&t=2815,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,小村","pos1_2,batter8,batter5,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,小村,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
