count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji
15,1.0,16.0,2025/3/23,3122.601305,1812.601306,1742699714,1.0,1.0,諸岡,Right,星槎道都大,1,酒井,Left,TOK,1,Bottom,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,117.0,0.482,0.068,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110015,見逃し,,3120,https://youtu.be/TX6vwU33x3E&t=3120,875,https://youtu.be/zy5PNh0MQfo&t=875,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",272.0,972881.0,TokyoBBC Right,,1742667319.0,1742699719.0,Slider,Y,-0.0174,0.5778,117.4,2444.36,1060.7,43.39,7:52,1.0,1.8893833,-6.0,-27.1,-19.9,-29.6,-1.26,1.45,1.56,0.61,64.28,972881@1742699719,V3P4DLKO0850A,-3.2962308,-8.952511,untitled,,1742699715.0,500.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667318.0,1742699718.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699718,untitled,1742699715.0,,,,,,,,,,"Suguru, Sakai",,,,,
16,2.0,17.0,2025/3/23,3134.851678,1824.851679,1742699726,1.0,2.0,諸岡,Right,星槎道都大,1,酒井,Left,TOK,1,Bottom,0,0,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,133.0,0.39,0.06,6.312960047,-142.5946434,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110016,ファール,,3132,https://youtu.be/TX6vwU33x3E&t=3132,887,https://youtu.be/zy5PNh0MQfo&t=887,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",271.0,972881.0,TokyoBBC Right,,1742667330.0,1742699730.0,ChangeUp,Y,0.0276,0.6774,133.19,2112.37,1663.0,78.73,0:54,1.0,1.8803749,29.5,8.3,44.7,23.0,-2.23,-0.85,1.62,0.57,38.07,972881@1742699730,V3P4DLKO0850A,-1.6205685,-6.022346,untitled,,1742699726.0,499.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667330.0,1742699730.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699730,untitled,1742699727.0,,,,,,,,,,"Suguru, Sakai",,,,,
17,3.0,18.0,2025/3/23,3153.282377,1843.282378,1742699745,1.0,3.0,諸岡,Right,星槎道都大,1,酒井,Left,TOK,1,Bottom,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,135.0,0.558,0.467,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110017,ボール,,3151,https://youtu.be/TX6vwU33x3E&t=3151,906,https://youtu.be/zy5PNh0MQfo&t=906,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",270.0,972881.0,TokyoBBC Right,,1742667349.0,1742699749.0,ChangeUp,N,0.5821,0.8874,134.84,1909.86,1562.8,81.83,1:00,1.0,2.0459957,34.5,27.7,40.4,24.2,-1.06,-0.32,1.61,0.6,35.09,972881@1742699749,V3P4DLKO0850A,1.0303898,-5.0601864,untitled,,1742699745.0,498.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667349.0,1742699749.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699749,untitled,1742699746.0,,,,,,,,,,"Suguru, Sakai",,,,,
18,4.0,19.0,2025/3/23,3167.932359,1857.93236,1742699760,1.0,4.0,諸岡,Right,星槎道都大,1,酒井,Left,TOK,1,Bottom,0,1,2,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,120.0,0.29,0.292,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110018,空三振,,3165,https://youtu.be/TX6vwU33x3E&t=3165,920,https://youtu.be/zy5PNh0MQfo&t=920,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",269.0,972881.0,TokyoBBC Right,,1742667364.0,1742699764.0,ChangeUp,N,0.27,0.6759,119.99,965.35,536.9,55.62,1:52,1.0,1.9854946,6.5,11.9,12.0,18.4,-1.5,1.14,1.55,0.57,56.21,972881@1742699764,V3P4DLKO0850A,-0.6055964,-7.7873225,untitled,,1742699760.0,497.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667364.0,1742699764.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699764,untitled,1742699761.0,,,,,,,,,,"Suguru, Sakai",,,,,
19,5.0,20.0,2025/3/23,3197.709837,1887.709839,1742699789,2.0,1.0,諸岡,Right,星槎道都大,2,中山,Left,TOK,1,Bottom,1,0,0,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,106.0,0.51,-0.453,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110019,空振り,,3195,https://youtu.be/TX6vwU33x3E&t=3195,950,https://youtu.be/zy5PNh0MQfo&t=950,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",268.0,972881.0,TokyoBBC Right,,1742667393.0,1742699793.0,Curveball,N,-0.2678,0.6493,105.58,2210.91,1434.8,64.9,7:36,1.0,1.9764175,-27.8,-34.5,-33.5,-38.0,-1.67,3.73,1.56,0.54,49.54,972881@1742699793,V3P4DLKO0850A,-4.299786,-11.038006,untitled,,1742699789.0,496.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667393.0,1742699793.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699793,untitled,1742699790.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
20,6.0,21.0,2025/3/23,3209.468318,1899.468319,1742699801,2.0,2.0,諸岡,Right,星槎道都大,2,中山,Left,TOK,1,Bottom,1,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,108.0,0.403,-0.54,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110020,ボール,,3207,https://youtu.be/TX6vwU33x3E&t=3207,962,https://youtu.be/zy5PNh0MQfo&t=962,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",267.0,972881.0,TokyoBBC Right,,1742667405.0,1742699805.0,Curveball,N,-0.3392,0.411,107.57,2341.91,1450.6,61.94,7:00,1.0,2.2529774,-31.1,-38.8,-40.8,-25.4,-1.76,2.43,1.58,0.53,51.73,972881@1742699805,V3P4DLKO0850A,-4.7417164,-11.509297,untitled,,1742699801.0,495.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667405.0,1742699805.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699805,untitled,1742699802.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
21,7.0,22.0,2025/3/23,3222.160526,1912.160527,1742699814,2.0,3.0,諸岡,Right,星槎道都大,2,中山,Left,TOK,1,Bottom,1,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,136.0,0.586,0.62,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110021,ボール,,3220,https://youtu.be/TX6vwU33x3E&t=3220,974,https://youtu.be/zy5PNh0MQfo&t=974,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",266.0,972881.0,TokyoBBC Right,,1742667418.0,1742699818.0,ChangeUp,N,0.5948,0.8761,136.01,2115.59,1724.2,81.5,0:56,1.0,2.0279522,29.4,19.6,43.8,23.9,-0.83,-0.21,1.6,0.63,35.41,972881@1742699818,V3P4DLKO0850A,0.6384211,-5.2014785,untitled,,1742699814.0,494.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667417.0,1742699817.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699817,untitled,1742699814.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
22,8.0,23.0,2025/3/23,3236.290164,1926.290165,1742699828,2.0,4.0,諸岡,Right,星槎道都大,2,中山,Left,TOK,1,Bottom,1,2,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,117.0,0.578,0.228,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110022,見逃し,,3234,https://youtu.be/TX6vwU33x3E&t=3234,989,https://youtu.be/zy5PNh0MQfo&t=989,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",265.0,972881.0,TokyoBBC Right,,1742667432.0,1742699832.0,Slider,Y,0.1805,0.8395,116.96,2489.63,984.8,39.56,7:40,1.0,2.2047062,-12.9,-23.4,-19.4,-23.9,-0.75,2.54,1.56,0.62,66.7,972881@1742699832,V3P4DLKO0850A,-2.5401158,-8.236079,untitled,,1742699828.0,493.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667432.0,1742699832.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699832,untitled,1742699829.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
23,9.0,24.0,2025/3/23,3250.643833,1940.643834,1742699842,2.0,5.0,諸岡,Right,星槎道都大,2,中山,Left,TOK,1,Bottom,1,2,2,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,133.0,0.646,-0.204,59.41811395,77.96484323,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110023,ファール,,3248,https://youtu.be/TX6vwU33x3E&t=3248,1003,https://youtu.be/zy5PNh0MQfo&t=1003,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",264.0,972881.0,TokyoBBC Right,,1742667446.0,1742699846.0,ChangeUp,N,-0.3184,0.7796,133.14,2168.93,1620.7,74.72,1:08,1.0,2.010126,29.9,6.8,38.7,26.9,-3.72,-0.31,1.57,0.65,41.65,972881@1742699846,V3P4DLKO0850A,-3.2131968,-5.5829954,untitled,,1742699842.0,492.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667446.0,1742699846.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699846,untitled,1742699843.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
24,10.0,25.0,2025/3/23,3274.94453,1964.944531,1742699867,2.0,6.0,諸岡,Right,星槎道都大,2,中山,Left,TOK,1,Bottom,1,2,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,0.938,0.613,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110024,ボール,,3272,https://youtu.be/TX6vwU33x3E&t=3272,1027,https://youtu.be/zy5PNh0MQfo&t=1027,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",263.0,972881.0,TokyoBBC Right,,1742667470.0,1742699870.0,ChangeUp,N,0.7407,1.099,119.77,871.4,457.8,52.54,1:44,1.0,2.3713684,18.7,9.3,9.9,12.7,0.43,2.27,1.55,0.53,58.31,972881@1742699870,V3P4DLKO0850A,1.1627266,-6.260791,untitled,,1742699866.0,491.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667470.0,1742699870.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699870,untitled,1742699867.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
25,11.0,26.0,2025/3/23,3294.609322,1984.609323,1742699886,2.0,7.0,諸岡,Right,星槎道都大,2,中山,Left,TOK,1,Bottom,1,3,2,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,114.0,0.602,0.156,24.15459126,-118.4429286,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110025,ファール,,3292,https://youtu.be/TX6vwU33x3E&t=3292,1047,https://youtu.be/zy5PNh0MQfo&t=1047,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",262.0,972881.0,TokyoBBC Right,,1742667491.0,1742699891.0,Slider,N,0.2823,1.1359,114.29,2353.61,1049.7,44.6,7:36,1.0,1.8603878,-5.2,-19.3,-22.8,-27.1,-0.47,3.75,1.53,0.61,63.51,972881@1742699891,V3P4DLKO0850A,-1.9127156,-7.0846486,untitled,,1742699887.0,490.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667490.0,1742699890.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699890,untitled,1742699887.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
26,12.0,27.0,2025/3/23,3318.524103,2008.524104,1742699910,2.0,8.0,諸岡,Right,星槎道都大,2,中山,Left,TOK,1,Bottom,1,3,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,130.0,0.482,0.333,4.664126342,-108.4349488,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110026,ファール,,3316,https://youtu.be/TX6vwU33x3E&t=3316,1071,https://youtu.be/zy5PNh0MQfo&t=1071,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",261.0,972881.0,TokyoBBC Right,,1742667514.0,1742699914.0,ChangeUp,N,0.4604,0.8944,131.7,2056.65,1654.3,80.44,1:04,1.0,2.1678028,32.3,8.9,40.1,25.8,-1.13,0.13,1.54,0.68,36.45,972881@1742699914,V3P4DLKO0850A,-0.45545977,-5.0199637,untitled,,1742699910.0,489.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667514.0,1742699914.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699914,untitled,1742699911.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
27,13.0,28.0,2025/3/23,3346.733348,2036.733349,1742699938,2.0,9.0,諸岡,Right,星槎道都大,2,中山,Left,TOK,1,Bottom,1,3,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.726,0.156,13.40804505,129.644175,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110027,ファール,,3344,https://youtu.be/TX6vwU33x3E&t=3344,1099,https://youtu.be/zy5PNh0MQfo&t=1099,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",260.0,972881.0,TokyoBBC Right,,1742667543.0,1742699943.0,Slider,Y,0.1084,0.8367,115.86,2465.04,1051.3,42.65,7:38,1.0,1.9701214,-18.0,-26.6,-21.6,-26.6,-0.88,3.07,1.55,0.62,64.76,972881@1742699943,V3P4DLKO0850A,-2.9198418,-8.906288,untitled,,1742699939.0,488.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667542.0,1742699942.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699942,untitled,1742699939.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
28,14.0,29.0,2025/3/23,3367.538847,2057.538848,1742699959,2.0,10.0,諸岡,Right,星槎道都大,2,中山,Left,TOK,1,Bottom,1,3,2,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,116.0,0.514,0.7,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110028,四球,,3365,https://youtu.be/TX6vwU33x3E&t=3365,1120,https://youtu.be/zy5PNh0MQfo&t=1120,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",259.0,972881.0,TokyoBBC Right,,1742667562.0,1742699962.0,Slider,N,0.8682,0.7891,115.75,2372.87,1034.3,43.59,7:28,1.0,2.1374207,-17.3,-30.8,-23.3,-23.8,2.03,2.95,1.52,0.61,64.16,972881@1742699962,V3P4DLKO0850A,-0.35961103,-9.016594,untitled,,1742699958.0,487.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667562.0,1742699962.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699962,untitled,1742699959.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
29,15.0,30.0,2025/3/23,3402.977762,2092.977763,1742699995,3.0,1.0,諸岡,Right,星槎道都大,3,大原,Right,TOK,1,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,130.0,0.59,-0.204,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,1,中山,,,Nothing,,,,,,2508110029,見逃し,,3400,https://youtu.be/TX6vwU33x3E&t=3400,1148,https://youtu.be/zy5PNh0MQfo&t=1148,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",258.0,972881.0,TokyoBBC Right,,1742667599.0,1742699999.0,ChangeUp,Y,-0.225,0.9714,129.8,1827.64,1458.2,79.79,0:54,1.0,1.8847828,27.6,14.8,42.0,22.0,-3.17,0.48,1.64,0.52,37.07,972881@1742699999,V3P4DLKO0850A,-2.0722857,-5.525214,untitled,,1742699995.0,486.0,1410150.0,tokyobbc_rapsodo Player_002,,1742667598.0,1742699998.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742699998,untitled,1742699995.0,,,,,,,,,,"Kaiki, Ohara","Taiyo, Nakayama",,,,
30,,,2025/3/23,3422.945401,2112.945402,1742700015,,,諸岡,Right,星槎道都大,3,大原,Right,TOK,1,Bottom,1,0,1,,,,,,0,0,,,,,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,1,中山,,,PickOff,,,,"1,3","1,3",2508110030,牽制,,3420,https://youtu.be/TX6vwU33x3E&t=3420,1168,https://youtu.be/zy5PNh0MQfo&t=1168,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,R,R,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaiki, Ohara","Taiyo, Nakayama",,,,
