count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji
50,25.0,47.0,2025/3/23,4068.506652,2758.506653,1742700660,5.0,1.0,増田,Right,TOK,8,千葉,Right,星槎道都大,2,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,134.0,0.982,-0.152,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,"1,2,3",瀬野,菊地,鈴木惇,Nothing,,,,,,2508110050,見逃し,,4066,https://youtu.be/TX6vwU33x3E&t=4066,1673,https://youtu.be/zy5PNh0MQfo&t=1673,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",235.0,972881.0,TokyoBBC Right,,1742668264.0,1742700664.0,ChangeUp,N,-0.3096,0.9939,134.08,1534.0,1473.9,96.08,0:38,1.0,,41.5,-0.1,42.2,15.2,-0.53,-0.35,1.62,-0.17,16.09,972881@1742700664,V3P4DLKO0850A,-0.5366991,-4.5497875,untitled,,1742700660.0,463.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668263.0,1742700663.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742700663,untitled,1742700660.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
51,26.0,48.0,2025/3/23,4087.813718,2777.813719,1742700679,5.0,2.0,増田,Right,TOK,8,千葉,Right,星槎道都大,2,Top,1,0,1,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,1.163,0.068,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,"1,2,3",瀬野,菊地,鈴木惇,Nothing,,,,,,2508110051,ボール,,4085,https://youtu.be/TX6vwU33x3E&t=4085,1692,https://youtu.be/zy5PNh0MQfo&t=1692,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",234.0,972881.0,TokyoBBC Right,,1742668283.0,1742700683.0,ChangeUp,Y,0.1149,1.0625,119.73,527.33,395.2,74.95,1:22,1.0,,21.1,2.0,13.1,11.4,0.99,1.25,1.64,-0.17,41.45,972881@1742700683,V3P4DLKO0850A,1.1415559,-5.8016615,untitled,,1742700679.0,462.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668283.0,1742700683.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742700683,untitled,1742700680.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
52,27.0,49.0,2025/3/23,4105.843473,2795.843474,1742700697,5.0,3.0,増田,Right,TOK,8,千葉,Right,星槎道都大,2,Top,1,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,135.0,1.343,0.927,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,"1,2,3",瀬野,菊地,鈴木惇,Nothing,,,,,,2508110052,ボール,,4103,https://youtu.be/TX6vwU33x3E&t=4103,1711,https://youtu.be/zy5PNh0MQfo&t=1711,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",233.0,972881.0,TokyoBBC Right,,1742668301.0,1742700701.0,ChangeUp,N,0.4337,1.3663,135.18,1703.41,1673.2,98.23,0:32,1.0,2.2898407,46.6,10.5,48.2,13.9,1.67,0.81,1.64,-0.13,10.81,972881@1742700701,V3P4DLKO0850A,2.488309,-3.0519812,untitled,,1742700697.0,461.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668301.0,1742700701.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742700701,untitled,1742700698.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
53,28.0,50.0,2025/3/23,4133.570191,2823.570192,1742700725,5.0,4.0,増田,Right,TOK,8,千葉,Right,星槎道都大,2,Top,1,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,113.0,1.117,-0.036,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,"1,2,3",瀬野,菊地,鈴木惇,Nothing,,,,,,2508110053,ボール,,4131,https://youtu.be/TX6vwU33x3E&t=4131,1738,https://youtu.be/zy5PNh0MQfo&t=1738,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",232.0,972881.0,TokyoBBC Right,,1742668329.0,1742700729.0,Curveball,N,-0.1991,1.1359,113.31,1701.2,957.1,56.26,6:48,1.0,2.2829247,-4.1,-27.8,-29.7,-15.8,0.86,3.51,1.6,-0.16,55.77,972881@1742700729,V3P4DLKO0850A,-1.2942778,-7.534969,untitled,,1742700725.0,460.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668329.0,1742700729.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742700729,untitled,1742700726.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
54,29.0,51.0,2025/3/23,4154.38323,2844.383231,1742700746,5.0,5.0,増田,Right,TOK,8,千葉,Right,星槎道都大,2,Top,1,3,1,Fastball,InPlay,Undefined,GroundBall,Out,2,0,,136.0,0.558,0.1,20.06116594,-36.02737339,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,"1,2,3",瀬野,菊地,鈴木惇,Undefined,,,,"5,2,3","5,2D,3A",2508110054,三ゴ併,,4152,https://youtu.be/TX6vwU33x3E&t=4152,1759,https://youtu.be/zy5PNh0MQfo&t=1759,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",231.0,972881.0,TokyoBBC Right,,1742668350.0,1742700750.0,ChangeUp,Y,0.1938,0.6937,135.76,1583.29,1583.0,99.98,0:32,1.0,,45.9,7.8,46.0,13.3,0.85,-1.77,1.62,-0.11,-1.11,972881@1742700750,V3P4DLKO0850A,1.4590491,-5.2260923,untitled,,1742700746.0,459.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668350.0,1742700750.0,119.8,135.8,-23.4,-50.3,1787.2557,3.0,11:48,1.0,-16.9,81.6,136.8,,V3P4DLKO0850A,1410150@1742700750,untitled,1742700747.0,"Kosei, Masuda","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
55,23.0,52.0,2025/3/23,4309.204389,2999.20439,1742700901,1.0,1.0,諸岡,Right,星槎道都大,5,杉浦,Right,TOK,2,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.474,-0.268,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110055,見逃し,,4307,https://youtu.be/TX6vwU33x3E&t=4307,1797,https://youtu.be/zy5PNh0MQfo&t=1797,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaito, Sugiura",,,,,
56,24.0,53.0,2025/3/23,4321.508282,3011.508283,1742700913,1.0,2.0,諸岡,Right,星槎道都大,5,杉浦,Right,TOK,2,Bottom,0,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.51,-0.327,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110056,見逃し,,4319,https://youtu.be/TX6vwU33x3E&t=4319,1809,https://youtu.be/zy5PNh0MQfo&t=1809,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaito, Sugiura",,,,,
57,25.0,54.0,2025/3/23,4337.603677,3027.603678,1742700929,1.0,3.0,諸岡,Right,星槎道都大,5,杉浦,Right,TOK,2,Bottom,0,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.263,-0.467,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110057,ボール,,4335,https://youtu.be/TX6vwU33x3E&t=4335,1825,https://youtu.be/zy5PNh0MQfo&t=1825,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaito, Sugiura",,,,,
58,26.0,55.0,2025/3/23,4358.157947,3048.157948,1742700950,1.0,4.0,諸岡,Right,星槎道都大,5,杉浦,Right,TOK,2,Bottom,0,1,2,Splitter,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.53,0.333,7.427538827,-96.84277341,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110058,ファール,,4356,https://youtu.be/TX6vwU33x3E&t=4356,1846,https://youtu.be/zy5PNh0MQfo&t=1846,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",82.0,991979.0,Kouki Watanabe,,1742668554.0,1742700954.0,ChangeUp,Y,0.0831,0.4989,120.23,1148.41,818.8,71.3,1:14,1.0,2.2228222,17.7,6.5,25.5,19.3,-1.8,-0.3,1.64,0.51,44.52,991979@1742700954,V3P4DLKO0850A,-1.2944721,-8.391278,untitled,,1742700950.0,458.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668553.0,1742700953.0,156.9,120.2,-4.2,-1.3,1341.9778,2.3,5:14,1.0,-10.7,65.8,124.0,,V3P4DLKO0850A,1410150@1742700953,untitled,1742700950.0,,,,,,,,,,"Kaito, Sugiura",,,,,
59,27.0,56.0,2025/3/23,4381.856524,3071.856525,1742700973,1.0,5.0,諸岡,Right,星槎道都大,5,杉浦,Right,TOK,2,Bottom,0,1,2,Slider,InPlay,Undefined,GroundBall,Out,1,0,,,0.534,0.096,26.67456223,-32.8113668,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3A",2508110059,三ゴ,,4379,https://youtu.be/TX6vwU33x3E&t=4379,1869,https://youtu.be/zy5PNh0MQfo&t=1869,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",81.0,991979.0,Kouki Watanabe,,1742668578.0,1742700978.0,Slider,N,-0.2508,0.3703,114.98,2458.74,1048.1,42.63,7:36,1.0,2.1149158,-20.1,-17.1,-21.9,-25.8,-2.01,1.19,1.6,0.48,64.77,991979@1742700978,V3P4DLKO0850A,-3.3185675,-10.640053,untitled,,1742700974.0,457.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668578.0,1742700978.0,146.7,115.0,-1.5,-22.4,3014.7512,7.8,1:52,1.0,31.9,40.4,-58.7,,V3P4DLKO0850A,1410150@1742700978,untitled,1742700975.0,,,,,,,,,,"Kaito, Sugiura",,,,,
60,28.0,57.0,2025/3/23,4414.141605,3104.141606,1742701006,2.0,1.0,諸岡,Right,星槎道都大,6,青貝,Right,TOK,2,Bottom,1,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.13,-0.072,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110060,ボール,,4412,https://youtu.be/TX6vwU33x3E&t=4412,1893,https://youtu.be/zy5PNh0MQfo&t=1893,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",80.0,991979.0,Kouki Watanabe,,1742668610.0,1742701010.0,Curveball,N,0.0845,1.3623,105.84,2299.85,1339.5,58.24,7:08,1.0,2.1354141,-18.6,-38.0,-36.6,-26.8,0.08,5.53,1.63,0.44,54.38,991979@1742701010,V3P4DLKO0850A,-2.8368006,-8.228752,untitled,,1742701006.0,456.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668609.0,1742701009.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701009,untitled,1742701006.0,,,,,,,,,,"Naomasa, Aogai",,,,,
61,29.0,58.0,2025/3/23,4426.595449,3116.595449,1742701018,2.0,2.0,諸岡,Right,星槎道都大,6,青貝,Right,TOK,2,Bottom,1,1,0,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,,0.958,-0.208,57.9208629,83.27311595,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110061,ファール,,4424,https://youtu.be/TX6vwU33x3E&t=4424,1906,https://youtu.be/zy5PNh0MQfo&t=1906,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",79.0,991979.0,Kouki Watanabe,,1742668622.0,1742701022.0,Fastball,N,-0.4489,0.6975,131.59,2028.08,1626.8,80.21,0:50,1.0,1.9687881,38.0,0.8,44.4,21.4,-3.58,-0.85,1.62,0.55,36.67,991979@1742701022,V3P4DLKO0850A,-3.5210419,-5.9642363,untitled,,1742701018.0,455.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668622.0,1742701022.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701022,untitled,1742701019.0,,,,,,,,,,"Naomasa, Aogai",,,,,
62,30.0,59.0,2025/3/23,4448.941122,3138.941123,1742701041,2.0,3.0,諸岡,Right,星槎道都大,6,青貝,Right,TOK,2,Bottom,1,1,1,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.622,0.112,42.24884997,93.20202058,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110062,ファール,,4446,https://youtu.be/TX6vwU33x3E&t=4446,1928,https://youtu.be/zy5PNh0MQfo&t=1928,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",78.0,991979.0,Kouki Watanabe,,1742668645.0,1742701045.0,Slider,Y,0.1163,0.8138,113.91,2478.53,1024.1,41.32,7:30,1.0,1.7866154,-14.7,-48.1,-21.8,-24.0,0.21,2.74,1.63,0.54,65.59,991979@1742701045,V3P4DLKO0850A,-3.394042,-9.094444,untitled,,1742701041.0,454.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668645.0,1742701045.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701045,untitled,1742701042.0,,,,,,,,,,"Naomasa, Aogai",,,,,
63,31.0,60.0,2025/3/23,4474.917759,3164.91776,1742701067,2.0,4.0,諸岡,Right,星槎道都大,6,青貝,Right,TOK,2,Bottom,1,1,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,117.0,0.522,0.176,20.45420156,-33.23171107,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3A",2508110063,三ゴ,,4472,https://youtu.be/TX6vwU33x3E&t=4472,1954,https://youtu.be/zy5PNh0MQfo&t=1954,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",77.0,991979.0,Kouki Watanabe,,1742668669.0,1742701069.0,Fastball,Y,0.094,1.0019,126.78,2036.12,1611.0,79.12,0:50,1.0,1.9081306,28.3,1.2,45.1,21.9,-1.66,0.79,1.63,0.55,37.7,991979@1742701069,V3P4DLKO0850A,-1.5636243,-5.5802865,untitled,,1742701065.0,453.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668668.0,1742701068.0,86.6,126.8,0.3,-39.1,2070.5461,11.7,7:48,1.0,-9.8,106.3,62.4,,V3P4DLKO0850A,1410150@1742701068,untitled,1742701065.0,,,,,,,,,,"Naomasa, Aogai",,,,,
64,32.0,61.0,2025/3/23,4504.934525,3194.934526,1742701097,3.0,1.0,諸岡,Right,星槎道都大,7,臼井,Right,TOK,2,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,133.0,0.666,-0.413,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110064,ボール,,4502,https://youtu.be/TX6vwU33x3E&t=4502,1977,https://youtu.be/zy5PNh0MQfo&t=1977,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",76.0,991979.0,Kouki Watanabe,,1742668701.0,1742701101.0,Fastball,N,-0.3699,1.0739,132.97,2115.33,1673.6,79.12,0:48,1.0,2.0395813,29.6,2.3,44.4,20.6,-3.02,0.52,1.65,0.45,37.71,991979@1742701101,V3P4DLKO0850A,-2.844258,-4.9291306,untitled,,1742701097.0,452.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668700.0,1742701100.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701100,untitled,1742701097.0,,,,,,,,,,"Hayato, Usui",,,,,
65,33.0,62.0,2025/3/23,4520.376474,3210.376475,1742701112,3.0,2.0,諸岡,Right,星槎道都大,7,臼井,Right,TOK,2,Bottom,2,1,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,102.0,0.17,-0.068,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110065,ボール,,4518,https://youtu.be/TX6vwU33x3E&t=4518,1992,https://youtu.be/zy5PNh0MQfo&t=1992,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,増田","門間,小山,田中,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","増田,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","諸岡,小山,田中,千葉,門間,菊地,瀬野,鈴木健,上野","R,L,L,R,R,R,R,R,L,R","R,L,L,R,R,L,R,L,R,R",75.0,991979.0,Kouki Watanabe,,1742668716.0,1742701116.0,Curveball,N,0.0323,0.2519,102.42,2204.85,1282.5,58.17,6:58,1.0,2.163374,-32.9,-38.4,-38.5,-24.2,-0.21,2.37,1.62,0.47,54.43,991979@1742701116,V3P4DLKO0850A,-3.136217,-12.859568,untitled,,1742701112.0,451.0,1410150.0,tokyobbc_rapsodo Player_002,,1742668715.0,1742701115.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742701115,untitled,1742701112.0,,,,,,,,,,"Hayato, Usui",,,,,
