count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,csv_path,RelSpeed_opensen
82,36.0,75.0,2025/3/25,3832.3210537433615,3242.321054935456,1742880617,4.0,6.0,日下,Right,富山中部高,7,片桐,Left,TOK,2,Bottom,2,3,2,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,131.66,0.778,0.156,72.58375694,64.99717374,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,春山,,,Undefined,,,,,,2508330082,ファール,,3830.0,https://youtu.be/pxrwmdfRYWI&t=3830,2118.0,https://youtu.be/7j3dqiOXbr4&t=2118,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","山崎,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","日下,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L",,,,,,,,,,,"Jota, Katagiri","Yuichiro, Haruyama",,,,,,144.0,972881.0,TokyoBBC Right,,1742848222.0,1742880622.0,ChangeUp,Y,0.1464,0.7945,131.66,2200.26,2196.6,99.83,01:12,1.0,2.103384,48.6,27.6,46.9,35.2,-2.6,-0.99,1.64,0.59,3.3,972881@1742880622,V3P4DLKO0850A,-0.47549105,-5.360627,untitled,,1742880617.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,132.0
83,37.0,76.0,2025/3/25,3866.260307788849,3276.2603089809418,1742880651,4.0,7.0,日下,Right,富山中部高,7,片桐,Left,TOK,2,Bottom,2,3,2,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,110.34,1.3430000000000002,0.144,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,春山,,,Nothing,,,,,,2508330083,四球,,3864.0,https://youtu.be/pxrwmdfRYWI&t=3864,2134.0,https://youtu.be/7j3dqiOXbr4&t=2134,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","山崎,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","日下,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L",,,,,,,,,,,"Jota, Katagiri","Yuichiro, Haruyama",,,,,,143.0,972881.0,TokyoBBC Right,,1742848256.0,1742880656.0,Slider,N,0.2241,1.2222,110.34,2387.34,794.6,33.28,07:32,1.0,1.6278343,-13.5,-33.7,-18.5,-20.7,-0.49,4.63,1.59,0.7,70.56,972881@1742880656,V3P4DLKO0850A,-2.9706175,-7.7611375,untitled,,1742880651.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,110.0
84,38.0,77.0,2025/3/25,3895.178273916245,3305.178274869919,1742880680,5.0,1.0,日下,Right,富山中部高,8,土ヶ端,Right,TOK,2,Bottom,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,107.06,,,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,"1,2",片桐,春山,,Nothing,,,,,,2508330084,ボール,,3893.0,https://youtu.be/pxrwmdfRYWI&t=3893,2157.0,https://youtu.be/7j3dqiOXbr4&t=2157,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","山崎,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","日下,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L",,,,,,,,,,,"Yuto, Tsuchigahata","Jota, Katagiri","Yuichiro, Haruyama",,,,,142.0,972881.0,TokyoBBC Right,,1742848285.0,1742880685.0,Slider,N,0.418,0.9667,107.06,2288.71,850.6,37.16,07:32,1.0,2.3786411,-5.0,-22.9,-17.8,-20.6,-0.16,3.27,1.62,0.69,68.18,972881@1742880685,V3P4DLKO0850A,-1.9265608,-8.539685,untitled,,1742880680.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,107.0
85,39.0,78.0,2025/3/25,3911.478970050812,3321.478971004486,1742880696,5.0,2.0,日下,Right,富山中部高,8,土ヶ端,Right,TOK,2,Bottom,2,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.69,0.934,-0.108,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,"1,2",片桐,春山,,Nothing,,,,,,2508330085,見逃し,,3909.0,https://youtu.be/pxrwmdfRYWI&t=3909,2173.0,https://youtu.be/7j3dqiOXbr4&t=2173,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","山崎,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","日下,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L",,,,,,,,,,,"Yuto, Tsuchigahata","Jota, Katagiri","Yuichiro, Haruyama",,,,,141.0,972881.0,TokyoBBC Right,,1742848301.0,1742880701.0,ChangeUp,Y,-0.1168,1.0512,127.69,2125.79,2124.3,99.93,01:08,1.0,2.0774975,44.4,25.1,47.7,33.6,-3.42,0.18,1.65,0.58,2.15,972881@1742880701,V3P4DLKO0850A,-1.5252293,-4.7326584,untitled,,1742880696.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,128.0
86,40.0,79.0,2025/3/25,3944.695881843567,3354.695881843567,1742880729,5.0,3.0,日下,Right,富山中部高,8,土ヶ端,Right,TOK,2,Bottom,2,1,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,129.03,0.61,-0.172,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,"1,2",片桐,春山,,Nothing,,,,,,2508330086,見逃し,,3942.0,https://youtu.be/pxrwmdfRYWI&t=3942,2207.0,https://youtu.be/7j3dqiOXbr4&t=2207,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","山崎,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","日下,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L",,,,,,,,,,,"Yuto, Tsuchigahata","Jota, Katagiri","Yuichiro, Haruyama",,,,,140.0,972881.0,TokyoBBC Right,,1742848334.0,1742880734.0,ChangeUp,Y,-0.0496,0.6213000000000001,129.03,2177.48,2175.6,99.92,01:14,1.0,1.9167614,43.5,26.6,48.0,37.3,-3.2,-1.46,1.68,0.58,2.36,972881@1742880734,V3P4DLKO0850A,-1.2214881,-6.269082,untitled,,1742880729.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,129.0
87,41.0,80.0,2025/3/25,3963.491446018219,3373.4914469718933,1742880749,5.0,4.0,日下,Right,富山中部高,8,土ヶ端,Right,TOK,2,Bottom,2,1,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,128.73,0.986,-0.12,29.417292280698515,96.91122711902467,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,"1,2",片桐,春山,,Undefined,,,,,,2508330087,ファール,,3961.0,https://youtu.be/pxrwmdfRYWI&t=3961,2225.0,https://youtu.be/7j3dqiOXbr4&t=2225,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","山崎,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","日下,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L",,,,,,,,,,,"Yuto, Tsuchigahata","Jota, Katagiri","Yuichiro, Haruyama",,,,,139.0,972881.0,TokyoBBC Right,,1742848352.0,1742880752.0,ChangeUp,N,-0.1423,1.0989,128.73,2071.51,2064.7,99.67,01:12,1.0,2.03825,42.9,26.6,46.9,34.7,-3.38,0.36,1.64,0.54,4.65,972881@1742880752,V3P4DLKO0850A,-1.3934305,-4.4075055,untitled,,1742880747.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,129.0
88,42.0,81.0,2025/3/25,3987.811037063598,3397.8110377788544,1742880773,5.0,5.0,日下,Right,富山中部高,8,土ヶ端,Right,TOK,2,Bottom,2,1,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,130.64,0.6459999999999999,-0.333,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,"1,2",片桐,春山,,Nothing,,,,,,2508330088,見三振,,3985.0,https://youtu.be/pxrwmdfRYWI&t=3985,2250.0,https://youtu.be/7j3dqiOXbr4&t=2250,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","山崎,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","日下,多比木,草切,日下,石川,西浦,石吾,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L",,,,,,,,,,,"Yuto, Tsuchigahata","Jota, Katagiri","Yuichiro, Haruyama",,,,,138.0,972881.0,TokyoBBC Right,,1742848377.0,1742880777.0,ChangeUp,N,-0.482,0.6909000000000001,130.64,2240.15,2236.7,99.85,01:08,1.0,1.9611893,47.5,25.1,49.4,34.5,-4.58,-1.41,1.69,0.55,3.18,972881@1742880777,V3P4DLKO0850A,-2.69508,-5.927147,untitled,,1742880772.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,131.0
89,1.0,82.0,2025/3/25,4174.8357520103455,3584.835752010345,1742880960,1.0,1.0,平泉,Left,TOK,2,多比木,Right,富山中部高,3,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,116.81,1.23,0.024,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2508330089,ボール,,4172.0,https://youtu.be/pxrwmdfRYWI&t=4172,2432.0,https://youtu.be/7j3dqiOXbr4&t=2432,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","平泉,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","石吾,多比木,草切,日下,石川,西浦,谷口,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","L,R,R,R,R,R,R,R,R,L","Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,307.0,1090725.0,Terumasa Hiraizumi,,1742848564.0,1742880964.0,Cutter,N,-0.2396,1.206,116.81,1846.87,1098.0,59.45,11:20,1.0,1.6229286,36.5,11.2,34.7,-11.2,0.39,2.12,1.63,-0.46,-53.52,1090725@1742880964,V3P4DLKO0850A,1.2239916,-5.5270214,untitled,,1742880959.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,117.0
90,2.0,83.0,2025/3/25,4186.396160840988,3596.396162033081,1742880971,1.0,2.0,平泉,Left,TOK,2,多比木,Right,富山中部高,3,Top,0,1,0,Fastball,BallinDirt,Undefined,Undefined,Undefined,0,0,,116.95,-0.05,-0.072,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2508330090,ボール(低投),,4184.0,https://youtu.be/pxrwmdfRYWI&t=4184,2444.0,https://youtu.be/7j3dqiOXbr4&t=2444,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","平泉,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","石吾,多比木,草切,日下,石川,西浦,谷口,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","L,R,R,R,R,R,R,R,R,L","Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,306.0,1090725.0,Terumasa Hiraizumi,,1742848576.0,1742880976.0,Fastball,N,0.3973,-0.1432,116.95,1954.95,1233.6,63.1,11:24,1.0,2.0799084,39.5,10.7,37.6,-10.9,2.67,-3.12,1.62,-0.45,-50.88,1090725@1742880976,V3P4DLKO0850A,3.4695346,-9.717471,untitled,,1742880971.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,117.0
91,3.0,84.0,2025/3/25,4204.279752016068,3614.2797527313232,1742880989,1.0,3.0,平泉,Left,TOK,2,多比木,Right,富山中部高,3,Top,0,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,116.14,-0.05,-0.26,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2508330091,ボール,,4202.0,https://youtu.be/pxrwmdfRYWI&t=4202,2462.0,https://youtu.be/7j3dqiOXbr4&t=2462,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","平泉,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","石吾,多比木,草切,日下,石川,西浦,谷口,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","L,R,R,R,R,R,R,R,R,L","Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,305.0,1090725.0,Terumasa Hiraizumi,,1742848594.0,1742880994.0,Fastball,N,-0.2838,0.3214,116.14,1914.3,1471.7,76.88,11:08,1.0,2.0397167,31.9,-14.3,43.6,-20.4,1.32,-1.25,1.65,-0.51,-39.75,1090725@1742880994,V3P4DLKO0850A,0.25762108,-8.48264,untitled,,1742880989.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,116.0
92,4.0,85.0,2025/3/25,4220.411361,3630.4113619327545,1742881005,1.0,4.0,平泉,Left,TOK,2,多比木,Right,富山中部高,3,Top,0,3,0,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,115.09,1.39,0.016,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2508330092,四球,,4218.0,https://youtu.be/pxrwmdfRYWI&t=4218,2478.0,https://youtu.be/7j3dqiOXbr4&t=2478,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","平泉,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","石吾,多比木,草切,日下,石川,西浦,谷口,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","L,R,R,R,R,R,R,R,R,L","Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,304.0,1090725.0,Terumasa Hiraizumi,,1742848610.0,1742881010.0,Cutter,N,0.1732999999999999,1.6859,115.09,1838.04,983.4,53.5,00:00,1.0,1.8696632,47.1,-13.1,32.0,1.8,2.61,3.82,1.56,-0.43,-57.66,1090725@1742881010,V3P4DLKO0850A,1.6101284,-3.4261222,untitled,,1742881005.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,115.0
93,5.0,86.0,2025/3/25,4255.746877908707,3665.746878862381,1742881040,2.0,1.0,平泉,Left,TOK,3,草切,Right,富山中部高,3,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,115.98,1.403,-0.056,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,多比木,,,Nothing,,,,,,2508330093,ボール,,4253.0,https://youtu.be/pxrwmdfRYWI&t=4253,2508.0,https://youtu.be/7j3dqiOXbr4&t=2508,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","平泉,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","石吾,多比木,草切,日下,石川,西浦,谷口,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","L,R,R,R,R,R,R,R,R,L","Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,303.0,1090725.0,Terumasa Hiraizumi,,1742848645.0,1742881045.0,Fastball,N,-0.1216,1.8948,115.98,1848.32,1190.8,64.42,11:24,1.0,1.7308292,47.9,-2.0,37.4,-11.2,1.28,4.28,1.59,-0.46,-49.89,1090725@1742881045,V3P4DLKO0850A,1.1305133,-2.456336,untitled,,1742881040.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,116.0
94,6.0,87.0,2025/3/25,4272.204129934311,3682.2041308879857,1742881057,2.0,2.0,平泉,Left,TOK,3,草切,Right,富山中部高,3,Top,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,115.08,,,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,多比木,,,Nothing,,,,,,2508330094,見逃し,,4270.0,https://youtu.be/pxrwmdfRYWI&t=4270,2525.0,https://youtu.be/7j3dqiOXbr4&t=2525,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","平泉,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","石吾,多比木,草切,日下,石川,西浦,谷口,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","L,R,R,R,R,R,R,R,R,L","Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,302.0,1090725.0,Terumasa Hiraizumi,,1742848662.0,1742881062.0,Cutter,N,-0.4765999999999999,0.7598999999999999,115.08,1877.8,1087.6,57.92,11:20,1.0,2.0764103,29.7,-10.4,32.9,-10.6,0.32,0.63,1.61,-0.46,-54.61,1090725@1742881062,V3P4DLKO0850A,-0.4622834,-7.041265,untitled,,1742881057.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,115.0
95,7.0,88.0,2025/3/25,4288.308502912521,3698.308503866196,1742881073,2.0,3.0,平泉,Left,TOK,3,草切,Right,富山中部高,3,Top,0,1,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,116.4,0.91,-0.447,52.39207120571923,74.32047587758075,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,多比木,,,Undefined,,,,,,2508330095,ファール,,4286.0,https://youtu.be/pxrwmdfRYWI&t=4286,2541.0,https://youtu.be/7j3dqiOXbr4&t=2541,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","平泉,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","石吾,多比木,草切,日下,石川,西浦,谷口,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","L,R,R,R,R,R,R,R,R,L","Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,301.0,1090725.0,Terumasa Hiraizumi,,1742848677.0,1742881077.0,Cutter,N,-0.3349,0.9718,116.4,1849.58,1023.0,55.31,00:06,1.0,1.6087494,32.4,-3.9,34.9,4.0,0.43,1.65,1.59,-0.42,-56.42,1090725@1742881077,V3P4DLKO0850A,0.1359507,-6.454777,untitled,,1742881072.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,116.0
96,8.0,89.0,2025/3/25,4310.261362075806,3720.261362791061,1742881095,2.0,4.0,平泉,Left,TOK,3,草切,Right,富山中部高,3,Top,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,118.39,1.357,-0.016,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,多比木,,,Nothing,,,,,,2508330096,ボール,,4308.0,https://youtu.be/pxrwmdfRYWI&t=4308,2563.0,https://youtu.be/7j3dqiOXbr4&t=2563,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,日下,石川,谷口,石吾,斎藤,窪田","平泉,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","石吾,多比木,草切,日下,石川,西浦,谷口,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","L,R,R,R,R,R,R,R,R,L","Terumasa, Hiraizumi","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,300.0,1090725.0,Terumasa Hiraizumi,,1742848700.0,1742881100.0,Cutter,N,-0.1166,1.6556,118.39,1802.69,963.3,53.44,11:48,1.0,2.0460567,34.4,-5.9,30.6,-1.8,1.62,3.79,1.57,-0.51,-57.7,1090725@1742881100,V3P4DLKO0850A,1.1631025,-3.6230018,untitled,,1742881095.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,118.0
