count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,csv_path,RelSpeed_opensen
224,28.0,215.0,2025/3/25,8611.485583,8021.485584020615,1742885396,3.0,1.0,早瀨,Left,TOK,6,堀田,Right,富山中部高,7,Top,2,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,99.45,0.71,-0.128,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2508330224,見逃し,,8609.0,https://youtu.be/pxrwmdfRYWI&t=8609,5656.0,https://youtu.be/7j3dqiOXbr4&t=5656,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R","Kiori, Hayase","Hiroto, Oyama","Kai, Stanley","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,,324.0,1188437.0,Kiori Hayase,,1742853001.0,1742885401.0,Curveball,Y,-0.1277,0.7469,99.45,1756.02,812.0,46.24,05:46,1.0,2.3767242,-19.6,16.1,-28.0,6.3,0.95,4.21,1.52,-0.55,-62.46,1188437@1742885401,V3P4DLKO0850A,2.1911187,-10.402927,untitled,,1742885396.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,
225,29.0,216.0,2025/3/25,8621.387296,8031.387296915054,1742885407,3.0,2.0,早瀨,Left,TOK,6,堀田,Right,富山中部高,7,Top,2,0,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,119.4,0.958,-0.196,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2508330225,空振り,,8619.0,https://youtu.be/pxrwmdfRYWI&t=8619,5666.0,https://youtu.be/7j3dqiOXbr4&t=5666,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R","Kiori, Hayase","Hiroto, Oyama","Kai, Stanley","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,,323.0,1188437.0,Kiori Hayase,,1742853010.0,1742885410.0,Curveball,N,-0.29,1.0423,119.4,2559.75,2548.6,99.56,05:20,1.0,2.3406181,,2.5,-63.3,20.9,0.76,0.29,1.6,-0.52,5.36,1188437@1742885410,V3P4DLKO0850A,0.9453112,-4.650811,untitled,,1742885405.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,119.0
226,30.0,217.0,2025/3/25,8636.944986104965,8046.944987,1742885422,3.0,3.0,早瀨,Left,TOK,6,堀田,Right,富山中部高,7,Top,2,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,118.82,0.79,-0.627,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2508330226,ボール,,8634.0,https://youtu.be/pxrwmdfRYWI&t=8634,5682.0,https://youtu.be/7j3dqiOXbr4&t=5682,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R","Kiori, Hayase","Hiroto, Oyama","Kai, Stanley","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,,322.0,1188437.0,Kiori Hayase,,1742853026.0,1742885426.0,ChangeUp,N,-0.9211,0.8219,118.82,1868.0,1843.4,98.68,11:26,1.0,2.2772064,54.4,-20.5,52.4,-15.5,-0.72,-0.57,1.62,-0.52,-9.31,1188437@1742885426,V3P4DLKO0850A,-2.2575603,-5.3479724,untitled,,1742885421.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,119.0
227,31.0,218.0,2025/3/25,8649.64707,8059.647070884705,1742885434,3.0,4.0,早瀨,Left,TOK,6,堀田,Right,富山中部高,7,Top,2,1,2,Curveball,InPlay,Undefined,GroundBall,Single,0,0,,103.9,0.846,-0.016,38.40023682862783,27.94303442338294,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3",2508330227,二安,,8647.0,https://youtu.be/pxrwmdfRYWI&t=8647,5695.0,https://youtu.be/7j3dqiOXbr4&t=5695,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R","Kiori, Hayase","Hiroto, Oyama","Kai, Stanley","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,,321.0,1188437.0,Kiori Hayase,,1742853040.0,1742885440.0,Slider,Y,0.0461,0.8331999999999999,103.9,1814.11,30.0,1.65,07:08,1.0,2.2066326,0.5,-0.6,-2.6,2.6,2.24,3.36,1.55,-0.57,-89.05,1188437@1742885440,V3P4DLKO0850A,2.190084,-9.16507,untitled,,1742885435.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,104.0
228,,,2025/3/25,8695.358035087585,8105.358035802841,1742885480,,,早瀨,Left,TOK,7,石吾,Right,富山中部高,7,Top,2,0,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,堀田,,,PickOff,,,,"1,3","1,3",2508330228,牽制,,8693.0,https://youtu.be/pxrwmdfRYWI&t=8693,5724.0,https://youtu.be/7j3dqiOXbr4&t=5724,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R","Kiori, Hayase","Hiroto, Oyama","Kai, Stanley","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,
229,32.0,219.0,2025/3/25,8705.663356,8115.663357019424,1742885491,4.0,1.0,早瀨,Left,TOK,7,石吾,Right,富山中部高,7,Top,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.86,,,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,堀田,,,Nothing,,,,,,2508330229,見逃し,,8703.0,https://youtu.be/pxrwmdfRYWI&t=8703,5734.0,https://youtu.be/7j3dqiOXbr4&t=5734,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R","Kiori, Hayase","Hiroto, Oyama","Kai, Stanley","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,,320.0,1188437.0,Kiori Hayase,,1742853096.0,1742885496.0,ChangeUp,Y,-0.1416,1.0194,114.86,1792.18,1759.7,98.19,11:24,1.0,2.0797176,50.6,-23.6,53.6,-17.0,2.54,1.03,1.57,-0.61,-10.92,1188437@1742885496,V3P4DLKO0850A,0.75523096,-5.280035,untitled,,1742885491.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,115.0
230,33.0,220.0,2025/3/25,8724.829529047012,8134.829529047012,1742885510,4.0,2.0,早瀨,Left,TOK,7,石吾,Right,富山中部高,7,Top,2,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,93.08,,,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,堀田,,,Nothing,,,,,,2508330230,ボール,,8722.0,https://youtu.be/pxrwmdfRYWI&t=8722,5753.0,https://youtu.be/7j3dqiOXbr4&t=5753,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R","Kiori, Hayase","Hiroto, Oyama","Kai, Stanley","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,,319.0,1188437.0,Kiori Hayase,,1742853111.0,1742885511.0,ChangeUp,N,-0.2528,1.072,93.08,1826.05,1078.7,59.07,06:54,1.0,1.8276844,,15.5,-38.0,-23.2,2.18,6.75,1.47,-0.61,53.79,1188437@1742885511,V3P4DLKO0850A,3.3411915,-14.566078,untitled,,1742885506.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,93.0
231,,,2025/3/25,8746.517346858978,8156.517348051071,1742885531,,,早瀨,Left,TOK,7,石吾,Right,富山中部高,7,Top,2,1,1,,,,,,1,0,,,,,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,堀田,,,PickOff,,,,"1,3","1,3T",2508330231,牽制死,,8744.0,https://youtu.be/pxrwmdfRYWI&t=8744,5775.0,https://youtu.be/7j3dqiOXbr4&t=5775,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R","Kiori, Hayase","Hiroto, Oyama","Kai, Stanley","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,
232,1.0,221.0,2025/3/25,8937.212456941605,8347.212457895279,1742885722,1.0,1.0,草切,Right,富山中部高,5,岡林,Left,TOK,7,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,110.78,,,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2508330232,ボール,,8935.0,https://youtu.be/pxrwmdfRYWI&t=8935,5823.0,https://youtu.be/7j3dqiOXbr4&t=5823,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","草切,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R",,,,,,,,,,,"Yuna, Okabayashi",,,,,,,74.0,972881.0,TokyoBBC Right,,1742853327.0,1742885727.0,ChangeUp,N,0.1632999999999999,1.2257,110.78,1704.71,1426.1,83.66,00:22,1.0,2.0533485,54.3,10.5,48.8,9.5,-0.66,1.81,1.63,0.24,33.22,972881@1742885727,V3P4DLKO0850A,0.13640104,-5.079593,untitled,,1742885722.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,111.0
233,2.0,222.0,2025/3/25,8950.548724889755,8360.548726,1742885735,1.0,2.0,草切,Right,富山中部高,5,岡林,Left,TOK,7,Bottom,0,1,0,Fastball,InPlay,Undefined,FlyBall,Double,0,0,,112.47,1.057,-0.032,98.58422967528227,36.97276248956805,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,9,9,2508330233,右2,,8948.0,https://youtu.be/pxrwmdfRYWI&t=8948,5836.0,https://youtu.be/7j3dqiOXbr4&t=5836,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","草切,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R",,,,,,,,,,,"Yuna, Okabayashi",,,,,,,73.0,972881.0,TokyoBBC Right,,1742853341.0,1742885741.0,ChangeUp,N,-0.0104,1.075,112.47,1865.37,1673.0,89.69,00:44,1.0,2.1642437,55.1,11.5,51.6,21.4,-1.33,0.99,1.61,0.24,26.25,972881@1742885741,V3P4DLKO0850A,-0.47089702,-5.0686064,untitled,,1742885736.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,113.0
234,3.0,223.0,2025/3/25,8996.886331,8406.886332035065,1742885782,2.0,1.0,草切,Right,富山中部高,6,スタンリー,Right,TOK,7,Bottom,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,90.3,1.3030000000000002,-0.02,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,2,,岡林,,Nothing,,,,,,2508330234,ボール,,8994.0,https://youtu.be/pxrwmdfRYWI&t=8994,5862.0,https://youtu.be/7j3dqiOXbr4&t=5862,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","草切,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R",,,,,,,,,,,"Kai, Stanley",,"Yuna, Okabayashi",,,,,72.0,972881.0,TokyoBBC Right,,1742853386.0,1742885786.0,ChangeUp,N,0.1793,1.5830000000000002,90.3,675.69,638.2,94.45,00:36,0.5,2.168106,2.2,-36.6,30.6,11.3,1.25,7.68,1.61,0.2,-19.18,972881@1742885786,V3P4DLKO0850A,-1.5443358,-8.676545,untitled,,1742885781.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,90.0
235,4.0,224.0,2025/3/25,9014.780415773392,8424.780416965485,1742885800,2.0,2.0,草切,Right,富山中部高,6,スタンリー,Right,TOK,7,Bottom,0,1,0,Slider,InPlay,Undefined,FlyBall,Triple,0,0,,94.42,0.578,0.06,104.60503083693835,-13.3700435,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,2,,岡林,,Undefined,,,,8,8,2508330235,左中3,,9012.0,https://youtu.be/pxrwmdfRYWI&t=9012,5880.0,https://youtu.be/7j3dqiOXbr4&t=5880,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","草切,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R",,,,,,,,,,,"Kai, Stanley",,"Yuna, Okabayashi",,,,,71.0,972881.0,TokyoBBC Right,,1742853404.0,1742885804.0,Slider,Y,0.1012,0.4914,94.42,1738.49,793.5,45.65,07:38,1.0,1.9542904,-34.0,-46.3,-20.7,-26.2,0.32,3.48,1.62,0.21,62.84,972881@1742885804,V3P4DLKO0850A,-3.1293364,-13.690101,untitled,,1742885799.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,94.0
236,5.0,225.0,2025/3/25,9059.729068994522,8469.729069948196,1742885844,3.0,1.0,草切,Right,富山中部高,7,片桐,Left,TOK,7,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,111.0,0.8540000000000001,-0.112,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,"2,3",,スタンリー,岡林,Nothing,,,,,,2508330236,見逃し,,9057.0,https://youtu.be/pxrwmdfRYWI&t=9057,5917.0,https://youtu.be/7j3dqiOXbr4&t=5917,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","草切,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R",,,,,,,,,,,"Jota, Katagiri",,"Kai, Stanley","Yuna, Okabayashi",,,,70.0,972881.0,TokyoBBC Right,,1742853449.0,1742885849.0,ChangeUp,Y,-0.1446,0.9579,111.0,1769.68,1586.9,89.67,00:46,1.0,2.0127735,60.8,12.1,45.6,19.9,-1.81,0.56,1.65,0.24,26.27,972881@1742885849,V3P4DLKO0850A,-0.9018816,-5.812545,untitled,,1742885844.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,111.0
237,6.0,226.0,2025/3/25,9075.011404037476,8485.011405,1742885860,3.0,2.0,草切,Right,富山中部高,7,片桐,Left,TOK,7,Bottom,0,0,1,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,95.54,0.55,-0.028,58.49416945012651,79.54009090707088,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,"2,3",,スタンリー,岡林,Undefined,,,,,,2508330237,ファール,,9073.0,https://youtu.be/pxrwmdfRYWI&t=9073,5932.0,https://youtu.be/7j3dqiOXbr4&t=5932,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","草切,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R",,,,,,,,,,,"Jota, Katagiri",,"Kai, Stanley","Yuna, Okabayashi",,,,69.0,972881.0,TokyoBBC Right,,1742853465.0,1742885865.0,Curveball,Y,-0.0608,0.5770000000000001,95.54,1810.79,1072.4,59.22,07:12,1.0,1.9706249,-20.3,-54.4,-32.5,-26.6,0.77,4.02,1.63,0.27,53.69,972881@1742885865,V3P4DLKO0850A,-3.3131328,-12.183803,untitled,,1742885860.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,96.0
238,7.0,227.0,2025/3/25,9096.844590902328,8506.844592094421,1742885882,3.0,3.0,草切,Right,富山中部高,7,片桐,Left,TOK,7,Bottom,0,0,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,114.52,0.762,0.307,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,"2,3",,スタンリー,岡林,Nothing,,,,,,2508330238,見三振,,9094.0,https://youtu.be/pxrwmdfRYWI&t=9094,5954.0,https://youtu.be/7j3dqiOXbr4&t=5954,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","草切,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R",,,,,,,,,,,"Jota, Katagiri",,"Kai, Stanley","Yuna, Okabayashi",,,,68.0,972881.0,TokyoBBC Right,,1742853486.0,1742885886.0,ChangeUp,N,0.3181,0.7535,114.52,1735.73,1534.5,88.4,00:48,1.0,2.0448475,51.5,0.4,46.8,20.8,0.21,-0.13,1.63,0.26,27.87,972881@1742885886,V3P4DLKO0850A,0.23989402,-6.4333577,untitled,,1742885881.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,115.0
239,8.0,228.0,2025/3/25,9127.480840921402,8537.480841875076,1742885912,4.0,1.0,草切,Right,富山中部高,8,大山,Right,TOK,7,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,95.18,0.682,0.513,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,"2,3",,スタンリー,岡林,Nothing,,,,,,2508330239,ボール,,9125.0,https://youtu.be/pxrwmdfRYWI&t=9125,5979.0,https://youtu.be/7j3dqiOXbr4&t=5979,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田,"小田,山本,昼馬,荒井孝,岡林,スタンリー,片桐,大山,大田","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","早瀨,大山,スタンリー,荒井孝,大田,小田,山本,岡林,片桐","草切,多比木,石吾,山田,石川,西浦,堀田,斎藤,窪田","R,R,R,L,R,L,R,L,R,R","L,R,R,R,L,R,R,R,R,R",,,,,,,,,,,"Hiroto, Oyama",,"Kai, Stanley","Yuna, Okabayashi",,,,67.0,972881.0,TokyoBBC Right,,1742853517.0,1742885917.0,Slider,N,0.3062,0.9973,95.18,1747.52,903.5,51.7,07:46,1.0,1.7961845,-12.2,-24.2,-22.2,-31.9,0.91,5.45,1.57,0.29,58.87,972881@1742885917,V3P4DLKO0850A,-0.8597772,-9.934953,untitled,,1742885912.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,95.0
