count,pitchcount,PitchNo,Date,time,time1,time0,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji
87,29.0,87.0,2025/8/30,8.774935,4093.335706,1488.077935,1488.077938,1756519645,2.0,2.0,松原,Right,平成国際大,9,秋元,Right,TOK,3,Bottom,1,0,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,123.0,0.562,-0.22,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100087,見逃し,,4091.0,https://youtu.be/_Ddb7UXiTJk&t=4091,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Ryo, Akimoto",,,,,
88,30.0,88.0,2025/8/30,11.589932,4102.110641,1496.85287,1496.852872,1756519654,2.0,3.0,松原,Right,平成国際大,9,秋元,Right,TOK,3,Bottom,1,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,121.0,0.23,-0.252,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100088,ボール,,4100.0,https://youtu.be/_Ddb7UXiTJk&t=4100,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Ryo, Akimoto",,,,,
89,31.0,89.0,2025/8/30,14.876127,4113.700573,1508.442802,1508.442805,1756519666,2.0,4.0,松原,Right,平成国際大,9,秋元,Right,TOK,3,Bottom,1,1,2,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.19,0.008,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100089,ボール,,4111.0,https://youtu.be/_Ddb7UXiTJk&t=4111,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Ryo, Akimoto",,,,,
90,32.0,90.0,2025/8/30,13.879954,4128.5767,1523.318929,1523.318932,1756519681,2.0,5.0,松原,Right,平成国際大,9,秋元,Right,TOK,3,Bottom,1,2,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,136.0,0.51,-0.292,18.2438302,112.8336542,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100090,ファール,,4126.0,https://youtu.be/_Ddb7UXiTJk&t=4126,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Ryo, Akimoto",,,,,
91,33.0,91.0,2025/8/30,19.24665,4142.456654,1537.198883,1537.198887,1756519695,2.0,6.0,松原,Right,平成国際大,9,秋元,Right,TOK,3,Bottom,1,2,2,Cutter,FoulBall,Undefined,GroundBall,Undefined,0,0,,126.0,0.542,-0.284,21.44281044,97.9071627,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100091,ファール,,4140.0,https://youtu.be/_Ddb7UXiTJk&t=4140,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Ryo, Akimoto",,,,,
92,34.0,92.0,2025/8/30,25.505051,4161.703304,1556.445533,1556.445535,1756519714,2.0,7.0,松原,Right,平成国際大,9,秋元,Right,TOK,3,Bottom,1,2,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,135.0,0.542,-0.256,30.25864321,29.81416274,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,"3,1","3,1A",2524100092,一ゴ,,4159.0,https://youtu.be/_Ddb7UXiTJk&t=4159,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Ryo, Akimoto",,,,,
93,35.0,93.0,2025/8/30,9.210405,4187.208355,1581.950584,1581.950587,1756519739,3.0,1.0,松原,Right,平成国際大,1,榎本,Left,TOK,3,Bottom,2,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,101.0,0.538,-0.248,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100093,見逃し,,4185.0,https://youtu.be/_Ddb7UXiTJk&t=4185,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Yoshinobu, Enomoto",,,,,
94,36.0,94.0,2025/8/30,16.463194,4196.41876,1591.160989,1591.160991,1756519748,3.0,2.0,松原,Right,平成国際大,1,榎本,Left,TOK,3,Bottom,2,0,1,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,129.0,0.23,-0.048,15.07602636,120.5792269,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100094,ファール,,4194.0,https://youtu.be/_Ddb7UXiTJk&t=4194,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Yoshinobu, Enomoto",,,,,
95,37.0,95.0,2025/8/30,13.660716,4212.881954,1607.624183,1607.624187,1756519765,3.0,3.0,松原,Right,平成国際大,1,榎本,Left,TOK,3,Bottom,2,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.21,-0.236,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100095,ボール,,4210.0,https://youtu.be/_Ddb7UXiTJk&t=4210,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Yoshinobu, Enomoto",,,,,
96,38.0,96.0,2025/8/30,141.698302,4226.54267,1621.284899,1621.284902,1756519779,3.0,4.0,松原,Right,平成国際大,1,榎本,Left,TOK,3,Bottom,2,1,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,135.0,0.542,-0.156,31.40727234,28.00917671,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,"3,1","3,1A",2524100096,一ゴ,,4224.0,https://youtu.be/_Ddb7UXiTJk&t=4224,,,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L",,,,,,,,,,,"Yoshinobu, Enomoto",,,,,
97,59.0,97.0,2025/8/30,21.326708,4368.240972,1762.983201,1762.983202,1756519920,1.0,1.0,松本慎,Left,TOK,6,今井,Right,平成国際大,4,Top,0,0,0,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,112.0,0.854,-0.228,12.73912854,-137.8155567,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100097,ファール,,4366.0,https://youtu.be/_Ddb7UXiTJk&t=4366,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
98,60.0,98.0,2025/8/30,14.037905,4389.56768,1784.309909,1784.309911,1756519942,1.0,2.0,松本慎,Left,TOK,6,今井,Right,平成国際大,4,Top,0,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,134.0,0.574,0.108,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100098,見逃し,,4387.0,https://youtu.be/_Ddb7UXiTJk&t=4387,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
99,61.0,99.0,2025/8/30,13.151524,4403.605585,1798.347814,1798.347817,1756519956,1.0,3.0,松本慎,Left,TOK,6,今井,Right,平成国際大,4,Top,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,130.0,0.297,-0.407,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100099,ボール,,4401.0,https://youtu.be/_Ddb7UXiTJk&t=4401,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
100,62.0,100.0,2025/8/30,22.581696,4416.757109,1811.499338,1811.499341,1756519969,1.0,4.0,松本慎,Left,TOK,6,今井,Right,平成国際大,4,Top,0,1,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,115.0,0.83,-0.148,26.04069914,-85.45195759,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100100,ファール,,4414.0,https://youtu.be/_Ddb7UXiTJk&t=4414,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
101,63.0,101.0,2025/8/30,18.42381,4439.338805,1834.081034,1834.081036,1756519991,1.0,5.0,松本慎,Left,TOK,6,今井,Right,平成国際大,4,Top,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,134.0,0.494,-0.407,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100101,ボール,,4437.0,https://youtu.be/_Ddb7UXiTJk&t=4437,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
102,64.0,102.0,2025/8/30,24.40804,4457.762615,1852.504844,1852.504846,1756520010,1.0,6.0,松本慎,Left,TOK,6,今井,Right,平成国際大,4,Top,0,2,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,117.0,0.614,0.124,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100102,空三振,,4455.0,https://youtu.be/_Ddb7UXiTJk&t=4455,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
103,65.0,103.0,2025/8/30,11.285644,4482.170655,1876.912884,1876.912888,1756520034,2.0,1.0,松本慎,Left,TOK,7,坂本,Right,平成国際大,4,Top,1,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.263,0.38,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100103,ボール,,4480.0,https://youtu.be/_Ddb7UXiTJk&t=4480,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
104,66.0,104.0,2025/8/30,68.891539,4493.456299,1888.198528,1888.19853,1756520046,2.0,2.0,松本慎,Left,TOK,7,坂本,Right,平成国際大,4,Top,1,1,0,Fastball,InPlay,Undefined,FlyBall,Triple,0,0,,,0.742,-0.244,100.2416134,36.26290209,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,"8,4","8,4",2524100104,中3,,4491.0,https://youtu.be/_Ddb7UXiTJk&t=4491,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
105,67.0,105.0,2025/8/30,19.886955,4562.347838,1957.090067,1957.090069,1756520114,3.0,1.0,松本慎,Left,TOK,8,浜野,Right,平成国際大,4,Top,1,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,107.0,0.602,-0.192,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,3,,,坂本,Nothing,,,,,,2524100105,見逃し,,4560.0,https://youtu.be/_Ddb7UXiTJk&t=4560,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
106,68.0,106.0,2025/8/30,18.311099,4582.234793,1976.977022,1976.977024,1756520134,3.0,2.0,松本慎,Left,TOK,8,浜野,Right,平成国際大,4,Top,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,133.0,0.594,-0.447,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,3,,,坂本,Nothing,,,,,,2524100106,ボール,,4580.0,https://youtu.be/_Ddb7UXiTJk&t=4580,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
107,69.0,107.0,2025/8/30,23.220156,4600.545892,1995.288121,1995.288125,1756520153,3.0,3.0,松本慎,Left,TOK,8,浜野,Right,平成国際大,4,Top,1,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,133.0,0.23,0.052,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,3,,,坂本,Nothing,,,,,,2524100107,ボール,,4598.0,https://youtu.be/_Ddb7UXiTJk&t=4598,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
108,70.0,108.0,2025/8/30,28.697722,4623.766048,2018.508277,2018.508279,1756520176,3.0,4.0,松本慎,Left,TOK,8,浜野,Right,平成国際大,4,Top,1,2,1,Curveball,FoulBall,Undefined,FlyBall,Undefined,0,0,,110.0,1.006,-0.116,41.46825393,81.40877457,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,IFFW,3,,,坂本,Undefined,,,,,,2524100108,ファール,,4621.0,https://youtu.be/_Ddb7UXiTJk&t=4621,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
109,71.0,109.0,2025/8/30,37.852096,4652.46377,2047.205999,2047.206001,1756520205,3.0,5.0,松本慎,Left,TOK,8,浜野,Right,平成国際大,4,Top,1,2,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,135.0,0.958,0.164,32.72076607,-64.35899418,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,IFFW,3,,,坂本,Undefined,,,,,,2524100109,ファール,,4650.0,https://youtu.be/_Ddb7UXiTJk&t=4650,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
110,72.0,110.0,2025/8/30,31.029078,4690.315866,2085.058095,2085.058098,1756520242,3.0,6.0,松本慎,Left,TOK,8,浜野,Right,平成国際大,4,Top,1,2,2,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,113.0,0.574,-0.38,25.14305881,112.0510627,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,IFFW,3,,,坂本,Undefined,,,,,,2524100110,ファール,,4688.0,https://youtu.be/_Ddb7UXiTJk&t=4688,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
111,73.0,111.0,2025/8/30,28.331173,4721.344944,2116.087173,2116.087176,1756520273,3.0,7.0,松本慎,Left,TOK,8,浜野,Right,平成国際大,4,Top,1,2,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,134.0,1.026,-0.244,34.22337466,90.9877604,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,IFFW,3,,,坂本,Undefined,,,,,,2524100111,ファール,,4719.0,https://youtu.be/_Ddb7UXiTJk&t=4719,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","L,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
