count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,run_person_romaji
93,32.0,92.0,2025/2/26,4425.329355,3915.3293550014496,1740535901.396357,3.0,2.0,高橋,Right,TOK,7,batter7,Left,芝浦工業大,2,Bottom,0,0,1,Cutter,InPlay,Undefined,Bunt,Sacrifice,1,0,A2B,123.0,0.946,0.072,13.722363834351633,-25.46334506,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2",batter6,batter5,,Undefined,,,,"1,4","1,4",2505620093,投犠,,4423.0,https://youtu.be/AuszmHT4JtQ&t=4423,2528.0,https://youtu.be/-Er63jcmUXQ&t=2528,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
94,33.0,93.0,2025/2/26,4474.512513875961,3964.512514829635,1740535950.579516,4.0,1.0,高橋,Right,TOK,8,batter8,Right,芝浦工業大,2,Bottom,1,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,1,,120.0,,,29.956620017088333,25.05097781644288,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"2,3",,batter7,batter5,Undefined,,,batter5,3,3A,2505620094,一ゴ①,,4472.0,https://youtu.be/AuszmHT4JtQ&t=4472,2557.0,https://youtu.be/-Er63jcmUXQ&t=2557,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
95,34.0,94.0,2025/2/26,4514.522993803024,4004.522993803024,1740535990.589996,5.0,1.0,高橋,Right,TOK,9,batter9,Left,芝浦工業大,2,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,130.0,0.31,0.108,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,3,,,batter7,Nothing,,,,,,2505620095,ボール,,4512.0,https://youtu.be/AuszmHT4JtQ&t=4512,2589.0,https://youtu.be/-Er63jcmUXQ&t=2589,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
96,35.0,95.0,2025/2/26,4527.624055862427,4017.624055862427,1740536003.691058,5.0,2.0,高橋,Right,TOK,9,batter9,Left,芝浦工業大,2,Bottom,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,3,,,batter7,Nothing,,,,,,2505620096,ボール,,4525.0,https://youtu.be/AuszmHT4JtQ&t=4525,2602.0,https://youtu.be/-Er63jcmUXQ&t=2602,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
97,36.0,96.0,2025/2/26,4540.7565886974335,4030.7565898895264,1740536016.823591,5.0,3.0,高橋,Right,TOK,9,batter9,Left,芝浦工業大,2,Bottom,2,2,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,127.0,0.654,0.14,30.34909415362733,-74.20759647,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,3,,,batter7,Undefined,,,,,,2505620097,ファール,,4538.0,https://youtu.be/AuszmHT4JtQ&t=4538,2615.0,https://youtu.be/-Er63jcmUXQ&t=2615,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
98,37.0,97.0,2025/2/26,4565.965326786041,4055.965327739715,1740536042.0323288,5.0,4.0,高橋,Right,TOK,9,batter9,Left,芝浦工業大,2,Bottom,2,2,1,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,125.0,0.578,0.2,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,3,,,batter7,Nothing,,,,,,2505620098,見逃し,,4563.0,https://youtu.be/AuszmHT4JtQ&t=4563,2633.0,https://youtu.be/-Er63jcmUXQ&t=2633,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
99,38.0,98.0,2025/2/26,4584.882759,4074.882759809494,1740536060.949761,5.0,5.0,高橋,Right,TOK,9,batter9,Left,芝浦工業大,2,Bottom,2,2,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,132.0,0.578,0.2,40.519421436443125,-73.94001269,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,3,,,batter7,Undefined,,,,,,2505620099,ファール,,4582.0,https://youtu.be/AuszmHT4JtQ&t=4582,2652.0,https://youtu.be/-Er63jcmUXQ&t=2652,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
100,39.0,99.0,2025/2/26,4607.190042972565,4097.190042972565,1740536083.257045,5.0,6.0,高橋,Right,TOK,9,batter9,Left,芝浦工業大,2,Bottom,2,2,2,Fastball,InPlay,Undefined,Popup,Out,1,0,,132.0,0.8220000000000001,0.136,29.956620017088333,-25.05097782,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,3,,,batter7,Undefined,,,,5,5,2505620100,三飛,,4605.0,https://youtu.be/AuszmHT4JtQ&t=4605,2668.0,https://youtu.be/-Er63jcmUXQ&t=2668,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
101,19.0,100.0,2025/2/26,4724.837762832642,4214.837762832642,1740536200.904765,1.0,1.0,pos1_2,Left,芝浦工業大,6,大田,Right,TOK,3,Top,0,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.0,0.638,0.447,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620101,ボール,,4722.0,https://youtu.be/AuszmHT4JtQ&t=4722,2698.0,https://youtu.be/-Er63jcmUXQ&t=2698,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Eisuke, Ohta",,,,,,,,,,,,,,,,
102,20.0,101.0,2025/2/26,4736.929004669189,4226.929005861282,1740536212.996007,1.0,2.0,pos1_2,Left,芝浦工業大,6,大田,Right,TOK,3,Top,0,1,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,104.0,0.838,0.2239999999999999,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620102,空振り,,4734.0,https://youtu.be/AuszmHT4JtQ&t=4734,2710.0,https://youtu.be/-Er63jcmUXQ&t=2710,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Eisuke, Ohta",,,,,,,,,,,,,,,,
103,21.0,102.0,2025/2/26,4750.310334920883,4240.310334920883,1740536226.377336,1.0,3.0,pos1_2,Left,芝浦工業大,6,大田,Right,TOK,3,Top,0,1,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,110.0,0.782,-0.232,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620103,見逃し,,4748.0,https://youtu.be/AuszmHT4JtQ&t=4748,2724.0,https://youtu.be/-Er63jcmUXQ&t=2724,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Eisuke, Ohta",,,,,,,,,,,,,,,,
104,22.0,103.0,2025/2/26,4762.275527954102,4252.275528907776,1740536238.0,1.0,4.0,pos1_2,Left,芝浦工業大,6,大田,Right,TOK,3,Top,0,1,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,96.0,0.157,-0.216,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620104,ボール,,4760.0,https://youtu.be/AuszmHT4JtQ&t=4760,2736.0,https://youtu.be/-Er63jcmUXQ&t=2736,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Eisuke, Ohta",,,,,,,,,,,,,,,,
105,23.0,104.0,2025/2/26,4784.456614971161,4274.456614971161,1740536260.523616,1.0,5.0,pos1_2,Left,芝浦工業大,6,大田,Right,TOK,3,Top,0,2,2,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,97.0,0.91,-0.204,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620105,見三振,,4782.0,https://youtu.be/AuszmHT4JtQ&t=4782,2758.0,https://youtu.be/-Er63jcmUXQ&t=2758,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Eisuke, Ohta",,,,,,,,,,,,,,,,
106,24.0,105.0,2025/2/26,4811.874951839447,4301.874951839447,1740536287.941954,2.0,1.0,pos1_2,Left,芝浦工業大,7,小田,Right,TOK,3,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.942,-0.096,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620106,見逃し,,4809.0,https://youtu.be/AuszmHT4JtQ&t=4809,2775.0,https://youtu.be/-Er63jcmUXQ&t=2775,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Shu, Oda",,,,,,,,,,,,,,,,
107,25.0,106.0,2025/2/26,4823.750640869141,4313.750641822815,1740536299.817643,2.0,2.0,pos1_2,Left,芝浦工業大,7,小田,Right,TOK,3,Top,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.283,0.236,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620107,ボール,,4821.0,https://youtu.be/AuszmHT4JtQ&t=4821,2787.0,https://youtu.be/-Er63jcmUXQ&t=2787,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Shu, Oda",,,,,,,,,,,,,,,,
108,26.0,107.0,2025/2/26,4848.212065696716,4338.212065696716,1740536324.279068,2.0,3.0,pos1_2,Left,芝浦工業大,7,小田,Right,TOK,3,Top,1,1,1,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,98.0,0.6940000000000001,0.184,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620108,空振り,,4846.0,https://youtu.be/AuszmHT4JtQ&t=4846,2811.0,https://youtu.be/-Er63jcmUXQ&t=2811,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Shu, Oda",,,,,,,,,,,,,,,,
109,27.0,108.0,2025/2/26,4862.6984667778015,4352.698467731476,1740536338.7654688,2.0,4.0,pos1_2,Left,芝浦工業大,7,小田,Right,TOK,3,Top,1,1,2,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,96.0,0.878,-0.1,34.644130822109226,-38.43123588,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3",2505620109,三ゴ,,4860.0,https://youtu.be/AuszmHT4JtQ&t=4860,2826.0,https://youtu.be/-Er63jcmUXQ&t=2826,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Shu, Oda",,,,,,,,,,,,,,,,
110,28.0,109.0,2025/2/26,4896.079920768738,4386.079920768738,1740536372.146922,3.0,1.0,pos1_2,Left,芝浦工業大,8,藤尾,Right,TOK,3,Top,2,0,0,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,93.0,0.7140000000000001,0.052,94.25182683696518,7.19174277,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2505620110,中飛,,4894.0,https://youtu.be/AuszmHT4JtQ&t=4894,2849.0,https://youtu.be/-Er63jcmUXQ&t=2849,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R","Shunsuke, Fujio",,,,,,,,,,,,,,,,
111,40.0,110.0,2025/2/26,5011.6652998924255,4501.665301084518,1740536487.7323022,1.0,1.0,高橋,Right,TOK,1,batter1,Left,芝浦工業大,3,Bottom,0,0,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,,0.562,0.092,93.51032448,0.0,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2505620111,中飛,,5009.0,https://youtu.be/AuszmHT4JtQ&t=5009,2878.0,https://youtu.be/-Er63jcmUXQ&t=2878,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
112,41.0,111.0,2025/2/26,5043.289053916931,4533.2890548706055,1740536519.356056,2.0,1.0,高橋,Right,TOK,2,batter2,Left,芝浦工業大,3,Bottom,1,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,105.0,0.598,0.132,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620112,見逃し,,5041.0,https://youtu.be/AuszmHT4JtQ&t=5041,2897.0,https://youtu.be/-Er63jcmUXQ&t=2897,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
113,42.0,112.0,2025/2/26,5054.138828039169,4544.138828754425,1740536530.20583,2.0,2.0,高橋,Right,TOK,2,batter2,Left,芝浦工業大,3,Bottom,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.203,0.132,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620113,ボール,,5052.0,https://youtu.be/AuszmHT4JtQ&t=5052,2908.0,https://youtu.be/-Er63jcmUXQ&t=2908,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
114,43.0,113.0,2025/2/26,5067.022818803787,4557.022818803787,1740536543.0,2.0,3.0,高橋,Right,TOK,2,batter2,Left,芝浦工業大,3,Bottom,1,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,116.0,0.93,0.427,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620114,ボール,,5065.0,https://youtu.be/AuszmHT4JtQ&t=5065,2921.0,https://youtu.be/-Er63jcmUXQ&t=2921,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
115,44.0,114.0,2025/2/26,5082.777067899704,4572.777068853378,1740536559.0,2.0,4.0,高橋,Right,TOK,2,batter2,Left,芝浦工業大,3,Bottom,1,2,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,-0.57,-6.44,32.891847545126176,34.40266485497644,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Undefined,,,,3,3A,2505620115,一ゴ,,5080.0,https://youtu.be/AuszmHT4JtQ&t=5080,2936.0,https://youtu.be/-Er63jcmUXQ&t=2936,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
116,45.0,115.0,2025/2/26,5119.077540874481,4609.077541828156,1740536595.144543,3.0,1.0,高橋,Right,TOK,3,batter3,Left,芝浦工業大,3,Bottom,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,130.0,0.5379999999999999,0.104,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620116,見逃し,,5117.0,https://youtu.be/AuszmHT4JtQ&t=5117,2954.0,https://youtu.be/-Er63jcmUXQ&t=2954,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,L","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
