count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,scored_person_romaji
10,10.0,10.0,2025/08/07,1512.597109079361,1182.597110033035,1754529277.667593,3.0,3.0,松本慎,Left,TOK,3,batter3,Right,東農オ,1,Top,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,136.0,1.143,-0.447,,,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,"1,3",batter2,,batter1,Nothing,,,,,,2521800010,ボール,,1510.0,https://youtu.be/NK3nB7tBl70&t=1510,977.0,https://youtu.be/4DjW2YqmMKE&t=977,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R","Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",,,,,,,
11,11.0,11.0,2025/08/07,1528.358196973801,1198.358197927475,1754529293.428681,3.0,4.0,松本慎,Left,TOK,3,batter3,Right,東農オ,1,Top,0,1,2,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,117.0,0.49,0.1119999999999999,,,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,"1,3",batter2,,batter1,Nothing,,,,,,2521800011,空三振,,1526.0,https://youtu.be/NK3nB7tBl70&t=1526,993.0,https://youtu.be/4DjW2YqmMKE&t=993,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R","Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",,,,,,,
12,12.0,12.0,2025/08/07,1561.697844028473,1231.697844982147,1754529326.768328,4.0,1.0,松本慎,Left,TOK,4,batter4,Right,東農オ,1,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,134.0,0.514,0.16,,,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,"1,3",batter2,,batter1,Nothing,,,,,,2521800012,見逃し,,1559.0,https://youtu.be/NK3nB7tBl70&t=1559,1010.0,https://youtu.be/4DjW2YqmMKE&t=1010,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R","Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",,,,,,,
13,13.0,13.0,2025/08/07,1575.453341245651,1245.453341960907,1754529340.523826,4.0,2.0,松本慎,Left,TOK,4,batter4,Right,東農オ,1,Top,1,0,1,Splitter,FoulBall,Undefined,GroundBall,Undefined,0,0,,115.0,0.478,0.08,14.74926253687316,163.7397952916881,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,"1,3",batter2,,batter1,Undefined,,,,,,2521800013,ファール,,1573.0,https://youtu.be/NK3nB7tBl70&t=1573,1023.0,https://youtu.be/4DjW2YqmMKE&t=1023,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R","Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",,,,,,,
14,14.0,14.0,2025/08/07,1595.606899023056,1265.606899023056,1754529360.677382,4.0,3.0,松本慎,Left,TOK,4,batter4,Right,東農オ,1,Top,1,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,1,0,,135.0,0.594,-0.3329999999999999,,,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,"1,3",batter2,,batter1,CaughtStealing,batter2,,,,,2521800014,ボール[盗塁死],,1593.0,https://youtu.be/NK3nB7tBl70&t=1593,1035.0,https://youtu.be/4DjW2YqmMKE&t=1035,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R","Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",,,,,,,
15,15.0,15.0,2025/08/07,1632.543081998825,1302.543082952499,1754529397.613566,4.0,4.0,松本慎,Left,TOK,4,batter4,Right,東農オ,1,Top,2,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,3,,,batter1,Nothing,,,,,,2521800015,ボール,,1630.0,https://youtu.be/NK3nB7tBl70&t=1630,1053.0,https://youtu.be/4DjW2YqmMKE&t=1053,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R","Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",,,,,,,
16,16.0,16.0,2025/08/07,1645.350633859634,1315.350635051727,1754529410.421118,4.0,5.0,松本慎,Left,TOK,4,batter4,Right,東農オ,1,Top,2,2,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,119.0,0.534,0.373,,,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,3,,,batter1,Nothing,,,,,,2521800016,ボール,,1643.0,https://youtu.be/NK3nB7tBl70&t=1643,1066.0,https://youtu.be/4DjW2YqmMKE&t=1066,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R","Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",,,,,,,
17,17.0,17.0,2025/08/07,1665.983880996704,1335.983881950378,1754529431.054365,4.0,6.0,松本慎,Left,TOK,4,batter4,Right,東農オ,1,Top,2,3,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,119.0,0.257,0.192,,,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,3,,,batter1,Nothing,,,,,,2521800017,空三振,,1663.0,https://youtu.be/NK3nB7tBl70&t=1663,1087.0,https://youtu.be/4DjW2YqmMKE&t=1087,明石,中山,小村,青貝,樋口,榎本,酒井,大原,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R","Shinnosuke, Matsumoto","Ken, Akashi","Taiyo, Nakayama","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yoshinobu, Enomoto","Suguru, Sakai","Kaiki, Ohara",,,,,,,
18,1.0,18.0,2025/08/07,1836.325180053711,1506.325181007385,1754529601.395665,1.0,1.0,pos1,Right,東農オ,1,酒井,Left,TOK,1,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,140.0,0.47,0.264,,,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2521800018,見逃し,,1834.0,https://youtu.be/NK3nB7tBl70&t=1834,1112.0,https://youtu.be/4DjW2YqmMKE&t=1112,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R",,,,,,,,,,,"Suguru, Sakai",,,,,
19,2.0,19.0,2025/08/07,1845.630343198776,1515.630343198776,1754529610.700827,1.0,2.0,pos1,Right,東農オ,1,酒井,Left,TOK,1,Bottom,0,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,142.0,0.578,0.433,,,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2521800019,ボール,,1843.0,https://youtu.be/NK3nB7tBl70&t=1843,1122.0,https://youtu.be/4DjW2YqmMKE&t=1122,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R",,,,,,,,,,,"Suguru, Sakai",,,,,
20,3.0,20.0,2025/08/07,1855.087304830551,1525.087306022644,1754529620.157789,1.0,3.0,pos1,Right,東農オ,1,酒井,Left,TOK,1,Bottom,0,1,1,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.57,0.192,,,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2521800020,見逃し,,1853.0,https://youtu.be/NK3nB7tBl70&t=1853,1131.0,https://youtu.be/4DjW2YqmMKE&t=1131,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R",,,,,,,,,,,"Suguru, Sakai",,,,,
21,4.0,21.0,2025/08/07,1865.739399909973,1535.739399909973,1754529630.809884,1.0,4.0,pos1,Right,東農オ,1,酒井,Left,TOK,1,Bottom,0,1,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,140.0,0.51,-0.136,105.1043050204594,2.944046349987624,TOK,#217fc4,東大,東農オ,#b92cff,東農オ,Engaru_122,A,夏季オープン戦,Normal,,,,,Undefined,,,,8,8,2521800021,中飛,,1863.0,https://youtu.be/NK3nB7tBl70&t=1863,1142.0,https://youtu.be/4DjW2YqmMKE&t=1142,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"酒井,榎本,中山,大原,秋元,青貝,小村,明石,樋口","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,明石,中山,小村,青貝,樋口,榎本,酒井,大原","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,L,R,R,R,L,L,R","R,L,L,R,R,R,R,R,R,R",,,,,,,,,,,"Suguru, Sakai",,,,,
