count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Unnamed: 75,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
88,50.0,83.0,2025/8/14,3837.465396,299.5929861068726,1755177774.094267,4.0,1.0,pos1,Right,名古屋,4,中山,Left,TOK,3,Top,1,0,0,Fastball,FoulBall,Undefined,Popup,Undefined,0,0,,,,,15.84430560707467,-151.0490048,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,3,,,樋口,Undefined,,,,,,2522500088,ファール,,3835.0,https://youtu.be/hwUj41cB_Sc&t=3835,2040.0,https://youtu.be/hs0B7pp4u3A&t=2040,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Taiyo, Nakayama",,,"Kosuke, Higuchi",,,,,,,,,,,,
89,51.0,84.0,2025/8/14,3857.115315,319.2429060935974,1755177793.744186,4.0,2.0,pos1,Right,名古屋,4,中山,Left,TOK,3,Top,1,0,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.762,0.212,82.07272165583502,49.95712606968069,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,3,,,樋口,Undefined,,,,,,2522500089,ファール,,3855.0,https://youtu.be/hwUj41cB_Sc&t=3855,2060.0,https://youtu.be/hs0B7pp4u3A&t=2060,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Taiyo, Nakayama",,,"Kosuke, Higuchi",,,,,,,,,,,,
90,52.0,85.0,2025/8/14,3885.81354,347.9411308765411,1755177822.442411,4.0,3.0,pos1,Right,名古屋,4,中山,Left,TOK,3,Top,1,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,-0.143,0.0,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,3,,,樋口,Nothing,,,,,,2522500090,ボール,,3883.0,https://youtu.be/hwUj41cB_Sc&t=3883,2089.0,https://youtu.be/hs0B7pp4u3A&t=2089,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Taiyo, Nakayama",,,"Kosuke, Higuchi",,,,,,,,,,,,
91,53.0,86.0,2025/8/14,3907.764365,369.8919558525085,1755177844.393236,4.0,4.0,pos1,Right,名古屋,4,中山,Left,TOK,3,Top,1,1,2,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.502,-0.172,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,3,,,樋口,Nothing,,,,,,2522500091,空三振,,3905.0,https://youtu.be/hwUj41cB_Sc&t=3905,2111.0,https://youtu.be/hs0B7pp4u3A&t=2111,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Taiyo, Nakayama",,,"Kosuke, Higuchi",,,,,,,,,,,,
92,54.0,87.0,2025/8/14,3931.935572,394.0631628036499,1755177868.564443,5.0,1.0,pos1,Right,名古屋,5,小美野,Left,TOK,3,Top,2,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.598,-0.148,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,3,,,樋口,Nothing,,,,,,2522500092,見逃し,,3929.0,https://youtu.be/hwUj41cB_Sc&t=3929,2124.0,https://youtu.be/hs0B7pp4u3A&t=2124,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Komino, Harunobu",,,"Kosuke, Higuchi",,,,,,,,,,,,
93,55.0,88.0,2025/8/14,3944.794076,406.9216671,1755177881.422947,5.0,2.0,pos1,Right,名古屋,5,小美野,Left,TOK,3,Top,2,0,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,1.13,0.148,31.94705246235342,-61.30509562,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,3,,,樋口,Undefined,,,,,,2522500093,ファール,,3942.0,https://youtu.be/hwUj41cB_Sc&t=3942,2137.0,https://youtu.be/hs0B7pp4u3A&t=2137,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Komino, Harunobu",,,"Kosuke, Higuchi",,,,,,,,,,,,
94,56.0,89.0,2025/8/14,3973.477564,435.6051549911499,1755177910.106435,5.0,3.0,pos1,Right,名古屋,5,小美野,Left,TOK,3,Top,2,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.357,0.1119999999999999,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,3,,,樋口,Nothing,,,,,,2522500094,ボール,,3971.0,https://youtu.be/hwUj41cB_Sc&t=3971,2165.0,https://youtu.be/hs0B7pp4u3A&t=2165,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Komino, Harunobu",,,"Kosuke, Higuchi",,,,,,,,,,,,
95,57.0,90.0,2025/8/14,3987.44206,449.5696509,1755177924.070931,5.0,4.0,pos1,Right,名古屋,5,小美野,Left,TOK,3,Top,2,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.474,0.687,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,3,,,樋口,Nothing,,,,,,2522500095,ボール,,3985.0,https://youtu.be/hwUj41cB_Sc&t=3985,2179.0,https://youtu.be/hs0B7pp4u3A&t=2179,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Komino, Harunobu",,,"Kosuke, Higuchi",,,,,,,,,,,,
96,58.0,91.0,2025/8/14,4004.652553,466.780143737793,1755177941.281424,5.0,5.0,pos1,Right,名古屋,5,小美野,Left,TOK,3,Top,2,2,2,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.19,0.204,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,3,,,樋口,Nothing,,,,,,2522500096,空三振,,4002.0,https://youtu.be/hwUj41cB_Sc&t=4002,2197.0,https://youtu.be/hs0B7pp4u3A&t=2197,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Komino, Harunobu",,,"Kosuke, Higuchi",,,,,,,,,,,,
97,34.0,92.0,2025/8/14,4108.455841,570.5834307670593,1755178045.084712,1.0,1.0,江口,Right,TOK,1,batter1,Left,名古屋,3,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.8059999999999999,-0.064,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500097,見逃し,,4106.0,https://youtu.be/hwUj41cB_Sc&t=4106,2217.0,https://youtu.be/hs0B7pp4u3A&t=2217,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
98,35.0,93.0,2025/8/14,4117.370444,579.498035,1755178053.999315,1.0,2.0,江口,Right,TOK,1,batter1,Left,名古屋,3,Bottom,0,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.974,0.427,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500098,ボール,,4115.0,https://youtu.be/hwUj41cB_Sc&t=4115,2225.0,https://youtu.be/hs0B7pp4u3A&t=2225,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
99,36.0,94.0,2025/8/14,4126.421192,588.5487830638885,1755178063.050063,1.0,3.0,江口,Right,TOK,1,batter1,Left,名古屋,3,Bottom,0,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.177,0.2239999999999999,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500099,ボール,,4124.0,https://youtu.be/hwUj41cB_Sc&t=4124,2234.0,https://youtu.be/hs0B7pp4u3A&t=2234,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
100,37.0,95.0,2025/8/14,4140.691636,602.8192267417908,1755178077.320507,1.0,4.0,江口,Right,TOK,1,batter1,Left,名古屋,3,Bottom,0,2,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.4539999999999999,0.032,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500100,見逃し,,4138.0,https://youtu.be/hwUj41cB_Sc&t=4138,2249.0,https://youtu.be/hs0B7pp4u3A&t=2249,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
101,38.0,96.0,2025/8/14,4151.144216,613.2718060016632,1755178087.773086,1.0,5.0,江口,Right,TOK,1,batter1,Left,名古屋,3,Bottom,0,2,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.7340000000000001,0.347,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500101,空三振,,4149.0,https://youtu.be/hwUj41cB_Sc&t=4149,2259.0,https://youtu.be/hs0B7pp4u3A&t=2259,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
102,39.0,97.0,2025/8/14,4170.459663,632.5872540473938,1755178107.088534,2.0,1.0,江口,Right,TOK,2,batter2,Right,名古屋,3,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.23,0.188,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500102,ボール,,4168.0,https://youtu.be/hwUj41cB_Sc&t=4168,2270.0,https://youtu.be/hs0B7pp4u3A&t=2270,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
103,40.0,98.0,2025/8/14,4179.55321,641.6808009147644,1755178116.182081,2.0,2.0,江口,Right,TOK,2,batter2,Right,名古屋,3,Bottom,1,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.61,-0.244,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500103,見逃し,,4177.0,https://youtu.be/hwUj41cB_Sc&t=4177,2279.0,https://youtu.be/hs0B7pp4u3A&t=2279,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
104,41.0,99.0,2025/8/14,4187.967453,650.0950429439545,1755178124.596324,2.0,3.0,江口,Right,TOK,2,batter2,Right,名古屋,3,Bottom,1,1,1,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.502,-0.16,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500104,見逃し,,4185.0,https://youtu.be/hwUj41cB_Sc&t=4185,2288.0,https://youtu.be/hs0B7pp4u3A&t=2288,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
105,42.0,100.0,2025/8/14,4196.819196,658.9467897415161,1755178133.44807,2.0,4.0,江口,Right,TOK,2,batter2,Right,名古屋,3,Bottom,1,1,2,Fastball,FoulBall,Undefined,Other,Undefined,0,0,,,0.53,-0.108,29.03620004065559,110.8285557902068,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Undefined,,,,,,2522500105,ファール,,4194.0,https://youtu.be/hwUj41cB_Sc&t=4194,2296.0,https://youtu.be/hs0B7pp4u3A&t=2296,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
106,43.0,101.0,2025/8/14,4210.229791,672.3573818206787,1755178146.858662,2.0,5.0,江口,Right,TOK,2,batter2,Right,名古屋,3,Bottom,1,1,2,Fastball,InPlay,Undefined,Popup,Out,1,0,,,0.7659999999999999,-0.176,33.63478693677907,41.80046029043743,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Undefined,,,,3,3,2522500106,一飛,,4208.0,https://youtu.be/hwUj41cB_Sc&t=4208,2310.0,https://youtu.be/hs0B7pp4u3A&t=2310,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
107,44.0,102.0,2025/8/14,4238.559079,700.6866748332977,1755178175.187955,3.0,1.0,江口,Right,TOK,3,batter3,Right,名古屋,3,Bottom,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.263,-0.14,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500107,ボール,,4236.0,https://youtu.be/hwUj41cB_Sc&t=4236,2324.0,https://youtu.be/hs0B7pp4u3A&t=2324,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
108,45.0,103.0,2025/8/14,4247.570257,709.6978480815887,1755178184.199128,3.0,2.0,江口,Right,TOK,3,batter3,Right,名古屋,3,Bottom,2,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.486,-0.248,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500108,見逃し,,4245.0,https://youtu.be/hwUj41cB_Sc&t=4245,2333.0,https://youtu.be/hs0B7pp4u3A&t=2333,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
109,46.0,104.0,2025/8/14,4256.95371,719.0813009738922,1755178193.582581,3.0,3.0,江口,Right,TOK,3,batter3,Right,名古屋,3,Bottom,2,1,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.8420000000000001,-0.387,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500109,空振り,,4254.0,https://youtu.be/hwUj41cB_Sc&t=4254,2343.0,https://youtu.be/hs0B7pp4u3A&t=2343,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
110,47.0,105.0,2025/8/14,4266.968493,729.0960838794708,1755178203.597364,3.0,4.0,江口,Right,TOK,3,batter3,Right,名古屋,3,Bottom,2,1,2,Slider,FoulBall,Undefined,Other,Undefined,0,0,,,0.6859999999999999,-0.224,13.19214146017575,-169.6951535,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Undefined,,,,,,2522500110,ファール,,4264.0,https://youtu.be/hwUj41cB_Sc&t=4264,2353.0,https://youtu.be/hs0B7pp4u3A&t=2353,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
111,48.0,106.0,2025/8/14,4281.610131,743.7377222,1755178218.239002,3.0,5.0,江口,Right,TOK,3,batter3,Right,名古屋,3,Bottom,2,1,2,Fastball,InPlay,Undefined,Popup,Out,1,0,,,0.778,0.124,65.52989621184233,29.68089943686737,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Undefined,,,,9,9,2522500111,右飛,,4279.0,https://youtu.be/hwUj41cB_Sc&t=4279,2367.0,https://youtu.be/hs0B7pp4u3A&t=2367,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,,,,,,,"Naoki, Eguchi",,,,,,,,,
112,59.0,107.0,2025/8/14,4394.0,35767.63890790939,1755164634.198464,1.0,1.0,pos1,Right,名古屋,6,門田,Right,TOK,4,Top,0,0,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500112,空振り,,4392.0,https://youtu.be/hwUj41cB_Sc&t=4392,2394.0,https://youtu.be/hs0B7pp4u3A&t=2394,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Ryohei, Kadota",,,,,,,,,,,,,,,
113,60.0,108.0,2025/8/14,4404.008396,35777.64730286598,1755164644.206858,1.0,2.0,pos1,Right,名古屋,6,門田,Right,TOK,4,Top,0,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.25,-0.116,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500113,ボール,,4402.0,https://youtu.be/hwUj41cB_Sc&t=4402,2404.0,https://youtu.be/hs0B7pp4u3A&t=2404,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,中山,小美野,門田,井之口,明石,岡林","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,中山,井之口,門田,樋口,安田,竹山,岡林","R,L,R,R,R,L,L,L,L,R","R,L,R,R,L,L,R,L,L,L",,"Ryohei, Kadota",,,,,,,,,,,,,,,
