count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
147,1.0,143.0,2025/4/26,7377.995258,6527.995261,1745636208,1.0,1.0,佐藤,Right,明星大,1,酒井,Left,TOK,6,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,137.55,0.886,-0.453,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500147,ボール,,7375,https://youtu.be/vGx3WT9jVJg&t=7375,3934.0,https://youtu.be/3ticAhbv9Ww&t=3934,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","佐伯,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai",,,,,,,336.0,972881.0,TokyoBBC Right,,1745603812.0,1745636212.0,ChangeUp,N,-0.3703,0.9018,137.55,2332.8,2217.7,95.06,01:24,1.0,1.567112,29.1,48.2,47.6,44.8,-3.66,0.08,1.6,0.2,18.08,972881@1745636212,V3P4DLKO0850A,-0.120210424,-5.207242,untitled,,1745636207.0,9868.0,1410155.0,Ohe Shotaro,,1745603812.0,1745636212.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636212,untitled,1745636208.0,135.0
148,2.0,144.0,2025/4/26,7396.574672,6546.574675,1745636227,1.0,2.0,佐藤,Right,明星大,1,酒井,Left,TOK,6,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,137.44,0.646,-0.224,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500148,見逃し,,7394,https://youtu.be/vGx3WT9jVJg&t=7394,3952.0,https://youtu.be/3ticAhbv9Ww&t=3952,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","佐伯,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai",,,,,,,335.0,972881.0,TokyoBBC Right,,1745603831.0,1745636231.0,ChangeUp,Y,-0.2143,0.8429000000000001,137.44,2284.58,2149.3,94.08,01:20,1.0,1.4993725,44.4,37.0,48.3,42.2,-2.86,-0.45,1.57,0.24,19.82,972881@1745636231,V3P4DLKO0850A,-0.11392939,-4.889915,untitled,,1745636226.0,9867.0,1410155.0,Ohe Shotaro,,1745603830.0,1745636230.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636230,untitled,1745636226.0,137.0
149,3.0,145.0,2025/4/26,7422.056711,6572.056714,1745636252,1.0,3.0,佐藤,Right,明星大,1,酒井,Left,TOK,6,Bottom,0,1,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,MISS,,,,60.19795459,61.29991072,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2511500149,ファール,,7420,https://youtu.be/vGx3WT9jVJg&t=7420,3978.0,https://youtu.be/3ticAhbv9Ww&t=3978,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","佐伯,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0
150,4.0,146.0,2025/4/26,7432.85531,6582.855312,1745636263,1.0,4.0,佐藤,Right,明星大,1,酒井,Left,TOK,6,Bottom,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,137.07,0.822,0.467,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500150,ボール,,7430,https://youtu.be/vGx3WT9jVJg&t=7430,3989.0,https://youtu.be/3ticAhbv9Ww&t=3989,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","佐伯,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai",,,,,,,333.0,972881.0,TokyoBBC Right,,1745603867.0,1745636267.0,ChangeUp,N,0.4583,1.0749,137.07,2462.14,2274.1,92.36,01:20,1.0,1.6221924,33.2,41.9,47.3,42.2,-0.64,0.62,1.58,0.22,22.54,972881@1745636267,V3P4DLKO0850A,2.4639206,-4.4316545,untitled,,1745636262.0,9865.0,1410155.0,Ohe Shotaro,,1745603866.0,1745636266.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636266,untitled,1745636262.0,136.0
151,5.0,147.0,2025/4/26,7448.856778,6598.85678,1745636279,1.0,5.0,佐藤,Right,明星大,1,酒井,Left,TOK,6,Bottom,0,2,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,138.27,0.662,-0.216,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500151,見三振,,7446,https://youtu.be/vGx3WT9jVJg&t=7446,4005.0,https://youtu.be/3ticAhbv9Ww&t=4005,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","佐伯,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai",,,,,,,332.0,972881.0,TokyoBBC Right,,1745603883.0,1745636283.0,ChangeUp,Y,-0.2045,0.579,138.27,2345.21,2204.5,94.0,01:46,1.0,1.597908,29.7,43.8,37.8,52.0,-3.12,-1.0,1.56,0.25,19.95,972881@1745636283,V3P4DLKO0850A,0.09772762,-6.087296,untitled,,1745636278.0,9864.0,1410155.0,Ohe Shotaro,,1745603882.0,1745636282.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636282,untitled,1745636278.0,133.0
152,6.0,148.0,2025/4/26,7472.418965,6622.418968,1745636302,2.0,1.0,佐藤,Right,明星大,2,樋口,Right,TOK,6,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,A2B,138.44,0.31,-0.244,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500152,ボール,,7470,https://youtu.be/vGx3WT9jVJg&t=7470,4022.0,https://youtu.be/3ticAhbv9Ww&t=4022,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","佐伯,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Kosuke, Higuchi",,,,,,,331.0,972881.0,TokyoBBC Right,,1745603907.0,1745636307.0,ChangeUp,N,-0.4897999999999999,0.5094,138.44,2403.31,2303.3,95.84,01:44,1.0,1.4715023,44.7,36.4,41.3,54.5,-3.74,-1.82,1.59,0.23,16.59,972881@1745636307,V3P4DLKO0850A,-1.1016663,-5.7890253,untitled,,1745636302.0,9863.0,1410155.0,Ohe Shotaro,,1745603906.0,1745636306.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636306,untitled,1745636302.0,137.0
153,7.0,149.0,2025/4/26,7487.868288,6637.86829,1745636318,2.0,2.0,佐藤,Right,明星大,2,樋口,Right,TOK,6,Bottom,1,1,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,135.78,0.902,0.164,34.64413082,-38.43123588,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3",2511500153,三ゴ,,7485,https://youtu.be/vGx3WT9jVJg&t=7485,4037.0,https://youtu.be/3ticAhbv9Ww&t=4037,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","佐伯,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Kosuke, Higuchi",,,,,,,330.0,972881.0,TokyoBBC Right,,1745603922.0,1745636322.0,ChangeUp,Y,0.129,0.8672,135.78,2313.95,2176.7,94.07,01:26,1.0,1.5234776,35.6,46.0,46.3,44.7,-1.81,-0.16,1.58,0.19,19.84,972881@1745636322,V3P4DLKO0850A,1.5276942,-4.950582,untitled,,1745636317.0,9862.0,1410155.0,Ohe Shotaro,,1745603922.0,1745636322.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636322,untitled,1745636318.0,135.0
154,8.0,150.0,2025/4/26,7518.170057,6668.17006,1745636348,3.0,1.0,佐藤,Right,明星大,3,中山,Left,TOK,6,Bottom,2,0,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,137.29,0.63,0.124,43.04056193,65.7185399,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2511500154,ファール,,7516,https://youtu.be/vGx3WT9jVJg&t=7516,4060.0,https://youtu.be/3ticAhbv9Ww&t=4060,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","佐伯,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Taiyo, Nakayama",,,,,,,329.0,972881.0,TokyoBBC Right,,1745603953.0,1745636353.0,ChangeUp,Y,0.156,0.8659,137.29,2347.38,2208.3,94.08,01:24,1.0,2.07477,49.8,30.6,44.5,41.1,-1.19,-1.03,1.58,0.18,19.82,972881@1745636353,V3P4DLKO0850A,1.112839,-4.2556252,untitled,,1745636348.0,9861.0,1410155.0,Ohe Shotaro,,1745603952.0,1745636352.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636352,untitled,1745636348.0,136.0
155,9.0,151.0,2025/4/26,7543.131589,6693.131592,1745636373,3.0,2.0,佐藤,Right,明星大,3,中山,Left,TOK,6,Bottom,2,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,111.5,0.838,0.5,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500155,ボール,,7541,https://youtu.be/vGx3WT9jVJg&t=7541,4085.0,https://youtu.be/3ticAhbv9Ww&t=4085,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","佐伯,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Taiyo, Nakayama",,,,,,,328.0,972881.0,TokyoBBC Right,,1745603977.0,1745636377.0,ChangeUp,N,0.3752,1.0938,111.5,1549.83,1429.7,92.25,01:26,1.0,1.7712288,-23.9,-29.8,38.1,38.7,2.11,4.59,1.54,0.08,-22.71,972881@1745636377,V3P4DLKO0850A,-0.115745276,-8.391737,untitled,,1745636372.0,9860.0,1410155.0,Ohe Shotaro,,1745603977.0,1745636377.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636377,untitled,1745636373.0,111.0
156,10.0,152.0,2025/4/26,7558.357111,6708.357114,1745636388,3.0,3.0,佐藤,Right,明星大,3,中山,Left,TOK,6,Bottom,2,1,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,138.19,1.01,0.12,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500156,空振り,,7556,https://youtu.be/vGx3WT9jVJg&t=7556,4101.0,https://youtu.be/3ticAhbv9Ww&t=4101,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","佐伯,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Taiyo, Nakayama",,,,,,,327.0,972881.0,TokyoBBC Right,,1745603992.0,1745636392.0,ChangeUp,N,0.0622,1.1225,138.19,2297.74,2187.9,95.22,01:50,1.0,1.4106102,51.4,35.1,36.4,54.9,-1.65,0.04,1.62,0.19,17.79,972881@1745636392,V3P4DLKO0850A,0.908655,-3.6494708,untitled,,1745636387.0,9859.0,1410155.0,Ohe Shotaro,,1745603992.0,1745636392.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636392,untitled,1745636388.0,137.0
157,11.0,153.0,2025/4/26,7580.300792,6730.300795,1745636410,3.0,4.0,佐藤,Right,明星大,3,中山,Left,TOK,6,Bottom,2,1,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,139.42,0.65,-0.248,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500157,見三振,,7578,https://youtu.be/vGx3WT9jVJg&t=7578,4123.0,https://youtu.be/3ticAhbv9Ww&t=4123,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","佐伯,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Taiyo, Nakayama",,,,,,,326.0,972881.0,TokyoBBC Right,,1745604015.0,1745636415.0,ChangeUp,N,-0.2557,0.6268,139.42,2216.1,2110.3,95.22,01:44,1.0,1.6291256,33.6,35.8,37.5,50.1,-2.81,-0.96,1.56,0.19,17.78,972881@1745636415,V3P4DLKO0850A,-0.13429052,-5.89228,untitled,,1745636410.0,9858.0,1410155.0,Ohe Shotaro,,1745604014.0,1745636414.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636414,untitled,1745636410.0,138.0
158,1.0,154.0,2025/4/26,7751.65656,6901.656563,1745636582,1.0,1.0,山崎,Right,TOK,7,廣岡,Left,明星大,7,Top,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,114.28,0.31,0.044,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500158,ボール,,7749,https://youtu.be/vGx3WT9jVJg&t=7749,4243.0,https://youtu.be/3ticAhbv9Ww&t=4243,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,996.0,991977.0,Ryu Yamazaki,,1745604186.0,1745636586.0,Slider,N,-0.2606,0.5489,114.28,2762.71,1364.1,49.38,07:22,1.0,1.9363136,-13.6,-45.2,-28.2,-26.7,-2.79,2.88,1.28,0.98,60.41,991977@1745636586,V3P4DLKO0850A,-6.179788,-8.629458,untitled,,1745636581.0,9849.0,1410155.0,Ohe Shotaro,,1745604185.0,1745636585.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636585,untitled,1745636581.0,114.0
159,2.0,155.0,2025/4/26,7763.331399,6913.331402,1745636593,1.0,2.0,山崎,Right,TOK,7,廣岡,Left,明星大,7,Top,0,1,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,122.89,0.518,0.128,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500159,見逃し,,7761,https://youtu.be/vGx3WT9jVJg&t=7761,4254.0,https://youtu.be/3ticAhbv9Ww&t=4254,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,995.0,991977.0,Ryu Yamazaki,,1745604198.0,1745636598.0,Slider,Y,-0.1417,0.9027,122.89,2419.49,140.9,5.82,00:44,1.0,1.881464,5.2,-2.8,1.6,-1.3,-3.64,2.42,1.36,0.91,86.66,991977@1745636598,V3P4DLKO0850A,-3.8440244,-6.011617,untitled,,1745636593.0,9848.0,1410155.0,Ohe Shotaro,,1745604197.0,1745636597.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636597,untitled,1745636593.0,122.0
160,3.0,156.0,2025/4/26,7776.064976,6926.064978,1745636606,1.0,3.0,山崎,Right,TOK,7,廣岡,Left,明星大,7,Top,0,1,1,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,115.83,0.53,0.108,34.14191456,80.04937331,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2511500160,ファール,,7774,https://youtu.be/vGx3WT9jVJg&t=7774,4267.0,https://youtu.be/3ticAhbv9Ww&t=4267,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,994.0,991977.0,Ryu Yamazaki,,1745604210.0,1745636610.0,Slider,Y,-0.0944,0.5649000000000001,115.83,2843.31,1324.3,46.58,07:40,1.0,1.9616375,-21.3,-43.2,-23.3,-28.9,-2.25,2.93,1.3,0.97,62.24,991977@1745636610,V3P4DLKO0850A,-5.486282,-8.6867,untitled,,1745636605.0,9847.0,1410155.0,Ohe Shotaro,,1745604210.0,1745636610.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636610,untitled,1745636606.0,115.0
161,4.0,157.0,2025/4/26,7798.44714,6948.447143,1745636629,1.0,4.0,山崎,Right,TOK,7,廣岡,Left,明星大,7,Top,0,1,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,133.3,0.626,0.264,39.82737876,-89.15123573,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2511500161,ファール,,7796,https://youtu.be/vGx3WT9jVJg&t=7796,4289.0,https://youtu.be/3ticAhbv9Ww&t=4289,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,993.0,991977.0,Ryu Yamazaki,,1745604233.0,1745636633.0,Fastball,N,0.4982999999999999,0.8808,133.3,1996.16,1432.8,71.78,01:26,1.0,1.6056843,30.3,19.7,29.1,27.9,-2.1,1.15,1.32,0.9,44.13,991977@1745636633,V3P4DLKO0850A,-0.6365405,-4.5497475,untitled,,1745636628.0,9846.0,1410155.0,Ohe Shotaro,,1745604233.0,1745636633.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636633,untitled,1745636629.0,133.0
162,5.0,158.0,2025/4/26,7817.236457,6967.23646,1745636647,1.0,5.0,山崎,Right,TOK,7,廣岡,Left,明星大,7,Top,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.606,0.507,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500162,ボール,,7815,https://youtu.be/vGx3WT9jVJg&t=7815,4308.0,https://youtu.be/3ticAhbv9Ww&t=4308,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,鵜飼,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","佐藤,鵜飼,渡邉,中田,荒江,阿部,清水,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,992.0,991977.0,Ryu Yamazaki,,1745604251.0,1745636651.0,Undefined,,,,,,,,,,,,,,,,,,,,991977@1745636651,V3P4DLKO0850A,,,untitled,,1745636646.0,9845.0,1410155.0,Ohe Shotaro,,1745604251.0,1745636651.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745636651,untitled,1745636647.0,113.0
