count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen,csv_path
158,48.0,155.0,2025/4/6,6225.106979846954,5955.106982707977,1743907399,5.0,1.0,木下,Left,杏林大,9,小田,Right,TOK,5,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,126.52,0.37,0.04,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",荒井孝,大山,,Nothing,,,,,,2509520158,ボール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",44.0,972671.0,TokyoBBC Left,,1743875001.0,1743907401.0,ChangeUp,Y,-0.2291,0.4979,126.52,1973.82,1739.8,88.14,11:16,1.0,2.0477295,47.1,-12.6,46.4,-17.8,0.97,-1.56,1.57,-0.37,-28.19,972671@1743907401,V3P4DLKO0850A,0.021634547,-6.2973876,untitled,,1743907395.0,294.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875001.0,1743907401.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743907401,untitled,1743907396.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
159,49.0,156.0,2025/4/6,6241.208487987518,5971.208491802216,1743907415,5.0,2.0,木下,Left,杏林大,9,小田,Right,TOK,5,Top,1,1,0,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,121.14,0.654,-0.128,58.184672345272915,-27.47443163,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",荒井孝,大山,,Undefined,,,,7,7,2509520159,左安,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",43.0,972671.0,TokyoBBC Left,,1743875019.0,1743907419.0,ChangeUp,N,-0.2805999999999999,0.6775,121.14,1830.67,1536.0,83.9,11:40,1.0,2.0391216,50.5,-12.4,45.4,-6.8,0.7,-0.55,1.56,-0.35,-32.96,972671@1743907419,V3P4DLKO0850A,-0.23526064,-6.0505366,untitled,,1743907413.0,293.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875018.0,1743907418.0,116.8,121.1,-24.4,-34.5,2672.0608,1.5,04:54,1.0,30.2,74.8,8.7,,V3P4DLKO0850A,1410155@1743907418,untitled,1743907413.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
160,50.0,157.0,2025/4/6,6291.253057718277,6021.253062725067,1743907465,6.0,1.0,木下,Left,杏林大,1,成瀬,Left,TOK,5,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,127.55,0.263,0.196,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",小田,荒井孝,大山,Nothing,,,,,,2509520160,ボール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",42.0,972671.0,TokyoBBC Left,,1743875069.0,1743907469.0,ChangeUp,N,0.166,0.3204999999999999,127.55,2008.0,1674.9,83.41,11:46,1.0,2.0195236,48.6,-3.2,45.8,-5.1,1.92,-2.13,1.54,-0.34,-33.48,972671@1743907469,V3P4DLKO0850A,1.673139,-6.8160343,untitled,,1743907463.0,292.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875068.0,1743907468.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743907468,untitled,1743907463.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
161,51.0,158.0,2025/4/6,6308.931088924408,6038.931092739105,1743907483,6.0,2.0,木下,Left,杏林大,1,成瀬,Left,TOK,5,Top,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,128.78,0.163,-0.252,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",小田,荒井孝,大山,Nothing,,,,,,2509520161,ボール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",41.0,972671.0,TokyoBBC Left,,1743875086.0,1743907486.0,ChangeUp,N,-0.2689,0.1889,128.78,1985.86,1704.8,85.85,11:20,1.0,2.0737534,53.3,-17.1,49.0,-17.3,1.03,-2.68,1.51,-0.38,-30.86,972671@1743907486,V3P4DLKO0850A,-0.28261125,-7.060861,untitled,,1743907480.0,291.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875085.0,1743907485.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743907485,untitled,1743907480.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
162,52.0,159.0,2025/4/6,6340.095180749893,6070.095184803009,1743907514,6.0,3.0,木下,Left,杏林大,1,成瀬,Left,TOK,5,Top,1,2,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.86,0.802,0.268,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",小田,荒井孝,大山,Nothing,,,,,,2509520162,見逃し,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",40.0,972671.0,TokyoBBC Left,,1743875117.0,1743907517.0,ChangeUp,Y,0.2051,0.9066,127.86,1941.58,1650.9,85.03,11:42,1.0,2.2981339,49.5,-4.3,43.8,-6.4,2.0,-0.1,1.52,-0.3,-31.76,972671@1743907517,V3P4DLKO0850A,1.667024,-4.642141,untitled,,1743907511.0,290.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875116.0,1743907516.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743907516,untitled,1743907511.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
163,53.0,160.0,2025/4/6,6355.271098852158,6085.271102905273,1743907529,6.0,4.0,木下,Left,杏林大,1,成瀬,Left,TOK,5,Top,1,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,129.61,1.137,0.527,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",小田,荒井孝,大山,Nothing,,,,,,2509520163,ボール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",39.0,972671.0,TokyoBBC Left,,1743875133.0,1743907533.0,ChangeUp,N,0.2135999999999999,1.2502,129.61,1942.59,1470.4,75.69,11:36,1.0,2.0855198,50.0,6.9,39.0,-7.4,1.76,1.19,1.5,-0.34,-40.8,972671@1743907533,V3P4DLKO0850A,2.2853825,-3.2335207,untitled,,1743907527.0,289.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875132.0,1743907532.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743907532,untitled,1743907527.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
164,54.0,161.0,2025/4/6,6376.589478969574,6106.589483976364,1743907550,6.0,5.0,木下,Left,杏林大,1,成瀬,Left,TOK,5,Top,1,3,1,Fastball,InPlay,Undefined,FlyBall,Single,0,2,,128.04,0.606,-0.104,54.42218059046829,-23.64716041,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",小田,荒井孝,大山,Undefined,,,"大山,荒井孝","7,2","7,2",2509520164,左安②,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",38.0,972671.0,TokyoBBC Left,,1743875153.0,1743907553.0,ChangeUp,Y,0.0449,0.6203,128.04,1882.55,1596.8,84.82,11:36,1.0,2.0054665,52.1,-0.3,50.6,-9.6,1.45,-1.2,1.53,-0.36,-31.98,972671@1743907553,V3P4DLKO0850A,1.4222991,-5.501163,untitled,,1743907547.0,288.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875152.0,1743907552.0,130.7,128.0,12.7,-12.7,1893.7278,59.2,10:08,1.0,-2.5,69.0,12.2,,V3P4DLKO0850A,1410155@1743907552,untitled,1743907547.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
165,27.0,162.0,2025/4/6,6525.549810886383,6255.5498168468475,1743907699,7.0,1.0,三上,Right,杏林大,2,伊藤,Left,TOK,5,Top,1,0,0,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,105.59,0.478,0.433,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",成瀬,小田,,Nothing,,,,,,2509520165,空振り,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",162.0,972881.0,TokyoBBC Right,,1743875305.0,1743907705.0,Curveball,N,0.442,0.5296,105.59,1835.59,1106.9,60.3,06:12,1.0,2.0889015,-32.7,-14.0,-36.8,-7.2,1.55,3.11,1.65,0.15,52.91,972881@1743907705,V3P4DLKO0850A,0.46600947,-12.04588,untitled,,1743907699.0,280.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875304.0,1743907704.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743907704,untitled,1743907699.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
166,28.0,163.0,2025/4/6,6544.298051834106,6274.298057794571,1743907718,7.0,2.0,三上,Right,杏林大,2,伊藤,Left,TOK,5,Top,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,126.63,0.3429999999999999,0.24,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",成瀬,小田,,Nothing,,,,,,2509520166,ボール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",161.0,972881.0,TokyoBBC Right,,1743875322.0,1743907722.0,ChangeUp,Y,0.0048,0.5018,126.63,1877.18,1559.9,83.1,00:10,1.0,2.137165,54.6,-9.0,45.7,3.9,0.21,-2.17,1.67,0.04,33.8,972881@1743907722,V3P4DLKO0850A,-0.47985408,-6.434782,untitled,,1743907716.0,279.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875321.0,1743907721.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743907721,untitled,1743907716.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
167,29.0,164.0,2025/4/6,6560.916541814804,6290.916548013687,1743907734,7.0,3.0,三上,Right,杏林大,2,伊藤,Left,TOK,5,Top,1,1,1,Fastball,InPlay,Undefined,GroundBall,Out,2,0,,119.05,-0.497,-6.873,36.849549965664565,-19.16017312,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",成瀬,小田,,Undefined,,,,"6,4,3","6,4B,3A",2509520167,遊ゴ併,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",160.0,972881.0,TokyoBBC Right,,1743875339.0,1743907739.0,Slider,Y,0.0598,0.5083,119.05,1996.31,496.0,24.85,11:34,1.0,2.0497189,17.2,-16.3,13.1,-5.4,0.64,-0.3,1.66,0.04,75.61,972881@1743907739,V3P4DLKO0850A,-0.5815554,-8.270764,untitled,,1743907733.0,278.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875338.0,1743907738.0,97.1,119.1,17.9,-10.7,1017.5282,34.9,06:44,1.0,-32.9,12.6,77.3,,V3P4DLKO0850A,1410155@1743907738,untitled,1743907733.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
168,27.0,165.0,2025/4/6,6671.805567741394,6401.8055737018585,1743907845,1.0,1.0,玉置,Right,TOK,3,玉田,Right,杏林大,5,Bottom,0,0,0,TwoSeamFastBall,BallCalled,Undefined,Undefined,Undefined,0,0,,122.05,0.91,0.48,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520168,ボール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",398.0,1186696.0,Shin Tamaki,,1743875450.0,1743907850.0,Fastball,N,0.3918,1.1718000000000002,122.05,1886.67,1702.5,90.24,01:20,1.0,1.8469181,45.0,37.1,39.5,34.1,-0.52,0.94,1.72,0.17,25.53,1186696@1743907850,V3P4DLKO0850A,2.2992256,-5.23929,untitled,,1743907844.0,272.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875449.0,1743907849.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743907849,untitled,1743907844.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
169,28.0,166.0,2025/4/6,6681.8107697963715,6411.8107759952545,1743907855,1.0,2.0,玉置,Right,TOK,3,玉田,Right,杏林大,5,Bottom,0,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.29,0.866,0.12,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520169,見逃し,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",397.0,1186696.0,Shin Tamaki,,1743875461.0,1743907861.0,Slider,Y,0.045,1.0425,114.29,2214.63,391.8,17.69,09:12,1.0,2.0517616,13.2,-28.0,-0.2,-14.1,0.5,2.35,1.66,0.19,79.81,1186696@1743907861,V3P4DLKO0850A,-1.6489649,-7.350806,untitled,,1743907855.0,271.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875460.0,1743907860.0,98.0,114.3,-5.0,-2.0,0.0,2.4,00:00,1.0,-4.1,110.6,23.2,,V3P4DLKO0850A,1410155@1743907860,untitled,1743907855.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
170,29.0,167.0,2025/4/6,6692.226815700531,6422.226822853088,1743907866,1.0,3.0,玉置,Right,TOK,3,玉田,Right,杏林大,5,Bottom,0,1,1,TwoSeamFastBall,FoulBall,Undefined,FlyBall,Undefined,0,0,,123.32,0.818,0.176,66.35856966522522,-63.89057166,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520170,ファール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",396.0,1186696.0,Shin Tamaki,,1743875471.0,1743907871.0,Fastball,N,0.304,0.8292,123.32,1881.47,1739.2,92.44,01:20,1.0,2.019619,53.3,43.8,39.2,34.2,-0.96,-0.51,1.67,0.13,22.42,1186696@1743907871,V3P4DLKO0850A,2.4324915,-5.9333124,untitled,,1743907865.0,270.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875470.0,1743907870.0,154.5,123.3,22.4,-58.7,0.0,95.4,00:00,1.0,-36.7,89.6,-96.4,,V3P4DLKO0850A,1410155@1743907870,untitled,1743907865.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
171,30.0,168.0,2025/4/6,6707.427808761597,6437.4278156757355,1743907881,1.0,4.0,玉置,Right,TOK,3,玉田,Right,杏林大,5,Bottom,0,1,2,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,113.39,0.906,-0.088,18.327108633639018,146.82148834060726,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520171,ファール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",395.0,1186696.0,Shin Tamaki,,1743875486.0,1743907886.0,Slider,Y,-0.1398,0.9807,113.39,2203.73,467.6,21.22,08:36,1.0,2.0396214,5.3,-24.2,-4.0,-16.1,-0.11,2.22,1.66,0.13,77.75,1186696@1743907886,V3P4DLKO0850A,-1.9069937,-7.3429103,untitled,,1743907880.0,269.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875485.0,1743907885.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743907885,untitled,1743907880.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
172,31.0,169.0,2025/4/6,6722.213864,6452.213869810104,1743907896,1.0,5.0,玉置,Right,TOK,3,玉田,Right,杏林大,5,Bottom,0,1,2,Curveball,FoulBall,Undefined,GroundBall,Undefined,0,0,,105.37,0.754,0.172,32.40007131,56.88865803962798,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520172,ファール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",394.0,1186696.0,Shin Tamaki,,1743875501.0,1743907901.0,Cutter,N,0.446,1.6186,105.37,855.14,852.1,99.65,11:32,1.0,1.9801521,,-39.5,37.0,-9.2,1.28,3.65,1.71,0.13,4.82,1186696@1743907901,V3P4DLKO0850A,-1.7298048,-12.740032,untitled,,1743907895.0,268.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875500.0,1743907900.0,97.4,105.4,0.1,46.9,2763.7415,13.1,11:26,1.0,37.3,89.4,47.9,,V3P4DLKO0850A,1410155@1743907900,untitled,1743907895.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
173,32.0,170.0,2025/4/6,6742.241009950638,6472.241015911102,1743907916,1.0,6.0,玉置,Right,TOK,3,玉田,Right,杏林大,5,Bottom,0,1,2,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,114.94,0.846,0.24,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520173,見三振,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","木下,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","玉置,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",393.0,1186696.0,Shin Tamaki,,1743875521.0,1743907921.0,Slider,Y,0.2302,1.056,114.94,2214.68,633.8,28.62,06:38,1.0,1.9772968,2.1,-18.7,-18.8,-9.5,0.76,2.68,1.67,0.2,73.37,1186696@1743907921,V3P4DLKO0850A,-0.6532624,-7.582525,untitled,,1743907915.0,267.0,1410155.0,tokyobbc_rapsodo Player_007,,1743875520.0,1743907920.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743907920,untitled,1743907915.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
