count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen,csv_path
10,11.0,11.0,2025/4/6,2025.552493095398,1755.5524942874908,1743903199,3.0,4.0,森本,Right,杏林大,3,石川,Right,TOK,1,Top,2,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,129.28,0.55,-0.5,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520010,ボール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",218.0,972881.0,TokyoBBC Right,,1743870803.0,1743903203.0,Slider,N,-0.5623,0.5214,129.28,2661.17,1083.3,40.71,06:34,1.0,1.7425747,-17.3,-22.5,-29.1,-11.6,-3.11,0.4,1.68,0.55,65.98,972881@1743903203,V3P4DLKO0850A,-4.7628126,-8.906026,untitled,,1743903197.0,42.0,1410162.0,tokyobbc_rapsodo Player_016,,1743870801.0,1743903201.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903201,untitled,1743903196.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
11,12.0,12.0,2025/4/6,2044.547725200653,1774.5477261543274,1743903218,3.0,5.0,森本,Right,杏林大,3,石川,Right,TOK,1,Top,2,2,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,128.38,0.594,-0.088,10.04683561411587,176.63353933657018,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520011,ファール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",217.0,972881.0,TokyoBBC Right,,1743870822.0,1743903222.0,Slider,Y,-0.2239999999999999,0.5982999999999999,128.38,2617.24,580.4,22.18,06:32,1.0,1.7118092,-22.0,-21.6,-17.1,-7.5,-1.94,0.85,1.69,0.54,77.19,972881@1743903222,V3P4DLKO0850A,-3.5146234,-8.843011,untitled,,1743903216.0,41.0,1410162.0,tokyobbc_rapsodo Player_016,,1743870821.0,1743903221.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903221,untitled,1743903216.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
12,13.0,13.0,2025/4/6,2066.982922077179,1796.9829230308533,1743903240,3.0,6.0,森本,Right,杏林大,3,石川,Right,TOK,1,Top,2,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,141.33,0.622,-0.427,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520012,ボール,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",216.0,972881.0,TokyoBBC Right,,1743870844.0,1743903244.0,ChangeUp,N,-0.5911,0.6559999999999999,141.33,2173.82,2162.8,99.49,01:06,1.0,2.0190964,46.5,24.4,47.2,31.6,-4.29,-2.25,1.72,0.36,5.77,972881@1743903244,V3P4DLKO0850A,-2.458015,-5.4786983,untitled,,1743903238.0,40.0,1410162.0,tokyobbc_rapsodo Player_016,,1743870843.0,1743903243.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903243,untitled,1743903238.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
13,14.0,14.0,2025/4/6,2083.2435462474823,1813.2435472011568,1743903257,3.0,7.0,森本,Right,杏林大,3,石川,Right,TOK,1,Top,2,3,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,139.59,0.946,0.108,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520013,空三振,,,,,,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",215.0,972881.0,TokyoBBC Right,,1743870861.0,1743903261.0,ChangeUp,Y,-0.005,1.0352,139.59,2107.82,2085.8,98.96,01:06,1.0,1.9249802,39.0,21.3,49.8,34.0,-2.43,-0.54,1.71,0.47,8.28,972881@1743903261,V3P4DLKO0850A,-0.8538244,-4.4352355,untitled,,1743903255.0,39.0,1410162.0,tokyobbc_rapsodo Player_016,,1743870860.0,1743903260.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903260,untitled,1743903255.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
14,1.0,15.0,2025/4/6,2214.102949142456,1944.1029512882233,1743903388,1.0,1.0,武田,Right,TOK,1,北嶋,Right,杏林大,1,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,127.17,1.157,0.196,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520014,ボール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",356.0,1186078.0,Rintaro Takeda,,1743870990.0,1743903390.0,Fastball,N,0.1082,1.2344,127.17,2247.06,1594.5,99.08,01:46,1.0,1.6362381,56.2,29.5,52.4,13.5,-1.24,0.51,1.7,0.17,27.37,1186078@1743903390,V3P4DLKO0850A,0.9532755,-4.0432773,untitled,,1743903384.0,30.0,1410162.0,tokyobbc_rapsodo Player_016,,1743870989.0,1743903389.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903389,untitled,1743903384.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
15,2.0,16.0,2025/4/6,2224.903573036194,1954.9035742282867,1743903398,1.0,2.0,武田,Right,TOK,1,北嶋,Right,杏林大,1,Bottom,0,1,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,124.83,0.77,0.228,74.42110158495127,-58.45201036,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520015,ファール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",355.0,1186078.0,Rintaro Takeda,,1743871002.0,1743903402.0,Fastball,Y,0.1461,0.8741,124.83,2247.75,2083.8,92.71,01:08,0.5,1.5353069,62.5,32.6,50.3,35.0,-1.3,-0.85,1.72,0.19,22.02,1186078@1743903402,V3P4DLKO0850A,1.0842923,-5.2044964,untitled,,1743903396.0,29.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871001.0,1743903401.0,134.6,124.8,30.3,-49.4,2912.6003,84.2,10:28,1.0,-11.9,93.8,55.8,,V3P4DLKO0850A,1410162@1743903401,untitled,1743903396.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
16,3.0,17.0,2025/4/6,2241.227993249893,1971.2279932498932,1743903415,1.0,3.0,武田,Right,TOK,1,北嶋,Right,杏林大,1,Bottom,0,1,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,111.45,1.117,0.188,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520016,ボール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",354.0,1186078.0,Rintaro Takeda,,1743871018.0,1743903418.0,Slider,N,-0.125,1.207,111.45,1829.57,284.3,15.54,02:36,1.0,1.5724449,2.1,-12.0,0.5,12.6,-0.41,3.63,1.68,0.11,-81.06,1186078@1743903418,V3P4DLKO0850A,-1.2944416,-7.420124,untitled,,1743903412.0,28.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871017.0,1743903417.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903417,untitled,1743903412.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
17,4.0,18.0,2025/4/6,2251.7764122486115,1981.7764129638672,1743903425,1.0,4.0,武田,Right,TOK,1,北嶋,Right,杏林大,1,Bottom,0,2,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,128.9,1.05,0.236,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520017,空振り,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",353.0,1186078.0,Rintaro Takeda,,1743871029.0,1743903429.0,Fastball,N,0.0993,1.1989,128.9,2348.56,942.1,96.02,02:22,1.0,1.6723728,56.1,31.4,34.1,15.1,-1.24,0.37,1.7,0.14,28.38,1186078@1743903429,V3P4DLKO0850A,1.1298741,-4.2191625,untitled,,1743903423.0,27.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871028.0,1743903428.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903428,untitled,1743903423.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
18,5.0,19.0,2025/4/6,2267.127042,1997.127043247223,1743903441,1.0,5.0,武田,Right,TOK,1,北嶋,Right,杏林大,1,Bottom,0,2,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,117.19,0.578,0.092,46.74748455,-31.58381652,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,6,6,2509520018,遊飛,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",352.0,1186078.0,Rintaro Takeda,,1743871045.0,1743903445.0,ChangeUp,Y,0.1243,0.5681,117.19,2779.63,2102.4,75.64,01:24,1.0,1.7075729,29.9,42.6,40.4,38.5,-1.61,-0.22,1.67,0.16,40.86,1186078@1743903445,V3P4DLKO0850A,1.5126138,-7.7936907,untitled,,1743903439.0,26.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871044.0,1743903444.0,112.7,117.2,49.1,-24.7,3920.5042,66.1,00:08,1.0,-12.7,67.7,54.8,,V3P4DLKO0850A,1410162@1743903444,untitled,1743903439.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
19,6.0,20.0,2025/4/6,2298.6195361614227,2028.6195361614227,1743903472,2.0,1.0,武田,Right,TOK,2,加藤,Left,杏林大,1,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,130.39,0.962,0.447,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520019,ボール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",351.0,1186078.0,Rintaro Takeda,,1743871076.0,1743903476.0,Fastball,N,0.299,1.168,130.39,2234.28,2200.1,98.47,01:14,1.0,1.6620483,49.2,28.9,48.2,38.1,-0.72,0.48,1.66,0.22,10.03,1186078@1743903476,V3P4DLKO0850A,1.433914,-4.1951933,untitled,,1743903470.0,25.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871075.0,1743903475.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903475,untitled,1743903470.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
20,7.0,21.0,2025/4/6,2315.6606731414795,2045.6606740951536,1743903489,2.0,2.0,武田,Right,TOK,2,加藤,Left,杏林大,1,Bottom,1,1,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,127.74,0.682,0.1119999999999999,14.954326673317492,-157.9887168,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520020,ファール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",350.0,1186078.0,Rintaro Takeda,,1743871093.0,1743903493.0,Fastball,Y,0.0636,0.8467,127.74,2107.06,845.4,32.4,01:46,1.0,1.6860065,41.0,18.4,12.7,-15.0,-1.13,-0.27,1.66,0.2,28.94,1186078@1743903493,V3P4DLKO0850A,0.2282514,-5.6787853,untitled,,1743903487.0,24.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871092.0,1743903492.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903492,untitled,1743903487.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
21,8.0,22.0,2025/4/6,2332.734170198441,2062.734171152115,1743903506,2.0,3.0,武田,Right,TOK,2,加藤,Left,杏林大,1,Bottom,1,1,1,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,112.67,0.6940000000000001,0.427,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520021,ボール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",349.0,1186078.0,Rintaro Takeda,,1743871109.0,1743903509.0,Slider,N,0.5417000000000001,0.968,112.67,2328.78,492.1,21.13,11:48,1.0,1.6933994,-0.3,-17.7,12.7,-4.4,1.89,2.83,1.65,0.18,77.8,1186078@1743903509,V3P4DLKO0850A,0.5835422,-8.124729,untitled,,1743903503.0,23.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871108.0,1743903508.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903508,untitled,1743903503.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
22,9.0,23.0,2025/4/6,2344.0823271274567,2074.082328081131,1743903517,2.0,4.0,武田,Right,TOK,2,加藤,Left,杏林大,1,Bottom,1,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,127.82,0.622,0.46,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520022,ボール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",348.0,1186078.0,Rintaro Takeda,,1743871121.0,1743903521.0,Fastball,N,0.497,0.8016,127.82,2135.45,1994.7,93.41,01:14,1.0,1.6698551,32.8,26.8,45.8,35.2,0.08,-0.08,1.66,0.21,20.92,1186078@1743903521,V3P4DLKO0850A,2.0739238,-6.2247066,untitled,,1743903515.0,22.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871120.0,1743903520.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903520,untitled,1743903515.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
23,10.0,24.0,2025/4/6,2358.0738360881805,2088.073837041855,1743903531,2.0,5.0,武田,Right,TOK,2,加藤,Left,杏林大,1,Bottom,1,3,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,128.79,0.826,-0.104,17.019907653984255,115.6768156818382,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520023,ファール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",347.0,1186078.0,Rintaro Takeda,,1743871136.0,1743903536.0,Fastball,Y,-0.0288,1.0339,128.79,2197.07,2085.8,94.94,01:14,1.0,1.7252617,54.7,23.4,46.4,36.4,-1.64,0.04,1.63,0.2,18.31,1186078@1743903536,V3P4DLKO0850A,0.12038658,-4.5043316,untitled,,1743903530.0,21.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871135.0,1743903535.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903535,untitled,1743903530.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
24,11.0,25.0,2025/4/6,2376.692846059799,2106.692847251892,1743903550,2.0,6.0,武田,Right,TOK,2,加藤,Left,杏林大,1,Bottom,1,3,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,131.76,0.91,0.12,48.22625443701666,-75.11373315,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2509520024,ファール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",346.0,1186078.0,Rintaro Takeda,,1743871155.0,1743903555.0,Fastball,Y,0.1094999999999999,1.0589,131.76,2295.13,2114.4,92.13,01:16,1.0,1.7308826,58.7,29.5,43.9,36.0,-1.22,-0.31,1.65,0.16,22.89,1186078@1743903555,V3P4DLKO0850A,0.99258393,-4.107902,untitled,,1743903549.0,20.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871153.0,1743903553.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903553,untitled,1743903548.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
25,12.0,26.0,2025/4/6,2395.949601173401,2125.949602127075,1743903569,2.0,7.0,武田,Right,TOK,2,加藤,Left,杏林大,1,Bottom,1,3,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,130.11,0.7659999999999999,-0.116,68.64605312877269,-33.07547606,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2509520025,左飛,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",345.0,1186078.0,Rintaro Takeda,,1743871174.0,1743903574.0,Fastball,Y,0.071,0.8863,130.11,2190.92,2069.8,94.47,01:16,1.0,1.5251579,52.5,27.2,46.7,38.5,-1.36,-0.54,1.65,0.19,19.14,1186078@1743903574,V3P4DLKO0850A,0.6425505,-5.023227,untitled,,1743903568.0,19.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871173.0,1743903573.0,139.2,130.1,44.2,-11.8,256.92108,95.1,05:00,1.0,-6.1,87.7,-6.7,,V3P4DLKO0850A,1410162@1743903573,untitled,1743903568.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
26,13.0,27.0,2025/4/6,2426.7078461647034,2156.7078473567963,1743903600,3.0,1.0,武田,Right,TOK,3,玉田,Right,杏林大,1,Bottom,2,0,0,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,119.26,0.07,-0.228,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520026,ボール,,,,,,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤,"北嶋,加藤,玉田,篠宮,田中,小宮,飯塚,井口,武田","成瀬,伊藤,石川,矢田貝,山本,臼井,大山,荒井孝,小田","森本,武田,篠宮,玉田,加藤,北嶋,田中,小宮,井口","武田,大山,石川,荒井孝,臼井,小田,山本,成瀬,伊藤","R,R,L,R,R,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",344.0,1186078.0,Rintaro Takeda,,1743871204.0,1743903604.0,ChangeUp,N,-0.3057,-0.0072,119.26,1600.25,1576.2,98.5,01:32,1.0,1.6737976,20.0,40.3,37.5,40.8,-2.91,-1.99,1.69,0.12,-9.95,1186078@1743903604,V3P4DLKO0850A,0.07336709,-10.226216,untitled,,1743903598.0,18.0,1410162.0,tokyobbc_rapsodo Player_016,,1743871203.0,1743903603.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1743903603,untitled,1743903598.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
