count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji
10,,,2025/3/8,1441.190247,1111.190254,1741395770,,,玉置,Right,TOK,4,batter4,Left,一橋大,1,Top,2,0,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,1,batter2,,,PickOff,,,,"1,3","1,3",2506620010,牽制,,1439,https://youtu.be/6Xx1PDi73So&t=1439,777,https://youtu.be/q-v30d4y9K4&t=777,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
11,10.0,10.0,2025/3/8,1456.845374,1126.84538,1741395785,4.0,1.0,玉置,Right,TOK,4,batter4,Left,一橋大,1,Top,2,0,0,TwoSeamFastBall,StrikeCalled,Undefined,Undefined,Undefined,0,0,,115.0,0.522,0.088,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,1,batter2,,,StolenBase,batter2,,,"2,6","2,6",2506620011,見逃し[盗塁],,1454,https://youtu.be/6Xx1PDi73So&t=1454,793,https://youtu.be/q-v30d4y9K4&t=793,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
12,11.0,11.0,2025/3/8,1490.52251,1160.522518,1741395819,4.0,2.0,玉置,Right,TOK,4,batter4,Left,一橋大,1,Top,2,0,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.53,-0.232,18.65650537,71.56505118,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,2,,batter2,,Undefined,,,,,,2506620012,ファール,,1488,https://youtu.be/6Xx1PDi73So&t=1488,816,https://youtu.be/q-v30d4y9K4&t=816,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
13,12.0,12.0,2025/3/8,1511.80115,1181.801156,1741395840,4.0,3.0,玉置,Right,TOK,4,batter4,Left,一橋大,1,Top,2,0,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,120.0,0.598,-0.184,27.49699283,80.73977847,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,2,,batter2,,Undefined,,,,,,2506620013,ファール,,1509,https://youtu.be/6Xx1PDi73So&t=1509,826,https://youtu.be/q-v30d4y9K4&t=826,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
14,13.0,13.0,2025/3/8,1539.842627,1209.842634,1741395868,4.0,4.0,玉置,Right,TOK,4,batter4,Left,一橋大,1,Top,2,0,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,120.0,0.65,-0.212,54.59459003,-58.02743224,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,2,,batter2,,Undefined,,,,,,2506620014,ファール,,1537,https://youtu.be/6Xx1PDi73So&t=1537,833,https://youtu.be/q-v30d4y9K4&t=833,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
15,14.0,14.0,2025/3/8,1577.407908,1247.407915,1741395906,4.0,5.0,玉置,Right,TOK,4,batter4,Left,一橋大,1,Top,2,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,122.0,0.594,0.473,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,2,,batter2,,Nothing,,,,,,2506620015,ボール,,1575,https://youtu.be/6Xx1PDi73So&t=1575,851,https://youtu.be/q-v30d4y9K4&t=851,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
16,15.0,15.0,2025/3/8,1598.021727,1268.021733,1741395926,4.0,6.0,玉置,Right,TOK,4,batter4,Left,一橋大,1,Top,2,1,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,112.0,0.526,0.028,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,2,,batter2,,Nothing,,,,,,2506620016,空三振,,1596,https://youtu.be/6Xx1PDi73So&t=1596,871,https://youtu.be/q-v30d4y9K4&t=871,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
17,1.0,16.0,2025/3/8,1762.026798,1432.026805,1741396091,1.0,1.0,pos1,Right,一橋大,1,安田,Left,TOK,1,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,131.0,0.854,0.216,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620017,見逃し,,1760,https://youtu.be/6Xx1PDi73So&t=1760,890,https://youtu.be/q-v30d4y9K4&t=890,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Ken, Yasuda",,,,,
18,2.0,17.0,2025/3/8,1772.475914,1442.475925,1741396101,1.0,2.0,pos1,Right,一橋大,1,安田,Left,TOK,1,Bottom,0,0,1,Slider,InPlay,Undefined,Popup,Out,1,0,,116.0,0.51,0.196,46.36150969,-18.55023193,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,6,6,2506620018,遊飛,,1770,https://youtu.be/6Xx1PDi73So&t=1770,901,https://youtu.be/q-v30d4y9K4&t=901,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Ken, Yasuda",,,,,
19,3.0,18.0,2025/3/8,1804.794921,1474.794926,1741396133,2.0,1.0,pos1,Right,一橋大,2,岡林,Left,TOK,1,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,131.0,0.522,0.204,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620019,見逃し,,1802,https://youtu.be/6Xx1PDi73So&t=1802,918,https://youtu.be/q-v30d4y9K4&t=918,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Yuna, Okabayashi",,,,,
20,4.0,19.0,2025/3/8,1815.431905,1485.431913,1741396144,2.0,2.0,pos1,Right,一橋大,2,岡林,Left,TOK,1,Bottom,1,0,1,Fastball,InPlay,Undefined,Popup,Out,1,0,,132.0,0.562,-0.18,46.36150969,-18.55023193,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,6,6,2506620020,遊飛,,1813,https://youtu.be/6Xx1PDi73So&t=1813,929,https://youtu.be/q-v30d4y9K4&t=929,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Yuna, Okabayashi",,,,,
21,5.0,20.0,2025/3/8,1847.26428,1517.264287,1741396176,3.0,1.0,pos1,Right,一橋大,3,山本,Right,TOK,1,Bottom,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,106.0,0.257,-0.228,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620021,ボール,,1845,https://youtu.be/6Xx1PDi73So&t=1845,947,https://youtu.be/q-v30d4y9K4&t=947,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Akira, Yamamoto",,,,,
22,6.0,21.0,2025/3/8,1857.750278,1527.750281,1741396186,3.0,2.0,pos1,Right,一橋大,3,山本,Right,TOK,1,Bottom,2,1,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,121.0,0.51,-0.124,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620022,空振り,,1855,https://youtu.be/6Xx1PDi73So&t=1855,957,https://youtu.be/q-v30d4y9K4&t=957,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Akira, Yamamoto",,,,,
