count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,scored_person_romaji
158,38,157,2025/7/20,4495.954762,4495.954762,1752978628,2,3,pos1_2,Left,城西大,2,井之口,Left,TOK,6,Top,1,1,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,138,0.31,0.08,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000158,空振り,,2927,https://youtu.be/mPzeD3SLbxs&t=2927,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Koji, Inokuchi",,,,,,,,,,,,,,,
159,39,158,2025/7/20,4513.954762,4513.954762,1752978646,2,4,pos1_2,Left,城西大,2,井之口,Left,TOK,6,Top,1,1,2,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,125,0.043,0.024,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000159,ボール,,2946,https://youtu.be/mPzeD3SLbxs&t=2946,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Koji, Inokuchi",,,,,,,,,,,,,,,
160,40,159,2025/7/20,4539.954762,4539.954762,1752978672,2,5,pos1_2,Left,城西大,2,井之口,Left,TOK,6,Top,1,2,2,Slider,FoulBall,Undefined,LineDrive,Undefined,0,0,,,0.546,0.252,41.9761006,-61.45380927,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000160,ファール,,2971,https://youtu.be/mPzeD3SLbxs&t=2971,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Koji, Inokuchi",,,,,,,,,,,,,,,
161,41,160,2025/7/20,4566.954762,4566.954762,1752978699,2,6,pos1_2,Left,城西大,2,井之口,Left,TOK,6,Top,1,2,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,1.177,-0.14,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000161,空三振,,2998,https://youtu.be/mPzeD3SLbxs&t=2998,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Koji, Inokuchi",,,,,,,,,,,,,,,
162,42,161,2025/7/20,4598.954762,4598.954762,1752978731,3,1,pos1_2,Left,城西大,3,榎本,Left,TOK,6,Top,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.23,0.487,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000162,ボール,,3030,https://youtu.be/mPzeD3SLbxs&t=3030,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,榎本,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,L,R,R,R,R,R,R","Yoshinobu, Enomoto",,,,,,,,,,,,,,,
163,43,162,2025/7/20,4614.954762,4614.954762,1752978747,3,2,pos1_2,Left,城西大,3,榎本,Left,TOK,6,Top,2,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,138,1.097,-0.228,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000163,空振り,,3046,https://youtu.be/mPzeD3SLbxs&t=3046,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,榎本,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,L,R,R,R,R,R,R","Yoshinobu, Enomoto",,,,,,,,,,,,,,,
164,44,163,2025/7/20,4629.954762,4629.954762,1752978762,3,3,pos1_2,Left,城西大,3,榎本,Left,TOK,6,Top,2,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,117,0.53,0.48,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000164,ボール,,3061,https://youtu.be/mPzeD3SLbxs&t=3061,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,榎本,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,L,R,R,R,R,R,R","Yoshinobu, Enomoto",,,,,,,,,,,,,,,
165,45,164,2025/7/20,4645.954762,4645.954762,1752978778,3,4,pos1_2,Left,城西大,3,榎本,Left,TOK,6,Top,2,2,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,137,0.75,-0.188,46.54414849,-59.53445508,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000165,ファール,,3078,https://youtu.be/mPzeD3SLbxs&t=3078,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,榎本,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,L,R,R,R,R,R,R","Yoshinobu, Enomoto",,,,,,,,,,,,,,,
166,46,165,2025/7/20,4676.954762,4676.954762,1752978809,3,5,pos1_2,Left,城西大,3,榎本,Left,TOK,6,Top,2,2,2,Slider,InPlay,Undefined,LineDrive,Single,0,0,,,0.65,0.112,70.51690134,-1.19848165,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2520000166,中安,,3108,https://youtu.be/mPzeD3SLbxs&t=3108,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,榎本,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,L,R,R,R,R,R,R","Yoshinobu, Enomoto",,,,,,,,,,,,,,,
167,,,2025/7/20,4719.954762,4719.954762,1752978852,,,pos1_2,Left,城西大,4,荒井慶,Right,TOK,6,Top,2,0,0,,,,,,0,0,,,,,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,1,榎本,,,PickOff,,,,"1,3","1,3",2520000167,牽制,,3152,https://youtu.be/mPzeD3SLbxs&t=3152,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,榎本,荒井慶,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,荒井慶","R,L,L,L,L,R,R,R,R,R","L,L,L,L,R,R,R,R,R,R","Keito, Arai","Yoshinobu, Enomoto",,,,,,,,,,,,,,
168,47,166,2025/7/20,4731.954762,4731.954762,1752978864,4,1,pos1_2,Left,城西大,4,岡林,Left,TOK,6,Top,2,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,29.38769741,72.47443163,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,1,榎本,,,Undefined,,,,,,2520000168,ファール,,3163,https://youtu.be/mPzeD3SLbxs&t=3163,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,R,R,R,R,R,R","Yuna, Okabayashi","Yoshinobu, Enomoto",,,,,,,,,,,,,,
169,48,167,2025/7/20,4768.954762,4768.954762,1752978901,4,2,pos1_2,Left,城西大,4,岡林,Left,TOK,6,Top,2,0,1,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,119,,,11.08453937,-154.7988764,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,1,榎本,,,Undefined,,,,,,2520000169,ファール,,3201,https://youtu.be/mPzeD3SLbxs&t=3201,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R","Yuna, Okabayashi","Yoshinobu, Enomoto",,,,,,,,,,,,,,
170,49,168,2025/7/20,4792.954762,4792.954762,1752978925,4,3,pos1_2,Left,城西大,4,岡林,Left,TOK,6,Top,2,0,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,,0.574,0.232,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,1,榎本,,,Nothing,,,,,,2520000170,見三振,,3224,https://youtu.be/mPzeD3SLbxs&t=3224,,,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","有水,大山,門田,井之口,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R","Yuna, Okabayashi","Yoshinobu, Enomoto",,,,,,,,,,,,,,
171,1,169,2025/7/20,4949.954762,4949.954762,1752979082,1,1,山口,Right,TOK,3,batter3,Left,城西大,6,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.646,-0.2,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000171,見逃し,,3381,https://youtu.be/mPzeD3SLbxs&t=3381,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
172,2,170,2025/7/20,4961.954762,4961.954762,1752979094,1,2,山口,Right,TOK,3,batter3,Left,城西大,6,Bottom,0,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.61,-0.276,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000172,見逃し,,3394,https://youtu.be/mPzeD3SLbxs&t=3394,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
173,3,171,2025/7/20,4974.954762,4974.954762,1752979107,1,3,山口,Right,TOK,3,batter3,Left,城西大,6,Bottom,0,0,2,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.59,-0.24,51.47386971,-55.03487923,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000173,ファール,,3406,https://youtu.be/mPzeD3SLbxs&t=3406,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
174,4,172,2025/7/20,5004.954762,5004.954762,1752979137,1,4,山口,Right,TOK,3,batter3,Left,城西大,6,Bottom,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.137,-0.232,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000174,ボール,,3436,https://youtu.be/mPzeD3SLbxs&t=3436,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
175,5,173,2025/7/20,5020.954762,5020.954762,1752979153,1,5,山口,Right,TOK,3,batter3,Left,城西大,6,Bottom,0,1,2,Splitter,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.63,0.184,2.905267788,-66.03751103,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000175,ファール,,3452,https://youtu.be/mPzeD3SLbxs&t=3452,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
176,6,174,2025/7/20,5053.954762,5053.954762,1752979186,1,6,山口,Right,TOK,3,batter3,Left,城西大,6,Bottom,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.47,-0.507,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000176,ボール,,3486,https://youtu.be/mPzeD3SLbxs&t=3486,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
177,7,175,2025/7/20,5073.954762,5073.954762,1752979206,1,7,山口,Right,TOK,3,batter3,Left,城西大,6,Bottom,0,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.23,-0.4,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000177,ボール,,3505,https://youtu.be/mPzeD3SLbxs&t=3505,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
178,8,176,2025/7/20,5093.954762,5093.954762,1752979226,1,8,山口,Right,TOK,3,batter3,Left,城西大,6,Bottom,0,3,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,0.63,0.144,41.73494028,16.00102285,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3A",2520000178,二ゴ,,3525,https://youtu.be/mPzeD3SLbxs&t=3525,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
179,9,177,2025/7/20,5126.954762,5126.954762,1752979259,2,1,山口,Right,TOK,4,batter4,Left,城西大,6,Bottom,1,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.518,-0.12,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000179,見逃し,,3559,https://youtu.be/mPzeD3SLbxs&t=3559,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
180,10,178,2025/7/20,5152.954762,5152.954762,1752979285,2,2,山口,Right,TOK,4,batter4,Left,城西大,6,Bottom,1,0,1,Fastball,HitByPitch,Undefined,Undefined,Undefined,0,0,,,0.814,-1.053,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000180,死球,,3584,https://youtu.be/mPzeD3SLbxs&t=3584,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
181,11,179,2025/7/20,5191.954762,5191.954762,1752979324,3,1,山口,Right,TOK,5,batter5,Right,城西大,6,Bottom,1,0,0,Fastball,InPlay,Undefined,Bunt,Sacrifice,1,0,,,,,12.67063811,24.77514057,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,1,batter4,,,Undefined,,,,"1,3","1,3A",2520000181,投犠,,3624,https://youtu.be/mPzeD3SLbxs&t=3624,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
182,12,180,2025/7/20,5249.954762,5249.954762,1752979382,4,1,山口,Right,TOK,6,batter6,Right,城西大,6,Bottom,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.17,-0.036,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,2,,batter4,,Nothing,,,,,,2520000182,ボール,,3682,https://youtu.be/mPzeD3SLbxs&t=3682,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
183,13,181,2025/7/20,5267.954762,5267.954762,1752979400,4,2,山口,Right,TOK,6,batter6,Right,城西大,6,Bottom,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.534,-0.587,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,2,,batter4,,Nothing,,,,,,2520000183,ボール,,3700,https://youtu.be/mPzeD3SLbxs&t=3700,,,大山,門田,小村,石川,青貝,安田,竹山,岡林,"batter1,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,小村,榎本,岡林,竹山,青貝,大山,門田,石川","pos1_2,batter2_2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山口,大山,門田,小村,石川,青貝,安田,竹山,岡林","R,L,L,L,L,R,R,R,R,R","L,L,L,L,L,R,R,R,R,R",,,,,,"Shuhei, Yamaguchi","Hiroto, Oyama","Ryohei, Kadota","Osuke, Komura","Hikaru, Ishikawa","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Yuna, Okabayashi",,
