count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,error_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,日付,バット,利き腕,スイング条件,オンプレーンスコア,体とバットの角度スコア,体の回転による加速スコア,バットスピード (km/h),体の回転によるバットの加速の大きさ（初動） (G),オンプレーンの効率 (%),アッパースイング度 (°), 体とバットの角度（構え） (°), 体とバットの角度（インパクト） (°), バット角度 (°),パワー (kW),スイング時間 (秒),手の最大スピード (km/h),打球スピード (km/h),打球角度 (°),推定飛距離 (m),RelSpeed_opensen
128,14.0,127.0,2025/6/15,6309.63319,4674.633195,1749967302,1.0,3.0,三村,Right,県千葉,7,村尾,Right,TOK,5,Bottom,0,0,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,97.17,0.642,-0.473,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2516530128,ボール,,6307,https://youtu.be/XzET5Oyn6gk&t=6307,3374,https://youtu.be/SqNaUdkFYQc&t=3374,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Murao, Yusaku",,,,,,,218.0,972881.0,TokyoBBC Right,,1749934907.0,1749967307.0,Curveball,N,-0.4961,0.7677,97.17,2014.13,1133.7,56.29,7:00,1.0,1.55727,-15.8,-29.3,-36.8,-25.1,-1.79,4.95,1.52,0.31,55.75,972881@1749967307,V3P4DLKO0850A,-3.9344206,-10.889232,untitled,,1749967302.0,190.0,1410222.0,tokyobbc_rapsodo Player_039,,1749934906.0,1749967306.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967306,untitled,1749967301.0,,,,,,,,,,,,,,,,,,,,,97.0
129,15.0,128.0,2025/6/15,6322.484558,4687.484564,1749967315,1.0,4.0,三村,Right,県千葉,7,村尾,Right,TOK,5,Bottom,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,102.65,0.337,-0.533,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2516530129,ボール,,6320,https://youtu.be/XzET5Oyn6gk&t=6320,3387,https://youtu.be/SqNaUdkFYQc&t=3387,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Murao, Yusaku",,,,,,,217.0,972881.0,TokyoBBC Right,,1749934920.0,1749967320.0,ChangeUp,N,-0.4294,0.6297,102.65,433.76,331.6,76.45,2:50,1.0,1.498745,-3.0,-1.8,1.4,19.4,-2.37,2.99,1.65,0.27,40.13,972881@1749967320,V3P4DLKO0850A,-2.5011518,-10.728758,untitled,,1749967315.0,189.0,1410222.0,tokyobbc_rapsodo Player_039,,1749934919.0,1749967319.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967319,untitled,1749967314.0,,,,,,,,,,,,,,,,,,,,,102.0
130,16.0,129.0,2025/6/15,6337.077878,4702.077883,1749967330,1.0,5.0,三村,Right,県千葉,7,村尾,Right,TOK,5,Bottom,0,2,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,83.54,0.678,-0.5,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2516530130,ボール,,6335,https://youtu.be/XzET5Oyn6gk&t=6335,3402,https://youtu.be/SqNaUdkFYQc&t=3402,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Murao, Yusaku",,,,,,,216.0,972881.0,TokyoBBC Right,,1749934934.0,1749967334.0,Slider,N,-0.981,0.6975,83.54,2002.71,1611.0,80.44,8:32,1.0,1.9087124,6.1,-54.1,-18.5,-62.4,-4.07,8.19,1.02,0.71,36.45,972881@1749967334,V3P4DLKO0850A,-8.115188,-11.438987,untitled,,1749967329.0,188.0,1410222.0,tokyobbc_rapsodo Player_039,,1749934934.0,1749967334.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967334,untitled,1749967329.0,,,,,,,,,,,,,,,,,,,,,83.0
131,17.0,130.0,2025/6/15,6353.966627,4718.966632,1749967346,1.0,6.0,三村,Right,県千葉,7,村尾,Right,TOK,5,Bottom,0,3,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,109.12,0.826,-0.168,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2516530131,空三振,,6351,https://youtu.be/XzET5Oyn6gk&t=6351,3418,https://youtu.be/SqNaUdkFYQc&t=3418,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Murao, Yusaku",,,,,,,215.0,972881.0,TokyoBBC Right,,1749934952.0,1749967352.0,ChangeUp,Y,-0.0679,0.9855,109.12,1768.65,1714.2,96.92,2:56,1.0,1.948288,8.4,39.2,0.5,58.0,-4.17,4.58,1.12,0.71,14.25,972881@1749967352,V3P4DLKO0850A,-1.2608362,-6.016371,untitled,,1749967347.0,187.0,1410222.0,tokyobbc_rapsodo Player_039,,1749934951.0,1749967351.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967351,untitled,1749967346.0,,,,,,,,,,,,,,,,,,,,,109.0
132,18.0,131.0,2025/6/15,6375.610814,4740.610818,1749967368,2.0,1.0,三村,Right,県千葉,8,阿部,Right,TOK,5,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,107.89,0.614,-0.473,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2516530132,ボール,,6373,https://youtu.be/XzET5Oyn6gk&t=6373,3433,https://youtu.be/SqNaUdkFYQc&t=3433,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Abe, Senji",,,,,,,214.0,972881.0,TokyoBBC Right,,1749934973.0,1749967373.0,ChangeUp,N,-0.5333,0.7911,107.89,1866.29,1844.1,98.81,3:08,1.0,1.7640095,15.2,47.5,-6.1,63.7,-6.12,4.37,1.05,0.73,8.84,972881@1749967373,V3P4DLKO0850A,-2.5632365,-6.899726,untitled,,1749967368.0,186.0,1410222.0,tokyobbc_rapsodo Player_039,,1749934972.0,1749967372.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967372,untitled,1749967367.0,,,,,,,,,,,,,,,,,,,,,108.0
133,19.0,132.0,2025/6/15,6387.129943,4752.129948,1749967380,2.0,2.0,三村,Right,県千葉,8,阿部,Right,TOK,5,Bottom,1,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,109.65,0.582,0.104,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2516530133,空振り,,6385,https://youtu.be/XzET5Oyn6gk&t=6385,3445,https://youtu.be/SqNaUdkFYQc&t=3445,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Abe, Senji",,,,,,,213.0,972881.0,TokyoBBC Right,,1749934984.0,1749967384.0,ChangeUp,Y,0.2248,0.4739,109.65,1818.68,1790.1,98.43,2:52,1.0,2.0029736,3.1,44.6,1.7,58.9,-3.22,2.78,1.16,0.68,10.17,972881@1749967384,V3P4DLKO0850A,0.13223909,-8.128632,untitled,,1749967379.0,185.0,1410222.0,tokyobbc_rapsodo Player_039,,1749934984.0,1749967384.0,171.8,109.6,-2.1,0.6,0.0,2.3,0:00,1.0,-23.5,63.8,146.9,,V3P4DLKO0850A,1410222@1749967384,untitled,1749967379.0,,,,,,,,,,,,,,,,,,,,,109.0
134,20.0,133.0,2025/6/15,6399.460795,4764.4608,1749967392,2.0,3.0,三村,Right,県千葉,8,阿部,Right,TOK,5,Bottom,1,1,1,Slider,InPlay,Undefined,FlyBall,Double,0,0,,97.54,0.618,0.192,89.45886731,-32.06546265,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,7,7,2516530134,左中2,,6397,https://youtu.be/XzET5Oyn6gk&t=6397,3457,https://youtu.be/SqNaUdkFYQc&t=3457,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Abe, Senji",,,,,,,212.0,972881.0,TokyoBBC Right,,1749934996.0,1749967396.0,Cutter,Y,0.2247,0.6825,97.54,1012.0,552.2,54.57,1:04,1.0,2.0525875,14.3,-35.9,20.1,15.4,-0.37,4.65,1.11,0.69,-56.93,972881@1749967396,V3P4DLKO0850A,-3.0689793,-8.29694,untitled,,1749967391.0,184.0,1410222.0,tokyobbc_rapsodo Player_039,,1749934996.0,1749967396.0,154.2,97.5,22.7,-26.8,1959.732,101.0,10:46,1.0,-30.5,87.6,197.7,,V3P4DLKO0850A,1410222@1749967396,untitled,1749967391.0,,,,,,,,,,,,,,,,,,,,,97.0
135,21.0,134.0,2025/6/15,6440.754656,4805.754662,1749967433,3.0,1.0,三村,Right,県千葉,9,大寺,Left,TOK,5,Bottom,1,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.642,0.212,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,阿部,,Nothing,,,,,,2516530135,見逃し,,6438,https://youtu.be/XzET5Oyn6gk&t=6438,3486,https://youtu.be/SqNaUdkFYQc&t=3486,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Otera, Kotaro",,"Abe, Senji",,,,,211.0,972881.0,TokyoBBC Right,,1749935038.0,1749967438.0,Undefined,,,,,,,,,,,,,,,,,,,,972881@1749967438,V3P4DLKO0850A,,,untitled,,1749967433.0,183.0,1410222.0,tokyobbc_rapsodo Player_039,,1749935037.0,1749967437.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967437,untitled,1749967432.0,,,,,,,,,,,,,,,,,,,,,93.0
136,22.0,135.0,2025/6/15,6457.245119,4822.245123,1749967450,3.0,2.0,三村,Right,県千葉,9,大寺,Left,TOK,5,Bottom,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,111.27,0.642,-0.453,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,阿部,,Nothing,,,,,,2516530136,ボール,,6455,https://youtu.be/XzET5Oyn6gk&t=6455,3502,https://youtu.be/SqNaUdkFYQc&t=3502,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Otera, Kotaro",,"Abe, Senji",,,,,210.0,972881.0,TokyoBBC Right,,1749935054.0,1749967454.0,ChangeUp,N,-0.3289,0.9128,111.27,1891.02,1790.0,94.66,1:56,1.0,1.865879,38.8,32.9,31.2,52.5,-3.6,1.33,1.62,0.36,18.81,972881@1749967454,V3P4DLKO0850A,-1.154796,-6.665438,untitled,,1749967449.0,182.0,1410222.0,tokyobbc_rapsodo Player_039,,1749935054.0,1749967454.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967454,untitled,1749967449.0,,,,,,,,,,,,,,,,,,,,,111.0
137,23.0,136.0,2025/6/15,6471.235676,4836.235682,1749967464,3.0,3.0,三村,Right,県千葉,9,大寺,Left,TOK,5,Bottom,1,1,1,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.1,0.694,0.28,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,阿部,,Nothing,,,,,,2516530137,見逃し,,6469,https://youtu.be/XzET5Oyn6gk&t=6469,3516,https://youtu.be/SqNaUdkFYQc&t=3516,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Otera, Kotaro",,"Abe, Senji",,,,,209.0,972881.0,TokyoBBC Right,,1749935068.0,1749967468.0,Curveball,N,0.4196,0.8716,93.1,2097.66,1229.4,58.61,6:38,1.0,1.9067116,-14.6,-17.2,-41.7,-19.0,0.49,5.89,1.52,0.45,54.12,972881@1749967468,V3P4DLKO0850A,-0.81861013,-11.459606,untitled,,1749967463.0,181.0,1410222.0,tokyobbc_rapsodo Player_039,,1749935067.0,1749967467.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967467,untitled,1749967462.0,,,,,,,,,,,,,,,,,,,,,93.0
138,24.0,137.0,2025/6/15,6486.148177,4851.148181,1749967479,3.0,4.0,三村,Right,県千葉,9,大寺,Left,TOK,5,Bottom,1,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,104.53,0.67,0.56,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,阿部,,Nothing,,,,,,2516530138,ボール,,6484,https://youtu.be/XzET5Oyn6gk&t=6484,3531,https://youtu.be/SqNaUdkFYQc&t=3531,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Otera, Kotaro",,"Abe, Senji",,,,,208.0,972881.0,TokyoBBC Right,,1749935083.0,1749967483.0,ChangeUp,N,0.8418,1.1303,104.53,744.3,417.5,56.1,2:16,1.0,1.6885719,27.6,3.4,7.0,18.3,1.41,3.73,1.58,0.41,55.88,972881@1749967483,V3P4DLKO0850A,1.668476,-7.6164627,untitled,,1749967478.0,180.0,1410222.0,tokyobbc_rapsodo Player_039,,1749935083.0,1749967483.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967483,untitled,1749967478.0,,,,,,,,,,,,,,,,,,,,,104.0
139,25.0,138.0,2025/6/15,6502.663864,4867.66387,1749967495,3.0,5.0,三村,Right,県千葉,9,大寺,Left,TOK,5,Bottom,1,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,112.67,0.99,0.58,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,阿部,,Nothing,,,,,,2516530139,ボール,,6500,https://youtu.be/XzET5Oyn6gk&t=6500,3548,https://youtu.be/SqNaUdkFYQc&t=3548,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Otera, Kotaro",,"Abe, Senji",,,,,207.0,972881.0,TokyoBBC Right,,1749935100.0,1749967500.0,ChangeUp,N,0.8273,1.5715,112.67,1907.46,1885.0,98.82,1:38,1.0,2.0862923,51.0,32.3,38.8,46.7,0.56,2.88,1.65,0.35,8.81,972881@1749967500,V3P4DLKO0850A,2.9926555,-3.7070668,untitled,,1749967495.0,179.0,1410222.0,tokyobbc_rapsodo Player_039,,1749935100.0,1749967500.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967500,untitled,1749967495.0,,,,,,,,,,,,,,,,,,,,,114.0
140,26.0,139.0,2025/6/15,6524.209508,4889.209513,1749967517,3.0,6.0,三村,Right,県千葉,9,大寺,Left,TOK,5,Bottom,1,3,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,A2SR2,112.12,,,11.2713706,-137.1210964,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,阿部,,Undefined,,,,,,2516530140,ファール,,6522,https://youtu.be/XzET5Oyn6gk&t=6522,3569,https://youtu.be/SqNaUdkFYQc&t=3569,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Otera, Kotaro",,"Abe, Senji",,,,,206.0,972881.0,TokyoBBC Right,,1749935122.0,1749967522.0,ChangeUp,Y,0.1844,0.9964,112.12,1846.73,1831.7,99.19,2:38,1.0,1.9483738,13.9,48.8,10.0,58.7,-3.5,3.92,1.2,0.68,7.31,972881@1749967522,V3P4DLKO0850A,0.15811408,-5.884273,untitled,,1749967517.0,178.0,1410222.0,tokyobbc_rapsodo Player_039,,1749935121.0,1749967521.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967521,untitled,1749967516.0,,,,,,,,,,,,,,,,,,,,,112.0
141,27.0,140.0,2025/6/15,6551.447879,4916.447883,1749967544,3.0,7.0,三村,Right,県千葉,9,大寺,Left,TOK,5,Bottom,1,3,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,107.17,0.746,0.104,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,阿部,,Nothing,,,,,,2516530141,空三振,,6549,https://youtu.be/XzET5Oyn6gk&t=6549,3597,https://youtu.be/SqNaUdkFYQc&t=3597,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Otera, Kotaro",,"Abe, Senji",,,,,205.0,972881.0,TokyoBBC Right,,1749935148.0,1749967548.0,ChangeUp,Y,-0.0231,0.6504,107.17,1799.06,1760.2,97.84,1:56,1.0,1.7968636,40.6,41.7,30.8,52.0,-3.16,1.19,1.54,0.46,11.93,972881@1749967548,V3P4DLKO0850A,-0.03946621,-7.966275,untitled,,1749967543.0,177.0,1410222.0,tokyobbc_rapsodo Player_039,,1749935148.0,1749967548.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967548,untitled,1749967543.0,,,,,,,,,,,,,,,,,,,,,107.0
142,28.0,141.0,2025/6/15,6579.668045,4944.668051,1749967572,4.0,1.0,三村,Right,県千葉,1,岡林,Left,TOK,5,Bottom,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,104.68,0.666,-0.547,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,阿部,,Nothing,,,,,,2516530142,ボール,,6577,https://youtu.be/XzET5Oyn6gk&t=6577,3618,https://youtu.be/SqNaUdkFYQc&t=3618,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Yuna, Okabayashi",,"Abe, Senji",,,,,204.0,972881.0,TokyoBBC Right,,1749935177.0,1749967577.0,ChangeUp,N,-0.7873,0.6591,104.68,1768.66,1727.9,97.69,2:36,1.0,1.9489517,7.0,37.1,11.0,59.0,-6.46,3.6,1.27,0.66,12.33,972881@1749967577,V3P4DLKO0850A,-3.6937206,-8.524325,untitled,,1749967572.0,176.0,1410222.0,tokyobbc_rapsodo Player_039,,1749935176.0,1749967576.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749967576,untitled,1749967571.0,,,,,,,,,,,,,,,,,,,,,104.0
143,,,2025/6/15,6596.400971,4961.400976,1749967589,,,三村,Right,県千葉,1,岡林,Left,TOK,5,Bottom,2,1,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,阿部,,PickOff,,,,"1,6","1,6",2516530143,牽制,,6594,https://youtu.be/XzET5Oyn6gk&t=6594,3635,https://youtu.be/SqNaUdkFYQc&t=3635,岩佐,北原,桒田,内山,出口,川端,白井,三村,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","岩佐,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","三村,白井,batter3,batter4,batter5,batter6,batter7,batter8,岩佐","R,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Yuna, Okabayashi",,"Abe, Senji",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
