count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,csv_path
179,10.0,172.0,2025/3/8,6654.974563,6314.974565,1741402465,3.0,1.0,佐野,Right,横浜金港クラブ,5,竹山,Right,TOK,5,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,131.0,0.598,-0.232,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Nothing,,,,,,2506600179,見逃し,,6652,https://youtu.be/8nzGCbkleis&t=6652,4281,https://youtu.be/RIOsgIq2m3k&t=4281,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Naotaro, Takeyama","Keito, Arai",,,,,219.0,972881.0,TokyoBBC Right,,1741370070.0,1741402470.0,ChangeUp,N,-0.3024,0.6998,131.4,2184.81,2007.5,91.89,0:44,1.0,1.9968624,56.0,29.5,50.2,21.3,-2.69,-1.58,1.62,0.16,23.24,972881@1741402470,V3P4DLKO0850A,-0.47865248,-5.158454,untitled,,1741402470.0,195.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370069.0,1741402469.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402469,untitled,1741402469.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
180,11.0,173.0,2025/3/8,6676.244543,6336.244546,1741402486,3.0,2.0,佐野,Right,横浜金港クラブ,5,竹山,Right,TOK,5,Bottom,1,0,1,Cutter,FoulBall,Undefined,GroundBall,Undefined,0,0,,,,,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Undefined,,,,2,2,2506600180,ファール,,6674,https://youtu.be/8nzGCbkleis&t=6674,4302,https://youtu.be/RIOsgIq2m3k&t=4302,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Naotaro, Takeyama","Keito, Arai",,,,,218.0,972881.0,TokyoBBC Right,,1741370091.0,1741402491.0,Slider,Y,0.1298,0.7141,123.48,2408.39,616.4,25.6,11:50,1.0,2.013958,14.6,-11.8,15.0,-3.4,-0.03,0.6,1.57,0.26,75.17,972881@1741402491,V3P4DLKO0850A,-0.92386407,-7.0662193,untitled,,1741402491.0,194.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370090.0,1741402490.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402490,untitled,1741402490.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
181,,,2025/3/8,6720.414564,6380.414568,1741402530,,,佐野,Right,横浜金港クラブ,5,竹山,Right,TOK,5,Bottom,1,0,2,Cutter,,,,,0,0,,,,,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,PickOff,,,,"1,3","1,3",2506600181,牽制,,6718,https://youtu.be/8nzGCbkleis&t=6718,4346,https://youtu.be/RIOsgIq2m3k&t=4346,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Naotaro, Takeyama","Keito, Arai",,,,,217.0,972881.0,TokyoBBC Right,,1741370135.0,1741402535.0,Cutter,Y,-0.1616,0.6227,126.35,2357.36,870.8,36.94,1:04,1.0,1.9370728,14.1,-9.3,18.3,11.1,-1.02,-0.04,1.62,0.22,68.32,972881@1741402535,V3P4DLKO0850A,-1.7101754,-7.3204513,untitled,,1741402535.0,193.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370134.0,1741402534.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402534,untitled,1741402534.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
182,12.0,174.0,2025/3/8,6723.759471,6383.759474,1741402534,3.0,3.0,佐野,Right,横浜金港クラブ,5,竹山,Right,TOK,5,Bottom,1,0,2,Cutter,FoulBall,Undefined,GroundBall,Undefined,0,0,,,,,16.04893275,162.897271,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Undefined,,,,,,2506600182,ファール,,6721,https://youtu.be/8nzGCbkleis&t=6721,4350,https://youtu.be/RIOsgIq2m3k&t=4350,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Naotaro, Takeyama","Keito, Arai",,,,,217.0,972881.0,TokyoBBC Right,,1741370135.0,1741402535.0,Cutter,Y,-0.1616,0.6227,126.35,2357.36,870.8,36.94,1:04,1.0,1.9370728,14.1,-9.3,18.3,11.1,-1.02,-0.04,1.62,0.22,68.32,972881@1741402535,V3P4DLKO0850A,-1.7101754,-7.3204513,untitled,,1741402535.0,193.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370134.0,1741402534.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402534,untitled,1741402534.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
183,13.0,175.0,2025/3/8,6750.899095,6410.899098,1741402561,3.0,4.0,佐野,Right,横浜金港クラブ,5,竹山,Right,TOK,5,Bottom,1,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,121.0,0.163,-0.212,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Nothing,,,,,,2506600183,ボール,,6748,https://youtu.be/8nzGCbkleis&t=6748,4367,https://youtu.be/RIOsgIq2m3k&t=4367,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Naotaro, Takeyama","Keito, Arai",,,,,216.0,972881.0,TokyoBBC Right,,1741370165.0,1741402565.0,Slider,N,-0.4488,0.4442,121.42,2437.41,297.0,12.19,9:26,1.0,2.0646,7.8,-25.0,0.5,-10.3,-1.5,0.23,1.55,0.22,83.0,972881@1741402565,V3P4DLKO0850A,-3.4186406,-8.640981,untitled,,1741402565.0,192.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370165.0,1741402565.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402565,untitled,1741402565.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
184,14.0,176.0,2025/3/8,6772.715648,6432.715651,1741402583,3.0,5.0,佐野,Right,横浜金港クラブ,5,竹山,Right,TOK,5,Bottom,1,1,2,Curveball,FoulBall,Undefined,GroundBall,Undefined,0,0,,111.0,0.67,-0.032,9.215633836,140.1944289,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Undefined,,,,,,2506600184,ファール,,6770,https://youtu.be/8nzGCbkleis&t=6770,4389,https://youtu.be/RIOsgIq2m3k&t=4389,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Naotaro, Takeyama","Keito, Arai",,,,,215.0,972881.0,TokyoBBC Right,,1741370187.0,1741402587.0,Curveball,Y,-0.1618,0.7276,110.62,2533.22,1867.2,73.71,6:40,1.0,2.170555,-38.2,-39.6,-47.6,-20.0,0.17,3.82,1.55,0.19,42.52,972881@1741402587,V3P4DLKO0850A,-2.9073412,-10.662389,untitled,,1741402587.0,191.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370187.0,1741402587.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402587,untitled,1741402587.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
185,15.0,177.0,2025/3/8,6796.040061,6456.040064,1741402606,3.0,6.0,佐野,Right,横浜金港クラブ,5,竹山,Right,TOK,5,Bottom,1,1,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,134.0,1.29,-0.084,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Nothing,,,,,,2506600185,空三振,,6794,https://youtu.be/8nzGCbkleis&t=6794,4412,https://youtu.be/RIOsgIq2m3k&t=4412,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Naotaro, Takeyama","Keito, Arai",,,,,214.0,972881.0,TokyoBBC Right,,1741370210.0,1741402610.0,ChangeUp,N,-0.2485,1.1686,133.89,2242.95,2187.1,97.51,0:42,1.0,1.9551163,73.5,16.9,53.2,21.6,-2.05,-0.52,1.62,0.16,12.82,972881@1741402610,V3P4DLKO0850A,-0.7594561,-2.8514152,untitled,,1741402610.0,190.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370210.0,1741402610.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402610,untitled,1741402610.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
186,16.0,178.0,2025/3/8,6826.525884,6486.525887,1741402636,4.0,1.0,佐野,Right,横浜金港クラブ,6,黒武者,Left,TOK,5,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,133.0,1.21,0.212,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Nothing,,,,,,2506600186,ボール,,6824,https://youtu.be/8nzGCbkleis&t=6824,4426,https://youtu.be/RIOsgIq2m3k&t=4426,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Tetsuta, Kuromusha","Keito, Arai",,,,,213.0,972881.0,TokyoBBC Right,,1741370241.0,1741402641.0,ChangeUp,N,0.1323,1.452,132.84,2166.76,1919.2,88.57,0:42,1.0,2.0534706,74.2,7.2,46.3,17.8,-0.31,0.57,1.6,0.15,27.66,972881@1741402641,V3P4DLKO0850A,0.23886567,-1.7806506,untitled,,1741402641.0,189.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370241.0,1741402641.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402641,untitled,1741402641.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
187,17.0,179.0,2025/3/8,6846.43106,6506.431063,1741402656,4.0,2.0,佐野,Right,横浜金港クラブ,6,黒武者,Left,TOK,5,Bottom,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,132.0,0.29,0.58,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Nothing,,,,,,2506600187,ボール,,6844,https://youtu.be/8nzGCbkleis&t=6844,4446,https://youtu.be/RIOsgIq2m3k&t=4446,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Tetsuta, Kuromusha","Keito, Arai",,,,,212.0,972881.0,TokyoBBC Right,,1741370261.0,1741402661.0,ChangeUp,N,0.3185,0.5878,131.51,2247.79,2203.4,98.03,0:40,1.0,2.000349,72.0,25.5,59.7,23.0,-0.46,-2.4,1.6,0.19,11.41,972881@1741402661,V3P4DLKO0850A,1.4754654,-4.989932,untitled,,1741402661.0,188.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370261.0,1741402661.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402661,untitled,1741402661.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
188,18.0,180.0,2025/3/8,6871.215633,6531.215636,1741402681,4.0,3.0,佐野,Right,横浜金港クラブ,6,黒武者,Left,TOK,5,Bottom,2,2,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,131.0,0.766,-0.292,13.64924519,-173.7965521,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Undefined,,,,,,2506600188,ファール,,6869,https://youtu.be/8nzGCbkleis&t=6869,4471,https://youtu.be/RIOsgIq2m3k&t=4471,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Tetsuta, Kuromusha","Keito, Arai",,,,,211.0,972881.0,TokyoBBC Right,,1741370285.0,1741402685.0,ChangeUp,N,-0.2696,0.9105,130.63,2174.04,1962.9,90.29,0:44,1.0,1.9958038,60.1,12.7,48.9,20.2,-2.08,-0.78,1.59,0.19,25.46,972881@1741402685,V3P4DLKO0850A,-1.1218055,-4.3074026,untitled,,1741402685.0,187.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370285.0,1741402685.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402685,untitled,1741402685.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
189,19.0,181.0,2025/3/8,6899.481093,6559.481096,1741402709,4.0,4.0,佐野,Right,横浜金港クラブ,6,黒武者,Left,TOK,5,Bottom,2,2,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,130.0,0.75,-0.128,26.86310035,-121.0716581,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Undefined,,,,,,2506600189,ファール,,6897,https://youtu.be/8nzGCbkleis&t=6897,4499,https://youtu.be/RIOsgIq2m3k&t=4499,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Tetsuta, Kuromusha","Keito, Arai",,,,,210.0,972881.0,TokyoBBC Right,,1741370314.0,1741402714.0,ChangeUp,Y,-0.0076,0.9453,130.27,2192.43,1966.5,89.69,0:44,1.0,1.8960934,54.3,6.7,48.9,20.5,-0.91,-0.51,1.62,0.18,26.24,972881@1741402714,V3P4DLKO0850A,-0.4116944,-4.4467716,untitled,,1741402714.0,186.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370314.0,1741402714.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402714,untitled,1741402714.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
190,20.0,182.0,2025/3/8,6925.894518,6585.894521,1741402736,4.0,5.0,佐野,Right,横浜金港クラブ,6,黒武者,Left,TOK,5,Bottom,2,2,2,ChangeUp,FoulBall,Undefined,FlyBall,Undefined,0,0,,124.0,0.654,0.24,34.73318237,-69.1022345,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Undefined,,,,,,2506600190,ファール,,6923,https://youtu.be/8nzGCbkleis&t=6923,4525,https://youtu.be/RIOsgIq2m3k&t=4525,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Tetsuta, Kuromusha","Keito, Arai",,,,,209.0,972881.0,TokyoBBC Right,,1741370340.0,1741402740.0,ChangeUp,N,0.3916,0.7864,123.46,1422.33,1407.0,98.92,1:02,1.0,2.1017494,56.0,23.3,43.5,27.1,-0.19,-0.65,1.55,0.21,8.41,972881@1741402740,V3P4DLKO0850A,1.5618697,-5.033376,untitled,,1741402740.0,185.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370340.0,1741402740.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402740,untitled,1741402740.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
191,21.0,183.0,2025/3/8,6950.739539,6610.739542,1741402761,4.0,6.0,佐野,Right,横浜金港クラブ,6,黒武者,Left,TOK,5,Bottom,2,2,2,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,109.0,0.654,0.24,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,荒井慶,,,Nothing,,,,,,2506600191,見三振,,6948,https://youtu.be/8nzGCbkleis&t=6948,4550,https://youtu.be/RIOsgIq2m3k&t=4550,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Tetsuta, Kuromusha","Keito, Arai",,,,,208.0,972881.0,TokyoBBC Right,,1741370365.0,1741402765.0,Curveball,Y,0.1187,0.9511,109.14,2436.93,1914.4,78.56,6:40,1.0,2.1722374,-35.9,-20.8,-54.4,-22.6,0.45,4.72,1.54,0.2,38.23,972881@1741402765,V3P4DLKO0850A,-1.1622809,-9.940285,untitled,,1741402765.0,184.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370365.0,1741402765.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402765,untitled,1741402765.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
192,1.0,184.0,2025/3/8,7408.271,7068.271003,1741403218,1.0,1.0,有水,Right,TOK,6,石丸,Right,横浜金港クラブ,6,Top,0,0,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,130.0,,,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600192,空振り,,6948,https://youtu.be/8nzGCbkleis&t=6948,4608,https://youtu.be/RIOsgIq2m3k&t=4608,大山,荒井慶,佐渡島,臼井,成瀬,黒武者,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,黒武者,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","有水,大山,荒井慶,佐渡島,臼井,成瀬,黒武者,堀端,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,L,R,R,R,L,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kohei, Arimizu","Hiroto, Oyama","Keito, Arai","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Tetsuta, Kuromusha","Taiki, Horibata","Yugo, Suzuki",,,,,,,,395.0,1184095.0,Kohei Arimizu,,1741370823.0,1741403223.0,Fastball,Y,0.1109,0.4963,130.05,2024.65,1803.6,89.08,1:18,1.0,2.3491325,46.8,31.7,38.6,31.8,-3.01,-1.23,1.41,0.62,27.02,1184095@1741403223,V3P4DLKO0850A,-0.54055357,-5.6801267,untitled,,1741403223.0,176.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370822.0,1741403222.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741403222,untitled,1741403222.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
