count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,csv_path
165,88.0,158.0,2025/3/8,6166.752174,5826.752178,1741401977,1.0,3.0,増田,Right,TOK,2,高橋海,Left,横浜金港クラブ,5,Top,0,2,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,128.0,0.806,0.272,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600165,空振り,,6164,https://youtu.be/8nzGCbkleis&t=6164,4020,https://youtu.be/RIOsgIq2m3k&t=4020,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,11.0,993921.0,Kosei Masuda,,1741369581.0,1741401981.0,ChangeUp,N,0.3592,1.0581,128.04,1662.56,1662.5,100.0,0:40,1.0,1.8492012,61.5,11.7,49.2,18.3,0.82,0.05,1.57,0.01,0.3,993921@1741401981,V3P4DLKO0850A,1.7043406,-3.9444535,untitled,,1741401981.0,214.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369581.0,1741401981.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741401981,untitled,1741401981.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
166,89.0,159.0,2025/3/8,6178.089132,5838.089135,1741401988,1.0,4.0,増田,Right,TOK,2,高橋海,Left,横浜金港クラブ,5,Top,0,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,128.0,0.75,0.292,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600166,ボール,,6176,https://youtu.be/8nzGCbkleis&t=6176,4031,https://youtu.be/RIOsgIq2m3k&t=4031,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,10.0,993921.0,Kosei Masuda,,1741369592.0,1741401992.0,ChangeUp,N,0.6555,1.0614,128.34,1778.6,1775.9,99.85,0:36,1.0,1.9624043,76.0,9.6,50.3,17.0,2.0,-0.46,1.56,0.0,-3.14,993921@1741401992,V3P4DLKO0850A,2.7373579,-3.280224,untitled,,1741401992.0,213.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369592.0,1741401992.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741401992,untitled,1741401992.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
167,90.0,160.0,2025/3/8,6191.369244,5851.369247,1741402001,1.0,5.0,増田,Right,TOK,2,高橋海,Left,横浜金港クラブ,5,Top,0,3,1,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,118.0,0.702,0.084,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600167,見逃し,,6189,https://youtu.be/8nzGCbkleis&t=6189,4045,https://youtu.be/RIOsgIq2m3k&t=4045,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,9.0,993921.0,Kosei Masuda,,1741369605.0,1741402005.0,ChangeUp,Y,-0.0745,1.0245,118.19,996.26,763.0,76.58,1:14,1.0,2.1247692,14.2,18.6,24.3,18.4,-0.69,2.2,1.56,-0.07,40.02,993921@1741402005,V3P4DLKO0850A,0.72790176,-6.5118914,untitled,,1741402005.0,212.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369605.0,1741402005.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402005,untitled,1741402005.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
168,91.0,161.0,2025/3/8,6203.186567,5863.18657,1741402013,1.0,6.0,増田,Right,TOK,2,高橋海,Left,横浜金港クラブ,5,Top,0,3,2,Splitter,InPlay,Undefined,GroundBall,Out,1,0,,120.0,0.55,-0.212,43.71358951,21.37062227,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3",2506600168,二ゴ,,6201,https://youtu.be/8nzGCbkleis&t=6201,4057,https://youtu.be/RIOsgIq2m3k&t=4057,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,8.0,993921.0,Kosei Masuda,,1741369618.0,1741402018.0,ChangeUp,N,-0.2751,0.6862,120.31,841.2,740.4,88.02,0:56,1.0,2.2159004,-6.3,29.9,26.3,14.2,-1.06,0.06,1.54,-0.08,28.33,993921@1741402018,V3P4DLKO0850A,1.2209892,-9.544499,untitled,,1741402018.0,211.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369617.0,1741402017.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402017,untitled,1741402017.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
169,92.0,162.0,2025/3/8,6240.709336,5900.709339,1741402051,2.0,1.0,増田,Right,TOK,3,高橋優,Left,横浜金港クラブ,5,Top,1,0,0,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,121.0,0.542,0.216,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600169,見逃し,,6238,https://youtu.be/8nzGCbkleis&t=6238,4083,https://youtu.be/RIOsgIq2m3k&t=4083,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,7.0,993921.0,Kosei Masuda,,1741369655.0,1741402055.0,ChangeUp,N,0.2576,0.6866,120.53,757.39,505.1,66.69,1:28,1.0,2.01824,12.9,22.0,15.7,15.1,0.41,0.69,1.58,-0.08,48.17,993921@1741402055,V3P4DLKO0850A,2.054224,-7.346524,untitled,,1741402055.0,210.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369654.0,1741402054.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402054,untitled,1741402054.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
170,93.0,163.0,2025/3/8,6253.527024,5913.527027,1741402063,2.0,2.0,増田,Right,TOK,3,高橋優,Left,横浜金港クラブ,5,Top,1,0,1,Curveball,InPlay,Undefined,LineDrive,Double,0,0,,94.0,0.602,0.212,98.07228193,-16.96335428,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2506600170,左中2,,6251,https://youtu.be/8nzGCbkleis&t=6251,4096,https://youtu.be/RIOsgIq2m3k&t=4096,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,6.0,993921.0,Kosei Masuda,,1741369668.0,1741402068.0,Curveball,Y,0.0614,0.8426,93.91,1552.9,1316.1,84.75,6:40,1.0,,-28.3,-29.2,-45.2,-18.7,1.8,5.86,1.52,-0.13,32.06,993921@1741402068,V3P4DLKO0850A,-0.51881886,-12.005878,untitled,,1741402068.0,209.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369667.0,1741402067.0,145.5,93.9,18.9,-7.3,975.5726,85.3,10:06,1.0,-7.1,71.0,19.6,,V3P4DLKO0850A,1410148@1741402067,untitled,1741402067.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
171,94.0,164.0,2025/3/8,6305.501901,5965.501904,1741402115,3.0,1.0,増田,Right,TOK,4,小椋,Right,横浜金港クラブ,5,Top,1,0,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,130.0,0.77,-0.1,84.27754942,32.85572195,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,2,,高橋優,,Undefined,,,,"9,5","9,5",2506600171,右飛,,6303,https://youtu.be/8nzGCbkleis&t=6303,4128,https://youtu.be/RIOsgIq2m3k&t=4128,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,5.0,993921.0,Kosei Masuda,,1741369720.0,1741402120.0,ChangeUp,Y,0.099,0.7236,130.79,1666.05,1665.1,99.94,0:38,1.0,1.9694958,55.9,2.0,47.5,17.5,0.66,-1.24,1.57,-0.11,1.95,993921@1741402120,V3P4DLKO0850A,0.81511426,-5.006914,untitled,,1741402120.0,208.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369719.0,1741402119.0,130.6,130.8,45.9,22.8,2526.121,85.8,11:52,1.0,-12.7,67.6,41.0,,V3P4DLKO0850A,1410148@1741402119,untitled,1741402119.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
172,95.0,165.0,2025/3/8,6358.271954,6018.271957,1741402168,4.0,1.0,増田,Right,TOK,5,高橋亮,Right,横浜金港クラブ,5,Top,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,119.0,0.614,0.12,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,3,,,高橋優,Nothing,,,,,,2506600172,見逃し,,6356,https://youtu.be/8nzGCbkleis&t=6356,4158,https://youtu.be/RIOsgIq2m3k&t=4158,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,4.0,993921.0,Kosei Masuda,,1741369772.0,1741402172.0,Slider,Y,0.1998,0.66,119.06,1870.81,510.6,27.29,6:34,1.0,2.1455803,11.3,-19.3,-15.8,-7.4,1.66,1.02,1.55,-0.07,74.16,993921@1741402172,V3P4DLKO0850A,0.17489935,-7.9828553,untitled,,1741402172.0,207.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369772.0,1741402172.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402172,untitled,1741402172.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
173,96.0,166.0,2025/3/8,6373.974624,6033.974627,1741402184,4.0,2.0,増田,Right,TOK,5,高橋亮,Right,横浜金港クラブ,5,Top,2,0,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,132.0,0.882,-0.307,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,3,,,高橋優,Nothing,,,,,,2506600173,空振り,,6371,https://youtu.be/8nzGCbkleis&t=6371,4174,https://youtu.be/RIOsgIq2m3k&t=4174,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,3.0,993921.0,Kosei Masuda,,1741369788.0,1741402188.0,ChangeUp,N,-0.4075,0.8644,131.91,1757.06,1717.8,97.76,0:28,1.0,2.1319141,63.9,-2.8,48.4,12.1,-1.06,-1.02,1.54,-0.08,12.14,993921@1741402188,V3P4DLKO0850A,-1.2778136,-4.0617537,untitled,,1741402188.0,206.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369788.0,1741402188.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402188,untitled,1741402188.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
174,97.0,167.0,2025/3/8,6393.861669,6053.861672,1741402204,4.0,3.0,増田,Right,TOK,5,高橋亮,Right,横浜金港クラブ,5,Top,2,0,2,Fastball,InPlay,Undefined,Popup,Out,1,0,,129.0,,,10.06846499,-5.042451069,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,3,,,高橋優,Undefined,,,,1,1,2506600174,投飛,,6391,https://youtu.be/8nzGCbkleis&t=6391,4194,https://youtu.be/RIOsgIq2m3k&t=4194,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,2.0,993921.0,Kosei Masuda,,1741369809.0,1741402209.0,ChangeUp,Y,0.1515,0.9565,129.28,1629.34,1629.2,99.99,0:32,1.0,2.1982365,61.5,8.6,46.8,13.8,0.56,-0.54,1.54,-0.09,-0.68,993921@1741402209,V3P4DLKO0850A,1.2205247,-3.8739624,untitled,,1741402209.0,205.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369808.0,1741402208.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402208,untitled,1741402208.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
175,6.0,168.0,2025/3/8,6555.969043,6215.969046,1741402366,1.0,1.0,佐野,Right,横浜金港クラブ,3,門田,Right,TOK,5,Bottom,0,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,104.0,0.55,-0.1,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600175,見逃し,,6553,https://youtu.be/8nzGCbkleis&t=6553,4210,https://youtu.be/RIOsgIq2m3k&t=4210,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ryohei, Kadota",,,,,,223.0,972881.0,TokyoBBC Right,,1741369970.0,1741402370.0,Curveball,Y,-0.0424,0.9473,104.19,2324.89,1815.5,78.09,6:46,0.5,2.0018253,-53.0,-51.3,-54.3,-26.0,1.05,5.62,1.56,0.18,38.66,972881@1741402370,V3P4DLKO0850A,-2.8008168,-10.649727,untitled,,1741402370.0,199.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369970.0,1741402370.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402370,untitled,1741402370.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
176,7.0,169.0,2025/3/8,6566.594762,6226.594765,1741402377,1.0,2.0,佐野,Right,横浜金港クラブ,3,門田,Right,TOK,5,Bottom,0,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,119.0,1.27,0.248,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600176,ボール,,6564,https://youtu.be/8nzGCbkleis&t=6564,4221,https://youtu.be/RIOsgIq2m3k&t=4221,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ryohei, Kadota",,,,,,222.0,972881.0,TokyoBBC Right,,1741369981.0,1741402381.0,Slider,N,0.2545,1.3375,118.99,2374.39,449.1,18.92,8:32,1.0,2.1131077,25.6,-42.2,-4.4,-14.6,1.46,2.86,1.54,0.27,79.1,972881@1741402381,V3P4DLKO0850A,-1.7421073,-4.726709,untitled,,1741402381.0,198.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369980.0,1741402380.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741402380,untitled,1741402380.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
177,8.0,170.0,2025/3/8,6580.719646,6240.719649,1741402391,1.0,3.0,佐野,Right,横浜金港クラブ,3,門田,Right,TOK,5,Bottom,0,1,1,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,108.0,0.586,-0.152,47.58140441,-13.2608592,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,"6,3","6,3",2506600177,遊ゴ,,6578,https://youtu.be/8nzGCbkleis&t=6578,4235,https://youtu.be/RIOsgIq2m3k&t=4235,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ryohei, Kadota",,,,,,221.0,972881.0,TokyoBBC Right,,1741369995.0,1741402395.0,Curveball,N,-0.3299,0.7333,108.34,2470.42,1909.5,77.29,6:46,1.0,2.1263123,-45.5,-45.0,-54.0,-25.2,-0.27,4.05,1.56,0.19,39.38,972881@1741402395,V3P4DLKO0850A,-3.656728,-10.489233,untitled,,1741402395.0,197.0,1410148.0,tokyobbc_rapsodo Player_003,,1741369995.0,1741402395.0,82.3,108.3,-2.3,-14.2,1441.0684,6.5,6:06,1.0,30.9,66.7,42.4,,V3P4DLKO0850A,1410148@1741402395,untitled,1741402395.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
178,9.0,171.0,2025/3/8,6618.494531,6278.494534,1741402428,2.0,1.0,佐野,Right,横浜金港クラブ,4,荒井慶,Right,TOK,5,Bottom,1,0,0,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,133.0,0.558,-0.16,63.21018401,-25.12996648,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2506600178,左安,,6616,https://youtu.be/8nzGCbkleis&t=6616,4256,https://youtu.be/RIOsgIq2m3k&t=4256,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","佐野,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Keito, Arai",,,,,,220.0,972881.0,TokyoBBC Right,,1741370033.0,1741402433.0,ChangeUp,Y,-0.1476,0.6481,133.0,2115.33,1902.1,89.92,0:42,1.0,1.9131641,58.9,16.4,53.1,21.2,-1.56,-1.88,1.62,0.13,25.95,972881@1741402433,V3P4DLKO0850A,-0.32747963,-5.1832743,untitled,,1741402433.0,196.0,1410148.0,tokyobbc_rapsodo Player_003,,1741370033.0,1741402433.0,144.2,133.0,-2.4,-27.7,2911.1348,8.5,7:52,1.0,15.1,58.4,39.3,,V3P4DLKO0850A,1410148@1741402433,untitled,1741402433.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
