count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
166,5.0,160.0,2025/4/5,7922.520946,6897.520947,1743822977,1.0,5.0,松本慎,Left,TOK,8,batter8,Left,かずさマジック,6,Bottom,0,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,128.0,0.722,0.407,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2509400166,四球,,7920.0,,3255.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
167,6.0,161.0,2025/4/5,7962.561823,6937.561823,1743823017,2.0,1.0,松本慎,Left,TOK,9,batter9,Right,かずさマジック,6,Bottom,0,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,132.0,0.75,0.16,37.40734006,-18.86358756,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,batter8,,,Undefined,,,,"6,3","6,3A",2509400167,遊ゴ,,7960.0,,3274.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
168,7.0,162.0,2025/4/5,8010.615215,6985.615216,1743823065,3.0,1.0,松本慎,Left,TOK,1,batter1,Right,かずさマジック,6,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,115.0,0.303,0.136,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,2,,batter8,,Nothing,,,,,,2509400168,ボール,,8008.0,,3300.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
169,8.0,163.0,2025/4/5,8040.704733,7015.704734,1743823095,3.0,2.0,松本慎,Left,TOK,1,batter1,Right,かずさマジック,6,Bottom,1,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,115.0,0.323,0.4,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,2,,batter8,,WildPitch,batter8,,,,,2509400169,ボール[WP],,8038.0,,3331.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
170,9.0,164.0,2025/4/5,8086.850275,7061.850276,1743823141,3.0,3.0,松本慎,Left,TOK,1,batter1,Right,かずさマジック,6,Bottom,1,2,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,101.0,1.17,0.124,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,3,,,batter8,Nothing,,,,,,2509400170,ボール,,8084.0,,3361.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
171,10.0,165.0,2025/4/5,8106.253193,7081.253194,1743823161,3.0,4.0,松本慎,Left,TOK,1,batter1,Right,かずさマジック,6,Bottom,1,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,132.0,0.686,0.228,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,3,,,batter8,Nothing,,,,,,2509400171,見逃し,,8104.0,,3381.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
172,11.0,166.0,2025/4/5,8124.683707,7099.683708,1743823179,3.0,5.0,松本慎,Left,TOK,1,batter1,Right,かずさマジック,6,Bottom,1,3,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,133.0,0.303,0.32,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,3,,,batter8,Nothing,,,,,,2509400172,空振り,,8122.0,,3399.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
173,12.0,167.0,2025/4/5,8146.13336,7121.133361,1743823201,3.0,6.0,松本慎,Left,TOK,1,batter1,Right,かずさマジック,6,Bottom,1,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,135.0,1.137,-0.284,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,3,,,batter8,Nothing,,,,,,2509400173,四球,,8144.0,,3420.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
174,13.0,168.0,2025/4/5,8196.688122,7171.688123,1743823251,4.0,1.0,松本慎,Left,TOK,2,batter2,Left,かずさマジック,6,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.317,0.447,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,"1,3",batter1,,batter8,Nothing,,,,,,2509400174,ボール,,8194.0,,3434.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
175,14.0,169.0,2025/4/5,8235.717864,7210.717865,1743823290,4.0,2.0,松本慎,Left,TOK,2,batter2,Left,かずさマジック,6,Bottom,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,133.0,1.217,0.088,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,"2,3",,batter1,batter8,Nothing,,,,,,2509400175,ボール,,8233.0,,3451.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
176,15.0,170.0,2025/4/5,8257.468785,7232.468785,1743823312,4.0,3.0,松本慎,Left,TOK,2,batter2,Left,かずさマジック,6,Bottom,1,2,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,133.0,0.662,0.244,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,"2,3",,batter1,batter8,Nothing,,,,,,2509400176,見逃し,,8255.0,,3472.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
177,16.0,171.0,2025/4/5,8281.544109,7256.54411,1743823336,4.0,4.0,松本慎,Left,TOK,2,batter2,Left,かずさマジック,6,Bottom,1,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,130.0,0.806,-0.387,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,"2,3",,batter1,batter8,Nothing,,,,,,2509400177,ボール,,8279.0,,3496.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
178,17.0,172.0,2025/4/5,8307.178208,7282.178208,1743823362,4.0,5.0,松本慎,Left,TOK,2,batter2,Left,かずさマジック,6,Bottom,1,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,132.0,0.29,0.272,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,"2,3",,batter1,batter8,Nothing,,,,,,2509400178,四球,,8305.0,,3522.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
179,18.0,173.0,2025/4/5,8356.470224,7331.470225,1743823411,5.0,1.0,松本慎,Left,TOK,3,batter3,Right,かずさマジック,6,Bottom,1,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,102.0,0.283,-0.06,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2,3",batter2,batter1,batter8,Nothing,,,,,,2509400179,ボール,,8354.0,,3535.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
180,19.0,174.0,2025/4/5,8387.447386,7362.447387,1743823442,5.0,2.0,松本慎,Left,TOK,3,batter3,Right,かずさマジック,6,Bottom,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,134.0,1.137,-0.052,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2,3",batter2,batter1,batter8,Nothing,,,,,,2509400180,ボール,,8385.0,,3566.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
181,20.0,175.0,2025/4/5,8407.527651,7382.527651,1743823462,5.0,3.0,松本慎,Left,TOK,3,batter3,Right,かずさマジック,6,Bottom,1,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,135.0,0.846,-0.413,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2,3",batter2,batter1,batter8,Nothing,,,,,,2509400181,ボール,,8405.0,,3586.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
182,21.0,176.0,2025/4/5,8430.428448,7405.428449,1743823485,5.0,4.0,松本慎,Left,TOK,3,batter3,Right,かずさマジック,6,Bottom,1,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,133.0,0.814,0.18,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2,3",batter2,batter1,batter8,Nothing,,,,,,2509400182,見逃し,,8428.0,,3609.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
183,22.0,177.0,2025/4/5,8450.4835,7425.483501,1743823505,5.0,5.0,松本慎,Left,TOK,3,batter3,Right,かずさマジック,6,Bottom,1,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,1,,132.0,0.898,-0.407,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2,3",batter2,batter1,batter8,Nothing,,,batter8,,,2509400183,四球①,,8448.0,,3629.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,松本慎,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","松本慎,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Shinnosuke, Matsumoto","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
184,1.0,178.0,2025/4/5,8610.288706,7585.288707,1743823665,6.0,1.0,近藤,Left,TOK,4,batter4,Left,かずさマジック,6,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,123.0,0.982,0.367,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2,3",batter3,batter2,batter1,Nothing,,,,,,2509400184,ボール,,8608.0,,3658.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,近藤,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","近藤,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Katsuya, Kondo","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
185,2.0,179.0,2025/4/5,8628.947321,7603.947322,1743823683,6.0,2.0,近藤,Left,TOK,4,batter4,Left,かずさマジック,6,Bottom,1,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,106.0,0.498,0.52,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2,3",batter3,batter2,batter1,Nothing,,,,,,2509400185,ボール,,8626.0,,3677.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,近藤,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","近藤,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Katsuya, Kondo","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
186,3.0,180.0,2025/4/5,8653.410123,7628.410124,1743823708,6.0,3.0,近藤,Left,TOK,4,batter4,Left,かずさマジック,6,Bottom,1,2,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,121.0,0.538,0.024,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2,3",batter3,batter2,batter1,Nothing,,,,,,2509400186,空振り,,8651.0,,3702.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,近藤,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","近藤,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Katsuya, Kondo","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
187,4.0,181.0,2025/4/5,8675.423215,7650.423216,1743823730,6.0,4.0,近藤,Left,TOK,4,batter4,Left,かずさマジック,6,Bottom,1,2,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,122.0,0.794,0.22,34.25006154,97.9207399,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2,3",batter3,batter2,batter1,Undefined,,,,,,2509400187,ファール,,8673.0,,3724.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,近藤,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","近藤,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Katsuya, Kondo","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
188,5.0,182.0,2025/4/5,8710.406368,7685.406369,1743823765,6.0,5.0,近藤,Left,TOK,4,batter4,Left,かずさマジック,6,Bottom,1,2,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,126.0,0.962,0.112,49.73454827,63.58692666,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2,3",batter3,batter2,batter1,Undefined,,,,,,2509400188,ファール,,8708.0,,3759.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,近藤,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","近藤,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","L,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R",,,,,,,,"Katsuya, Kondo","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
