count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
119,20.0,116.0,2025/4/5,5623.473355,4598.473355,1743820678,3.0,2.0,pos1_2,Left,かずさマジック,7,杉浦,Right,TOK,5,Top,1,1,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,135.0,0.674,0.228,90.28910174,-1.310459209,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,秋元,,,Undefined,,,,8,8,2509400119,中飛,,5621.0,,2220.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Kaito, Sugiura","Ryo, Akimoto",,,,,,,,,,,,,,,
120,21.0,117.0,2025/4/5,5662.88126,4637.88126,1743820717,4.0,1.0,pos1_2,Left,かずさマジック,8,渡辺,Right,TOK,5,Top,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,134.0,0.798,-0.228,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,秋元,,,Nothing,,,,,,2509400120,見逃し,,5660.0,,2234.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Koki, Watanabe","Ryo, Akimoto",,,,,,,,,,,,,,,
121,22.0,118.0,2025/4/5,5677.201822,4652.201823,1743820732,4.0,2.0,pos1_2,Left,かずさマジック,8,渡辺,Right,TOK,5,Top,2,0,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,132.0,0.854,-0.184,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,秋元,,,Nothing,,,,,,2509400121,空振り,,5675.0,,2249.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Koki, Watanabe","Ryo, Akimoto",,,,,,,,,,,,,,,
122,23.0,119.0,2025/4/5,5692.818529,4667.81853,1743820747,4.0,3.0,pos1_2,Left,かずさマジック,8,渡辺,Right,TOK,5,Top,2,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,137.0,0.89,0.42,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,秋元,,,Nothing,,,,,,2509400122,ボール,,5690.0,,2264.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Koki, Watanabe","Ryo, Akimoto",,,,,,,,,,,,,,,
123,24.0,120.0,2025/4/5,5708.247875,4683.247876,1743820763,4.0,4.0,pos1_2,Left,かずさマジック,8,渡辺,Right,TOK,5,Top,2,1,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,135.0,0.578,-0.072,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,秋元,,,Nothing,,,,,,2509400123,空三振,,5706.0,,2280.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Koki, Watanabe","Ryo, Akimoto",,,,,,,,,,,,,,,
124,55.0,121.0,2025/4/5,5861.679643,4836.679644,1743820916,1.0,1.0,渡辺,Right,TOK,1,batter1,Right,かずさマジック,5,Bottom,0,0,0,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,112.0,0.73,-0.212,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2509400124,見逃し,,5859.0,,2313.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
125,56.0,122.0,2025/4/5,5875.769135,4850.769136,1743820930,1.0,2.0,渡辺,Right,TOK,1,batter1,Right,かずさマジック,5,Bottom,0,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,110.0,0.85,0.387,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2509400125,ボール,,5873.0,,2327.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
126,57.0,123.0,2025/4/5,5891.571795,4866.571796,1743820946,1.0,3.0,渡辺,Right,TOK,1,batter1,Right,かずさマジック,5,Bottom,0,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,0.754,-0.407,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2509400126,ボール,,5889.0,,2343.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
127,58.0,124.0,2025/4/5,5906.144335,4881.144335,1743820961,1.0,4.0,渡辺,Right,TOK,1,batter1,Right,かずさマジック,5,Bottom,0,2,1,ChangeUp,InPlay,Undefined,FlyBall,Error,0,0,,112.0,0.898,0.184,93.14249796,-42.17603971,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2509400127,左飛失,,5904.0,,2358.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
128,59.0,125.0,2025/4/5,5975.499136,4950.499136,1743821030,2.0,1.0,渡辺,Right,TOK,2,batter2,Left,かずさマジック,5,Bottom,0,0,0,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,107.0,0.558,0.2,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,2,,batter1,,Nothing,,,,,,2509400128,見逃し,,5973.0,,2403.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
129,60.0,126.0,2025/4/5,5998.400738,4973.400738,1743821053,2.0,2.0,渡辺,Right,TOK,2,batter2,Left,かずさマジック,5,Bottom,0,0,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,0.634,-0.008,15.33923304,0.0,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,2,,batter1,,Undefined,,,,"1,3","1,3A",2509400129,投ゴ,,5996.0,,2426.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
130,61.0,127.0,2025/4/5,6045.92664,5020.92664,1743821100,3.0,1.0,渡辺,Right,TOK,3,batter3,Right,かずさマジック,5,Bottom,1,0,0,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,115.0,0.33,-0.04,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,2,,batter1,,Nothing,,,,,,2509400130,ボール,,6043.0,,2450.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
131,62.0,128.0,2025/4/5,6069.898574,5044.898575,1743821124,3.0,2.0,渡辺,Right,TOK,3,batter3,Right,かずさマジック,5,Bottom,1,1,0,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,106.0,0.83,0.453,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,2,,batter1,,Nothing,,,,,,2509400131,ボール,,6067.0,,2474.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
132,63.0,129.0,2025/4/5,6089.993111,5064.993112,1743821144,3.0,3.0,渡辺,Right,TOK,3,batter3,Right,かずさマジック,5,Bottom,1,2,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,107.0,1.11,-0.016,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,2,,batter1,,Nothing,,,,,,2509400132,ボール,,6087.0,,2494.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
133,64.0,130.0,2025/4/5,6112.983233,5087.983233,1743821167,3.0,4.0,渡辺,Right,TOK,3,batter3,Right,かずさマジック,5,Bottom,1,3,0,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,105.0,,,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,2,,batter1,,Nothing,,,,,,2509400133,四球,,6110.0,,2517.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
134,65.0,131.0,2025/4/5,6163.877389,5138.877389,1743821218,4.0,1.0,渡辺,Right,TOK,4,batter4,Left,かずさマジック,5,Bottom,1,0,0,Fastball,InPlay,Undefined,LineDrive,Double,0,2,,,0.71,-0.148,86.87202948,42.2475146,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2",batter3,batter1,,Undefined,,門田,"batter1,batter3","9,4","9,4E",2509400134,右2②,,6161.0,,2534.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama","Ryohei, Kadota"
135,66.0,132.0,2025/4/5,6223.117172,5198.117173,1743821278,5.0,1.0,渡辺,Right,TOK,5,batter5,Right,かずさマジック,5,Bottom,1,0,0,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,112.0,0.582,0.22,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,3,,,batter4,Nothing,,,,,,2509400135,見逃し,,6221.0,,2573.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
136,67.0,133.0,2025/4/5,6242.627655,5217.627655,1743821297,5.0,2.0,渡辺,Right,TOK,5,batter5,Right,かずさマジック,5,Bottom,1,0,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,116.0,0.686,0.196,20.54122756,-35.05942697,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,3,,,batter4,Undefined,,,,"5,3","5,3A",2509400136,三ゴ,,6240.0,,2593.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
137,68.0,134.0,2025/4/5,6300.908228,5275.908229,1743821355,6.0,1.0,渡辺,Right,TOK,6,batter6,Left,かずさマジック,5,Bottom,2,0,0,Fastball,InPlay,Undefined,GroundBall,Single,0,1,,121.0,0.562,-0.16,72.49918947,34.72464184,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,3,,,batter4,Undefined,,,batter4,9,9,2509400137,右安①,,6298.0,,2612.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
138,69.0,135.0,2025/4/5,6341.987491,5316.987492,1743821396,7.0,1.0,渡辺,Right,TOK,7,batter7,Left,かずさマジック,5,Bottom,2,0,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,A2SR1,117.0,0.734,0.22,19.1740413,-36.86989765,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,batter6,,,Undefined,,,,5,5,2509400138,三飛,,6339.0,,2629.0,,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Yuto, Naruse","Suguru, Sakai","Naotaro, Takeyama",
139,1.0,136.0,2025/4/5,7038.985453,6013.985454,1743822093,1.0,1.0,pos1_3,Left,かずさマジック,9,樋口,Right,TOK,6,Top,0,0,0,Fastball,InPlay,Undefined,GroundBall,Error,0,0,,137.0,0.814,0.188,17.56339309,-29.14807185,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Undefined,,batter5,,5,5E,2509400139,三ゴ失,,7036.0,,2657.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R","Kosuke, Higuchi",,,,,,,,,,,,,,,,
140,2.0,137.0,2025/4/5,7083.519565,6058.519565,1743822138,2.0,1.0,pos1_3,Left,かずさマジック,1,酒井,Left,TOK,6,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,136.0,0.297,0.164,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,樋口,,,Nothing,,,,,,2509400140,ボール,,7081.0,,2681.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R","Suguru, Sakai","Kosuke, Higuchi",,,,,,,,,,,,,,,
141,3.0,138.0,2025/4/5,7098.135193,6073.135194,1743822153,2.0,2.0,pos1_3,Left,かずさマジック,1,酒井,Left,TOK,6,Top,0,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,119.0,0.942,0.236,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,樋口,,,Nothing,,,,,,2509400141,見逃し,,7096.0,,2696.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,L,R,R,R,R","Suguru, Sakai","Kosuke, Higuchi",,,,,,,,,,,,,,,
142,,,2025/4/5,7115.40768,6090.407681,1743822170,,,pos1_3,Right,かずさマジック,1,酒井,Left,TOK,6,Top,0,1,1,,,,,,0,0,,,,,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,樋口,,,PickOff,,,,"1,3","1,3",2509400142,牽制,,7113.0,,2713.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R","Suguru, Sakai","Kosuke, Higuchi",,,,,,,,,,,,,,,
143,4.0,139.0,2025/4/5,7132.761548,6107.761548,1743822187,2.0,3.0,pos1_3,Right,かずさマジック,1,酒井,Left,TOK,6,Top,0,1,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,129.0,0.642,0.1,53.89437849,-95.02407526,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,樋口,,,Undefined,,,,,,2509400143,ファール,,7130.0,,2730.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,成瀬,秋元,杉浦,渡辺,樋口","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,成瀬,酒井,竹山","R,R,L,R,L,R,L,L,L,R","R,L,L,R,R,L,R,R,R,R","Suguru, Sakai","Kosuke, Higuchi",,,,,,,,,,,,,,,
