PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,season
11,09/28/2019,1:06:22 PM,3,1,"Seiya, Tanaka",1000074134,Left,RIK,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,2,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,137.0826857,-0.188751463,3.354699464,2399.552726,154.1514429,11:15,1.508365501,-0.626133601,1.953630836,-58.16186988,36.38531403,-17.67047244,0.873766813,0.138239236,126.8641708,-4.500004794,2.044253234,0.439115694,,,,,,,,,,,,11.7278504,20.04815138,0.554067235,15.24,1.500991425,-2.155221086,-37.79561347,-0.323086721,2.220478006,6.613313246,-6.010858129,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,550881e8-e1a5-11e9-a91c-04ea56cad207,138.1412708,,,10.21851483,-0.429953169,0.803925423,-0.168398191,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
12,09/28/2019,1:06:38 PM,3,2,"Seiya, Tanaka",1000074134,Left,RIK,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,2,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,112.2608793,2.475853183,1.597282711,2203.240191,337.3160615,5:15,1.504675121,-0.622169796,1.833336321,-198.2310023,-51.56999906,21.4975769,0.222015691,0.043842197,103.299321,-12.14664806,3.202584158,0.546905116,,,,,,,,,,,,-10.38795748,-30.05188966,0.582665833,15.24,1.550922481,-0.924702617,-30.88984333,0.75211755,-1.277649705,5.731007422,-13.50283263,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,5eee514a-e1a5-11e9-a91c-04ea56cad207,110.9150349,,,8.961558348,0.104105432,0.150363446,-0.062287654,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
13,09/28/2019,1:07:01 PM,3,3,"Seiya, Tanaka",1000074134,Left,RIK,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,2,1,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,109.9373733,4.148610065,2.076430285,2270.179792,328.9312068,5:00,1.509625806,-0.658468549,1.846258277,-206.3615493,-53.14557767,31.93320132,0.619063714,0.246836396,100.7816391,-11.11233687,4.458580526,0.5589934,,,,,,,,,,,,-15.70204571,-32.30402976,0.607350285,15.24,1.594711992,-1.18600695,-30.19440689,1.601764941,-1.845993193,5.458460253,-13.60443662,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,68f7e312-e1a5-11e9-a91c-04ea56cad207,108.516487,,,9.155734189,-0.280953933,0.473645206,-0.303186251,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
14,09/28/2019,1:07:22 PM,3,4,"Seiya, Tanaka",1000074134,Left,RIK,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,2,1,2,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,129.8237262,1.255387918,2.836156232,2453.792724,230.89928,1:45,1.518708933,-0.656949434,1.775603837,-91.7369086,16.46937511,20.39022676,0.957499075,0.351125912,120.0481567,-5.471108428,4.332877372,0.469765264,,,,,,,,,,,,-9.129658748,8.037212577,0.584929852,15.24,1.543412105,-1.845097291,-35.76351057,0.454696876,-1.541128604,6.193318368,-8.44993136,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,790a0c6c-e1a5-11e9-a91c-04ea56cad207,129.1283213,,,9.775569421,-0.247975723,0.890288649,-0.403056393,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
15,09/28/2019,1:07:42 PM,3,5,"Seiya, Tanaka",1000074134,Left,RIK,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,2,2,2,Cutter,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,,,129.5839683,-0.434158286,3.203438457,2434.098107,237.6145565,2:00,1.519474904,-0.717670861,1.835483514,-95.23544315,11.96610774,19.02507582,0.44437796,0.377746866,121.049176,-7.391563705,4.599653577,0.467579211,,,,,,,,,,,,-8.363825572,6.719051501,0.640040143,15.24,1.502801271,-2.065395811,-35.71833079,-0.602871778,-1.417162762,5.775083059,-8.668177001,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,83cfec05-e1a5-11e9-a91c-04ea56cad207,129.7320294,,,8.534792277,0.438573269,0.445259284,-0.377201982,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
16,09/28/2019,1:08:17 PM,3,6,"Seiya, Tanaka",1000074134,Left,RIK,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,2,2,2,Cutter,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,,,127.5625404,0.151960755,3.755040906,2425.042321,228.8076344,1:45,1.498362944,-0.748940934,1.781218667,-109.0492281,4.036218571,4.733262527,0.451000721,0.363395855,117.3938049,-7.853575921,4.103919685,0.480239656,,,,,,,,,,,,0.113465326,2.065545464,0.655493006,15.24,1.494464089,-2.31986372,-35.09474729,-0.287589032,0.018273464,6.532455748,-9.473996202,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,95b547f9-e1a5-11e9-a91c-04ea56cad207,126.3119347,,,10.16873551,-0.103057412,0.375600537,-0.401833958,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
17,09/28/2019,1:10:38 PM,1,1,"Yuki, Takahashi",1000073243,Left,KEI_KEI,"Jinto, Miyazaki",1000074131,Right,RIK,Windup,1,Bottom,0,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,140.5802166,-2.487858362,1.133296656,2338.441113,166.0180958,11:30,1.673071886,-0.437580369,1.918567624,-54.74531138,36.68098281,-9.154695692,0.426410988,-0.210837446,128.7036804,-6.551534476,0.449402932,0.431807537,,,,,,,,,,,,5.828057067,21.87501496,0.412764824,15.24,1.61419553,-0.733983623,-38.73925921,-1.877067433,1.141807653,8.080358844,-5.520991983,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,eda46643-e1a5-11e9-a91c-04ea56cad207,140.4792525,,,11.87653613,-0.209225108,0.35173429,0.2059858,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
18,09/28/2019,1:10:55 PM,1,2,"Yuki, Takahashi",1000073243,Left,KEI_KEI,"Jinto, Miyazaki",1000074131,Right,RIK,Windup,1,Bottom,0,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,140.9545466,-2.487320979,0.071454716,2347.205618,169.2197644,11:45,1.707988592,-0.398571433,1.800701858,-45.48239915,47.08392727,-8.981479107,0.549124236,-0.468173559,128.4292557,-5.848379394,-0.596018355,0.43449139,,,,,,,,,,,,4.906204192,27.29236339,0.397439844,15.24,1.644098981,-0.01424184,-38.81712269,-1.859213774,0.961933725,8.354448352,-4.455579449,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,f8121443-e1a5-11e9-a91c-04ea56cad207,139.6115123,,,12.5252909,-0.5075261,0.451032023,0.47831497,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
19,09/28/2019,1:11:12 PM,1,3,"Yuki, Takahashi",1000073243,Left,KEI_KEI,"Jinto, Miyazaki",1000074131,Right,RIK,Windup,1,Bottom,0,1,1,ChangeUp,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,,,136.1067665,-0.439153181,2.299171049,1864.10102,136.0648739,10:30,1.667701571,-0.496130526,1.774311967,-66.5465359,34.09402053,-32.9408623,0.877706407,-0.173755454,122.5451569,-5.390255616,-0.158144208,0.453044826,105.3315901,-67.86071505,-77.54544797,,,,,0.4584342,0.4570205,-21.70965186,0.032045288,19.70416554,18.78257815,0.441196665,15.24,1.652107506,-1.38197306,-37.45075793,-0.533064037,3.554238576,8.578013427,-6.418647413,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,011571f5-e1a6-11e9-a91c-04ea56cad207,133.8940355,0.869936994,0.031952411,13.56160962,0.36716186,0.871594219,0.173940375,0.349684046,0.869936994,0.173992615,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
20,09/28/2019,1:11:43 PM,1,4,"Yuki, Takahashi",1000073243,Left,KEI_KEI,"Jinto, Miyazaki",1000074131,Right,RIK,Windup,1,Bottom,0,1,2,ChangeUp,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,,,138.2210931,-2.402775041,1.9756718,1895.781677,145.6026563,10:45,1.666576245,-0.521084635,1.774541384,-51.56420756,43.98515414,-30.1757755,0.469350896,-0.262852934,127.501886,-6.18295238,-0.248215842,0.441436821,,,,,,,,,,,,17.48105421,25.17345593,0.474069166,15.24,1.603045212,-1.197834718,-38.07387419,-1.796014106,3.341455594,7.084470659,-4.994812902,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,12face6c-e1a6-11e9-a91c-04ea56cad207,137.4149078,,,10.71920716,0.087694844,0.431796644,0.264505017,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
21,09/28/2019,1:12:27 PM,1,5,"Yuki, Takahashi",1000073243,Left,KEI_KEI,"Jinto, Miyazaki",1000074131,Right,RIK,Windup,1,Bottom,0,1,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,142.6387581,-2.581404987,0.08554495,2269.194189,155.7786241,11:15,1.673065177,-0.470983683,1.825593703,-45.9829709,43.88554805,-19.78064253,0.483651046,-0.644628845,130.4112167,-5.976849135,-1.384181505,0.428113036,,,,,,,,,,,,10.77333776,25.62742291,0.470242479,15.24,1.608055043,0.016560506,-39.29152457,-1.946311762,2.170935579,8.324251868,-4.642467327,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,2dd2dabd-e1a6-11e9-a91c-04ea56cad207,141.6915508,,,12.22754139,-0.621123262,0.371010046,0.671091347,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
22,09/28/2019,1:12:44 PM,1,6,"Yuki, Takahashi",1000073243,Left,KEI_KEI,"Jinto, Miyazaki",1000074131,Right,RIK,Windup,1,Bottom,0,2,2,ChangeUp,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,,137.28616,-0.506707604,2.272890211,1826.622457,141.6399007,10:45,1.665480703,-0.507579852,1.804465166,-59.29552448,38.59347839,-30.61792172,0.92910796,-0.170630289,124.3950897,-4.912281471,-0.006805654,0.446808691,149.3779593,3.317822409,-1.209730241,783.3363629,,,,24.4627864,16.4091853,0.271942171,0.631542358,18.33293988,21.27827997,0.454265639,15.24,1.64911353,-1.387545445,-37.80101478,-0.552997683,3.393909883,8.227864655,-5.867480114,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,36c587d5-e1a6-11e9-a91c-04ea56cad207,135.7628023,1.129830984,0.411798026,12.89107031,0.229671561,0.911622319,0.170712892,0.178441797,0.907154443,0.170752475,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
23,09/28/2019,1:13:21 PM,2,1,"Yuki, Takahashi",1000073243,Left,KEI_KEI,"Kai, Tominaga",1000074173,Left,RIK,Windup,1,Bottom,1,0,0,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,,,135.1953899,-0.97185534,2.322719326,2456.273041,188.9131216,12:15,1.710056908,-0.496534792,1.704468009,-89.95289811,12.80883205,2.023967835,0.533729423,0.185004443,122.54263,-7.600312912,2.47274891,0.457794282,,,,,,,,,,,,0.809931277,7.652545868,0.435720587,15.24,1.677786184,-1.516002141,-37.18490063,-0.975014821,0.144322346,8.320032774,-8.443036316,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,4f12d70a-e1a6-11e9-a91c-04ea56cad207,132.5049315,,,12.65275992,-0.395240256,0.420378127,-0.220784797,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
24,09/28/2019,1:13:47 PM,2,2,"Yuki, Takahashi",1000073243,Left,KEI_KEI,"Kai, Tominaga",1000074173,Left,RIK,Windup,1,Bottom,1,0,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,,,133.4782164,-0.276500545,1.740619611,2549.765921,205.3570692,12:45,1.67255845,-0.505275987,1.713687331,-96.15263854,9.320643399,4.464209131,0.632360525,0.034537276,120.6209427,-7.384937756,2.072415147,0.463794816,116.0892273,3.202540441,45.47176389,2680.703031,,,,17.32714636,16.86785419,45.6796197,0.558401489,-0.938130321,5.232206258,0.459772777,15.24,1.65812754,-1.13275419,-36.72500579,-0.537478739,-0.162575366,8.308824443,-8.899923258,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,5ee96ac4-e1a6-11e9-a91c-04ea56cad207,130.7905952,0.810690765,0.54234688,12.85727369,0.702970957,0.667197986,-0.024740031,0.682564221,0.664599384,-0.025476244,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
25,09/28/2019,1:14:16 PM,2,3,"Yuki, Takahashi",1000073243,Left,KEI_KEI,"Kai, Tominaga",1000074173,Left,RIK,Windup,1,Bottom,1,0,2,Slider,Slider,InPlay,Undefined,Popup,Out,1,0,,,,132.1541029,0.154973645,2.247806118,2505.024108,271.5585006,3:00,1.655189721,-0.436507799,1.751226092,-105.5585366,-0.547758833,16.50362033,0.643610101,0.366641879,122.1636841,-7.571108038,3.461814197,0.46277682,94.42881717,40.03207192,-24.640667,5200.767458,29.07347369,14.20016087,-16.6990442,51.99196141,50.45533274,-32.71711173,3.633517456,-7.333703415,-0.397740622,0.378431362,15.24,1.651366679,-1.490454434,-36.4152227,-0.292183586,-1.277954045,6.707238062,-9.875959353,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,724e8bf9-e1a6-11e9-a91c-04ea56cad207,131.0783025,14.86413452,3.503457406,9.990418835,0.232518278,0.616884199,-0.378726854,0.228433396,0.616332393,-0.378975194,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
26,09/28/2019,1:14:52 PM,3,1,"Yuki, Takahashi",1000073243,Left,KEI_KEI,"Hidetake, Ohta",1000074058,Right,RIK,Windup,1,Bottom,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,121.578264,1.986515862,0.888140155,2999.222709,337.7842374,5:15,1.659493475,-0.50607829,1.74151393,-170.722089,-42.8298228,17.443163,0.516551521,-0.079477574,109.8126274,-10.66761892,2.193733618,0.510712869,,,,,,,,,,,,-8.602086018,-24.92388429,0.482207992,15.24,1.697743754,-0.576240536,-33.42488032,0.59102807,-1.222390417,7.426923018,-13.34843245,RIK,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20190928-TokyoBig6Jingu-2,8570f02b-e1a6-11e9-a91c-04ea56cad207,118.7751546,,,11.76563664,-0.27450084,0.379286326,0.052000226,,,,5332f031-e1a4-11e9-a91c-04ea56cad207,19A
