count,PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,count.1,PitchNo.1,Date(opensen),pitchcount,time1,time2,time3,fielding_alignment,PAofInning(opensen),PitchofPA(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),dajun,Batter(opensen),BatterSide(opensen),Pitcher(opensen),PitcherThrows(opensen),Notes(opensen),on_1b,on_2b,on_3b,TaggedPitchType(opensen),PitchCall(opensen),TaggedHitType(opensen),PlayResult(opensen),KorBB(opensen),OutsOnPlay(opensen),RunsScored(opensen),relateddefenceplayer,relateddefencepos,runevent,runrelatedplayer,RelSpeed(opensen),zone,C,1B,2B,3B,SS,LF,CF,RF,result,truetime,1:00:00,URL,net_time,n_URL
124,120.0,2023/4/8,01:19.3,2023/4/8,01:19.3,3.0,3.0,"Kenichi, Murata",1000089794,Right,MEJ,"Takeru, Suzuki",1000091927,Left,TOK,Undefined,5,Top,2,0.0,2.0,Sinker,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,132.78547,-1.90138,-3.859178,1676.908786,263.985532,2:45,1.601402,0.815473,1.811347,-95.3542,8.0561,48.1262,0.108872,0.203995,123.23045,-8.783822,-0.456293,0.459237,,,,,,,,,,,,-27.3684,6.1868,-0.725008,15.24,1.548585,2.246004,-36.500213,-1.583487,-4.813779,6.429231,-8.718457,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,44d550d0-d5b9-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,132.08872,,,9.55502,,,,16.629512,-36.74415,3.214614,1.60239,-1.252693,-4.359228,-0.81369,2.428646,-2.406889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,124,120.0,2023/4/8,65.0,5686.620934,5686.62094,5686.620942,Normal,3.0,3.0,5,Top,2,0,2,9,鈴木健,Left,村田,Right,,,,,Splitter,BallinDirt,Undefined,Undefined,Undefined,0,0,,,,,,18.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,1:00:19,,https://youtu.be/MsAJIUXfTvI&t=3619,3044,https://youtu.be/1GVh8sSKqQE&t=3044
125,121.0,2023/4/8,01:32.8,2023/4/8,01:32.7,3.0,4.0,"Kenichi, Murata",1000089794,Right,MEJ,"Takeru, Suzuki",1000091927,Left,TOK,Undefined,5,Top,2,1.0,2.0,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,144.89688,-2.136112,-2.136877,2174.798712,222.216785,1:30,1.670199,0.776249,1.903114,-44.0419,42.7316,36.1574,0.628572,0.536818,132.02266,-5.449137,0.434172,0.420677,,,,,,,,,,,,-20.2514,24.5787,-0.729786,15.24,1.619055,1.307188,-39.829698,-1.632661,-4.184847,8.713613,-4.727586,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,4c5701f0-d5b9-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,144.19629,,,12.87422,,,,16.536325,-40.112295,4.356806,1.669519,-1.479337,-2.363793,-0.774381,1.442909,-2.092423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4665,2.661085,1.438771,1.222314,-0.289378,0.558663,-0.543008,-0.219705,1.642494,-0.963269,23.322339,2.040498,-14.710355,-0.19089,20.69799,-1.187534,1.669179,5.427454,-4.183013,-1.002389,-12.850378,1.327287,深沢 俊一,125,121.0,2023/4/8,66.0,5699.97443,5699.974434,5699.974436,Normal,3.0,4.0,5,Top,2,1,2,9,鈴木健,Left,村田,Right,,,,,Fastball,StrikeSwinging,Undefined,Undefined,Strikeout,0,0,,,,,,7.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,空三振,1:00:32,,https://youtu.be/MsAJIUXfTvI&t=3632,3058,https://youtu.be/1GVh8sSKqQE&t=3058
126,122.0,2023/4/8,03:34.2,2023/4/8,03:34.2,1.0,1.0,"Takeru, Suzuki",1000091927,Left,TOK,"Kenichi, Murata",1000089794,Right,MEJ,Undefined,5,Bottom,0,0.0,0.0,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,106.31684,2.683056,0.690037,1854.022823,271.232319,3:00,1.596695,-0.696814,1.728708,-159.9077,4.2558,37.0246,0.760669,-0.130473,97.97508,-8.851272,3.294947,0.57862,,,,,,,,,,,,-18.1686,1.9763,0.6763,15.24,1.653785,-0.497683,-29.221483,0.842018,-2.027769,4.546611,-9.58608,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,94dbc410-d5b9-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,104.83573,,,8.34177,,,,16.711154,-29.449492,2.273306,1.599505,1.322753,-4.79304,0.698709,-0.395992,-1.013884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,126,122.0,2023/4/8,56.0,5822.174825,5822.174832,5822.174834,Normal,1.0,1.0,5,Bottom,0,0,0,9,村田,Right,鈴木健,Left,,,,,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,8.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,1:02:34,,https://youtu.be/MsAJIUXfTvI&t=3754,3080,https://youtu.be/1GVh8sSKqQE&t=3080
127,123.0,2023/4/8,03:44.9,2023/4/8,03:44.9,1.0,2.0,"Takeru, Suzuki",1000091927,Left,TOK,"Kenichi, Murata",1000089794,Right,MEJ,Undefined,5,Bottom,0,0.0,1.0,Slider,Curveball,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,109.46221,0.846828,0.815137,1819.871994,254.259346,2:30,1.590374,-0.724509,1.665458,-143.8284,13.3443,28.4797,0.393708,-0.207161,100.26758,-9.512241,2.813956,0.566165,91.08094,-19.90782,15.613558,,,,,2.317958,2.19044,14.250913,0.054729,-13.846,7.4518,0.700174,15.24,1.60127,-0.541842,-30.077346,-0.045899,-1.621567,5.242715,-8.933944,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,9b2431e0-d5b9-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,107.14187,0.4731,,9.19463,,,,16.774376,-30.343621,2.621358,1.592078,0.407851,-4.466972,0.725602,-0.459484,-0.810784,0.988467,0.4731,0.219003,180.0,0.987778,22.988757,,,,,,,,0.473359,-8.644349,,,,,,,,0.218811,6.424441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,127,123.0,2023/4/8,57.0,5832.750233,5832.75024,5832.750241,Normal,1.0,2.0,5,Bottom,0,0,1,9,村田,Right,鈴木健,Left,,,,,Curveball,InPlay,GroundBall,Out,Undefined,1,0,"山口,梅林",4.0,,村田,,8.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,二ゴロ,1:02:44,,https://youtu.be/MsAJIUXfTvI&t=3764,3091,https://youtu.be/1GVh8sSKqQE&t=3091
128,124.0,2023/4/8,04:17.7,2023/4/8,04:17.7,2.0,1.0,"Takeru, Suzuki",1000091927,Left,TOK,"Koji, Naoi",1000101248,Left,MEJ,Undefined,5,Bottom,1,0.0,0.0,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,108.72535,3.362373,1.726182,1715.298631,263.447047,2:45,1.554595,-0.739711,1.648242,-152.906,9.6509,30.4822,0.987275,0.05821,97.65636,-7.722057,3.856198,0.575781,,,,,,,,,,,,-13.5548,3.9509,0.690346,15.24,1.633477,-1.027715,-29.75334,1.21754,-1.533104,5.695555,-9.359788,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,aeb77c80-d5b9-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,105.35255,,,11.06899,,,,16.789843,-30.048556,2.847778,1.557795,1.702682,-4.679894,0.741556,-0.94825,-0.766552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,128,124.0,2023/4/8,58.0,5865.473412,5865.473422,5865.473426,Normal,2.0,1.0,5,Bottom,1,0,0,1,直井,Left,鈴木健,Left,,,,,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,1.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,1:03:17,,https://youtu.be/MsAJIUXfTvI&t=3797,3108,https://youtu.be/1GVh8sSKqQE&t=3108
129,125.0,2023/4/8,04:34.5,2023/4/8,04:34.5,2.0,2.0,"Takeru, Suzuki",1000091927,Left,TOK,"Koji, Naoi",1000101248,Left,MEJ,Undefined,5,Bottom,1,0.0,1.0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,131.58685,-0.002449,3.613493,1767.638933,149.26572,11:00,1.723022,-0.584423,1.866738,-60.4501,46.2804,-25.2606,1.117829,0.182455,118.75657,-4.541161,1.826161,0.466551,,,,,,,,,,,,15.7348,24.9228,0.501519,15.24,1.719178,-2.160165,-36.095909,-0.193433,2.64988,7.650665,-5.609433,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,b8ac0260-d5b9-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,130.01797,,,12.83028,,,,16.571505,-36.377032,3.825333,1.722499,0.012685,-2.804717,0.582683,-2.257535,1.32494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,129,125.0,2023/4/8,59.0,5882.106021,5882.106025,5882.106027,Normal,2.0,2.0,5,Bottom,1,0,1,1,直井,Left,鈴木健,Left,,,,,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,1.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,1:03:34,,https://youtu.be/MsAJIUXfTvI&t=3814,3125,https://youtu.be/1GVh8sSKqQE&t=3125
130,126.0,2023/4/8,04:47.3,2023/4/8,04:47.3,2.0,3.0,"Takeru, Suzuki",1000091927,Left,TOK,"Koji, Naoi",1000101248,Left,MEJ,Undefined,5,Bottom,1,1.0,1.0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,131.23623,-1.387864,4.430519,1684.860644,150.13585,11:00,1.715796,-0.62862,1.863602,-59.6192,46.8485,-24.8978,0.727237,0.373476,119.85953,-5.826455,2.671671,0.465976,,,,,,,,,,,,15.8873,26.1769,0.526357,15.24,1.679487,-2.674042,-35.995336,-1.066811,2.690607,6.896658,-5.373454,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,c04cd440-d5b9-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,130.17841,,,11.37671,,,,16.5753,-36.250275,3.448329,1.715251,-0.868178,-2.686727,0.627042,-2.773502,1.345303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,130,126.0,2023/4/8,60.0,5894.91625,5894.916259,5894.916262,Normal,2.0,3.0,5,Bottom,1,1,1,1,直井,Left,鈴木健,Left,,,,,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,4.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,1:03:47,,https://youtu.be/MsAJIUXfTvI&t=3827,3138,https://youtu.be/1GVh8sSKqQE&t=3138
131,127.0,2023/4/8,05:02.1,2023/4/8,05:02.1,2.0,4.0,"Takeru, Suzuki",1000091927,Left,TOK,"Koji, Naoi",1000101248,Left,MEJ,Undefined,5,Bottom,1,1.0,2.0,Cutter,Curveball,InPlay,Undefined,FlyBall,,Out,1,0,,117.22005,1.191172,1.693528,1784.032751,224.302387,1:30,1.658733,-0.6193,1.673296,-125.4553,11.0715,6.4387,0.744022,-0.071888,107.22352,-7.865579,2.145059,0.527672,129.48465,53.4957,20.031544,4300.365778,,,,,33.564607,,,-1.9971,5.9138,0.573549,15.24,1.680322,-0.979861,-32.205269,0.211796,-0.269327,5.790171,-9.009134,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,c92b5640-d5b9-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,114.95789,37.538693,,9.99653,,,,16.766442,-32.478548,2.895086,1.660291,0.637,-4.504567,0.619495,-0.967149,-0.134664,0.645281,0.798647,0.076191,178.430236,0.645278,20.102904,-5.569719,1.653765,-0.390843,0.080929,-0.013483,0.001413,-6.3e-05,0.798649,28.911017,-6.513831,0.390285,0.000996,-0.018291,0.005359,-0.000899,8.1e-05,0.07619,7.329387,-2.20519,0.632194,-0.145048,0.029254,-0.004744,0.000475,-1.9e-05,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,131,127.0,2023/4/8,61.0,5909.921784,5909.921789,5909.921791,Normal,2.0,4.0,5,Bottom,1,1,2,1,直井,Left,鈴木健,Left,,,,,Slider,InPlay,Popup,Out,Undefined,1,0,"山口,酒井捷",4.3,,直井,,,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,二飛,1:04:02,,https://youtu.be/MsAJIUXfTvI&t=3842,3153,https://youtu.be/1GVh8sSKqQE&t=3153
132,128.0,2023/4/8,05:36.3,2023/4/8,05:36.4,3.0,1.0,"Takeru, Suzuki",1000091927,Left,TOK,"Taiji, Iimori",1000126480,Left,MEJ,Undefined,5,Bottom,2,0.0,0.0,Fastball,Changeup,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,133.90585,-0.788229,3.740378,1853.293507,165.721833,11:30,1.720931,-0.606224,1.917471,-56.3184,44.77,-10.5885,0.935867,0.339957,122.6346,-4.993645,2.989272,0.454052,111.19243,23.582694,-133.669826,4281.757287,-25.627939,6.39375,-21.617944,49.811279,32.796929,-143.786463,2.235876,8.0934,24.7788,0.522819,15.24,1.699898,-2.357636,-36.790526,-0.68663,1.435068,7.056095,-5.413034,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,dd8e7400-d5b9-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,133.59706,6.930843,,11.27124,,,,16.521881,-37.035564,3.528047,1.720479,-0.498651,-2.706517,0.605558,-2.407471,0.717534,-0.220543,0.854854,-0.373732,63.765951,-0.220522,-19.547741,0.326004,0.227761,0.060064,-0.131332,0.088043,-0.027253,0.003225,0.854867,12.356037,-6.92864,0.742249,-0.082733,-0.042875,0.038182,-0.011634,0.001285,-0.373694,-20.478387,4.087344,-0.617525,0.377321,-0.323436,0.19022,-0.058362,0.00702,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,132,128.0,2023/4/8,62.0,5943.994134,5943.99414,5943.994142,Normal,3.0,1.0,5,Bottom,2,0,0,2,飯森,Left,鈴木健,Left,,,,,Fastball,FoulBall,LineDrive,Undefined,Undefined,0,0,,,,,,1.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,1:04:36,,https://youtu.be/MsAJIUXfTvI&t=3876,3171,https://youtu.be/1GVh8sSKqQE&t=3171
133,129.0,2023/4/8,05:54.6,2023/4/8,05:54.6,3.0,2.0,"Takeru, Suzuki",1000091927,Left,TOK,"Taiji, Iimori",1000126480,Left,MEJ,Undefined,5,Bottom,2,0.0,1.0,Fastball,Changeup,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,134.35513,-2.253456,2.837604,1816.122594,160.213842,11:15,1.733914,-0.59753,1.783584,-59.5296,42.9491,-14.235,0.499304,0.064416,122.80915,-6.649393,1.833837,0.457163,145.15451,5.844905,-12.476064,1980.602523,,,,36.471255,34.862161,-17.734112,1.039006,9.3538,24.6233,0.528233,15.24,1.673878,-1.760974,-36.886756,-1.664473,1.660353,7.372715,-5.435889,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,e8780840-d5b9-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,132.68776,1.432922,,11.54597,,,,16.655845,-37.168669,3.686358,1.733549,-1.456618,-2.717944,0.596782,-1.824462,0.830176,0.273791,0.497717,-0.07074,104.289768,0.27379,39.164095,-6.987701,1.448647,-0.407788,0.270732,-0.200988,0.085039,-0.01447,0.497718,4.105798,-4.577476,0.115846,0.204562,-0.377883,0.345988,-0.158937,0.029121,-0.070742,-8.664791,-2.5951,0.954207,-0.563311,0.645027,-0.550703,0.248743,-0.045134,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,133,129.0,2023/4/8,63.0,5962.355628,5962.355635,5962.355637,Normal,3.0,2.0,5,Bottom,2,0,1,2,飯森,Left,鈴木健,Left,,,,,Fastball,InPlay,GroundBall,Out,Undefined,1,0,"梅林,青貝",6.0,,飯森,,4.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,遊ゴロ,1:04:54,,https://youtu.be/MsAJIUXfTvI&t=3894,3179,https://youtu.be/1GVh8sSKqQE&t=3179
134,130.0,2023/4/8,09:08.8,2023/4/8,09:08.8,1.0,1.0,"Kenichi, Murata",1000089794,Right,MEJ,"Suguru, Sakai",1000126414,Left,TOK,Undefined,6,Top,0,0.0,0.0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,110.82085,0.876551,-1.787855,1890.025595,62.698383,8:00,1.680587,0.736641,1.725579,-166.7679,-14.3423,-37.5842,0.262184,-0.147514,101.96018,-11.078581,-4.436803,0.55755,,,,,,,,,,,,17.7758,-6.6532,-0.687602,15.24,1.690486,1.100123,-30.463917,-0.109917,2.131182,5.473195,-10.604321,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,5c3f7790-d5ba-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,108.79746,,,8.86067,,,,16.715012,-30.727777,2.736597,1.683462,0.401313,-5.30216,-0.738162,0.99738,1.065591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,134,130.0,2023/4/8,67.0,6156.684433,6156.684439,6156.684441,Normal,1.0,1.0,6,Top,0,0,0,1,酒井捷,Left,村田,Right,,,,,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,19.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,1:07:26,,https://youtu.be/MsAJIUXfTvI&t=4046,3202,https://youtu.be/1GVh8sSKqQE&t=3202
135,131.0,2023/4/8,09:22.6,2023/4/8,09:22.6,1.0,2.0,"Kenichi, Murata",1000089794,Right,MEJ,"Suguru, Sakai",1000126414,Left,TOK,Undefined,6,Top,0,1.0,0.0,Sinker,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,129.98121,0.777425,-3.182744,1589.77807,274.89783,3:15,1.604088,0.8263,1.807027,-108.1082,0.4873,33.425,0.743216,0.25954,119.33828,-7.064172,-0.821409,0.470609,,,,,,,,,,,,-19.2564,0.8331,-0.750932,15.24,1.615771,1.832287,-35.732331,0.064902,-3.220837,6.655851,-9.667303,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,648cdd20-d5ba-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,128.8967,,,10.64293,,,,16.632979,-35.990865,3.327926,1.605957,0.440411,-4.833652,-0.824534,1.957395,-1.610418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,135,131.0,2023/4/8,68.0,6170.884587,6170.884598,6170.884602,Normal,1.0,2.0,6,Top,0,1,0,1,酒井捷,Left,村田,Right,,,,,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,7.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,1:07:40,,https://youtu.be/MsAJIUXfTvI&t=4060,3215,https://youtu.be/1GVh8sSKqQE&t=3215
136,132.0,2023/4/8,09:32.0,2023/4/8,09:32.0,1.0,3.0,"Kenichi, Murata",1000089794,Right,MEJ,"Suguru, Sakai",1000126414,Left,TOK,Undefined,6,Top,0,1.0,1.0,Sinker,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,131.32069,0.097583,-2.031769,1659.693251,263.93755,2:45,1.621057,0.78012,1.769941,-99.8462,7.3881,36.8765,0.650273,0.572744,120.08628,-7.153022,0.571667,0.467651,,,,,,,,,,,,-20.2253,4.8127,-0.731918,15.24,1.616421,1.105725,-36.108191,-0.33302,-3.436124,7.139119,-8.989009,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,69ff8460-d5ba-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,129.71221,,,11.2344,,,,16.669762,-36.389778,3.569559,1.622564,0.021532,-4.494505,-0.778204,1.241255,-1.718062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,136,132.0,2023/4/8,69.0,6180.203699,6180.203705,6180.203707,Normal,1.0,3.0,6,Top,0,1,1,1,酒井捷,Left,村田,Right,,,,,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,17.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,1:07:49,,https://youtu.be/MsAJIUXfTvI&t=4069,3225,https://youtu.be/1GVh8sSKqQE&t=3225
137,133.0,2023/4/8,09:42.4,2023/4/8,09:42.4,1.0,4.0,"Kenichi, Murata",1000089794,Right,MEJ,"Suguru, Sakai",1000126414,Left,TOK,Undefined,6,Top,0,2.0,1.0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,139.70677,-0.86625,-1.833421,2072.27185,212.971555,1:00,1.651221,0.803775,1.88655,-47.2113,47.8693,28.6864,0.935191,0.574515,125.00316,-4.465404,0.204033,0.440353,,,,,,,,,,,,-16.2446,26.4514,-0.763223,15.24,1.628427,1.083851,-38.347103,-0.724221,-3.055942,9.368904,-4.830599,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,703f1890-d5ba-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,137.75326,,,14.70361,,,,16.551462,-38.66619,4.684452,1.650291,-0.5597,-2.415299,-0.801909,1.187931,-1.527971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,137,133.0,2023/4/8,70.0,6190.668384,6190.66839,6190.668391,Normal,1.0,4.0,6,Top,0,2,1,1,酒井捷,Left,村田,Right,,,,,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,14.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,1:08:00,,https://youtu.be/MsAJIUXfTvI&t=4080,3235,https://youtu.be/1GVh8sSKqQE&t=3235
138,134.0,2023/4/8,09:53.3,2023/4/8,09:53.3,1.0,5.0,"Kenichi, Murata",1000089794,Right,MEJ,"Suguru, Sakai",1000126414,Left,TOK,Undefined,6,Top,0,3.0,1.0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,140.74303,-1.348722,-3.501114,2121.301816,221.261787,1:30,1.629099,0.784022,1.87469,-52.5302,41.273,33.0988,0.72319,0.127798,126.3122,-5.307215,-1.156105,0.437385,,,,,,,,,,,,-19.854,23.4177,-0.704665,15.24,1.594554,2.193923,-38.586318,-1.085722,-3.794243,9.248237,-5.331354,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,76b09230-d5ba-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,138.68801,,,14.43083,,,,16.563618,-38.902265,4.624118,1.628534,-0.903588,-2.665677,-0.78183,2.323545,-1.897122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,138,134.0,2023/4/8,71.0,6201.595614,6201.595619,6201.595621,Normal,1.0,5.0,6,Top,0,3,1,1,酒井捷,Left,村田,Right,,,,,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,7.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,1:08:11,,https://youtu.be/MsAJIUXfTvI&t=4091,3246,https://youtu.be/1GVh8sSKqQE&t=3246
