PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,unixtime
139,2025/4/26,09:48.5,2,3,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Kenshin, Maeda",1000126619,Left,WAS_EDA,Undefined,5,Top,1,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,134.62766,-1.164032,1.886507,2107.608925,169.255248,11:45,1.707452,-0.665603,1.926944,-39.2051,61.9904,-11.0653,0.988428,-0.246509,121.27886,-4.20133,1.099033,0.454292,,,,,,,,,,,,7.2295,34.0998,0.624159,15.24,1.679138,-1.166121,-36.979812,-0.845746,1.274011,8.231191,-3.797469,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,ea02a9a0-224b-11f0-86ea-81fc05af7883,133.52642,,,13.3488,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,09:48.5,2025-04-26T12:09:48.5093376+09:00,2025-04-26T03:09:48.5093376Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,57ddbdb9-4820-43f5-b825-4c8262e063d6,16.511227,-37.261695,4.115596,1.705875,-0.715699,-1.898734,0.664841,-1.20975,0.637005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,29.87998896,25.10272297,45.61372223,15.41721408,30.26492367,-20.28653891,44.11624252,-10.9558796,76.40166718,-39.44354991,97.96808937,-6.77175848,74.53036392,42.08416325,1745636989
140,2025/4/26,10:00.5,2,4,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Kenshin, Maeda",1000126619,Left,WAS_EDA,Undefined,5,Top,1,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,137.86279,-2.996741,4.058245,2128.932818,167.866341,11:30,1.697708,-0.700313,1.973157,-32.7275,63.5379,-12.9082,0.528768,0.308412,124.56746,-5.551718,3.140238,0.443088,,,,,,,,,,,,9.9401,36.5326,0.613723,15.24,1.631281,-2.620287,-37.776226,-2.051318,1.832383,8.420825,-3.072102,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,f126d170-224b-11f0-86ea-81fc05af7883,136.90286,,,13.29534,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,10:00.5,2025-04-26T12:10:00.4945920+09:00,2025-04-26T03:10:00.4945920Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,32c78d80-08da-4193-a09b-073a1a517d4c,16.46546,-38.048417,4.210413,1.695982,-1.952017,-1.536051,0.699377,-2.679516,0.916192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,29.77348258,23.95207552,45.24306554,15.32926803,30.16180232,-20.1514449,43.42172938,-10.94099326,76.58367394,-39.79280115,97.87743802,-6.713720854,75.23171407,42.26950337,1745637000
141,2025/4/26,10:11.5,2,5,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Kenshin, Maeda",1000126619,Left,WAS_EDA,Undefined,5,Top,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,135.99526,-1.649677,3.138283,2098.160098,167.174299,11:30,1.689224,-0.708741,1.961037,-39.9057,58.3832,-12.5215,0.827251,0.045994,123.36895,-4.715779,2.246708,0.447721,121.76558,-15.473668,69.727595,,,,,3.364971,3.356563,59.083133,0.096335,8.9813,32.8152,0.641345,15.24,1.651199,-1.992618,-37.357732,-1.181866,1.625086,7.986499,-3.869029,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,f7ac9660-224b-11f0-86ea-81fc05af7883,135.48631,0.87227,,12.62631,,,,0.637155,0.87227,-0.068893,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,10:11.5,2025-04-26T12:10:11.4747392+09:00,2025-04-26T03:10:11.4747392Z,GroundBall,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,7742e572-928f-4869-b61c-6bbf09374abc,16.47827,-37.621524,3.99325,1.688125,-1.054073,-1.934514,0.708047,-2.046294,0.812543,180,0.636564,11.332749,,,,,,,,0.872743,-9.054508,,,,,,,,-0.070494,30.681808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,NoShift,30.42908189,24.34864761,44.98137407,15.19208153,30.21038746,-20.18897029,43.927881,-11.46564739,76.268278,-39.81786383,98.7005112,-6.729265835,74.62789407,41.8734336,1745637011
142,2025/4/26,10:30.1,2,6,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Kenshin, Maeda",1000126619,Left,WAS_EDA,Undefined,5,Top,1,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,138.94129,-0.406001,1.942425,2104.979362,171.060567,11:45,1.715804,-0.686667,1.90643,-35.4887,58.5644,-8.7374,1.246737,-0.227884,126.56727,-3.135809,1.321476,0.437967,,,,,,,,,,,,5.9023,31.5028,0.643198,15.24,1.70439,-1.254431,-38.217925,-0.363059,1.125402,7.866454,-3.799936,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,02b87fb0-224c-11f0-86ea-81fc05af7883,138.50369,,,12.37402,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,10:30.1,2025-04-26T12:10:30.1429760+09:00,2025-04-26T03:10:30.1429760Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,77328418-24a7-416d-9444-9441d0e9996f,16.532512,-38.483045,3.933227,1.714468,-0.234991,-1.899968,0.686114,-1.29236,0.562701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,30.47092097,25.21424789,45.02074268,15.66885465,30.29243371,-20.23064682,42.82899423,-11.30536575,76.51840578,-40.27427699,99.34409703,-6.758855431,74.50812845,42.37560082,1745637030
143,2025/4/26,11:02.8,3,1,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Kosuke, Tamura",1000126630,Right,WAS_EDA,Undefined,5,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,135.15113,-0.724002,2.957835,2012.369117,168.798484,11:45,1.677973,-0.716064,1.974113,-47.64,50.2027,-9.3706,0.998656,0.018815,124.35105,-4.312735,2.289887,0.446703,,,,,,,,,,,,6.805,27.6107,0.653053,15.24,1.65975,-1.879817,-37.188559,-0.608995,1.240095,6.80757,-4.775074,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,162d45d0-224c-11f0-86ea-81fc05af7883,135.79498,,,10.80009,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,11:02.8,2025-04-26T12:11:02.7788288+09:00,2025-04-26T03:11:02.7788288Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,a04e08a1-5bcb-4187-9a8e-68dd94364a82,16.465144,-37.412156,3.403785,1.677177,-0.452155,-2.387537,0.715465,-1.920548,0.620047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,19.92036761,17.80042956,41.41041726,9.345953137,27.22781451,-21.03608654,39.10806925,-8.617253041,76.52837178,-40.16386456,99.01864632,-6.103259934,74.16165858,40.0714911,1745637063
144,2025/4/26,11:18.1,3,2,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Kosuke, Tamura",1000126630,Right,WAS_EDA,Undefined,5,Top,1,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,138.45688,-2.447905,2.894992,2060.393581,175.473598,11:45,1.678825,-0.711894,1.97942,-36.1495,58.2954,-4.3619,0.631137,0.055169,125.97466,-5.229942,2.583989,0.438878,,,,,,,,,,,,4.4464,33.2746,0.650271,15.24,1.624437,-1.903277,-38.029887,-1.717232,0.836151,8.073073,-3.549368,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,1f688dd0-224c-11f0-86ea-81fc05af7883,138.21609,,,12.48223,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,11:18.1,2025-04-26T12:11:18.1163008+09:00,2025-04-26T03:11:18.1163008Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,002acfe5-2711-4ba6-9bd3-4364c9e04024,16.459615,-38.287915,4.036536,1.677509,-1.603789,-1.774684,0.711529,-1.930001,0.418075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,19.5640238,17.46719226,41.54246246,9.551210206,27.02897614,-21.01326079,39.45437757,-8.599005072,77.08580429,-40.27742669,98.79447135,-6.588326362,76.1135891,39.76028859,1745637078
145,2025/4/26,11:43.4,3,3,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Kosuke, Tamura",1000126630,Right,WAS_EDA,Undefined,5,Top,1,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,128.02184,1.015281,1.061835,1703.361981,131.576219,10:30,1.677365,-0.738352,1.874133,-84.6755,25.5655,-25.1933,1.116621,-0.691208,117.87858,-5.205951,-0.72687,0.474162,,,,,,,,,,,,13.6511,13.5919,0.715204,15.24,1.69568,-0.5422,-35.252401,0.329218,2.234123,6.152136,-7.582216,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,2e70ab00-224c-11f0-86ea-81fc05af7883,127.93109,,,10.14326,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,11:43.4,2025-04-26T12:11:43.4446848+09:00,2025-04-26T03:11:43.4446848Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,b15cd7f8-0aa8-418d-bf69-4524e7a84729,16.565353,-35.482944,3.076068,1.678019,0.613351,-3.791108,0.737091,-0.62592,1.117062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,19.89813872,17.83900782,41.22119516,9.320593789,27.74608793,-21.05983248,39.55807648,-8.654426694,78.90157675,-40.55056999,99.11531136,-6.804624432,75.44066555,39.45352405,1745637103
146,2025/4/26,12:02.3,3,4,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Kosuke, Tamura",1000126630,Right,WAS_EDA,Undefined,5,Top,1,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,128.12179,0.270452,0.574959,1745.74496,124.696422,10:15,1.656248,-0.724986,1.908625,-86.2112,23.4075,-29.1543,0.870145,-0.854945,118.10999,-6.064067,-1.500674,0.472821,,,,,,,,,,,,15.4978,13.0043,0.713627,15.24,1.657296,-0.228979,-35.297213,-0.129839,2.53944,6.250193,-7.675784,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,39c78000-224c-11f0-86ea-81fc05af7883,128.29372,,,10.0118,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,12:02.3,2025-04-26T12:12:02.2994944+09:00,2025-04-26T03:12:02.2994944Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,5d7f8b46-06b7-428a-baf0-70b4a794d1c3,16.531114,-35.525099,3.125097,1.656928,0.150025,-3.837892,0.723664,-0.321569,1.26972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,20.48661185,17.52166171,41.19494284,9.838234989,27.71035176,-21.10104385,39.43245592,-8.536372362,79.54121052,-40.72309796,99.50776678,-6.818069654,76.14324401,39.51132085,1745637122
147,2025/4/26,12:20.7,3,5,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Kosuke, Tamura",1000126630,Right,WAS_EDA,Undefined,5,Top,1,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,135.96173,-2.588787,4.287454,2055.031283,166.963903,11:30,1.678645,-0.738629,2.020454,-38.9323,58.2665,-12.7619,0.564336,0.332509,124.36627,-5.56753,3.377521,0.445231,,,,,,,,,,,,9.9301,33.743,0.650685,15.24,1.623129,-2.746547,-37.328749,-1.795148,1.806775,7.487534,-3.667163,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,44ba14f0-224c-11f0-86ea-81fc05af7883,136.24398,,,11.59546,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,12:20.7,2025-04-26T12:12:20.7329792+09:00,2025-04-26T03:12:20.7329792Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,06bf08d5-809a-4be0-a232-516d530f3288,16.41986,-37.564665,3.743767,1.67787,-1.679604,-1.833582,0.73812,-2.803474,0.903388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,20.04079085,17.54076222,41.23657517,9.321994104,27.67774454,-21.10083108,39.79693379,-8.419609099,79.49272789,-40.4364497,99.55642993,-6.763019985,74.86008228,39.41640874,1745637141
148,2025/4/26,12:53.5,3,6,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Kosuke, Tamura",1000126630,Right,WAS_EDA,Undefined,5,Top,1,3,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,138.0021,-2.005879,3.632353,2106.992933,172.936292,11:45,1.694727,-0.686207,2.004789,-36.5469,57.7986,-6.787,0.767562,0.261975,126.14907,-4.811182,3.148337,0.438647,117.03936,26.177467,-29.918334,2102.225178,28.60961,12.095194,-17.481841,78.983935,76.861392,-33.140627,3.664357,6.1969,32.8427,0.610534,15.24,1.650782,-2.37816,-37.922266,-1.424874,1.164146,7.697506,-3.636826,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,583061b0-224c-11f0-86ea-81fc05af7883,138.28889,12.799691,,11.85304,,,,0.46578,0.763131,-0.258336,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,12:53.5,2025-04-26T12:12:53.5217152+09:00,2025-04-26T03:12:53.5217152Z,LineDrive,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,e4f2143e-2e85-4439-b160-733509c53e20,16.435061,-38.16407,3.848753,1.693748,-1.310629,-1.818413,0.685815,-2.41473,0.582073,159.489582,0.46608,25.278388,-3.602329,0.674967,-0.009305,-0.069981,0.027945,-0.004593,0.000284,0.76284,14.351261,-4.574509,0.254904,-0.114267,0.060554,-0.015243,0.001715,-6.80E-05,-0.258466,-14.547902,1.162082,-0.067432,-0.0709,0.048267,-0.015842,0.002533,-0.000158,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,NoShift,20.08696006,17.74058137,41.59521109,8.574501388,28.38136013,-21.80238007,39.7071917,-8.510762302,80.41276003,-40.62232498,98.91299867,-6.474661215,75.26408794,38.89711591,1745637174
149,2025/4/26,13:26.9,4,1,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Taisei, Ishigooka",1000126634,Left,WAS_EDA,Undefined,5,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,134.92484,-2.662915,3.420193,2004.234078,171.784649,11:45,1.728979,-0.677017,1.987629,-42.8722,55.9132,-7.6191,0.553713,0.204378,123.71531,-5.912716,2.877044,0.44885,,,,,,,,,,,,6.3585,32.108,0.604791,15.24,1.670017,-2.181511,-37.060442,-1.842113,1.144166,7.153152,-4.029049,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,6c31b060-224c-11f0-86ea-81fc05af7883,135.14545,,,11.20952,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,13:26.9,2025-04-26T12:13:26.9028864+09:00,2025-04-26T03:13:26.9028864Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,b9398af4-b6ad-4f2f-8924-b8704f908016,16.451652,-37.293574,3.576576,1.727914,-1.710801,-2.014525,0.676498,-2.218801,0.572083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,19.75834762,17.75909641,40.08650594,9.640505907,21.7470093,-15.61489997,39.637037,-8.391184456,76.99342126,-39.60743852,89.76548772,-8.01923818,69.33776221,35.41472082,1745637207
150,2025/4/26,13:40.6,4,2,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Taisei, Ishigooka",1000126634,Left,WAS_EDA,Undefined,5,Top,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,134.80902,0.252333,1.875518,2079.069051,168.776219,11:45,1.68318,-0.704253,2.051546,-45.832,52.0341,-9.7199,1.295181,-0.278873,123.11922,-3.247384,1.178447,0.446757,,,,,,,,,,,,6.4216,28.1803,0.666945,15.24,1.685897,-1.173325,-37.116562,0.044595,1.157078,7.289886,-4.729008,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,74403830-224c-11f0-86ea-81fc05af7883,135.77865,,,11.6898,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,13:40.6,2025-04-26T12:13:40.6115840+09:00,2025-04-26T03:13:40.6115840Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,3dce107b-febf-427b-b67a-3463ae255074,16.387433,-37.341244,3.644943,1.682277,0.190348,-2.364504,0.703657,-1.208988,0.578539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,19.84034065,17.49960456,40.93803418,9.692867836,21.44935346,-15.39693974,39.72597254,-9.120947439,76.13156916,-39.45263159,89.67984887,-8.210418109,71.90395133,36.55720572,1745637221
151,2025/4/26,13:58.0,4,3,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Taisei, Ishigooka",1000126634,Left,WAS_EDA,Undefined,5,Top,2,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,131.60255,-3.708821,4.352269,1908.809842,165.497277,11:30,1.677243,-0.686081,2.00638,-51.1548,52.1652,-12.6867,0.125296,0.405072,121.7042,-7.525829,3.448142,0.459036,,,,,,,,,,,,9.5213,30.8707,0.59569,15.24,1.596832,-2.696074,-36.103774,-2.493743,1.636918,6.353714,-4.499327,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,7eb07dc0-224c-11f0-86ea-81fc05af7883,132.14646,,,9.89834,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,13:57.9,2025-04-26T12:13:57.9531264+09:00,2025-04-26T03:13:57.9531264Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,e557ddcd-dc51-4ddc-b224-8317f0bf28a4,16.433566,-36.313216,3.176857,1.676591,-2.345429,-2.249663,0.685452,-2.750033,0.818459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,19.7560288,17.47441242,40.46906348,9.599359439,21.90752892,-15.6460757,39.63911515,-8.849822405,72.54691636,-39.45969025,90.56116725,-8.321088308,71.67760586,36.61990585,1745637238
152,2025/4/26,14:15.6,4,4,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Taisei, Ishigooka",1000126634,Left,WAS_EDA,Undefined,5,Top,2,2,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,134.36556,-1.462653,3.504559,1994.513376,172.699215,11:45,1.688036,-0.688448,2.006277,-44.1747,55.1379,-6.6625,0.836883,0.225051,123.00261,-4.820964,3.029233,0.450046,,,,,,,,,,,,5.9342,30.9109,0.615507,15.24,1.655043,-2.232633,-36.930158,-1.061581,1.059632,7.146578,-4.287061,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,89369540-224c-11f0-86ea-81fc05af7883,134.78625,,,11.36295,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,14:15.6,2025-04-26T12:14:15.5764224+09:00,2025-04-26T03:14:15.5764224Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,60ed6605-c1ce-4a9e-a0cc-08a00d4248bf,16.432852,-37.160277,3.573289,1.687003,-0.923538,-2.143531,0.687947,-2.266753,0.529816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,19.75243882,17.46288561,40.74775473,9.360135123,21.7718291,-15.6382643,39.31645435,-8.765153367,71.99728837,-39.37939507,91.00099512,-8.733507037,72.18143995,36.92517877,1745637256
153,2025/4/26,14:33.8,4,5,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Taisei, Ishigooka",1000126634,Left,WAS_EDA,Undefined,5,Top,2,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,139.02831,-2.233956,3.860836,2187.961273,173.49481,11:45,1.688417,-0.682581,2.005766,-37.9318,55.4823,-5.9706,0.683349,0.3378,126.60963,-5.14216,3.435209,0.436477,,,,,,,,,,,,5.9992,31.725,0.602115,15.24,1.63958,-2.54878,-38.165186,-1.589026,1.137259,8.062652,-3.792542,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,940e9d50-224c-11f0-86ea-81fc05af7883,138.97653,,,12.41869,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,14:33.8,2025-04-26T12:14:33.8250240+09:00,2025-04-26T03:14:33.8250240Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,e00fb171-7aa9-487c-bcf2-648ad6a8a9d6,16.433395,-38.416472,4.031326,1.687263,-1.470826,-1.896271,0.682104,-2.584224,0.56863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,19.83444684,17.35844224,40.77321648,9.3251241,22.64755121,-16.31118908,39.4291494,-8.589019143,72.62417749,-39.42543805,90.47019003,-8.556509795,72.82924699,36.74224714,1745637274
154,2025/4/26,15:07.7,4,6,"Tsubasa, Furukawa",1000242150,Left,HOS_HOS,"Taisei, Ishigooka",1000126634,Left,WAS_EDA,Undefined,5,Top,2,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,139.85303,-2.864148,4.597286,2188.537573,138.022425,10:30,1.698632,-0.718672,2.046523,-50.7236,41.1311,-34.2574,0.390144,0.222405,127.70024,-6.682316,2.14877,0.432818,,,,,,,,,,,,21.4481,24.7369,0.62719,15.24,1.63816,-2.934801,-38.36343,-2.078149,4.117031,7.993534,-5.058332,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,a843a630-224c-11f0-86ea-81fc05af7883,140.15126,,,12.15279,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,15:07.7,2025-04-26T12:15:07.7290000+09:00,2025-04-26T03:15:07.7290000Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,89f487b7-6720-4dea-9f87-1af047b9b68a,16.393175,-38.602962,3.996767,1.698162,-1.926572,-2.529166,0.716982,-3.05817,2.058516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0871,2.040822,0.767898,1.272925,0.076213,0.348134,-0.23558,-0.230191,1.668172,-0.220668,38.79401,1.037425,0.828885,-0.19574,33.83491,-2.534754,1.674056,4.148284,-3.655243,-0.240551,-0.53614,1.090849,High,High,High,,,High,Medium,Medium,NoShift,20.04524935,17.73081815,40.74893484,9.595142054,26.27670118,-19.58108655,40.03090546,-8.424292984,71.97361203,-39.40403043,91.68217097,-8.474428638,71.97690475,36.68015019,1745637308
