PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,URL,umpire,season
151,2022/9/21,21:41.3,2022/9/21,21:41.3,1,1,"Yosuke, Ikeda",1000089900,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,5,Top,0,0,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,132.36382,0.192129,-0.573862,2117.260799,95.621167,9:15,1.604266,0.645124,1.870398,-97.8176,5.4405,-24.6046,0.680215,0.237419,122.16907,-6.92949,-2.322168,0.458898,,,,,,,,,,,,12.2831,3.7045,-0.63034,15.24,1.60273,0.477028,-36.462468,-0.248778,2.146199,6.718031,-9.159368,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,8323cf50-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,132.18611,,,10.19475,,,,16.569533,-36.70661,3.359016,1.605723,0.084087,-4.579684,-0.646259,0.399032,1.073099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=4948,榊原 啓資,22A
152,2022/9/21,21:52.3,2022/9/21,21:52.3,1,2,"Yosuke, Ikeda",1000089900,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,5,Top,0,0,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,133.66328,1.28008,0.279717,2221.726566,99.883903,9:15,1.626699,0.633083,1.766909,-96.0056,6.8841,-21.6547,1.029611,0.495837,122.65531,-5.692246,-1.248397,0.458079,,,,,,,,,,,,11.1703,3.6788,-0.638569,15.24,1.651933,-0.074525,-36.78115,0.434017,1.981783,6.979894,-9.153968,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,89af3990-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,132.42246,,,11.00797,,,,16.672724,-37.052038,3.489947,1.628195,0.789281,-4.576984,-0.634184,-0.151438,0.990892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=4959,榊原 啓資,22A
153,2022/9/21,22:04.8,2022/9/21,22:04.8,1,3,"Yosuke, Ikeda",1000089900,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,5,Top,0,1,1,Cutter,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,,132.91211,-0.090389,-0.559783,2209.954363,94.085355,9:15,1.596759,0.655937,1.822691,-98.853,4.4471,-18.6372,0.58269,0.311406,122.39838,-7.267194,-1.880573,0.458992,,,,,,,,,,,,9.243,3.231,-0.641202,15.24,1.587968,0.44226,-36.600644,-0.440766,1.622002,6.985032,-9.239655,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,9123a440-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,132.1592,,,10.51374,,,,16.617514,-36.862597,3.492516,1.598,-0.094259,-4.619828,-0.656647,0.381432,0.811001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=4971,榊原 啓資,22A
154,2022/9/21,22:23.5,2022/9/21,22:23.5,1,4,"Yosuke, Ikeda",1000089900,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,5,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,144.34912,-0.168218,-0.807657,2185.725003,184.924618,12:15,1.656833,0.583416,1.961044,-44.9003,41.4766,3.3387,1.160705,0.390554,131.70725,-3.559075,-0.569344,0.419714,,,,,,,,,,,,-2.3046,22.5668,-0.566076,15.24,1.650648,0.543933,-39.738575,-0.259453,-0.475509,8.436739,-5.150486,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,9c49a540-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,144.52696,,,12.64187,,,,16.477906,-40.000526,4.218369,1.656221,-0.099536,-2.575243,-0.583194,0.558697,-0.237755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=4990,榊原 啓資,22A
155,2022/9/21,22:37.0,2022/9/21,22:37.0,1,5,"Yosuke, Ikeda",1000089900,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,5,Top,0,2,2,Cutter,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,,130.16833,0.492198,-0.323197,2120.158538,121.643366,10:00,1.578234,0.645191,1.746145,-91.2624,16.568,-22.041,0.805333,0.333036,120.60006,-6.118322,-1.876665,0.468949,,,,,,,,,,,,11.0799,9.0288,-0.635298,15.24,1.583932,0.303145,-35.857603,-0.046121,1.884067,6.093389,-8.271364,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,a464b030-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,129.3532,,,9.56826,,,,16.694111,-36.103859,3.046694,1.579042,0.288155,-4.135682,-0.64601,0.227003,0.942033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5003,榊原 啓資,22A
156,2022/9/21,22:57.1,2022/9/21,22:57.1,1,6,"Yosuke, Ikeda",1000089900,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,5,Top,0,2,2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,134.3393,1.075106,-0.054725,2214.658402,77.28299,8:30,1.607313,0.650445,1.791028,-103.72,-1.9483,-22.5467,0.87449,0.409487,123.16827,-6.448605,-1.648819,0.455584,,,,,,,,,,,,11.4068,-0.6457,-0.647593,15.24,1.626705,0.1448,-36.969729,0.270011,2.038813,7.241434,-9.92206,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,b04e0130-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,133.1479,,,11.17103,,,,16.648664,-37.244629,3.620717,1.609305,0.646672,-4.96103,-0.651621,0.067403,1.019406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5024,榊原 啓資,22A
157,2022/9/21,23:23.7,2022/9/21,23:23.7,2,1,"Yosuke, Ikeda",1000089900,Right,RIK,"Sota, Imaizumi",1000089968,Right,HOS_HOS,Undefined,5,Top,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,106.66533,3.18271,-0.333055,1896.343855,60.13757,8:00,1.652134,0.426482,1.816176,-178.0285,-16.32,-37.2201,0.772355,-0.039855,98.22221,-9.688268,-2.968151,0.574277,,,,,,,,,,,,18.8037,-9.1072,-0.415961,15.24,1.717348,0.310764,-29.33125,1.058565,2.107078,4.728931,-10.82717,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,c045fca0-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,105.62854,,,8.44312,,,,16.624639,-29.553645,2.364466,1.655592,1.567752,-5.413585,-0.428246,0.211671,1.053539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5050,榊原 啓資,22A
158,2022/9/21,23:34.8,2022/9/21,23:34.8,2,2,"Yosuke, Ikeda",1000089900,Right,RIK,"Sota, Imaizumi",1000089968,Right,HOS_HOS,Undefined,5,Top,1,0,1,TwoSeamFastBall,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,138.04264,-2.06084,-3.37611,1715.564272,242.237903,2:00,1.622329,0.579845,1.839306,-73.2018,23.3008,38.2141,0.307402,0.008018,126.19373,-7.423712,-0.670706,0.443633,,,,,,,,,,,,-22.2344,14.4484,-0.501951,15.24,1.56845,2.055613,-37.906409,-1.644519,-4.16267,7.874447,-7.101662,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,c6c8db60-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,136.73458,,,11.84891,,,,16.600629,-38.188012,3.937223,1.622719,-1.390552,-3.550831,-0.578125,2.204476,-2.081335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5061,榊原 啓資,22A
159,2022/9/21,23:45.9,2022/9/21,23:45.9,2,3,"Yosuke, Ikeda",1000089900,Right,RIK,"Sota, Imaizumi",1000089968,Right,HOS_HOS,Undefined,5,Top,1,1,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,132.77555,-1.270789,-2.976278,2216.275167,120.154504,10:00,1.575756,0.632326,1.843209,-91.9798,11.0111,-13.9201,0.296838,-0.347445,123.19901,-7.928008,-3.961568,0.458304,,,,,,,,,,,,5.2824,7.3742,-0.560766,15.24,1.539578,1.961045,-36.527414,-1.15934,0.928901,6.553414,-8.509891,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,cd71b8b0-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,132.35745,,,9.57654,,,,16.597062,-36.77008,3.276707,1.576673,-0.844228,-4.254945,-0.632744,1.926648,0.46445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5072,榊原 啓資,22A
160,2022/9/21,23:58.8,2022/9/21,23:58.8,2,4,"Yosuke, Ikeda",1000089900,Right,RIK,"Sota, Imaizumi",1000089968,Right,HOS_HOS,Undefined,5,Top,1,2,1,Cutter,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,132.02796,-0.028166,-1.865916,2226.435066,101.452268,9:30,1.600103,0.645897,1.814755,-97.7713,6.3474,-17.0786,0.614424,-0.052506,122.49108,-7.104622,-3.074029,0.460807,,,,,,,,,,,,7.6045,4.1823,-0.599553,15.24,1.592812,1.262115,-36.362009,-0.39653,1.328037,6.350513,-9.076251,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,d52bdef0-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,131.63866,,,9.53687,,,,16.625497,-36.603181,3.175256,1.601326,-0.051842,-4.538126,-0.646527,1.21168,0.664019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5085,榊原 啓資,22A
161,2022/9/21,24:13.3,2022/9/21,24:13.3,2,5,"Yosuke, Ikeda",1000089900,Right,RIK,"Sota, Imaizumi",1000089968,Right,HOS_HOS,Undefined,5,Top,1,2,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,,145.99487,-1.901128,-3.248474,2215.996699,197.051344,12:30,1.644835,0.538212,1.913574,-51.1237,33.6622,9.5378,0.598438,-0.280018,134.23397,-5.691713,-2.571123,0.415831,162.24414,10.392813,4.76007,1753.069561,33.222335,4.619348,4.516711,75.467504,75.467504,10.789844,2.201603,-7.1566,19.5821,-0.465619,15.24,1.598976,2.232067,-40.13511,-1.519185,-1.514769,8.153885,-5.661892,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,ddbe3cc0-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,145.87672,4.77632,,11.7609,,,,16.526284,-40.395587,4.076942,1.644618,-1.338315,-2.830946,-0.537696,2.280457,-0.757384,0.307891,0.590822,0.279753,231.536544,0.307891,44.175532,-6.892121,1.364279,-0.279414,0.054241,-0.009764,0.001354,-9.5e-05,0.590822,8.130047,-4.056367,0.098922,0.010962,-0.005647,0.001854,-0.000282,1.8e-05,0.279752,3.67854,2.08957,-0.678468,0.189296,-0.045683,0.009337,-0.001358,9.8e-05,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5100,榊原 啓資,22A
162,2022/9/21,24:53.6,2022/9/21,24:53.6,3,1,"Yosuke, Ikeda",1000089900,Right,RIK,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,5,Top,1,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,1,145.41965,-1.738307,-3.661683,2113.902641,195.690929,12:30,1.625682,0.607513,1.930625,-56.0274,28.485,7.3595,0.576416,-0.347921,135.04656,-5.858475,-3.138865,0.415159,,,,,,,,,,,,-6.0466,16.633,-0.526553,15.24,1.583769,2.525763,-40.004964,-1.423786,-1.28459,7.282636,-6.272991,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,f5c92cd0-395c-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,146.1126,,,10.37309,,,,16.509646,-40.23543,3.641318,1.625685,-1.225271,-3.136496,-0.607127,2.566416,-0.642295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.25819,2.065003,1.174989,0.890015,-0.321206,0.497612,0.389053,-0.182509,1.61008,0.125354,20.001561,1.275918,18.030372,-0.13782,25.072298,-2.718523,1.607221,2.357716,-3.068248,0.163695,22.189091,-2.352048,https://youtu.be/Rn2KWOu-yus/&t=5140,榊原 啓資,22A
163,2022/9/21,26:39.8,2022/9/21,26:39.8,3,2,"Yosuke, Ikeda",1000089900,Right,RIK,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,5,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,1,142.14598,-1.837982,-0.055958,2143.39904,204.011553,12:45,1.638566,0.681007,1.951258,-52.3001,36.0707,14.9346,0.600232,0.814669,131.32871,-5.721518,1.010162,0.424531,,,,,,,,,,,,-7.8253,20.8282,-0.680548,15.24,1.595478,-0.031089,-39.159706,-1.435911,-1.583811,7.421581,-5.591086,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,350ab7b0-395d-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,142.88718,,,10.81727,,,,16.488527,-39.395617,3.710791,1.638296,-1.258187,-2.795543,-0.68036,0.019256,-0.791906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5246,榊原 啓資,22A
164,2022/9/21,26:56.3,2022/9/21,26:56.3,3,3,"Yosuke, Ikeda",1000089900,Right,RIK,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,5,Top,1,1,1,Cutter,Slider,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,1,134.1833,-0.30744,-0.990477,2168.384771,155.171891,11:15,1.6152,0.653577,1.83885,-83.0826,17.0772,-6.6377,0.697587,0.307614,124.57104,-6.354368,-1.461056,0.451961,149.03453,24.898372,-15.996413,2625.601592,31.543598,13.519892,-11.363271,105.366919,101.237629,-27.189116,4.293136,2.8307,9.8223,-0.62957,15.24,1.602415,0.669257,-36.979604,-0.513479,0.512738,6.374317,-8.027524,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,3ee68570-395d-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,134.21499,17.545796,,9.61226,,,,16.601428,-37.213539,3.187158,1.615854,-0.218872,-4.013762,-0.653787,0.65044,0.256369,0.309744,0.66924,-0.298583,138.341987,0.309916,36.092908,-6.295174,1.303155,-0.260562,0.053917,-0.01244,0.002066,-0.000142,0.669325,17.426493,-4.895139,0.205329,0.029072,-0.035161,0.013894,-0.002419,0.000155,-0.298533,-10.350668,-0.87693,0.386952,-0.082889,0.00611,0.001328,-0.000385,3e-05,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5263,榊原 啓資,22A
165,2022/9/21,27:46.4,2022/9/21,27:46.4,4,1,"Yosuke, Ikeda",1000089900,Right,RIK,"Kota, Yamane",1000089957,Left,HOS_HOS,Undefined,5,Top,2,0,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,133.63977,-0.492145,-1.019063,2162.974886,97.836052,9:15,1.626576,0.66531,1.795634,-97.1765,5.4245,-16.82,0.515509,0.208686,123.09284,-7.53167,-2.208958,0.457436,,,,,,,,,,,,7.9186,4.073,-0.639129,15.24,1.607783,0.73298,-36.785548,-0.701217,1.403573,7.059983,-9.084704,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,5cc94730-395d-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,132.60864,,,10.54692,,,,16.644331,-37.054091,3.529991,1.627883,-0.355659,-4.542352,-0.665994,0.679592,0.701786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5313,榊原 啓資,22A
166,2022/9/21,28:01.1,2022/9/21,28:01.1,4,2,"Yosuke, Ikeda",1000089900,Right,RIK,"Kota, Yamane",1000089957,Left,HOS_HOS,Undefined,5,Top,2,0,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,1,134.49787,0.261254,0.112086,2145.476414,128.788158,10:15,1.605922,0.672639,1.819674,-88.5259,12.1835,-11.4337,0.794488,0.589976,123.80581,-6.188769,-0.697703,0.4532,,,,,,,,,,,,5.9249,7.0636,-0.674603,15.24,1.606347,-0.018375,-37.034371,-0.176681,1.067726,6.946183,-8.53372,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,65896bc0-395d-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,133.84826,,,10.69206,,,,16.61998,-37.292302,3.473091,1.607025,0.1402,-4.26686,-0.673185,-0.058023,0.533863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5328,榊原 啓資,22A
167,2022/9/21,28:54.9,2022/9/21,28:54.9,4,3,"Yosuke, Ikeda",1000089900,Right,RIK,"Kota, Yamane",1000089957,Left,HOS_HOS,Undefined,5,Top,2,1,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,1,134.95034,-2.205843,-1.414711,2246.482774,136.799147,10:30,1.620179,0.652141,1.816409,-85.3985,13.771,-10.4796,0.142243,0.147414,126.1564,-8.362983,-2.157225,0.449722,,,,,,,,,,,,4.6104,9.1395,-0.617189,15.24,1.56094,0.964865,-37.171405,-1.763451,0.846308,6.232462,-8.128967,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,859a5820-395d-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,134.88347,,,8.79395,,,,16.624247,-37.402779,3.116231,1.620805,-1.461671,-4.064484,-0.652425,0.933447,0.423154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5381,榊原 啓資,22A
168,2022/9/21,29:30.6,2022/9/21,29:30.6,4,4,"Yosuke, Ikeda",1000089900,Right,RIK,"Kota, Yamane",1000089957,Left,HOS_HOS,Undefined,5,Top,2,2,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,2,107.61802,2.607332,0.240926,1876.258912,49.885935,7:45,1.673464,0.456999,1.829517,-176.4486,-18.5201,-27.668,0.645826,0.248359,99.5166,-10.137443,-1.72151,0.567525,,,,,,,,,,,,14.3264,-9.7277,-0.461009,15.24,1.724511,-0.01959,-29.618779,0.776358,1.642639,4.673242,-10.922004,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,9aef7700-395d-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,106.88519,,,8.10141,,,,16.611333,-29.834363,2.336621,1.677075,1.280207,-5.461002,-0.458357,-0.095367,0.821319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5417,榊原 啓資,22A
169,2022/9/21,29:53.1,2022/9/21,29:53.1,4,5,"Yosuke, Ikeda",1000089900,Right,RIK,"Kota, Yamane",1000089957,Left,HOS_HOS,Undefined,5,Top,2,2,2,Cutter,Slider,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,2,134.59777,-1.071829,-0.50337,2227.654144,151.260063,11:00,1.620719,0.637141,1.852927,-80.8297,17.9483,-8.4642,0.51012,0.410545,125.83581,-6.939674,-1.10428,0.448833,102.52109,47.281107,-132.917286,4919.744962,-24.937124,15.134789,-22.411165,53.635688,32.993286,-140.443795,3.292991,4.1123,10.6688,-0.624742,15.24,1.590236,0.363758,-37.116641,-0.999624,0.755257,5.973178,-7.847239,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,a84465f0-395d-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,135.15049,15.706659,,8.76196,,,,16.587557,-37.332874,2.986589,1.621281,-0.71555,-3.923619,-0.637415,0.336418,0.377629,0.108632,0.444713,-0.393954,27.305855,0.108614,-13.156128,-0.703584,0.440429,-0.015535,-0.069917,0.037502,-0.008136,0.000652,0.444835,20.917885,-8.266128,0.886001,-0.068478,-0.047505,0.02013,-0.002988,0.000144,-0.394043,-14.145944,1.55865,-0.166287,0.017189,-0.017153,0.014901,-0.004395,0.000429,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5440,榊原 啓資,22A
170,2022/9/21,30:21.4,2022/9/21,30:21.4,4,6,"Yosuke, Ikeda",1000089900,Right,RIK,"Kota, Yamane",1000089957,Left,HOS_HOS,Undefined,5,Top,2,2,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,2,145.90817,-2.725596,-3.937321,2179.165956,205.090834,12:45,1.625284,0.61158,1.928407,-50.6492,34.5547,14.9225,0.351377,-0.346074,133.81964,-6.48489,-2.877659,0.416854,,,,,,,,,,,,-10.5489,20.7324,-0.524744,15.24,1.561584,2.685554,-40.051346,-2.091059,-2.216023,8.38726,-5.451348,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,b920f500-395d-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,145.51847,,,12.08853,,,,16.511457,-40.316726,4.19363,1.625018,-1.918574,-2.725675,-0.610826,2.755671,-1.108011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=5468,榊原 啓資,22A
