PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,URL,umpire,season
11,2022/9/21,06:03.4,2022/9/21,06:03.4,1,1,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,144.13993,-2.072665,4.919863,2228.843365,143.491357,10:45,1.664295,-0.772815,1.85675,-41.4224,47.1916,-32.7363,0.663302,0.290312,131.18714,-5.195858,2.610739,0.425114,,,,,,,,,,,,20.3125,26.6529,0.658962,15.24,1.612745,-3.233744,-39.495319,-1.569009,4.134868,8.427286,-4.381122,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,f25ed9b0-3951-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,142.69102,,,12.95279,,,,16.582482,-39.780739,4.213643,1.663372,-1.420626,-2.190561,0.770855,-3.373786,2.067434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=597,榊原 啓資,22A
12,2022/9/21,06:13.6,2022/9/21,06:13.6,1,2,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Bottom,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,142.10863,-1.389289,5.160008,2180.791451,153.69432,11:00,1.682022,-0.751306,1.777407,-33.6895,58.6829,-27.4438,0.949838,0.440143,128.77941,-3.972753,3.236079,0.434036,,,,,,,,,,,,17.7554,31.8193,0.624552,15.24,1.644941,-3.371341,-38.907168,-1.04311,3.497142,8.398265,-3.539455,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,f86f2080-3951-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,139.75797,,,13.32922,,,,16.661586,-39.212823,4.199132,1.680561,-0.914292,-1.769728,0.749568,-3.498619,1.748571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=608,榊原 啓資,22A
13,2022/9/21,06:24.6,2022/9/21,06:24.6,1,3,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Bottom,0,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,117.36507,1.259582,3.668735,2748.170399,329.631079,5:00,1.616096,-0.796252,1.801593,-180.1481,-44.8719,28.8995,0.171734,0.532032,107.93285,-11.64056,5.710592,0.525249,,,,,,,,,,,,-11.7547,-22.5229,0.704528,15.24,1.634872,-2.187552,-32.235986,0.050209,-1.57312,6.285644,-12.82088,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,ff11bc40-3951-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,115.48805,,,9.43222,,,,16.639748,-32.507775,3.142822,1.620716,0.604579,-6.41044,0.797647,-2.119531,-0.78656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=619,榊原 啓資,22A
14,2022/9/21,06:38.9,2022/9/21,06:38.9,1,4,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Bottom,0,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,142.33166,-2.715735,4.6592,2335.892916,141.186746,10:45,1.663371,-0.763106,1.841667,-46.6783,43.4889,-32.7738,0.427101,0.226871,130.99907,-6.18222,2.347383,0.428824,,,,,,,,,,,,19.8961,25.0106,0.654326,15.24,1.595563,-3.021394,-39.038004,-2.021465,3.997401,7.461565,-4.78166,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,078372b0-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,141.45671,,,11.33259,,,,16.598269,-39.296761,3.730783,1.662789,-1.855644,-2.39083,0.761507,-3.160018,1.998701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=633,榊原 啓資,22A
15,2022/9/21,06:54.0,2022/9/21,06:54.0,1,5,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Bottom,0,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,,145.07227,-2.460603,4.895228,2178.267132,165.433046,11:30,1.655096,-0.761735,1.808821,-29.5762,58.2638,-14.3979,0.660574,0.481885,132.39526,-4.729698,3.883785,0.423254,,,,,,,,,,,,10.7625,32.3512,0.643341,15.24,1.592929,-3.328566,-39.737172,-1.793761,2.224308,8.300327,-3.120551,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,10861e80-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,143.3183,,,12.67701,,,,16.630294,-40.026524,4.150163,1.653564,-1.684978,-1.560275,0.760727,-3.406106,1.112154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=648,榊原 啓資,22A
16,2022/9/21,07:40.8,2022/9/21,07:40.7,2,1,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Shintaro, Nishikawa",1000089917,Right,RIK,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,InPlay,Undefined,Bunt,,Out,1,0,1,140.3873,-1.988,3.328696,2265.45354,160.359028,11:15,1.645377,-0.790009,1.769968,-37.7799,55.8189,-18.8671,0.702905,-0.034106,128.52128,-4.837663,2.001226,0.436908,,,,,,,,,,,,11.9517,30.7963,0.708096,15.24,1.592927,-2.148986,-38.552326,-1.462385,2.329591,7.6668,-3.803897,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,2ca621a0-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,138.83937,,,11.86603,,,,16.66978,-38.835622,3.8334,1.644366,-1.321828,-1.901948,0.789093,-2.235066,1.164796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=695,榊原 啓資,22A
17,2022/9/21,08:15.1,2022/9/21,08:15.1,3,1,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Bottom,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,142.43764,-1.898358,2.405784,2263.615768,165.917474,11:30,1.65312,-0.750155,1.773592,-30.699,60.7022,-14.4546,0.807494,-0.212539,129.41688,-4.264167,1.387366,0.431748,,,,,,,,,,,,9.109,33.2062,0.691146,15.24,1.603542,-1.568279,-39.11143,-1.380444,1.814313,8.432785,-3.192689,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,40de85e0-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,140.49857,,,13.02076,,,,16.66536,-39.417553,4.216393,1.65155,-1.264545,-1.596345,0.749273,-1.634141,0.907157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=729,榊原 啓資,22A
18,2022/9/21,08:36.1,2022/9/21,08:36.1,3,2,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Bottom,1,0,1,Curveball,Curveball,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,,117.61988,2.558679,2.467983,2859.086347,321.353596,4:45,1.630492,-0.782027,1.808682,-173.7764,-39.1562,34.9467,0.617404,0.265749,107.39116,-9.963629,4.938259,0.523974,119.79467,-12.829614,-74.140797,,,,,3.324985,3.324985,-62.868755,0.090499,-15.9496,-21.0354,0.719565,15.24,1.681034,-1.536427,-32.311794,0.818424,-2.142381,6.367179,-12.632163,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,4d733210-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,115.76912,0.656469,,10.22872,,,,16.632498,-32.585037,3.18359,1.63428,1.360524,-6.316082,0.783527,-1.444488,-1.07119,0.73141,0.656469,-0.14993,128.955815,0.73142,8.865108,-2.127313,,,,,,,0.656445,-7.385628,1.462402,,,,,,,-0.14993,-31.2105,1.873409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=750,榊原 啓資,22A
19,2022/9/21,09:13.1,2022/9/21,09:13.1,3,3,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Bottom,1,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,147.03612,-3.161441,2.57625,2467.154559,157.707784,11:15,1.635739,-0.772609,1.778728,-31.2146,55.3697,-21.4011,0.426157,-0.25629,132.6509,-5.562864,1.067783,0.420217,,,,,,,,,,,,12.9037,31.6206,0.710038,15.24,1.554851,-1.697859,-40.298346,-2.317543,2.705774,9.617102,-3.176154,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,637ad810-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,144.35385,,,14.38522,,,,16.659923,-40.635794,4.808551,1.634215,-2.206097,-1.588077,0.771279,-1.7928,1.352887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=787,榊原 啓資,22A
20,2022/9/21,09:29.5,2022/9/21,09:29.5,3,4,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Bottom,1,1,2,Splitter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,124.6971,1.404156,2.012476,891.561027,140.835949,10:45,1.670541,-0.79675,1.753892,-88.7422,29.2856,-21.0541,1.181843,-0.43606,114.78557,-5.071702,0.530015,0.490622,,,,,,,,,,,,11.9628,15.1064,0.747379,15.24,1.699587,-1.109749,-34.296072,0.519879,1.855469,5.746004,-7.463604,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,6d3d5170-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,123.63904,,,9.91153,,,,16.685473,-34.5374,2.873002,1.67117,0.833344,-3.731802,0.795623,-1.187677,0.927734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=804,榊原 啓資,22A
21,2022/9/21,09:51.2,2022/9/21,09:51.2,3,5,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Bottom,1,2,2,Splitter,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,,126.82019,-1.05164,3.297895,1127.574685,121.269692,10:00,1.698625,-0.746963,1.726217,-99.1536,16.5824,-21.1423,0.407671,-0.020051,116.36582,-8.222697,1.8115,0.485835,,,,,,,,,,,,13.1715,10.2595,0.663578,15.24,1.663956,-1.910627,-34.823899,-1.018334,2.084439,6.55246,-8.183037,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,7a291e50-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,124.85714,,,10.45437,,,,16.713594,-35.100075,3.27623,1.699609,-0.673432,-4.091519,0.745959,-1.998483,1.04222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=825,榊原 啓資,22A
22,2022/9/21,10:14.7,2022/9/21,10:14.7,3,6,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Bottom,1,2,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Double,0,1,,143.15895,-2.384677,2.825931,2339.322967,150.356485,11:00,1.620804,-0.822953,1.827465,-39.2189,50.8894,-27.1998,0.553867,-0.296135,130.00435,-5.355317,0.903069,0.428684,146.09577,10.849922,32.563289,3382.395502,26.346012,3.919913,20.73648,58.010247,58.000068,42.273206,1.938711,16.0824,28.8452,0.756867,15.24,1.5609,-1.802814,-39.296316,-1.763319,3.226846,8.671833,-4.019012,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,8821a040-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,141.50291,3.938027,,13.15459,,,,16.611815,-39.597888,4.335917,1.619791,-1.623554,-2.009506,0.821513,-1.915031,1.613423,-0.10877,0.503495,0.289612,243.448721,-0.10877,33.591151,-8.28862,1.803979,-0.411768,0.089491,-0.018003,0.002747,-0.000215,0.503495,7.639035,-4.421196,0.204428,-0.015214,-2e-05,0.00083,-0.000159,1.2e-05,0.289612,21.452054,-0.555408,-0.242819,0.118072,-0.037,0.008893,-0.001471,0.000121,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=849,榊原 啓資,22A
23,2022/9/21,11:11.3,2022/9/21,11:11.3,4,1,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Sou, Shibata",1000074204,Left,RIK,Undefined,1,Bottom,1,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,2,142.12195,-1.14858,4.129861,2181.182571,154.041189,11:15,1.634107,-0.798001,1.798325,-38.1087,54.4963,-24.8827,0.927137,0.123754,127.85765,-4.064777,2.378716,0.434582,144.44933,-3.981815,36.542327,,,,,8.558161,8.558161,34.829989,0.214365,16.1418,29.8271,0.698381,15.24,1.603352,-2.68692,-38.948659,-0.899948,3.155194,9.138845,-3.976428,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,a9e45b50-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,139.58235,0.929376,,14.26429,,,,16.640835,-39.275973,4.569422,1.633034,-0.75753,-1.988214,0.796639,-2.799926,1.577597,0.437283,0.929376,-0.114471,319.06141,0.437797,32.127315,-6.535054,,,,,,,0.929969,-2.823042,-7.080885,,,,,,,-0.114449,23.832027,-2.315251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=905,榊原 啓資,22A
24,2022/9/21,11:45.5,2022/9/21,11:45.5,5,1,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Jinto, Miyazaki",1000074131,Right,RIK,Undefined,1,Bottom,2,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,2,144.07744,-2.398184,2.984692,2285.023533,156.310158,11:15,1.633803,-0.776536,1.809802,-33.2112,57.0134,-23.5112,0.622281,-0.166956,129.27962,-4.968568,1.325302,0.42896,117.32453,11.083597,170.183405,6902.783943,,,,34.595599,19.424652,170.374392,1.227899,14.5469,32.1943,0.705521,15.24,1.57322,-1.937757,-39.490428,-1.74872,2.911919,9.684948,-3.36218,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,be5338e0-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,141.41168,2.276488,,14.79783,,,,16.628986,-39.829617,4.842474,1.632402,-1.630968,-1.68109,0.775172,-2.039739,1.45596,0.236296,0.566649,0.175185,323.867526,0.236296,-31.514,3.558586,-0.681782,0.133609,-0.024991,0.005007,-0.000846,7.8e-05,0.566649,6.265163,-6.003929,0.536489,-0.110679,0.022325,-0.004083,0.000753,-8e-05,0.175185,5.452813,-0.902339,0.18516,-0.037272,0.007303,-0.001415,0.000244,-2.2e-05,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=939,榊原 啓資,22A
25,2022/9/21,12:05.1,2022/9/21,12:05.1,5,2,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Jinto, Miyazaki",1000074131,Right,RIK,Undefined,1,Bottom,2,0,1,Splitter,Splitter,BallCalled,Undefined,Undefined,,Undefined,0,0,2,129.77316,1.794678,2.149409,1035.890288,103.037632,9:30,1.663966,-0.795459,1.72103,-98.0259,13.0429,-40.1662,1.194464,-0.585753,117.71643,-5.345471,-0.67381,0.475938,,,,,,,,,,,,21.8103,6.4506,0.742901,15.24,1.703032,-1.141387,-35.632052,0.729108,3.594559,7.190369,-8.743531,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,ca006b40-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,127.45349,,,12.05673,,,,16.718184,-35.929104,3.595185,1.665449,1.090325,-4.371766,0.793122,-1.289887,1.797279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=959,榊原 啓資,22A
26,2022/9/21,12:23.2,2022/9/21,12:23.2,5,3,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Jinto, Miyazaki",1000074131,Right,RIK,Undefined,1,Bottom,2,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,2,143.11853,-2.552759,4.002333,2271.457961,151.193779,11:00,1.64651,-0.789971,1.84833,-35.2777,55.8329,-28.8024,0.571413,0.052822,128.51722,-5.274836,1.968008,0.431061,107.75149,29.004254,151.282205,2893.933649,-30.640261,7.495501,13.612526,50.524123,22.212276,159.960904,2.370718,18.1681,31.8588,0.697065,15.24,1.583769,-2.597678,-39.195941,-1.850768,3.58601,9.472893,-3.518383,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,d4b88f40-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,140.72238,8.177654,,14.60131,,,,16.590612,-39.52101,4.736446,1.645208,-1.730032,-1.759191,0.788317,-2.720734,1.793005,0.381158,0.519873,-0.057453,321.353859,0.381132,-22.955998,1.271444,-0.048783,-0.015326,0.010021,0.005752,-0.004824,0.000828,0.519887,14.511802,-7.61092,0.787654,-0.083088,-0.040997,0.036248,-0.010733,0.001138,-0.0574,12.575489,-2.207611,-0.024238,0.047604,-0.016249,-0.016707,0.011485,-0.001878,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=977,榊原 啓資,22A
27,2022/9/21,12:46.6,2022/9/21,12:46.6,5,4,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Jinto, Miyazaki",1000074131,Right,RIK,Undefined,1,Bottom,2,1,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,2,147.10851,-2.174391,2.591185,2369.350107,139.980542,10:45,1.624333,-0.78071,1.838753,-37.2917,47.5688,-37.5808,0.636777,-0.424666,133.97541,-4.995818,-0.068799,0.416013,,,,,,,,,,,,21.1008,26.8434,0.721345,15.24,1.570047,-1.633401,-40.412078,-1.657257,4.494217,8.873859,-4.089346,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,e2accb70-3952-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Kyoichiro, Murakami",1000073845.0,Right,HOS_HOS,145.81259,,,13.1331,,,,16.600618,-40.709753,4.43693,1.623339,-1.52008,-2.044673,0.778666,-1.78416,2.247109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.33418,,,1.338721,,,,-1.293808,1.657624,-1.840587,23.45779,1.448383,14.575211,-1.244446,20.546508,-1.558327,1.676198,5.019272,-3.873117,-1.821461,13.117644,-0.647172,https://youtu.be/Rn2KWOu-yus/&t=1001,榊原 啓資,22A
28,2022/9/21,14:52.0,2022/9/21,14:52.0,1,1,"Kosei, Shoji",1000101253,Right,RIK,"Sota, Imaizumi",1000089968,Right,HOS_HOS,Undefined,2,Top,0,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,146.80059,-1.876098,-2.199857,2156.023702,179.142884,12:00,1.833654,0.459784,1.858202,-32.7475,53.8858,-0.7559,0.976714,-0.168236,131.21452,-4.419981,-2.253396,0.420336,114.72378,49.021353,145.867559,4154.643142,,,,,25.013235,,,-1.5523,30.3314,-0.408114,15.24,1.787535,1.550551,-40.262231,-1.408737,-0.321388,10.457126,-3.526943,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,2d69f160-3953-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,144.31296,19.294749,,15.58607,,,,16.580156,-40.608812,5.228563,1.832287,-1.291843,-1.763471,-0.45968,1.561203,-0.160694,0.312773,0.963628,0.170898,326.438124,0.312772,-17.298126,-0.291653,0.42931,-0.195549,0.155549,-0.133981,0.068647,-0.014182,0.963627,24.058782,-8.778488,1.132572,-0.288654,0.143108,-0.109608,0.053824,-0.010818,0.170897,11.726241,-2.642219,0.638839,-0.191357,0.132589,-0.114508,0.057961,-0.011836,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=1124,榊原 啓資,22A
29,2022/9/21,15:06.0,2022/9/21,15:06.0,1,2,"Kosei, Shoji",1000101253,Right,RIK,"Sota, Imaizumi",1000089968,Right,HOS_HOS,Undefined,2,Top,0,0,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,113.57996,3.275291,-0.980775,2322.870054,30.039365,7:00,1.889263,0.368834,1.678867,-188.5622,-42.3602,-27.3218,0.938378,-0.183969,103.84094,-10.216087,-2.900284,0.546049,,,,,,,,,,,,12.8929,-22.1929,-0.340542,15.24,1.961371,0.652158,-31.194952,1.073561,1.620759,5.741321,-12.596508,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,35d39180-3953-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,111.08903,,,9.73902,,,,16.762393,-31.473896,2.870661,1.894345,1.685567,-6.298254,-0.370315,0.573413,0.810379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=1138,榊原 啓資,22A
