PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,Catcher Pos,season
128,2021/4/10,33:37.1,2021/4/10,33:37.1,3,2,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,5,Bottom,2,1,0,Splitter,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,130.24683,-1.402283,-2.457371,1458.498611,236.208883,1:45,1.629959,0.412415,1.759534,-82.6045,27.7541,35.5362,0.405739,0.070364,118.0123,-7.454994,0.048701,0.474414,,,,,,,,,,,,-20.0319,16.4497,-0.353081,15.24,1.588711,1.36532,-35.74528,-1.183828,-3.302251,7.617176,-7.094937,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,ae3ade40-99c6-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,127.86288,,,12.23452,,,,16.679517,-36.05073,3.808588,1.630479,-0.89932,-3.547469,-0.410485,1.497741,-1.651125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
129,2021/4/10,33:52.8,2021/4/10,33:52.8,3,3,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,5,Bottom,2,1,1,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,130.53649,-1.112541,-1.937456,1493.221327,244.037846,2:15,1.609139,0.456108,1.768653,-86.5259,23.317,39.6952,0.428286,0.303639,118.11228,-7.449049,0.865429,0.473305,,,,,,,,,,,,-21.6108,14.0508,-0.410343,15.24,1.575229,1.019755,-35.832921,-1.023689,-3.574452,7.751559,-7.482628,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,b78fc8c0-99c6-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,128.1627,,,12.4242,,,,16.670008,-36.140943,3.875779,1.609999,-0.726352,-3.741314,-0.453687,1.161792,-1.787226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
130,2021/4/10,34:06.3,2021/4/10,34:06.3,3,4,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,5,Bottom,2,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,,143.10687,-1.143176,-1.56519,2201.134621,206.92498,1:00,1.611653,0.437225,1.716003,-34.8417,57.9798,27.5912,0.937964,0.267902,127.56096,-3.839222,0.374057,0.43509,118.43951,65.448402,-143.575964,5523.243515,-29.063109,26.881452,-16.717067,52.360093,,-151.367032,4.377064,-15.3529,31.3899,-0.398787,15.24,1.579493,0.924844,-39.240642,-0.886813,-3.015041,10.038685,-3.642216,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,bf95ec20-99c6-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,139.4195,28.188012,,15.54591,,,,16.722529,-39.618093,5.019343,1.610262,-0.749867,-1.821108,-0.435692,1.038209,-1.507521,0.329798,0.887493,-0.259646,11.201799,0.329375,-10.991675,-1.578771,0.900405,-0.195571,0.001279,0.01191,-0.002694,0.000189,0.888181,29.907389,-10.177796,1.310536,-0.097523,-0.053017,0.020173,-0.002827,0.000144,-0.259935,-8.110529,0.726998,-0.00714,-0.032248,0.007498,0.000954,-0.000516,4.7e-05,,,,,,,,,,,,,,,,,,,,,,,,,21S
131,2021/4/10,34:37.4,2021/4/10,34:37.4,3,5,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,5,Bottom,2,2,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,,Out,1,0,,142.45387,0.388669,-1.988436,2215.387754,215.293053,1:15,1.611785,0.434656,1.718416,-47.9235,45.8516,29.8457,1.243136,0.167478,126.73036,-3.236433,0.10882,0.437319,151.26172,44.452923,-23.61375,4582.290519,,,,,,,,-16.816,23.8595,-0.385444,15.24,1.618339,1.195171,-39.050167,0.095405,-3.267319,10.010233,-5.17079,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,d22e5c00-99c6-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,138.70878,35.540886,,15.72351,,,,16.719782,-39.427674,5.005117,1.611064,0.290406,-2.585395,-0.432839,1.318388,-1.63366,0.180322,1.168259,-0.156368,155.427721,0.180323,27.48145,-8.201523,2.538652,-0.649586,0.148888,-0.028681,0.00391,-0.000275,1.168259,29.42558,-6.691161,0.293145,0.093069,-0.059025,0.018421,-0.003544,0.000328,-0.156368,-12.014238,0.387192,0.035881,-0.042665,0.017196,-0.004786,0.000863,-7.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,21S
132,2021/4/10,39:09.0,2021/4/10,39:09.0,1,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Kosuke, Morita",1000073314,Right,KEI_KEI,Undefined,6,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,141.98721,-2.117632,-2.374815,2453.106782,208.422672,1:00,1.666096,0.300126,1.853816,-29.0665,61.9897,31.8824,0.777506,-0.051095,129.00411,-4.379957,-0.116525,0.430933,,,,,,,,,,,,-18.0496,34.3006,-0.246106,15.24,1.614236,1.457123,-39.004075,-1.5114,-3.574841,8.397804,-3.013195,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,740d4360-99c7-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,140.76446,,,12.98309,,,,16.585294,-39.292657,4.198902,1.664395,-1.407854,-1.506598,-0.29829,1.579969,-1.787421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
133,2021/4/10,39:19.4,2021/4/10,39:19.4,1,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Kosuke, Morita",1000073314,Right,KEI_KEI,Undefined,6,Top,0,0,1,Cutter,Slider,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,,128.78115,-0.581888,-2.28889,2204.021597,167.994386,11:30,1.647229,0.320149,1.696562,-91.0975,21.5037,-3.7976,0.570435,-0.369887,117.896,-7.185396,-2.555467,0.47921,99.9776,30.320372,0.369784,3427.032528,33.499602,11.727603,1.377716,58.475593,,3.167563,3.36889,0.2558,12.3521,-0.259658,15.24,1.624754,1.431953,-35.383181,-0.713059,0.041736,6.847236,-7.79129,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,7a33aa40-99c7-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,126.58326,11.745905,,10.88515,,,,16.743135,-35.672877,3.423618,1.64795,-0.383422,-3.895645,-0.320205,1.430188,0.020868,0.576624,0.573598,0.36479,188.397389,0.576616,23.972626,-3.814023,0.89916,-0.184377,0.04742,-0.015353,0.003315,-0.000286,0.573672,14.017772,-4.573625,0.096322,0.047369,-0.05045,0.023095,-0.004842,0.00038,0.364796,0.154422,0.353873,-0.074344,0.019563,-0.007998,0.002892,-0.000586,4.7e-05,,,,,,,,,,,,,,,,,,,,,,,,,21S
134,2021/4/10,39:59.4,2021/4/10,39:59.4,2,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,6,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,144.50376,-0.757127,-2.880453,2266.781359,211.722465,1:00,1.679806,0.302301,1.813877,-28.9824,59.1116,34.7648,1.175672,-0.16499,131.43051,-3.002571,-0.425437,0.423865,,,,,,,,,,,,-19.7378,31.582,-0.234672,15.24,1.659401,1.816635,-39.705811,-0.599292,-4.062714,8.480932,-3.305989,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,9216ee10-99c7-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,143.11151,,,13.07325,,,,16.625334,-40.000616,4.240466,1.678235,-0.484373,-1.652994,-0.300274,1.957859,-2.031357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
135,2021/4/10,40:11.2,2021/4/10,40:11.2,2,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,6,Top,1,1,0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,130.20166,0.903444,-2.507326,2269.781192,139.485349,10:45,1.640067,0.364414,1.660187,-99.0928,9.0076,-5.4255,0.907219,-0.405799,121.75537,-6.192181,-2.88699,0.469535,,,,,,,,,,,,1.3644,4.9212,-0.296433,15.24,1.656129,1.595735,-35.851699,0.15618,0.234449,5.388112,-8.960993,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,991f0260-99c7-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,129.19154,,,8.44629,,,,16.780239,-36.082438,2.694056,1.641224,0.539922,-4.480496,-0.364553,1.585696,0.117225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
136,2021/4/10,40:23.6,2021/4/10,40:23.6,2,3,"Ginji, Miura",1000073786,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,6,Top,1,2,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,130.63852,-0.228739,-1.005164,2099.058552,104.10021,9:30,1.656698,0.332798,1.710058,-103.4525,4.6221,-5.8474,0.557088,-0.011669,120.79141,-7.674261,-1.416733,0.469479,,,,,,,,,,,,2.3104,3.4241,-0.306151,15.24,1.642664,0.658388,-35.961729,-0.562674,0.393168,6.455851,-9.223967,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,a07fbe00-99c7-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,129.20696,,,9.84711,,,,16.730144,-36.228252,3.227925,1.658033,-0.181872,-4.611983,-0.332997,0.642156,0.196584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
137,2021/4/10,40:39.5,2021/4/10,40:39.5,2,4,"Ginji, Miura",1000073786,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,6,Top,1,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,142.56463,-2.120101,-2.410674,2291.294787,197.530326,12:30,1.624123,0.325622,1.874407,-29.4764,60.1386,18.0903,0.731483,-0.172783,130.25634,-4.398072,-1.128036,0.427509,119.79112,50.657235,115.442593,6101.256997,-20.463458,24.01709,26.5588,62.887851,,133.753955,4.183618,-11.0691,33.4862,-0.270829,15.24,1.573069,1.562644,-39.191967,-1.528485,-2.224606,8.099807,-3.076782,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,a9fd8d40-99c7-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,141.89184,24.043829,,12.30828,,,,16.565333,-39.464924,4.049904,1.622831,-1.424801,-1.538391,-0.324752,1.637611,-1.112303,0.24045,0.668395,0.128656,318.641445,0.243671,-9.144409,-1.78213,0.281485,0.426555,-0.305385,0.089442,-0.012082,0.00061,0.667046,25.773254,-8.748082,1.519149,-0.705688,0.332439,-0.101623,0.016345,-0.001047,0.129308,19.038828,-4.040469,1.045333,-0.329423,0.149364,-0.0555,0.010754,-0.000792,,,,,,,,,,,,,,,,,,,,,,,,,21S
138,2021/4/10,41:10.3,2021/4/10,41:10.3,2,5,"Ginji, Miura",1000073786,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,6,Top,1,2,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,,142.39484,-1.102773,-2.268074,2173.692404,210.189363,1:00,1.618299,0.302508,1.846982,-33.4414,57.8211,31.7297,0.972506,-0.020362,128.29244,-3.694771,-0.021182,0.431421,106.55595,36.22289,160.078764,4405.821549,-32.587296,10.48485,7.886294,50.676229,,170.17133,2.687684,-18.1415,31.5868,-0.25083,15.24,1.590048,1.390225,-39.108814,-0.84338,-3.579091,9.135202,-3.574972,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,bc568320-99c7-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,140.60526,11.282719,,14.1024,,,,16.592133,-39.423386,4.567601,1.61697,-0.720276,-1.787486,-0.300825,1.513472,-1.789546,0.290146,0.974386,0.019799,320.882889,0.290225,-22.453114,1.251573,0.018216,0.103085,-0.110114,0.055231,-0.013016,0.00116,0.974386,17.490838,-8.414482,1.043112,-0.233291,0.053876,-0.013159,0.002966,-0.000323,0.019741,8.138722,-2.546137,0.490337,-0.199507,0.110313,-0.047084,0.010866,-0.000988,,,,,,,,,,,,,,,,,,,,,,,,,21S
139,2021/4/10,41:39.7,2021/4/10,41:39.7,2,6,"Ginji, Miura",1000073786,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,6,Top,1,2,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,,Out,1,0,,142.67816,-2.052269,-1.785514,2359.329996,184.795048,12:15,1.636611,0.30935,1.890986,-33.5762,58.0971,4.5644,0.722945,-0.147498,127.05247,-4.681669,-1.461376,0.43239,149.9553,49.070572,17.338233,5233.811847,,,,,,,,-3.9967,32.9695,-0.268741,15.24,1.587591,1.19722,-39.131959,-1.486347,-0.777995,10.222774,-3.388852,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,cdd7ddb0-99c7-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,140.28986,35.857285,,15.62568,,,,16.547437,-39.472034,5.111387,1.635162,-1.373612,-1.694426,-0.308999,1.223101,-0.388997,0.450091,0.680885,0.143638,201.465298,0.450092,26.048911,-8.913276,2.886792,-0.782758,0.195099,-0.043159,0.007187,-0.000634,0.680885,31.470512,-7.771831,0.538617,0.05451,-0.056571,0.018958,-0.003664,0.000331,0.143638,8.132433,0.323829,-0.410356,0.175494,-0.056558,0.01422,-0.002412,0.000198,,,,,,,,,,,,,,,,,,,,,,,,,21S
140,2021/4/10,42:23.7,2021/4/10,42:23.7,3,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Haruto, Watanabe",1000073445,Right,KEI_KEI,Undefined,6,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,143.03418,-2.865539,-2.361607,2420.453759,196.08283,12:30,1.617609,0.381341,1.868245,-33.0691,57.4984,15.611,0.478241,-0.128269,128.87048,-5.424085,-1.25503,0.429775,,,,,,,,,,,,-9.9648,32.9534,-0.32726,15.24,1.548697,1.539866,-39.232679,-2.05247,-1.975299,9.310626,-3.274398,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,e8131b40-99c7-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,141.14371,,,14.1637,,,,16.570566,-39.547186,4.655313,1.616159,-1.941863,-1.637199,-0.380403,1.60659,-0.987649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
141,2021/4/10,42:38.7,2021/4/10,42:38.7,3,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Haruto, Watanabe",1000073445,Right,KEI_KEI,Undefined,6,Top,2,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,143.51005,-2.393526,-1.881268,2219.014729,216.892875,1:15,1.663683,0.345517,1.8539,-44.0018,45.8331,31.9683,0.547974,0.134523,129.63773,-5.716385,0.385378,0.428033,,,,,,,,,,,,-18.0627,26.5373,-0.303266,15.24,1.604533,1.136292,-39.404843,-1.794161,-3.616731,9.2942,-4.493037,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,f1032970-99c7-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,141.71806,,,13.87232,,,,16.585514,-39.720934,4.6471,1.662953,-1.641355,-2.246519,-0.344003,1.259295,-1.808365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
142,2021/4/10,43:21.2,2021/4/10,43:21.2,3,3,"Ginji, Miura",1000073786,Right,HOS_HOS,"Haruto, Watanabe",1000073445,Right,KEI_KEI,Undefined,6,Top,2,1,1,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,124.55566,2.122497,1.268712,2470.956624,61.550904,8:00,1.645992,0.394768,1.778888,-135.7882,-14.1689,-34.7651,0.88982,0.406592,111.67136,-7.756509,-1.187268,0.49803,,,,,,,,,,,,18.5716,-7.3345,-0.424001,15.24,1.689585,-0.592279,-34.168807,0.735909,2.764191,7.633562,-10.898309,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,0a619b90-99c8-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,121.79979,,,12.8843,,,,16.659955,-34.484576,3.816781,1.649819,1.186727,-5.449155,-0.397136,-0.706623,1.382096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
143,2021/4/10,43:36.3,2021/4/10,43:36.2,3,4,"Ginji, Miura",1000073786,Right,HOS_HOS,"Haruto, Watanabe",1000073445,Right,KEI_KEI,Undefined,6,Top,2,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,144.89241,-1.390252,-2.491494,2479.440679,199.875626,12:45,1.653038,0.343659,1.864213,-28.1923,61.1819,20.8011,0.97889,-0.150884,128.56755,-3.639713,-1.017691,0.426934,,,,,,,,,,,,-13.0861,33.9089,-0.286737,15.24,1.61884,1.623338,-39.727027,-1.026889,-2.619345,10.709153,-3.019357,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,134eeaa0-99c8-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,142.08286,,,16.32487,,,,16.574446,-40.085137,5.354576,1.651491,-0.925923,-1.509679,-0.342485,1.710928,-1.309672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
144,2021/4/10,44:08.3,2021/4/10,44:08.3,3,5,"Ginji, Miura",1000073786,Right,HOS_HOS,"Haruto, Watanabe",1000073445,Right,KEI_KEI,Undefined,6,Top,2,2,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,,147.0045,-2.03679,-1.786684,2521.518068,212.487296,1:00,1.622757,0.371066,1.84365,-29.6869,56.7532,34.0003,0.750661,0.206771,131.39654,-4.364294,0.621674,0.419868,136.17558,32.058738,-25.434107,4213.787815,28.556521,17.947128,-17.568487,87.000803,,-39.533104,4.371908,-19.0065,31.8937,-0.330826,15.24,1.572526,1.080389,-40.332637,-1.510053,-3.951308,10.445653,-3.176201,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,266e16b0-99c8-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,144.47414,20.645844,,15.60796,,,,16.595105,-40.682078,5.222826,1.621265,-1.403799,-1.588101,-0.369179,1.212574,-1.975654,0.288547,0.720805,-0.201992,143.199413,0.288793,28.945612,-7.412184,2.010861,-0.446345,0.085926,-0.014689,0.001891,-0.000116,0.721179,20.067626,-5.331163,-0.039825,0.214489,-0.107504,0.029775,-0.00426,0.000242,-0.201905,-13.770536,0.051961,0.191447,-0.069634,0.012387,-0.000823,-5.1e-05,8e-06,,,,,,,,,,,,,,,,,,,,,,,,,21S
145,2021/4/10,46:35.6,2021/4/10,46:35.6,1,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,6,Bottom,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,116.75313,1.528846,-0.605557,2380.433177,33.338224,7:00,1.6571,0.354053,1.588518,-186.4575,-46.3666,-33.6462,0.230844,-0.155977,106.96033,-11.699901,-2.963145,0.534515,,,,,,,,,,,,16.3794,-23.2385,-0.333801,15.24,1.683152,0.488723,-32.086488,0.114121,2.16909,6.288786,-12.884081,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,7e3d7d40-99c8-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,113.48616,,,9.7928,,,,16.852966,-32.401078,3.144393,1.661322,0.758636,-6.442041,-0.355535,0.380216,1.084545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
146,2021/4/10,46:55.1,2021/4/10,46:55.1,1,2,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,6,Bottom,0,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,141.38285,-0.171004,-2.921584,2202.999133,217.34165,1:15,1.621582,0.434625,1.793145,-48.7394,43.4553,30.8897,1.085723,-0.084131,128.80884,-3.811784,-0.74305,0.433618,113.78638,31.649287,157.853084,4372.095049,-32.23762,11.144221,9.212091,61.117543,,172.558685,2.856208,-17.9321,23.2567,-0.364884,15.24,1.614018,1.829065,-38.854375,-0.289868,-3.535157,8.106986,-5.221799,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,89de0570-99c8-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,139.89259,11.2006,,12.574,,,,16.646537,-39.146749,4.053493,1.621076,-0.101547,-2.610899,-0.433148,1.956558,-1.767578,0.222279,1.110239,0.092759,313.837589,0.222285,-24.920794,1.37653,-0.009677,-0.091442,0.102884,-0.051566,0.012042,-0.001085,1.110176,16.587696,-7.786641,0.98298,-0.24966,0.088569,-0.020486,0.002068,-4e-05,0.092754,10.141615,-2.558357,-0.126891,0.237899,-0.237184,0.115303,-0.026532,0.00237,,,,,,,,,,,,,,,,,,,,,,,,,21S
