PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runer,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,season
53,2020/9/20,39:48.5,2020/9/20,39:48.5,6,3,"Kei, Nishiyama",1000073965,Right,TOK,"Yudai, Murata",1000073800,Left,HOS_HOS,Undefined,2,Top,2,1,1,Fastball,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,"1,3",,,131.56132,-0.304111,-1.102328,2017.566267,181.517234,12:00,1.577786,0.660341,1.982435,-64.7227,38.3991,0.9356,0.84547,0.361294,121.00208,-5.12736,-1.035452,0.458596,,,,,,,,,,,,-1.2317,21.2972,-0.636917,15.24,1.567858,0.69342,-36.24352,-0.396036,-0.212596,6.65007,-6.1307,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,4fd277b0-fafb-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,132.27337,,,10.55924,,,,16.457173,-36.466167,3.325035,1.577682,-0.190778,-3.06535,-0.660252,0.700538,-0.106298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
54,2020/9/20,40:08.2,2020/9/20,40:08.2,6,4,"Kei, Nishiyama",1000073965,Right,TOK,"Yudai, Murata",1000073800,Left,HOS_HOS,Undefined,2,Top,2,1,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,"1,3",,,133.62042,0.195681,-2.270148,1959.103388,193.321805,12:30,1.600672,0.646419,1.982846,-65.9132,34.3969,7.4207,0.996322,0.085258,122.50029,-4.715237,-1.74031,0.4523,127.95615,-23.310712,21.375996,,,,,3.006421,,14.932039,0.064826,-5.4977,18.8378,-0.598461,15.24,1.601343,1.427102,-36.788543,-0.087101,-0.974618,7.062047,-6.467154,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,5b9491a0-fafb-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,134.11441,0.951101,,11.12012,,,,16.457124,-37.021449,3.531023,1.600698,0.126185,-3.233577,-0.646057,1.459245,-0.487309,0.958508,0.951101,-0.033646,,0.958473,30.403612,-5.826952,,,,,,,0.951111,-14.067164,-9.345317,,,,,,,-0.03365,11.898433,8.803993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
55,2020/9/20,42:17.3,2020/9/20,42:17.3,1,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Shuhei, Oto",1000073866,Right,TOK,Undefined,2,Bottom,0,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,,,148.72508,-2.547084,-2.464896,2260.874808,202.369971,12:45,1.689252,0.43287,2.141939,-28.068,51.7051,20.2171,0.702023,-0.048049,135.74883,-4.7416,-1.007113,0.403351,142.69536,34.054597,45.436933,4931.240163,20.849348,19.579986,26.256882,92.709593,,63.677673,4.675365,-12.5809,30.2613,-0.38787,15.24,1.640689,1.671677,-40.922227,-1.881027,-2.749445,9.045562,-3.193306,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,a884eb40-fafb-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,150.39021,23.756874,,12.97626,,,,16.297794,-41.15538,4.522781,1.688112,-1.798718,-1.596653,-0.431872,1.742545,-1.374722,0.076696,0.598044,0.033779,219.991416,0.076789,23.041141,-6.740121,1.651798,-0.364083,0.069517,-0.010218,0.000946,-3.9e-05,0.598067,22.195709,-6.15335,0.537672,-0.091291,0.012786,-0.001553,0.000181,-1e-05,0.033797,23.397251,-2.45615,0.537743,-0.10955,0.020219,-0.003036,0.000287,-1.2e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
56,2020/9/20,42:33.6,2020/9/20,42:33.6,1,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Shuhei, Oto",1000073866,Right,TOK,Undefined,2,Bottom,0,0,1,Slider,Curveball,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,,,116.09756,2.651725,-1.237664,2132.5551,22.273782,6:45,1.642865,0.440583,1.738638,-171.5182,-33.7273,-15.5804,0.681473,-0.066766,106.79086,-9.65847,-2.3362,0.530109,137.49507,-11.336287,-14.672137,,,,,2.361986,,-12.827112,0.058666,7.0048,-17.8136,-0.407781,15.24,1.697822,0.755248,-31.92651,0.845321,0.929554,5.62586,-12.170555,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,b2419840-fafb-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,114.42935,0.463075,,9.3067,,,,16.702542,-32.183197,2.81293,1.646585,1.400618,-6.085278,-0.441272,0.712836,0.464777,0.190202,0.463075,0.055854,,0.190192,36.228965,-3.651423,,,,,,,0.463079,-7.508361,-6.581747,,,,,,,0.05586,-9.486232,-6.893299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
57,2020/9/20,43:03.0,2020/9/20,43:03.0,2,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,2,Bottom,1,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,,,150.48137,-2.847048,-2.742885,2240.766815,210.680612,1:00,1.690229,0.467017,2.122711,-33.0435,45.4019,25.378,0.568774,-0.040363,136.96327,-5.397087,-0.915247,0.39998,124.04566,16.545825,-72.321089,3844.597908,6.933242,5.573315,-32.803232,57.988285,,-81.772587,2.265691,-15.4972,27.0704,-0.416093,15.24,1.634909,1.863929,-41.366707,-2.142214,-3.44972,9.512241,-3.780727,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,c3c11e10-fafb-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,151.6575,5.612149,,13.5181,,,,16.316682,-41.613552,4.756121,1.689227,-2.044103,-1.890364,-0.465624,1.95345,-1.72486,-0.229424,0.440413,0.101957,112.698447,-0.229436,10.031426,-4.322389,1.050547,-0.252813,0.059738,-0.00905,-0.00014,0.00019,0.440418,9.812497,-4.916126,0.273481,-0.027084,-0.000396,0.00054,0.000365,-9.3e-05,0.101955,-31.470303,3.490761,-0.471986,0.05893,-0.001304,-0.000955,8.8e-05,8e-06,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
58,2020/9/20,43:18.3,2020/9/20,43:18.3,2,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,2,Bottom,1,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,150.21826,-1.666161,-1.9375,2315.443569,202.741276,12:45,1.698215,0.414197,2.073774,-30.7542,48.7793,19.2747,0.926841,0.067831,135.72657,-4.065576,-0.552792,0.402745,,,,,,,,,,,,-11.714,27.9471,-0.376735,15.24,1.663802,1.305638,-41.314673,-1.275651,-2.582493,10.08493,-3.645385,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,ccd86350-fafb-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,150.61653,,,14.49168,,,,16.365351,-41.588464,5.042465,1.697091,-1.176684,-1.822693,-0.413133,1.375749,-1.291247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
59,2020/9/20,43:37.9,2020/9/20,43:37.9,2,3,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,2,Bottom,1,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,153.55846,-1.314837,-3.235754,2380.701436,195.479805,12:30,1.687053,0.437293,2.102888,-25.8801,49.5463,13.0353,1.062557,-0.331677,139.59206,-3.347228,-2.299485,0.392208,,,,,,,,,,,,-9.2998,28.0064,-0.375582,15.24,1.660425,2.325046,-42.22927,-1.024937,-2.158334,9.87508,-3.306851,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,d88ff5f0-fafb-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,154.66285,,,13.9664,,,,16.336452,-42.484896,4.93754,1.685848,-0.939336,-1.653426,-0.436492,2.380917,-1.079167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
60,2020/9/20,44:00.2,2020/9/20,44:00.2,2,4,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,2,Bottom,1,0,2,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,138.04365,-1.81284,-2.860746,1694.31769,249.340493,2:15,1.665824,0.45297,1.9472,-80.0503,14.2819,30.3561,0.356278,-0.04616,127.3548,-7.673184,-0.6951,0.438616,,,,,,,,,,,,-17.7792,9.5706,-0.391841,15.24,1.621642,1.761116,-37.978574,-1.498281,-3.369043,7.313484,-7.993075,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,e5dcf5a0-fafb-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,138.29865,,,10.68885,,,,16.492923,-38.219086,3.656742,1.666592,-1.23542,-3.996537,-0.451579,1.871911,-1.684521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
61,2020/9/20,44:17.3,2020/9/20,44:17.3,2,5,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,2,Bottom,1,1,2,Cutter,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,137.28115,0.083759,-1.466471,2284.640837,162.955411,11:30,1.678013,0.429874,1.888826,-62.7902,32.9571,-9.2449,1.073686,-0.075292,126.31366,-4.560187,-2.123096,0.441894,,,,,,,,,,,,3.8187,17.8999,-0.395712,15.24,1.6761,1.010484,-37.803792,-0.167271,0.718129,7.132521,-6.440509,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,f008df30-fafb-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,137.2728,,,10.96748,,,,16.550883,-38.050315,3.566261,1.678035,0.055334,-3.220254,-0.430209,0.985664,0.359065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
62,2020/9/20,44:41.8,2020/9/20,44:41.8,2,6,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,2,Bottom,1,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,,,152.21624,-1.607363,-2.125867,2317.943594,204.890032,12:45,1.682056,0.388147,2.128932,-30.6855,45.2624,19.9054,0.929244,-0.002324,139.26761,-3.978861,-0.691104,0.393561,108.95156,31.809983,-65.533955,3880.789508,10.288583,11.896961,-31.910361,58.912089,,-76.806219,3.086927,-12.0807,25.984,-0.348946,15.24,1.650455,1.464524,-41.922968,-1.253568,-2.779638,9.218176,-3.828026,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,fea5b770-fafb-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,154.13098,11.930824,,12.94863,,,,16.310789,-42.157759,4.609088,1.681142,-1.156067,-1.914013,-0.387149,1.535322,-1.389819,-0.17049,0.865715,0.023755,123.537149,-0.170488,10.651394,-3.311414,0.692023,-0.141999,0.026222,-0.004173,0.000502,-3e-05,0.865717,15.952354,-6.389446,0.577241,-0.112886,0.019692,-0.002297,0.000248,-1.8e-05,0.023755,-23.409301,2.043884,-0.256672,0.042009,-0.004853,0.001087,-0.000212,1.6e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
63,2020/9/20,45:08.3,2020/9/20,45:08.3,2,7,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,2,Bottom,1,1,2,Splitter,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,137.9019,-1.019796,-3.496781,1666.604992,238.378562,2:00,1.651973,0.457166,1.982006,-72.9173,20.5072,29.1012,0.636953,-0.231254,127.88218,-6.38049,-1.420031,0.436501,,,,,,,,,,,,-17.4792,12.1875,-0.384073,15.24,1.626342,2.193749,-37.963408,-0.93409,-3.336965,6.714265,-7.479934,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,0e6a6de0-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,138.9688,,,10.01972,,,,16.458472,-38.1783,3.357132,1.652407,-0.694692,-3.739967,-0.455994,2.30055,-1.668483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
64,2020/9/20,45:35.4,2020/9/20,45:35.4,2,8,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,2,Bottom,1,1,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,,,,153.51773,-1.856857,-0.720274,2473.958251,203.988389,12:45,1.691813,0.4004,2.187134,-29.0757,45.688,19.2008,0.888033,0.393481,139.22559,-4.133041,0.670056,0.390481,,,,,,,,,,,,-10.7283,26.6006,-0.388026,15.24,1.657492,0.440323,-42.268628,-1.43016,-2.484544,10.243928,-3.64629,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,1e90f360-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,155.34679,,,14.29215,,,,16.251637,-42.513094,5.121964,1.690584,-1.343143,-1.823145,-0.399242,0.499615,-1.242272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.48141,2.855286,1.815808,1.039478,-1.06285,0.776491,-0.412674,-0.697707,1.660045,-0.135466,21.445993,2.198717,-16.58654,-0.668214,22.889676,-1.540626,1.684181,4.734652,-4.066856,-0.191905,-18.067917,2.183457,水沼 大輔,20A
65,2020/9/20,45:59.2,2020/9/20,45:59.2,3,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yu, Miyazaki",1000073899,Left,TOK,Undefined,2,Bottom,2,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,151.79686,-1.881893,-2.088126,2321.651812,209.091538,1:00,1.664421,0.388318,2.084247,-33.2786,44.2905,23.1667,0.808003,0.039307,137.61562,-4.452183,-0.422691,0.39774,115.97925,40.033745,-105.404746,4914.70956,,,,,,,,-13.8496,25.7024,-0.348384,15.24,1.626025,1.411621,-41.755637,-1.460716,-3.129285,10.016639,-3.999244,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,2cc25fa0-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,152.51181,13.318811,,14.18124,,,,16.355033,-42.022268,5.00832,1.663491,-1.354261,-1.999622,-0.387068,1.494919,-1.564643,-0.069822,0.766683,-0.03355,48.370149,-0.069822,-6.552453,-1.837486,0.302567,-0.058062,0.004217,0.011166,-0.01183,0.004545,0.766683,20.72287,-7.5495,0.899744,-0.16591,0.027076,0.014944,-0.019166,0.007506,-0.03355,-23.780834,2.851029,-0.016371,-0.006259,0.014059,-0.009532,0.006021,-0.002038,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
66,2020/9/20,46:15.5,2020/9/20,46:15.5,3,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yu, Miyazaki",1000073899,Left,TOK,Undefined,2,Bottom,2,0,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Error,0,0,,,,153.51555,-2.994917,-2.49355,2409.729786,191.257833,12:30,1.686019,0.379821,2.130152,-22.0928,53.3297,10.1058,0.63347,-0.210674,139.42157,-4.755883,-1.765678,0.392198,98.19268,0.683164,-3.401128,1362.548758,,,,9.947608,,-2.671632,0.379783,-7.2746,31.4666,-0.333458,15.24,1.628708,1.790416,-42.200057,-2.245354,-1.681846,10.07549,-2.53174,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,367ee590-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,154.6669,0.553281,,14.09399,,,,16.309273,-42.454584,5.037745,1.684622,-2.181397,-1.26587,-0.379224,1.832903,-0.840923,-0.027051,0.547834,0.238645,101.865674,-0.026262,27.197997,-2.544736,,,,,,,0.548494,0.302182,-4.60292,,,,,,,0.238946,-1.628626,-0.585052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
67,2020/9/20,46:58.7,2020/9/20,46:58.7,4,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Masaya, Morisue",1000073965,Right,TOK,Undefined,2,Bottom,2,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,150.36914,-1.310471,-2.077688,2337.392751,199.230047,12:45,1.669569,0.412045,2.054183,-31.5453,47.4681,15.652,0.988861,-0.010299,136.75899,-3.750753,-0.954863,0.401426,,,,,,,,,,,,-9.7754,26.7953,-0.371004,15.24,1.641637,1.426082,-41.379395,-1.027961,-2.178391,9.478475,-3.835498,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,5041e5e0-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,151.11145,,,13.61015,,,,16.385129,-41.640875,4.739237,1.668536,-0.922152,-1.917749,-0.411174,1.486176,-1.089196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
68,2020/9/20,47:24.0,2020/9/20,47:24.0,4,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Masaya, Morisue",1000073965,Right,TOK,Undefined,2,Bottom,2,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,,,149.34572,-1.872493,-1.854941,2330.903141,205.009816,12:45,1.671516,0.417494,2.12841,-36.6112,42.6483,18.6938,0.785907,0.090077,136.15581,-4.682257,-0.506985,0.40205,125.78381,13.214136,-156.277845,1586.099991,-31.053835,3.44119,-12.640637,50.309153,,-158.709996,1.751641,-11.3053,24.8942,-0.383312,15.24,1.634724,1.246517,-41.115379,-1.442848,-2.489823,9.272828,-4.324094,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,5f532ad0-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,150.87667,3.802754,,13.1899,,,,16.311084,-41.356237,4.636414,1.670743,-1.330531,-2.162047,-0.41653,1.311189,-1.244911,-0.150948,0.651617,-0.067683,107.763237,-0.150948,-31.140812,3.020113,-0.37569,0.079662,-0.013427,0.002115,-0.000334,3e-05,0.651617,7.986959,-5.354372,0.413122,-0.066903,0.01517,-0.002254,0.000254,-2e-05,-0.067683,-13.684225,2.32609,-0.336808,0.062806,-0.011523,0.001874,-0.000263,2.2e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
69,2020/9/20,47:50.5,2020/9/20,47:50.5,4,3,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Masaya, Morisue",1000073965,Right,TOK,Undefined,2,Bottom,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,153.78381,0.10677,-0.768042,2163.218755,219.971097,1:15,1.718773,0.43641,2.118486,-38.5438,35.6665,28.0471,1.362953,0.50384,140.95615,-2.826394,1.253969,0.389033,,,,,,,,,,,,-15.3723,19.593,-0.422755,15.24,1.719034,0.435526,-42.400694,-0.03652,-3.626628,9.218638,-5.184278,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,6f14fb10-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,155.92499,,,12.82766,,,,16.321182,-42.635114,4.609319,1.718286,0.09531,-2.592139,-0.435003,0.527747,-1.813314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
70,2020/9/20,48:12.5,2020/9/20,48:12.5,4,4,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Masaya, Morisue",1000073965,Right,TOK,Undefined,2,Bottom,2,1,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,152.4036,-1.790527,-1.205689,2234.508256,223.933378,1:30,1.674541,0.437692,2.141874,-38.5468,37.5962,33.784,0.792902,0.441558,138.61089,-4.739549,1.234024,0.394067,,,,,,,,,,,,-18.7997,22.1598,-0.416302,15.24,1.639685,0.723591,-41.96467,-1.420724,-4.300238,9.919271,-4.737832,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,7c38eef0-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,153.93338,,,13.79271,,,,16.297405,-42.213871,4.959635,1.673882,-1.301696,-2.368916,-0.435838,0.831625,-2.150119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
71,2020/9/20,50:30.5,2020/9/20,50:30.5,1,1,"Kota, Hirayama",1000073931,Right,TOK,"Ryuji, Hane",1000073684,Right,HOS_HOS,Undefined,3,Top,0,0,0,Cutter,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,119.06178,-0.888994,-3.476395,2073.038065,167.203436,11:30,1.700704,0.318494,1.822931,-99.762,26.9641,-5.4197,0.451439,-0.719074,112.04338,-8.084701,-3.85909,0.508379,,,,,,,,,,,,0.93,15.3997,-0.234347,15.24,1.672525,2.012743,-32.775054,-0.847486,0.133756,4.422708,-7.591823,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,ce7c59e0-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,119.32038,,,7.0184,,,,16.617298,-32.960384,2.211354,1.701373,-0.529356,-3.795911,-0.318572,2.007138,0.066878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
72,2020/9/20,50:42.0,2020/9/20,50:42.0,1,2,"Kota, Hirayama",1000073931,Right,TOK,"Ryuji, Hane",1000073684,Right,HOS_HOS,Undefined,3,Top,0,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,131.28567,-3.146312,-1.47804,1945.48625,204.350766,12:45,1.805708,0.215747,1.660712,-55.4407,52.8707,22.378,0.352283,0.017667,120.77647,-7.213971,0.090552,0.469993,,,,,,,,,,,,-12.2839,29.8216,-0.177884,15.24,1.716467,0.821518,-36.048762,-2.182274,-2.096761,6.601837,-4.716357,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,d558f160-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,129.06564,,,10.5092,,,,16.778827,-36.329484,3.300918,1.804998,-1.981726,-2.358179,-0.214712,0.910677,-1.048381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
