PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runer,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,season
170,2020/9/20,48:38.4,2020/9/20,48:38.4,2,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,6,Bottom,1,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,121.33672,1.639872,-0.432277,2106.978564,27.564222,7:00,1.66568,0.462374,1.832115,-159.5914,-34.2745,-20.0645,0.532946,0.139667,111.02222,-9.887892,-1.857296,0.505545,,,,,,,,,,,,9.9342,-17.5247,-0.450764,15.24,1.694649,0.337953,-33.387086,0.361311,1.431041,6.556116,-12.331123,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,ed71a370-fb04-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,119.98941,,,10.3145,,,,16.608656,-33.654772,3.278058,1.669618,0.86479,-6.165562,-0.46337,0.279524,0.715521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
171,2020/9/20,48:49.8,2020/9/20,48:49.8,2,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,6,Bottom,1,1,0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,137.21175,0.488037,-2.564866,2090.051596,162.046887,11:30,1.657474,0.491527,1.870874,-68.1815,27.7439,-8.1112,1.113274,-0.312557,126.59977,-4.524527,-3.139483,0.442305,,,,,,,,,,,,2.5396,14.9041,-0.431415,15.24,1.664568,1.729684,-37.762854,0.071522,0.478145,6.880131,-7.000622,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,f433fc30-fb04-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,137.14529,,,10.61198,,,,16.568749,-38.004171,3.440065,1.657754,0.317066,-3.500311,-0.491789,1.712913,0.239072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
172,2020/9/20,49:06.3,2020/9/20,49:06.3,2,3,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,6,Bottom,1,2,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,152.1969,-2.281891,-2.368583,2316.10965,203.352384,12:45,1.667592,0.456913,2.198773,-18.8207,56.9159,23.4965,0.848793,0.037862,138.49533,-3.815409,-0.668274,0.393014,,,,,,,,,,,,-14.2525,32.8926,-0.415903,15.24,1.626413,1.624621,-41.887655,-1.682889,-3.257336,9.639419,-2.289195,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,fdffc460-fb04-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,154.34581,,,13.70157,,,,16.240493,-42.117265,4.81971,1.66585,-1.628361,-1.144597,-0.455525,1.70221,-1.628668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
173,2020/9/20,49:21.2,2020/9/20,49:21.2,2,4,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,6,Bottom,1,2,1,Cutter,Slider,BallinDirt,Undefined,Undefined,,Undefined,0,0,,,,138.04933,-3.002844,-2.931326,2349.603666,137.170251,10:30,1.641625,0.47147,1.938416,-67.7618,26.7538,-22.2374,0.119808,-0.573883,127.86411,-7.953091,-4.513841,0.439042,,,,,,,,,,,,9.7817,16.8228,-0.405497,15.24,1.57139,2.039572,-37.949099,-2.233094,1.851832,7.257694,-6.621802,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,06e1a1c0-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,138.16432,,,10.18522,,,,16.502017,-38.189695,3.628847,1.641779,-2.013578,-3.310901,-0.472092,1.978183,0.925916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
174,2020/9/20,49:46.9,2020/9/20,49:46.9,2,5,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,6,Bottom,1,3,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,151.61499,-2.183824,-1.671141,2294.295917,205.423991,12:45,1.664055,0.435558,2.179321,-30.4348,46.4128,20.8076,0.755759,0.18176,137.43194,-4.561769,-0.165847,0.395886,122.63349,42.139911,-106.090238,4559.144569,,,,,,,,-12.4237,27.3653,-0.406254,15.24,1.623653,1.122798,-41.727791,-1.658766,-2.800692,10.084232,-3.637635,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,164154d0-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,153.22609,15.348891,,14.18305,,,,16.259965,-41.97356,5.042116,1.663,-1.570111,-1.818818,-0.43445,1.191055,-1.400346,-0.105445,0.682896,-0.166654,47.794391,-0.105445,-7.000747,-2.202649,0.463182,-0.002057,-0.219025,0.307658,-0.199417,0.050338,0.682897,22.855484,-7.952552,1.000986,-0.080841,-0.255142,0.381924,-0.248801,0.062758,-0.166654,-24.269883,3.662349,-0.180582,0.023021,0.002998,0.004991,-0.009233,0.003815,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
175,2020/9/20,50:09.5,2020/9/20,50:09.5,2,6,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,6,Bottom,1,3,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,,,,153.08233,-1.490435,-1.603147,2223.881328,206.812569,1:00,1.699045,0.40204,2.18681,-31.6963,43.6971,20.763,0.97021,0.166809,138.44618,-3.963875,-0.10029,0.392122,144.15265,13.610884,-25.886728,2503.747205,28.678097,5.346412,-17.36931,62.468509,,-35.747154,2.10953,-12.381,25.4015,-0.374142,15.24,1.671226,1.084272,-42.144102,-1.170221,-2.840899,10.473428,-3.978111,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,23b71230-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,154.69673,5.347826,,14.63615,,,,16.252403,-42.394952,5.236714,1.698113,-1.074941,-1.989055,-0.400927,1.152315,-1.420449,-0.144093,0.871226,-0.134295,111.213158,-0.144092,35.012784,-7.449867,1.593691,-0.357649,0.078494,-0.015722,0.002321,-0.000172,0.871226,9.423046,-5.301774,0.420142,-0.079813,0.015507,-0.002561,0.000377,-3e-05,-0.134295,-16.991294,-0.51456,0.317797,-0.099804,0.027585,-0.006025,0.000931,-7.2e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
176,2020/9/20,50:50.2,2020/9/20,50:50.2,3,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,6,Bottom,1,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,137.48348,0.172208,-0.052621,2295.781023,140.902738,10:45,1.655385,0.468846,1.889661,-75.4383,20.6903,-14.3407,0.949455,0.310634,125.65634,-5.386215,-1.07239,0.442773,,,,,,,,,,,,7.3307,11.5728,-0.466848,15.24,1.654833,0.103175,-37.840737,-0.167641,1.370427,7.705728,-7.643195,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,3bfc2510-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,137.00027,,,11.82714,,,,16.549506,-38.106466,3.852864,1.65607,0.095932,-3.821598,-0.469591,0.055916,0.685214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
177,2020/9/20,51:17.0,2020/9/20,51:17.0,3,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,6,Bottom,1,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,1,,,149.87292,-2.330609,-2.238866,2315.251,204.840022,12:45,1.673598,0.402843,2.079739,-33.628,45.9089,20.007,0.688459,-0.019901,136.16734,-4.923359,-0.801247,0.402753,112.29691,36.276789,-154.490522,4007.035077,-30.992876,11.47376,-12.789008,55.83897,,-161.955435,2.751999,-12.3518,26.9625,-0.359747,15.24,1.62626,1.519474,-41.221904,-1.768722,-2.723913,9.641805,-3.860678,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,4bf2e800-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,150.6133,11.790319,,13.70557,,,,16.359955,-41.483035,4.820902,1.672747,-1.664163,-1.930339,-0.401898,1.593246,-1.361956,0.640045,0.69434,0.019653,16.57988,0.640049,-22.695938,1.238274,-0.058081,0.010916,-0.00266,0.001736,-0.00042,3.1e-05,0.694354,18.45638,-8.753351,1.098564,-0.245934,0.067674,-0.018427,0.003686,-0.000324,0.019664,-10.83042,1.442143,0.103234,-0.029297,0.010299,-0.001663,0.000263,-3.7e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
178,2020/9/20,51:45.4,2020/9/20,51:45.4,3,3,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,6,Bottom,1,1,1,Cutter,Cutter,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,1,,,137.41628,-0.015895,-1.08899,2208.630293,163.099709,11:30,1.673362,0.459928,1.965361,-63.9102,30.3113,-8.4094,1.029809,0.070839,126.99077,-4.749318,-1.689397,0.438359,119.26682,46.102398,-167.64897,4941.13198,-32.981624,17.682533,-6.027856,61.031702,,-173.654461,3.403737,3.7449,16.7058,-0.435971,15.24,1.669515,0.756414,-37.882231,-0.228912,0.709693,6.906645,-6.640746,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,5cdd59c0-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,138.37984,17.716564,,10.42551,,,,16.474934,-38.106718,3.453323,1.673448,-0.013068,-3.320373,-0.460181,0.733346,0.354846,0.76528,0.983141,-0.063175,5.127976,0.765293,-22.440095,0.484673,0.539728,-0.193378,0.046639,-0.005191,8.5e-05,1.8e-05,0.983173,23.871396,-10.362967,1.663735,-0.342122,0.052287,-0.004519,0.000325,-2.5e-05,-0.06317,-4.913821,0.552576,0.228044,-0.091617,0.023154,-0.002475,-7e-06,1.4e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
179,2020/9/20,52:22.8,2020/9/20,52:22.8,3,4,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,6,Bottom,1,1,2,Cutter,Cutter,FoulBall,Undefined,Undefined,,Undefined,0,0,1,,,139.323,-1.839938,-1.443729,2220.092881,175.328825,11:45,1.669192,0.455611,1.964061,-66.2341,25.197,-1.857,0.491215,0.032624,129.59776,-6.70413,-1.576391,0.431819,,,,,,,,,,,,0.1064,15.0853,-0.424308,15.24,1.625762,0.975815,-38.39853,-1.468632,0.020809,6.786122,-6.857064,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,732982d0-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,140.47553,,,9.72525,,,,16.476429,-38.616425,3.393061,1.669383,-1.24846,-3.428532,-0.455629,0.975146,0.010405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
180,2020/9/20,52:59.7,2020/9/20,52:59.7,3,5,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,6,Bottom,1,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,1,,,151.96683,-1.703343,-2.966088,2340.31315,192.608276,12:30,1.688984,0.37354,2.111717,-26.7476,50.0557,10.6386,0.948086,-0.343851,138.41914,-3.797684,-2.201225,0.395771,89.24895,40.294917,-165.851998,4682.59574,,,,41.086642,,-170.960039,2.595659,-7.8527,28.68,-0.317416,15.24,1.655193,2.117314,-41.807619,-1.303778,-1.788206,9.585365,-3.275646,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,8924f3d0-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,153.27026,10.108871,,13.54769,,,,16.327996,-42.056327,4.792682,1.687919,-1.218786,-1.637823,-0.372955,2.163712,-0.894103,0.419457,0.949595,0.349944,15.584212,0.419458,-18.335549,0.513716,0.302011,-0.094906,0.022619,-0.000564,-0.000595,6.9e-05,0.949597,16.032989,-7.883018,0.917048,-0.178639,0.023903,-0.000493,4e-06,-2.5e-05,0.349945,-4.6219,0.836794,-0.036275,-0.004378,0.00383,0.000486,-0.000382,4.4e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
181,2020/9/20,53:32.9,2020/9/20,53:32.9,3,6,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,6,Bottom,1,1,2,Splitter,Changeup,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,1,,,134.72696,-2.113865,-1.769207,1671.219322,250.641829,2:15,1.639589,0.497257,1.909964,-86.7937,11.749,25.827,0.177092,0.258213,125.62721,-8.415116,0.071924,0.448298,,,,,,,,,,,,-14.6753,8.1399,-0.458894,15.24,1.586679,1.036256,-37.118113,-1.68965,-2.679272,6.392167,-8.320537,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,9ce7b2e0-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,135.31171,,,9.09975,,,,16.530857,-37.339752,3.196084,1.640264,-1.401148,-4.160268,-0.496435,1.129156,-1.339636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
182,2020/9/20,54:06.9,2020/9/20,54:06.9,4,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Shuhei, Oto",1000073866,Right,TOK,Undefined,6,Bottom,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,117.14274,1.249838,-0.357472,2142.262607,53.15183,7:45,1.655899,0.435547,1.822974,-151.7311,-18.7811,-30.305,0.491759,0.031501,108.52377,-9.689805,-2.507648,0.520713,,,,,,,,,,,,15.3482,-9.3322,-0.424938,15.24,1.675916,0.323995,-32.270106,0.168895,2.092953,5.448605,-11.079232,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,b1399290-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,116.49404,,,8.61897,,,,16.618003,-32.50194,2.724303,1.658701,0.640309,-5.539616,-0.436829,0.234941,1.046476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
183,2020/9/20,54:23.4,2020/9/20,54:23.4,4,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Shuhei, Oto",1000073866,Right,TOK,Undefined,6,Bottom,2,1,0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,137.02765,-2.089235,-0.376499,2210.608002,161.037724,11:15,1.66603,0.460016,1.932278,-65.9349,28.8119,-9.0297,0.420137,0.264067,127.67528,-6.922798,-1.020673,0.439579,,,,,,,,,,,,4.518,17.0868,-0.451165,15.24,1.615895,0.287541,-37.768452,-1.611,0.856112,6.441085,-6.568862,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,bb0840f0-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,137.99567,,,9.35237,,,,16.508113,-37.984102,3.220543,1.66615,-1.391072,-3.284431,-0.460312,0.258878,0.428056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
184,2020/9/20,54:47.7,2020/9/20,54:47.7,4,3,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Shuhei, Oto",1000073866,Right,TOK,Undefined,6,Bottom,2,2,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,GroundBall,Single,0,0,1,,,150.49965,-2.028506,-2.175616,2371.586136,213.696384,1:00,1.668163,0.379088,2.088916,-33.0835,45.1102,28.4351,0.773001,0.058585,137.62343,-4.570558,-0.130805,0.399338,120.74069,12.978316,28.687946,3936.33927,27.704204,2.911581,18.883937,46.070364,,36.264179,1.697681,-16.6288,26.143,-0.33785,15.24,1.62709,1.442593,-41.431598,-1.557159,-3.733194,9.088237,-3.937495,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,c9858340-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,151.90141,3.585144,,12.87622,,,,16.35094,-41.674576,4.544118,1.667314,-1.451889,-1.968747,-0.377752,1.542401,-1.866597,-0.109109,0.689503,-0.067938,252.341977,-0.109109,28.670654,-5.239566,1.005993,-0.188866,0.026739,-0.00144,-0.000517,0.000116,0.689503,7.532177,-5.119929,0.317131,-0.044795,0.009745,-0.002618,0.000819,-0.000118,-0.067937,15.688511,0.763382,-0.469199,0.132069,-0.026282,0.001245,0.000915,-0.000187,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
185,2020/9/20,55:39.7,2020/9/20,55:39.7,5,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,6,Bottom,2,0,0,Cutter,Cutter,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,"1,2",,,139.01193,-1.327111,-1.075386,2150.427626,173.674629,11:45,1.673821,0.444941,1.992628,-71.1245,20.3604,-1.9831,0.591435,0.124437,129.23332,-6.554589,-1.217348,0.431946,114.63091,14.627348,-154.740178,3790.522486,,,,37.732714,,-158.735808,1.378804,0.3891,12.3184,-0.422144,15.24,1.642113,0.728143,-38.32485,-1.140168,0.075776,6.764727,-7.407449,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,e8837900-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,140.43423,2.957302,,9.77862,,,,16.447459,-38.537389,3.382364,1.67428,-0.907435,-3.703725,-0.444984,0.725762,0.037888,-0.116985,0.431047,-0.080171,62.427945,-0.116985,-27.863901,2.79551,-1.023473,0.275282,-0.069592,0.018071,-0.004054,0.000489,0.431047,8.041079,-6.733974,0.577715,-0.067492,0.002533,-0.000451,0.000535,-8.8e-05,-0.080171,-13.147308,3.286633,-0.854468,0.182498,-0.04021,0.011371,-0.002938,0.000406,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
186,2020/9/20,56:08.4,2020/9/20,56:08.4,5,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,6,Bottom,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",,,150.09436,-0.609311,0.234414,2328.748584,209.437074,1:00,1.718867,0.404334,2.181625,-28.1702,50.6076,26.9691,1.268827,0.738785,135.07938,-2.846315,2.186048,0.400827,,,,,,,,,,,,-14.031,28.2829,-0.409018,15.24,1.706535,-0.297032,-41.317651,-0.48611,-3.080303,10.447513,-3.597554,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,f99f8210-fb05-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,151.33726,,,15.01498,,,,16.256674,-41.573931,5.223757,1.717377,-0.397862,-1.798777,-0.402658,-0.221472,-1.540152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
187,2020/9/20,56:34.4,2020/9/20,56:34.4,5,3,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,6,Bottom,2,1,1,Fastball,Cutter,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",,,139.16006,-2.969272,-2.126902,2194.985919,194.067636,12:30,1.645772,0.432028,1.992028,-57.2935,34.9061,8.0578,0.241393,-0.08229,128.53311,-7.212582,-1.550621,0.43363,,,,,,,,,,,,-5.6647,21.175,-0.387486,15.24,1.579945,1.386842,-38.284307,-2.177323,-1.092674,7.304795,-5.722168,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,09266c30-fb06-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,139.88891,,,10.62695,,,,16.448091,-38.514126,3.652397,1.645615,-1.997296,-2.861084,-0.431659,1.421219,-0.546337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
188,2020/9/20,57:03.9,2020/9/20,57:03.9,5,4,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Takumi, Yasuda",1000073912,Left,TOK,Undefined,6,Bottom,2,2,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,"1,2",,,149.93514,-1.931292,-2.175491,2305.207626,213.143062,1:00,1.672776,0.356074,2.086219,-26.6345,52.704,32.6648,0.869079,0.0778,136.0944,-4.028022,0.172741,0.402251,149.10172,29.281413,2.242398,2206.98418,33.5264,18.134536,0.309918,104.046194,,-1.874821,5.03216,-18.9592,30.2154,-0.314882,15.24,1.633735,1.414635,-41.25394,-1.447271,-4.188987,9.627524,-3.130627,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,1ab22700-fb06-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,150.80151,24.696635,,13.84074,,,,16.353404,-41.512964,4.813762,1.67154,-1.363043,-1.565313,-0.354459,1.527338,-2.094494,0.14092,0.826011,-0.077813,167.660718,0.140928,36.096003,-7.397622,1.787737,-0.338497,0.050376,-0.005873,0.000487,-2e-05,0.826305,20.252854,-4.316689,-0.080297,0.061764,-0.014179,0.001883,-8.7e-05,-1e-06,-0.077838,1.413241,-1.320693,0.416348,-0.090076,0.013429,-0.001261,6.7e-05,-2e-06,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
